"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CONTCODE","CONT_ODE","CONTMO","CONTMO_","CONTEXPX","CONT_XPX"
"20144",2762895,10,0,"1","160","D","10","D",10,"D"
"20144",2762975,4,0,"1","160","D","13","D",20,"D"
"20144",2763015,3,0,"1","150","D","13","D",100,"D"
"20144",2763115,3,0,"1","170","D","09","D",500,"D"
"20144",2763115,4,0,"1","170","D","09","D",100,"D"
"20144",2763115,5,0,"1","170","D","10","D",250,"D"
"20144",2763115,6,0,"1","150","D","08","D",12000,"D"
"20144",2763115,7,0,"1","150","D","10","D",2000,"D"
"20144",2763255,3,0,"1","150","D","13","D",675,"D"
"20144",2763255,4,0,"1","150","D","10","D",600,"D"
"20144",2763295,4,0,"1","110","D","13","D",980,"D"
"20144",2763315,1,0,"1","110","D","13","D",400,"D"
"20144",2763385,8,0,"1","170","D","13","D",300,"D"
"20144",2763385,9,0,"1","170","D","13","D",4,"D"
"20144",2763395,9,0,"1","170","D","09","D",100,"D"
"20144",2763405,1,0,"1","110","D","13","D",920,"D"
"20144",2763565,4,0,"1","160","D","08","D",75,"D"
"20144",2763565,5,0,"1","160","D","09","D",75,"D"
"20144",2763565,6,0,"1","160","D","10","D",125,"D"
"20144",2763565,7,0,"2","160","D","08","D",25,"D"
"20144",2763605,5,0,"1","150","D","13","D",200,"D"
"20144",2763625,2,0,"1","160","D","13","D",290,"D"
"20144",2763625,3,0,"1","160","D","13","D",75,"D"
"20144",2763635,8,0,"1","170","D","10","D",100,"D"
"20144",2763635,9,0,"1","150","D","13","D",900,"D"
"20144",2763645,2,0,"1","160","D","09","D",1,"D"
"20144",2763645,3,0,"1","160","D","08","D",25,"D"
"20144",2763875,4,0,"1","150","D","13","D",600,"D"
"20144",2763875,5,0,"1","160","D","08","D",400,"D"
"20144",2763925,3,0,"1","150","D","13","D",40,"D"
"20144",2763935,2,0,"2","160","D","08","D",60,"D"
"20144",2764035,8,0,"1","160","D","08","D",15,"D"
"20144",2764035,9,0,"1","160","D","09","D",25,"D"
"20144",2764035,10,0,"1","150","D","09","D",25,"D"
"20144",2764065,2,0,"1","170","D","09","D",100,"D"
"20144",2764065,3,0,"1","160","D","09","D",35,"D"
"20144",2764065,4,0,"2","170","D","08","D",165,"D"
"20144",2764105,3,0,"1","120","D","13","D",500,"D"
"20144",2764105,4,0,"1","150","D","13","D",75,"D"
"20144",2764175,17,0,"1","160","D","09","D",25,"D"
"20144",2764175,18,0,"1","160","D","09","D",25,"D"
"20144",2764215,6,0,"1","160","D","10","D",200,"D"
"20144",2764235,3,0,"1","160","D","13","D",20,"D"
"20144",2764345,4,0,"1","150","D","13","D",50,"D"
"20144",2764345,5,0,"1","150","D","13","D",200,"D"
"20144",2764355,15,0,"1","150","D","13","D",100,"D"
"20144",2764355,16,0,"1","160","D","13","D",35,"D"
"20144",2764355,17,0,"1","160","D","09","D",75,"D"
"20144",2764365,8,0,"1","170","D","08","D",100,"D"
"20144",2764405,1,0,"1","150","D","13","D",10,"D"
"20144",2764455,5,0,"1","150","D","13","D",120,"D"
"20144",2764455,6,0,"2","170","D","08","D",3000,"D"
"20144",2764505,1,0,"1","150","D","13","D",8,"D"
"20144",2764515,2,0,"1","100","D","13","D",485,"D"
"20144",2764515,3,0,"1","130","D","10","D",2000,"D"
"20144",2764515,4,0,"1","150","D","13","D",400,"D"
"20144",2764595,4,0,"1","170","D","13","D",60,"D"
"20144",2764605,1,0,"1","160","D","09","D",10,"D"
"20144",2764715,8,0,"1","170","D","10","D",50,"D"
"20144",2764715,9,0,"1","170","D","09","D",25,"D"
"20144",2764715,10,0,"1","170","D","10","D",60,"D"
"20144",2764715,11,0,"1","150","D","13","D",40,"D"
"20144",2764735,5,0,"1","100","D","13","D",300,"D"
"20144",2764755,2,0,"1","150","D","13","D",300,"D"
"20144",2764755,3,0,"1","160","D","13","D",56,"D"
"20144",2764805,3,0,"1","160","D","13","D",19,"D"
"20144",2764825,5,0,"1","150","D","13","D",25,"D"
"20144",2764825,6,0,"1","160","D","13","D",100,"D"
"20144",2764855,1,0,"1","170","D","09","D",23,"D"
"20144",2764855,2,0,"1","150","D","13","D",80,"D"
"20144",2764855,3,0,"1","150","D","13","D",35,"D"
"20144",2764865,3,0,"1","100","D","13","D",200,"D"
"20144",2764885,2,0,"1","170","D","13","D",150,"D"
"20144",2764935,1,0,"1","150","D","13","D",183,"F"
"20144",2764945,12,0,"1","150","D","13","D",100,"D"
"20144",2764945,13,0,"1","160","D","10","D",20,"D"
"20144",2765015,1,0,"1","170","D","10","D",50,"D"
"20144",2765015,2,0,"1","150","D","13","D",160,"D"
"20144",2765055,4,0,"1","170","D","09","D",100,"D"
"20144",2765055,5,0,"1","150","D","10","D",625,"D"
"20144",2765065,1,0,"1","150","D","13","D",5,"D"
"20144",2765115,2,0,"1","150","D","13","D",200,"D"
"20144",2765125,7,0,"1","170","D","08","D",10,"D"
"20144",2765125,8,0,"1","170","D","09","D",10,"D"
"20144",2765125,9,0,"1","170","D","10","D",10,"D"
"20144",2765175,8,0,"1","170","D","09","D",50,"D"
"20144",2765175,9,0,"1","130","D","09","D",150,"D"
"20144",2765255,1,0,"1","160","D","09","D",75,"D"
"20144",2765375,5,0,"1","150","D","13","D",40,"D"
"20144",2765515,4,0,"1","160","D","13","D",108,"D"
"20144",2765565,4,0,"1","150","D","13","D",50,"D"
"20144",2765585,5,0,"1","160","D","09","D",20,"D"
"20144",2765645,4,0,"1","150","D","13","D",100,"D"
"20144",2765645,5,0,"1","160","D","13","D",30,"D"
"20144",2765645,6,0,"1","160","D","13","D",15,"D"
"20144",2765655,4,0,"1","160","D","13","D",100,"D"
"20144",2765675,1,0,"1","170","D","10","D",20,"D"
"20144",2765675,2,0,"1","150","D","10","D",135,"D"
"20144",2765685,4,0,"1","150","D","13","D",18,"D"
"20144",2765735,1,0,"1","150","D","13","D",10,"D"
"20144",2765765,6,0,"1","150","D","13","D",50,"D"
"20144",2765765,7,0,"1","160","D","10","D",25,"D"
"20144",2765945,5,0,"1","110","D","13","D",260,"D"
"20144",2765955,1,0,"1","160","D","09","D",100,"D"
"20144",2765955,2,0,"1","160","D","10","D",150,"D"
"20144",2765955,3,0,"1","130","D","10","D",50,"D"
"20144",2765955,4,0,"1","160","D","10","D",40,"D"
"20144",2765955,5,0,"1","150","D","09","D",100,"D"
"20144",2765955,6,0,"1","150","D","10","D",100,"D"
"20144",2765955,7,0,"2","150","D","08","D",25,"D"
"20144",2765955,8,0,"2","160","D","08","D",40,"D"
"20144",2766135,6,0,"1","170","D","10","D",10,"D"
"20144",2766145,12,0,"1","170","D","09","D",300,"D"
"20144",2766145,13,0,"1","170","D","10","D",50,"D"
"20144",2766155,1,0,"1","150","D","13","D",100,"D"
"20144",2766225,2,0,"1","170","D","08","D",200,"D"
"20144",2766225,3,0,"1","170","D","10","D",100,"D"
"20144",2766305,1,0,"1","150","D","09","D",220,"D"
"20144",2766305,2,0,"1","150","D","10","D",220,"D"
"20144",2766305,3,0,"2","150","D","08","D",220,"D"
"20144",2766315,2,0,"1","170","D","13","D",60,"D"
"20144",2766315,3,0,"1","150","D","13","D",12,"D"
"20144",2766355,1,0,"1","170","D","09","D",30,"D"
"20144",2766355,2,0,"1","150","D","13","D",25,"D"
"20144",2766425,3,0,"1","150","D","13","D",134,"D"
"20144",2766505,1,0,"1","110","D","13","D",580,"D"
"20144",2766505,2,0,"1","160","D","09","D",20,"D"
"20144",2766515,2,0,"1","160","D","09","D",25,"D"
"20144",2766595,4,0,"2","170","D","08","D",200,"D"
"20144",2766645,4,0,"1","170","D","09","D",300,"D"
"20144",2766645,5,0,"1","140","D","10","D",100,"D"
"20144",2766755,2,0,"1","170","D","08","D",75,"D"
"20144",2766785,6,0,"1","100","D","13","D",20,"D"
"20144",2766815,1,0,"1","170","D","10","D",100,"D"
"20144",2766815,2,0,"1","170","D","09","D",100,"D"
"20144",2766815,3,0,"1","160","D","10","D",150,"D"
"20144",2766815,4,0,"1","160","D","13","D",40,"D"
"20144",2766855,2,0,"1","150","D","13","D",400,"D"
"20144",2766925,1,0,"1","150","D","13","D",40,"D"
"20144",2767185,11,0,"1","130","D","10","D",40,"D"
"20144",2767185,12,0,"1","150","D","13","D",300,"D"
"20144",2767285,4,0,"1","150","D","13","D",500,"D"
"20144",2767285,5,0,"1","180","D","10","D",11000,"D"
"20144",2767365,19,0,"1","170","D","10","D",100,"D"
"20144",2767365,20,0,"1","170","D","10","D",40,"D"
"20144",2767365,21,0,"1","170","D","09","D",50,"D"
"20144",2767395,1,0,"1","170","D","13","D",250,"D"
"20144",2767625,11,0,"1","170","D","08","D",150,"D"
"20144",2767625,12,0,"1","160","D","13","D",10,"D"
"20144",2767655,3,0,"1","100","D","10","D",50,"D"
"20144",2767675,6,0,"1","150","D","13","D",100,"D"
"20144",2767685,12,0,"1","170","D","10","D",15,"D"
"20144",2767685,13,0,"1","150","D","13","D",270,"D"
"20144",2767685,14,0,"2","150","D","08","D",270,"D"
"20144",2767775,4,0,"1","160","D","13","D",32,"D"
"20144",2767805,1,0,"1","150","D","13","D",10,"D"
"20144",2767815,3,0,"1","150","D","13","D",50,"D"
"20144",2767865,3,0,"1","110","D","13","D",138,"D"
"20144",2767885,2,0,"1","150","D","13","D",20,"D"
"20144",2767915,2,0,"1","150","D","13","D",100,"D"
"20144",2767925,4,0,"1","170","D","10","D",50,"D"
"20144",2767925,5,0,"1","150","D","13","D",100,"D"
"20144",2767975,4,0,"1","160","D","13","D",15,"D"
"20144",2767975,5,0,"1","150","D","13","D",15,"D"
"20144",2767995,12,0,"1","170","D","09","D",15,"D"
"20144",2767995,13,0,"1","170","D","10","D",15,"D"
"20144",2768005,4,0,"1","150","D","13","D",10,"D"
"20144",2768025,4,0,"1","150","D","13","D",65,"D"
"20144",2768025,5,0,"1","150","D","10","D",50,"D"
"20144",2768025,6,0,"1","160","D","13","D",25,"D"
"20144",2768045,4,0,"1","170","D","09","D",140,"D"
"20144",2768045,5,0,"1","150","D","13","D",400,"D"
"20144",2768045,6,0,"1","160","D","13","D",3,"D"
"20144",2768065,5,0,"1","160","D","08","D",10,"D"
"20144",2768065,6,0,"1","160","D","09","D",10,"D"
"20144",2768065,7,0,"1","160","D","09","D",20,"D"
"20144",2768065,8,0,"1","160","D","09","D",25,"D"
"20144",2768065,9,0,"1","160","D","09","D",10,"D"
"20144",2768065,10,0,"1","160","D","10","D",10,"D"
"20144",2768065,11,0,"1","160","D","10","D",15,"D"
"20144",2768065,12,0,"1","160","D","10","D",5,"D"
"20144",2768065,13,0,"1","160","D","10","D",7,"D"
"20144",2768065,14,0,"1","160","D","10","D",15,"D"
"20144",2768065,15,0,"1","160","D","10","D",8,"D"
"20144",2768065,16,0,"1","160","D","10","D",10,"D"
"20144",2768065,17,0,"2","160","D","08","D",10,"D"
"20144",2768075,4,0,"1","150","D","13","D",400,"D"
"20144",2768095,10,0,"1","160","D","10","D",100,"D"
"20144",2768175,5,0,"1","150","D","13","D",572,"D"
"20144",2768205,4,0,"1","170","D","10","D",50,"D"
"20144",2768245,12,0,"1","170","D","09","D",140,"D"
"20144",2768245,13,0,"1","170","D","09","D",80,"D"
"20144",2768245,14,0,"1","160","D","10","D",25,"D"
"20144",2768275,2,0,"1","150","D","13","D",25,"D"
"20144",2768285,1,0,"1","150","D","13","D",150,"D"
"20144",2768415,26,0,"1","170","D","10","D",20,"D"
"20144",2768455,1,0,"1","160","D","13","D",250,"D"
"20144",2768605,4,0,"1","160","D","13","D",45,"D"
"20144",2768605,5,0,"1","160","D","10","D",100,"D"
"20144",2768615,1,0,"1","150","D","13","D",450,"D"
"20144",2768715,8,0,"1","150","D","13","D",417,"D"
"20144",2768715,9,0,"1","150","D","08","D",10,"D"
"20144",2768715,10,0,"1","150","D","10","D",10,"D"
"20144",2768715,11,0,"1","130","D","13","D",25,"D"
"20144",2768715,12,0,"1","160","D","13","D",81,"D"
"20144",2768715,13,0,"1","140","D","13","D",42,"D"
"20144",2768735,5,0,"1","150","D","13","D",40,"D"
"20144",2768735,6,0,"1","160","D","13","D",25,"D"
"20144",2768765,2,0,"1","170","D","09","D",50,"D"
"20144",2768775,6,0,"1","150","D","13","D",20,"D"
"20144",2768775,7,0,"1","160","D","10","D",10,"D"
"20144",2768775,8,0,"1","160","D","10","D",10,"D"
"20144",2768795,6,0,"1","170","D","13","D",100,"D"
"20144",2768815,1,0,"1","170","D","08","D",500,"D"
"20144",2768885,2,0,"1","150","D","13","D",12,"D"
"20144",2768925,5,0,"1","160","D","10","D",40,"D"
"20144",2768965,7,0,"1","150","D","13","D",300,"D"
"20144",2768975,4,0,"1","170","D","13","D",350,"D"
"20144",2768975,5,0,"1","150","D","13","D",40,"D"
"20144",2768985,5,0,"1","150","D","13","D",200,"D"
"20144",2769065,3,0,"1","150","D","13","D",200,"D"
"20144",2769075,2,0,"1","150","D","13","D",280,"D"
"20144",2769075,3,0,"1","150","D","13","D",20,"D"
"20144",2769075,4,0,"1","160","D","13","D",20,"D"
"20144",2769075,5,0,"1","160","D","13","D",30,"D"
"20144",2769075,6,0,"1","160","D","13","D",20,"D"
"20144",2769085,1,0,"1","160","D","13","D",100,"D"
"20144",2769135,1,0,"1","170","D","09","D",400,"D"
"20144",2769135,2,0,"1","150","D","13","D",250,"D"
"20144",2769195,10,0,"1","100","D","09","D",75,"D"
"20144",2769195,11,0,"1","100","D","10","D",50,"D"
"20144",2769195,12,0,"1","130","D","10","D",500,"D"
"20144",2769195,13,0,"1","150","D","13","D",700,"D"
"20144",2769205,6,0,"1","110","D","13","D",496,"D"
"20144",2769245,12,0,"1","160","D","10","D",200,"D"
"20144",2769315,14,0,"1","160","D","13","D",16,"D"
"20144",2769335,7,0,"1","150","D","13","D",250,"D"
"20144",2769345,1,0,"1","150","D","13","D",1000,"D"
"20144",2769415,2,0,"1","160","D","13","D",250,"D"
"20144",2769435,3,0,"1","130","D","09","D",165,"D"
"20144",2769455,4,0,"2","170","D","08","D",25,"D"
"20144",2769475,6,0,"1","170","D","10","D",1000,"D"
"20144",2769475,7,0,"1","150","D","13","D",200,"D"
"20144",2769485,1,0,"1","150","D","13","D",50,"D"
"20144",2769505,1,0,"1","150","D","13","D",100,"D"
"20144",2769535,4,0,"1","170","D","08","D",70,"D"
"20144",2769535,5,0,"1","170","D","09","D",860,"D"
"20144",2769535,6,0,"1","150","D","13","D",850,"D"
"20144",2769545,22,0,"1","100","D","09","D",100,"D"
"20144",2769545,23,0,"1","100","D","10","D",100,"D"
"20144",2769545,24,0,"1","150","D","13","D",60,"D"
"20144",2769615,8,0,"1","170","D","10","D",150,"D"
"20144",2769615,9,0,"1","110","D","13","D",850,"D"
"20144",2769715,2,0,"2","100","D","08","D",200,"D"
"20144",2769725,4,0,"1","160","D","13","D",25,"D"
"20144",2769725,5,0,"1","160","D","13","D",25,"D"
"20144",2769745,2,0,"1","150","D","13","D",20,"D"
"20144",2769825,16,0,"1","100","D","13","D",100,"D"
"20144",2769825,17,0,"1","150","D","13","D",313,"F"
"20144",2769845,5,0,"1","150","D","13","D",10,"D"
"20144",2769865,6,0,"1","150","D","13","D",100,"D"
"20144",2769995,11,0,"1","170","D","10","D",20,"D"
"20144",2769995,12,0,"1","170","D","11","D",20,"D"
"20144",2769995,13,0,"1","170","D","09","D",20,"D"
"20144",2769995,14,0,"1","150","D","13","D",150,"D"
"20144",2769995,15,0,"2","170","D","09","D",50,"D"
"20144",2770115,4,0,"1","150","D","09","D",933,"D"
"20144",2770115,5,0,"1","150","D","13","D",833,"D"
"20144",2770435,15,0,"1","170","D","13","D",7,"D"
"20144",2770435,16,0,"1","150","D","13","D",100,"D"
"20144",2770465,8,0,"1","150","D","13","D",100,"D"
"20144",2770505,4,0,"1","150","D","13","D",100,"D"
"20144",2770515,3,0,"1","150","D","13","D",72,"D"
"20144",2770545,7,0,"1","170","D","13","D",600,"D"
"20144",2770545,8,0,"1","170","D","11","D",100,"D"
"20144",2770565,3,0,"1","160","D","10","D",75,"D"
"20144",2770565,4,0,"1","160","D","11","D",75,"D"
"20144",2770565,5,0,"2","160","D","09","D",535,"D"
"20144",2770645,3,0,"1","170","D","11","D",25,"D"
"20144",2770645,4,0,"1","150","D","10","D",15,"D"
"20144",2770655,22,0,"1","160","D","13","D",500,"D"
"20144",2770685,4,0,"1","170","D","11","D",500,"D"
"20144",2770685,5,0,"1","170","D","11","D",200,"D"
"20144",2770685,6,0,"1","160","D","11","D",50,"D"
"20144",2770685,7,0,"2","170","D","09","D",30,"D"
"20144",2770755,6,0,"1","110","D","13","D",960,"D"
"20144",2770795,11,0,"1","170","D","09","D",25,"D"
"20144",2770795,12,0,"1","170","D","10","D",100,"D"
"20144",2770795,13,0,"1","170","D","11","D",100,"D"
"20144",2770795,14,0,"1","170","D","11","D",145,"D"
"20144",2770795,15,0,"1","150","D","11","D",200,"D"
"20144",2770795,16,0,"1","150","D","11","D",40,"D"
"20144",2770795,17,0,"1","150","D","09","D",50,"D"
"20144",2770795,18,0,"1","150","D","10","D",50,"D"
"20144",2770795,19,0,"1","150","D","11","D",50,"D"
"20144",2770795,20,0,"1","150","D","09","D",20,"D"
"20144",2770795,21,0,"1","150","D","10","D",25,"D"
"20144",2770835,3,0,"1","170","D","09","D",50,"D"
"20144",2770835,4,0,"1","170","D","10","D",50,"D"
"20144",2770835,5,0,"1","170","D","11","D",50,"D"
"20144",2770835,6,0,"1","160","D","13","D",200,"D"
"20144",2770835,7,0,"2","170","D","09","D",70,"D"
"20144",2770875,3,0,"1","150","D","13","D",20,"D"
"20144",2770925,2,0,"1","170","D","11","D",30,"D"
"20144",2770925,3,0,"1","130","D","09","D",50,"D"
"20144",2770945,1,0,"1","150","D","13","D",1100,"D"
"20144",2770955,5,0,"1","170","D","13","D",200,"D"
"20144",2770955,6,0,"1","100","D","09","D",300,"D"
"20144",2770955,7,0,"1","100","D","10","D",300,"D"
"20144",2770955,8,0,"1","100","D","11","D",300,"D"
"20144",2771075,6,0,"1","170","D","09","D",250,"D"
"20144",2771075,7,0,"1","170","D","11","D",45,"D"
"20144",2771075,8,0,"1","170","D","11","D",40,"D"
"20144",2771075,9,0,"1","170","D","10","D",35,"D"
"20144",2771075,10,0,"1","170","D","09","D",100,"D"
"20144",2771075,11,0,"1","170","D","09","D",100,"D"
"20144",2771075,12,0,"1","160","D","09","D",250,"D"
"20144",2771075,13,0,"1","160","D","10","D",470,"D"
"20144",2771075,14,0,"1","160","D","11","D",100,"D"
"20144",2771125,7,0,"1","170","D","13","D",10,"D"
"20144",2771125,8,0,"1","150","D","13","D",480,"F"
"20144",2771125,9,0,"1","160","D","13","D",25,"D"
"20144",2771125,10,0,"1","160","D","13","D",30,"D"
"20144",2771145,7,0,"1","170","D","11","D",200,"D"
"20144",2771145,8,0,"1","160","D","13","D",50,"D"
"20144",2771155,4,0,"1","170","D","10","D",430,"D"
"20144",2771155,5,0,"1","150","D","13","D",570,"D"
"20144",2771285,5,0,"1","170","D","10","D",20,"D"
"20144",2771285,6,0,"1","140","D","09","D",40,"D"
"20144",2771355,1,0,"1","170","D","13","D",10,"D"
"20144",2771355,2,0,"1","150","D","13","D",20,"D"
"20144",2771365,5,0,"1","170","D","10","D",20,"D"
"20144",2771365,6,0,"1","160","D","11","D",30,"D"
"20144",2771415,1,0,"1","100","D","13","D",200,"D"
"20144",2771425,8,0,"1","150","D","09","D",1500,"D"
"20144",2771425,9,0,"1","150","D","11","D",2000,"D"
"20144",2771435,2,0,"1","150","D","13","D",240,"D"
"20144",2771485,3,0,"1","170","D","09","D",500,"D"
"20144",2771495,6,0,"1","140","D","10","D",200,"D"
"20144",2771495,7,0,"1","140","D","09","D",145,"D"
"20144",2771495,8,0,"1","140","D","10","D",167,"D"
"20144",2771495,9,0,"1","160","D","10","D",185,"D"
"20144",2771585,4,0,"1","170","D","10","D",20,"D"
"20144",2771585,5,0,"1","170","D","11","D",20,"D"
"20144",2771595,3,0,"1","150","D","13","D",200,"D"
"20144",2771615,2,0,"1","150","D","13","D",182,"F"
"20144",2771645,5,0,"1","170","D","11","D",200,"D"
"20144",2771645,6,0,"1","150","D","13","D",80,"D"
"20144",2771775,1,0,"1","150","D","13","D",100,"D"
"20144",2771825,4,0,"1","170","D","13","D",50,"D"
"20144",2771825,5,0,"1","170","D","13","D",50,"D"
"20144",2771825,6,0,"1","150","D","11","D",183,"F"
"20144",2771825,7,0,"1","160","D","10","D",170,"F"
"20144",2771825,8,0,"2","160","D","09","D",20,"D"
"20144",2771915,5,0,"1","160","D","09","D",30,"D"
"20144",2771915,6,0,"1","160","D","11","D",20,"D"
"20144",2771955,4,0,"1","170","D","11","D",30,"D"
"20144",2771955,5,0,"1","150","D","13","D",250,"D"
"20144",2771955,6,0,"2","170","D","09","D",25,"D"
"20144",2772005,1,0,"1","170","D","11","D",30,"D"
"20144",2772005,2,0,"1","170","D","11","D",30,"D"
"20144",2772005,3,0,"2","170","D","09","D",25,"D"
"20144",2772135,7,0,"1","170","D","11","D",15,"D"
"20144",2772135,8,0,"1","130","D","10","D",500,"D"
"20144",2772135,9,0,"1","160","D","11","D",100,"D"
"20144",2772135,10,0,"2","160","D","09","D",1000,"D"
"20144",2772165,2,0,"2","170","D","09","D",100,"D"
"20144",2772275,2,0,"1","160","D","10","D",1359,"D"
"20144",2772275,3,0,"1","130","D","11","D",200,"D"
"20144",2772275,4,0,"1","130","D","10","D",160,"D"
"20144",2772275,5,0,"1","140","D","09","D",50,"D"
"20144",2772335,3,0,"1","170","D","11","D",150,"D"
"20144",2772335,4,0,"1","160","D","11","D",8,"D"
"20144",2772405,6,0,"1","150","D","13","D",300,"D"
"20144",2772465,3,0,"1","150","D","13","D",200,"D"
"20144",2772505,3,0,"1","110","D","13","D",150,"D"
"20144",2772615,2,0,"1","150","D","13","D",600,"D"
"20144",2772615,3,0,"1","160","D","11","D",40,"D"
"20144",2772705,5,0,"1","170","D","10","D",110,"D"
"20144",2772715,4,0,"1","160","D","11","D",100,"D"
"20144",2772785,3,0,"1","150","D","10","D",150,"D"
"20144",2772785,4,0,"1","160","D","10","D",200,"D"
"20144",2772785,5,0,"2","170","D","09","D",150,"D"
"20144",2772835,1,0,"1","150","D","13","D",80,"D"
"20144",2772895,3,0,"1","160","D","11","D",50,"D"
"20144",2772915,11,0,"1","160","D","13","D",10,"D"
"20144",2772985,5,0,"1","150","D","13","D",100,"D"
"20144",2773055,11,0,"1","150","D","13","D",1000,"D"
"20144",2773055,12,0,"1","160","D","13","D",100,"D"
"20144",2773055,13,0,"1","160","D","13","D",25,"D"
"20144",2773055,14,0,"1","160","D","13","D",25,"D"
"20144",2773105,8,0,"1","170","D","13","D",100,"D"
"20144",2773115,14,0,"1","160","D","13","D",25,"D"
"20144",2773175,7,0,"1","170","D","13","D",1,"D"
"20144",2773225,1,0,"1","150","D","13","D",100,"D"
"20144",2773625,6,0,"1","170","D","10","D",200,"D"
"20144",2773625,7,0,"1","150","D","13","D",100,"D"
"20144",2773625,8,0,"1","160","D","11","D",150,"D"
"20144",2773625,9,0,"1","160","D","11","D",50,"D"
"20144",2773625,10,0,"1","160","D","11","D",25,"D"
"20144",2773695,2,0,"1","150","D","13","D",100,"D"
"20144",2773715,11,0,"1","170","D","13","D",15,"D"
"20144",2773715,12,0,"1","100","D","10","D",40,"D"
"20144",2773715,13,0,"1","150","D","13","D",300,"D"
"20144",2773775,3,0,"1","160","D","13","D",45,"D"
"20144",2773785,7,0,"1","150","D","13","D",10,"D"
"20144",2773835,1,0,"1","150","D","13","D",300,"D"
"20144",2773855,8,0,"1","170","D","13","D",15,"D"
"20144",2773855,9,0,"2","170","D","09","D",200,"D"
"20144",2773865,4,0,"1","170","D","11","D",100,"D"
"20144",2773885,2,0,"1","170","D","10","D",1100,"D"
"20144",2773885,3,0,"1","150","D","13","D",800,"D"
"20144",2773895,1,0,"2","170","D","09","D",243,"F"
"20144",2773905,3,0,"1","150","D","13","D",20,"D"
"20144",2773965,3,0,"1","160","D","09","D",135,"D"
"20144",2773975,4,0,"1","170","D","09","D",25,"D"
"20144",2774045,1,0,"1","150","D","13","D",40,"D"
"20144",2774055,1,0,"1","170","D","11","D",1600,"D"
"20144",2774065,2,0,"1","110","D","13","D",370,"D"
"20144",2774115,4,0,"1","150","D","13","D",15,"D"
"20144",2774145,9,0,"1","170","D","11","D",50,"D"
"20144",2774195,4,0,"1","150","D","13","D",40,"D"
"20144",2774195,5,0,"1","160","D","13","D",5,"D"
"20144",2774265,4,0,"1","150","D","13","D",450,"D"
"20144",2774265,5,0,"1","150","D","10","D",270,"D"
"20144",2774265,6,0,"1","150","D","13","D",31,"D"
"20144",2774265,7,0,"1","160","D","13","D",20,"D"
"20144",2774305,2,0,"1","150","D","11","D",120,"D"
"20144",2774465,2,0,"1","130","D","10","D",100,"D"
"20144",2774465,3,0,"1","130","D","10","D",100,"D"
"20144",2774465,4,0,"1","150","D","13","D",250,"D"
"20144",2774555,6,0,"1","160","D","13","D",100,"D"
"20144",2774575,27,0,"1","150","D","13","D",15,"D"
"20144",2774575,28,0,"1","160","D","13","D",10,"D"
"20144",2774585,9,0,"1","150","D","13","D",15,"D"
"20144",2774585,10,0,"1","160","D","13","D",10,"D"
"20144",2774605,3,0,"1","150","D","13","D",20,"D"
"20144",2774605,4,0,"1","160","D","11","D",50,"D"
"20144",2774605,5,0,"2","160","D","09","D",25,"D"
"20144",2774625,1,0,"1","150","D","13","D",200,"D"
"20144",2774645,7,0,"1","110","D","13","D",700,"D"
"20144",2774745,1,0,"1","150","D","09","D",240,"D"
"20144",2774745,2,0,"1","150","D","10","D",240,"D"
"20144",2774745,3,0,"1","150","D","11","D",300,"D"
"20144",2774745,4,0,"1","150","D","13","D",75,"D"
"20144",2774765,1,0,"1","150","D","13","D",125,"D"
"20144",2774795,3,0,"1","160","D","11","D",500,"D"
"20144",2774825,11,0,"1","110","D","13","D",288,"D"
"20144",2774825,12,0,"1","150","D","13","D",10,"D"
"20144",2774845,1,0,"1","150","D","13","D",20,"D"
"20144",2774905,5,0,"1","150","D","13","D",500,"D"
"20144",2774905,6,0,"1","160","D","11","D",500,"D"
"20144",2775085,2,0,"1","150","D","13","D",500,"D"
"20144",2775175,1,0,"1","150","D","13","D",320,"D"
"20144",2775205,3,0,"1","150","D","13","D",50,"D"
"20144",2775245,8,0,"1","160","D","13","D",1,"D"
"20144",2775305,8,0,"1","150","D","13","D",600,"D"
"20144",2775315,2,0,"1","150","D","13","D",50,"D"
"20144",2775415,1,0,"1","160","D","11","D",15,"D"
"20144",2775435,7,0,"1","170","D","13","D",22,"D"
"20144",2775435,8,0,"1","150","D","13","D",295,"D"
"20144",2775495,1,0,"1","170","D","13","D",500,"D"
"20144",2775555,3,0,"1","170","D","11","D",50,"D"
"20144",2775555,4,0,"1","150","D","13","D",100,"D"
"20144",2775595,2,0,"1","100","D","13","D",250,"D"
"20144",2775665,1,0,"1","150","D","11","D",183,"F"
"20144",2775675,5,0,"1","160","D","13","D",250,"D"
"20144",2775685,7,0,"1","100","D","13","D",100,"D"
"20144",2775685,8,0,"1","150","D","13","D",100,"D"
"20144",2775685,9,0,"1","160","D","13","D",40,"D"
"20144",2775765,4,0,"1","150","D","13","D",100,"D"
"20144",2775805,3,0,"1","150","D","13","D",50,"D"
"20144",2776005,2,0,"1","150","D","13","D",10,"D"
"20144",2776025,5,0,"1","160","D","10","D",8,"D"
"20144",2776025,6,0,"1","160","D","13","D",4,"D"
"20144",2776065,2,0,"1","100","D","13","D",200,"D"
"20144",2776065,3,0,"1","150","D","13","D",200,"D"
"20144",2776235,6,0,"1","150","D","13","D",350,"D"
"20144",2776245,4,0,"1","150","D","13","D",50,"D"
