"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CONTCODE","CONT_ODE","CONTMO","CONTMO_","CONTEXPX","CONT_XPX"
"20142",2732564,5,0,"1","160","D","13","D",450,"D"
"20142",2732584,1,0,"1","170","D","13","D",75,"D"
"20142",2732584,2,0,"2","170","D","02","D",75,"D"
"20142",2732594,1,0,"1","150","D","13","D",25,"D"
"20142",2732614,4,0,"1","150","D","13","D",185,"F"
"20142",2732684,11,0,"1","170","D","02","D",100,"D"
"20142",2732684,12,0,"1","170","D","04","D",300,"D"
"20142",2732684,13,0,"1","130","D","02","D",200,"D"
"20142",2732694,2,0,"1","180","D","13","D",500,"D"
"20142",2732834,1,0,"1","150","D","13","D",20,"D"
"20142",2732874,6,0,"1","150","D","13","D",120,"D"
"20142",2733004,1,0,"1","150","D","13","D",100,"D"
"20142",2733014,4,0,"1","150","D","13","D",80,"D"
"20142",2733044,1,0,"1","150","D","13","D",185,"F"
"20142",2733044,2,0,"1","160","D","13","D",15,"D"
"20142",2733054,1,0,"1","150","D","13","D",400,"D"
"20142",2733154,6,0,"1","170","D","03","D",1000,"D"
"20142",2733154,7,0,"1","150","D","02","D",1665,"D"
"20142",2733154,8,0,"1","150","D","03","D",1665,"D"
"20142",2733154,9,0,"1","150","D","04","D",1665,"D"
"20142",2733154,10,0,"1","160","D","02","D",25,"D"
"20142",2733154,11,0,"1","180","D","13","D",20,"D"
"20142",2733224,3,0,"1","150","D","13","D",55,"D"
"20142",2733224,4,0,"1","150","D","03","D",90,"D"
"20142",2733224,5,0,"1","150","D","04","D",90,"D"
"20142",2733224,6,0,"1","160","D","02","D",45,"D"
"20142",2733224,7,0,"1","160","D","04","D",30,"D"
"20142",2733224,8,0,"1","160","D","03","D",30,"D"
"20142",2733224,9,0,"2","130","D","02","D",25,"D"
"20142",2733274,2,0,"1","130","D","02","D",23,"D"
"20142",2733274,3,0,"1","160","D","02","D",250,"D"
"20142",2733274,4,0,"1","160","D","03","D",275,"D"
"20142",2733274,5,0,"1","160","D","04","D",550,"D"
"20142",2733274,6,0,"2","150","D","02","D",250,"D"
"20142",2733274,7,0,"2","150","D","02","D",250,"D"
"20142",2733444,2,0,"1","160","D","13","D",25,"D"
"20142",2733464,1,0,"1","150","D","13","D",100,"D"
"20142",2733474,4,0,"1","150","D","13","D",75,"D"
"20142",2733574,19,0,"1","150","D","13","D",100,"D"
"20142",2733654,3,0,"1","150","D","13","D",120,"D"
"20142",2733714,2,0,"1","150","D","04","D",72,"D"
"20142",2733734,1,0,"1","160","D","03","D",100,"D"
"20142",2733744,4,0,"1","150","D","13","D",440,"D"
"20142",2733804,8,0,"1","170","D","13","D",350,"D"
"20142",2733804,9,0,"1","160","D","13","D",20,"D"
"20142",2733804,10,0,"1","160","D","13","D",15,"D"
"20142",2733804,11,0,"1","160","D","13","D",30,"D"
"20142",2733804,12,0,"1","160","D","02","D",86,"D"
"20142",2733804,13,0,"1","160","D","03","D",40,"D"
"20142",2733804,14,0,"1","160","D","02","D",50,"D"
"20142",2733804,15,0,"1","150","D","13","D",75,"D"
"20142",2733804,16,0,"2","170","D","02","D",350,"D"
"20142",2733894,4,0,"1","150","D","13","D",89,"D"
"20142",2733894,5,0,"1","160","D","03","D",50,"D"
"20142",2733934,1,0,"1","150","D","13","D",20,"D"
"20142",2733974,1,0,"1","160","D","02","D",30,"D"
"20142",2733984,3,0,"1","110","D","13","D",285,"F"
"20142",2733984,4,0,"1","150","D","13","D",20,"D"
"20142",2733984,5,0,"1","160","D","04","D",10,"D"
"20142",2734004,2,0,"1","150","D","13","D",35,"D"
"20142",2734064,2,0,"1","150","D","13","D",450,"D"
"20142",2734134,3,0,"1","170","D","03","D",90,"D"
"20142",2734134,4,0,"1","150","D","13","D",80,"D"
"20142",2734134,5,0,"1","160","D","03","D",150,"D"
"20142",2734144,10,0,"1","110","D","13","D",1200,"D"
"20142",2734154,5,0,"1","100","D","13","D",50,"D"
"20142",2734154,6,0,"1","160","D","13","D",45,"D"
"20142",2734154,7,0,"1","150","D","13","D",60,"D"
"20142",2734174,3,0,"1","150","D","13","D",300,"D"
"20142",2734204,3,0,"1","170","D","13","D",40,"D"
"20142",2734204,4,0,"1","150","D","13","D",80,"D"
"20142",2734244,2,0,"1","150","D","13","D",20,"D"
"20142",2734244,3,0,"1","160","D","13","D",10,"D"
"20142",2734254,3,0,"1","150","D","13","D",58,"D"
"20142",2734364,3,0,"1","150","D","13","D",200,"D"
"20142",2734404,1,0,"1","150","D","13","D",400,"D"
"20142",2734414,1,0,"1","150","D","13","D",360,"D"
"20142",2734434,5,0,"1","150","D","13","D",60,"D"
"20142",2734464,14,0,"1","150","D","13","D",100,"D"
"20142",2734624,1,0,"1","170","D","13","D",125,"D"
"20142",2734674,4,0,"1","150","D","13","D",40,"D"
"20142",2734704,4,0,"1","150","D","13","D",150,"D"
"20142",2734704,5,0,"1","160","D","13","D",20,"D"
"20142",2734874,2,0,"1","150","D","13","D",80,"D"
"20142",2734894,2,0,"1","160","D","02","D",60,"D"
"20142",2734894,3,0,"2","170","D","02","D",33,"D"
"20142",2734904,2,0,"1","100","D","13","D",100,"D"
"20142",2734984,1,0,"1","140","D","13","D",50,"D"
"20142",2735004,1,0,"1","150","D","13","D",114,"F"
"20142",2735054,2,0,"1","170","D","04","D",1400,"D"
"20142",2735054,3,0,"1","110","D","13","D",1100,"D"
"20142",2735064,2,0,"1","150","D","13","D",40,"D"
"20142",2735164,1,0,"1","170","D","04","D",2000,"D"
"20142",2735164,2,0,"1","150","D","13","D",40,"D"
"20142",2735174,3,0,"1","110","D","13","D",996,"D"
"20142",2735174,4,0,"1","150","D","13","D",50,"D"
"20142",2735174,5,0,"2","110","D","02","D",498,"D"
"20142",2735204,5,0,"1","170","D","02","D",1500,"D"
"20142",2735204,6,0,"1","130","D","02","D",52,"D"
"20142",2735204,7,0,"1","160","D","13","D",5,"D"
"20142",2735244,2,0,"1","150","D","13","D",65,"D"
"20142",2735244,3,0,"2","150","D","02","D",40,"D"
"20142",2735374,9,0,"1","170","D","03","D",100,"D"
"20142",2735374,10,0,"2","170","D","02","D",200,"D"
"20142",2735384,5,0,"1","150","D","13","D",480,"D"
"20142",2735474,11,0,"1","160","D","04","D",25,"D"
"20142",2735474,12,0,"1","160","D","13","D",8,"D"
"20142",2735474,13,0,"1","160","D","13","D",20,"D"
"20142",2735514,2,0,"1","120","D","13","D",216,"D"
"20142",2735744,1,0,"1","150","D","13","D",88,"D"
"20142",2735804,1,0,"1","150","D","13","D",100,"D"
"20142",2735804,2,0,"1","160","D","13","D",100,"D"
"20142",2735844,1,0,"1","160","D","13","D",30,"D"
"20142",2735884,2,0,"1","160","D","04","D",80,"D"
"20142",2735914,1,0,"1","150","D","13","D",50,"D"
"20142",2735934,3,0,"1","170","D","13","D",23,"D"
"20142",2736004,3,0,"1","170","D","13","D",20,"D"
"20142",2736094,3,0,"1","150","D","13","D",150,"D"
"20142",2736104,9,0,"1","130","D","04","D",100,"D"
"20142",2736104,10,0,"1","130","D","05","D",100,"D"
"20142",2736104,11,0,"1","140","D","03","D",100,"D"
"20142",2736284,1,0,"1","150","D","13","D",200,"D"
"20142",2736294,1,0,"1","150","D","13","D",400,"D"
"20142",2736304,3,0,"1","170","D","04","D",500,"D"
"20142",2736384,6,0,"1","150","D","13","D",200,"D"
"20142",2736384,7,0,"2","150","D","03","D",20,"D"
"20142",2736464,4,0,"1","160","D","13","D",35,"D"
"20142",2736514,3,0,"1","170","D","05","D",100,"D"
"20142",2736514,4,0,"1","170","D","04","D",150,"D"
"20142",2736514,5,0,"1","150","D","13","D",120,"D"
"20142",2736514,6,0,"1","160","D","05","D",5,"D"
"20142",2736534,11,0,"1","150","D","13","D",650,"D"
"20142",2736584,1,0,"1","160","D","05","D",25,"D"
"20142",2736584,2,0,"1","160","D","03","D",25,"D"
"20142",2736584,3,0,"1","160","D","04","D",25,"D"
"20142",2736734,5,0,"1","170","D","03","D",50,"D"
"20142",2736734,6,0,"1","170","D","04","D",25,"D"
"20142",2736734,7,0,"1","170","D","05","D",50,"D"
"20142",2736734,8,0,"1","170","D","05","D",1000,"D"
"20142",2736734,9,0,"1","150","D","04","D",480,"D"
"20142",2736734,10,0,"1","150","D","05","D",104,"D"
"20142",2736734,11,0,"1","160","D","03","D",50,"D"
"20142",2736734,12,0,"1","160","D","04","D",20,"D"
"20142",2736734,13,0,"2","150","D","03","D",423,"D"
"20142",2736764,5,0,"1","170","D","13","D",150,"D"
"20142",2736824,4,0,"1","170","D","05","D",20,"D"
"20142",2736824,5,0,"1","150","D","13","D",80,"D"
"20142",2736974,1,0,"1","160","D","13","D",30,"D"
"20142",2736994,2,0,"1","170","D","13","D",100,"D"
"20142",2737004,3,0,"1","100","D","13","D",200,"D"
"20142",2737004,4,0,"1","150","D","13","D",90,"D"
"20142",2737044,4,0,"1","180","D","13","D",50,"D"
"20142",2737044,5,0,"2","160","D","03","D",100,"D"
"20142",2737064,3,0,"1","150","D","13","D",40,"D"
"20142",2737084,1,0,"1","150","D","13","D",150,"D"
"20142",2737144,2,0,"1","170","D","04","D",100,"D"
"20142",2737144,3,0,"1","170","D","05","D",200,"D"
"20142",2737144,4,0,"1","170","D","05","D",500,"D"
"20142",2737144,5,0,"1","150","D","13","D",40,"D"
"20142",2737144,6,0,"1","160","D","03","D",29,"D"
"20142",2737144,7,0,"1","160","D","04","D",340,"D"
"20142",2737184,2,0,"1","100","D","13","D",100,"D"
"20142",2737184,3,0,"1","160","D","03","D",100,"D"
"20142",2737184,4,0,"1","160","D","05","D",25,"D"
"20142",2737194,2,0,"1","160","D","05","D",25,"D"
"20142",2737294,6,0,"1","170","D","05","D",100,"D"
"20142",2737304,1,0,"1","160","D","13","D",40,"D"
"20142",2737304,2,0,"1","150","D","13","D",180,"D"
"20142",2737454,4,0,"1","130","D","05","D",500,"D"
"20142",2737494,2,0,"1","160","D","05","D",250,"D"
"20142",2737554,1,0,"1","150","D","13","D",150,"D"
"20142",2737564,2,0,"1","110","D","13","D",1180,"D"
"20142",2737594,1,0,"1","100","D","13","D",300,"D"
"20142",2737594,2,0,"1","100","D","13","D",300,"D"
"20142",2737594,3,0,"1","150","D","13","D",600,"D"
"20142",2737724,6,0,"1","160","D","05","D",20,"D"
"20142",2737754,3,0,"1","150","D","13","D",50,"D"
"20142",2737824,4,0,"1","100","D","13","D",150,"D"
"20142",2737884,2,0,"1","170","D","05","D",800,"D"
"20142",2737884,3,0,"1","170","D","04","D",50,"D"
"20142",2737884,4,0,"1","150","D","13","D",100,"D"
"20142",2737934,3,0,"1","170","D","04","D",50,"D"
"20142",2737934,4,0,"1","170","D","04","D",50,"D"
"20142",2737934,5,0,"1","170","D","04","D",200,"D"
"20142",2737934,6,0,"1","170","D","04","D",200,"D"
"20142",2737934,7,0,"1","170","D","05","D",75,"D"
"20142",2737934,8,0,"1","150","D","13","D",360,"D"
"20142",2737934,9,0,"1","160","D","05","D",100,"D"
"20142",2737934,10,0,"2","170","D","03","D",10000,"D"
"20142",2737944,9,0,"1","160","D","13","D",4,"D"
"20142",2737975,18,0,"1","170","D","04","D",500,"D"
"20142",2737994,7,0,"1","170","D","03","D",120,"D"
"20142",2737994,8,0,"1","170","D","04","D",80,"D"
"20142",2737994,9,0,"1","170","D","05","D",60,"D"
"20142",2737994,10,0,"1","150","D","13","D",125,"D"
"20142",2738024,7,0,"1","100","D","13","D",1000,"D"
"20142",2738044,6,0,"1","170","D","13","D",250,"D"
"20142",2738064,3,0,"1","170","D","03","D",25,"D"
"20142",2738064,4,0,"1","150","D","13","D",60,"D"
"20142",2738144,6,0,"1","150","D","13","D",50,"D"
"20142",2738174,3,0,"1","150","D","13","D",20,"D"
"20142",2738214,5,0,"1","110","D","13","D",400,"D"
"20142",2738214,6,0,"2","110","D","03","D",400,"D"
"20142",2738234,2,0,"1","170","D","04","D",140,"D"
"20142",2738234,3,0,"1","170","D","05","D",140,"D"
"20142",2738254,3,0,"1","150","D","13","D",100,"D"
"20142",2738254,4,0,"1","160","D","13","D",25,"D"
"20142",2738254,5,0,"1","160","D","13","D",25,"D"
"20142",2738274,4,0,"1","150","D","13","D",33,"D"
"20142",2738284,3,0,"1","150","D","13","D",50,"D"
"20142",2738434,3,0,"1","150","D","13","D",20,"D"
"20142",2738454,4,0,"1","170","D","05","D",60,"D"
"20142",2738454,5,0,"1","170","D","05","D",80,"D"
"20142",2738454,6,0,"1","150","D","13","D",250,"D"
"20142",2738464,9,0,"1","170","D","05","D",200,"D"
"20142",2738484,5,0,"1","150","D","13","D",20,"D"
"20142",2738524,3,0,"1","150","D","13","D",125,"D"
"20142",2738564,5,0,"1","160","D","04","D",50,"D"
"20142",2738604,3,0,"1","160","D","03","D",75,"D"
"20142",2738604,4,0,"1","160","D","05","D",20,"D"
"20142",2738624,2,0,"1","150","D","13","D",50,"D"
"20142",2738674,5,0,"1","160","D","04","D",75,"D"
"20142",2738674,6,0,"2","160","D","03","D",50,"D"
"20142",2738774,6,0,"1","130","D","04","D",50,"D"
"20142",2738834,5,0,"1","150","D","13","D",10,"D"
"20142",2738834,6,0,"1","160","D","03","D",25,"D"
"20142",2738924,2,0,"1","100","D","05","D",200,"D"
"20142",2738924,3,0,"1","140","D","03","D",150,"D"
"20142",2738924,4,0,"1","150","D","13","D",200,"D"
"20142",2738964,5,0,"1","170","D","04","D",550,"D"
"20142",2738964,6,0,"1","160","D","13","D",150,"D"
"20142",2738964,7,0,"2","160","D","03","D",1000,"D"
"20142",2738984,6,0,"1","130","D","04","D",100,"D"
"20142",2739104,5,0,"1","150","D","13","D",50,"D"
"20142",2739125,1,0,"1","160","D","13","D",3,"D"
"20142",2739144,1,0,"1","150","D","13","D",500,"D"
"20142",2739284,6,0,"1","170","D","04","D",450,"D"
"20142",2739284,7,0,"1","150","D","13","D",500,"D"
"20142",2739304,9,0,"1","170","D","13","D",25,"D"
"20142",2739304,10,0,"1","150","D","13","D",50,"D"
"20142",2739374,1,0,"1","150","D","13","D",40,"D"
"20142",2739414,8,0,"1","150","D","05","D",10,"D"
"20142",2739424,9,0,"1","170","D","13","D",20,"D"
"20142",2739424,10,0,"1","160","D","13","D",20,"D"
"20142",2739484,4,0,"1","150","D","13","D",10,"D"
"20142",2739534,2,0,"1","150","D","13","D",80,"D"
"20142",2739564,3,0,"1","150","D","13","D",700,"D"
"20142",2739664,9,0,"1","170","D","04","D",800,"D"
"20142",2739664,10,0,"1","150","D","13","D",250,"D"
"20142",2739664,11,0,"1","160","D","13","D",100,"D"
"20142",2739704,15,0,"1","170","D","13","D",5,"D"
"20142",2739774,1,0,"1","130","D","04","D",50,"D"
"20142",2739784,7,0,"1","170","D","04","D",25,"D"
"20142",2739784,8,0,"1","150","D","03","D",20,"D"
"20142",2739794,1,0,"1","170","D","05","D",100,"D"
"20142",2739794,2,0,"1","150","D","13","D",40,"D"
"20142",2739794,3,0,"1","160","D","05","D",15,"D"
"20142",2739814,14,0,"1","170","D","05","D",100,"D"
"20142",2739814,15,0,"1","160","D","04","D",25,"D"
"20142",2739824,12,0,"1","130","D","13","D",72,"D"
"20142",2739824,13,0,"1","140","D","05","D",15,"D"
"20142",2739844,5,0,"1","160","D","05","D",20,"D"
"20142",2739844,6,0,"1","150","D","13","D",40,"D"
"20142",2739924,1,0,"1","150","D","03","D",5,"D"
"20142",2739934,4,0,"1","170","D","04","D",50,"D"
"20142",2739934,5,0,"1","150","D","13","D",150,"D"
"20142",2739934,6,0,"1","160","D","03","D",60,"D"
"20142",2739934,7,0,"1","150","D","03","D",45,"D"
"20142",2739994,8,0,"1","100","D","13","D",300,"D"
"20142",2739994,9,0,"1","130","D","04","D",50,"D"
"20142",2739994,10,0,"1","140","D","04","D",50,"D"
"20142",2739994,11,0,"1","150","D","13","D",50,"D"
"20142",2739994,12,0,"1","160","D","03","D",475,"D"
"20142",2739994,13,0,"1","160","D","05","D",100,"D"
"20142",2739994,14,0,"2","160","D","03","D",200,"D"
"20142",2740034,1,0,"1","150","D","13","D",20,"D"
"20142",2740094,7,0,"1","170","D","05","D",55,"D"
"20142",2740094,8,0,"1","150","D","03","D",200,"D"
"20142",2740094,9,0,"1","150","D","04","D",200,"D"
"20142",2740094,10,0,"1","150","D","05","D",200,"D"
"20142",2740094,11,0,"1","160","D","05","D",228,"D"
"20142",2740094,12,0,"2","170","D","03","D",800,"D"
"20142",2740094,13,0,"2","150","D","03","D",215,"D"
"20142",2740124,1,0,"1","110","D","13","D",600,"D"
"20142",2740134,9,0,"1","170","D","05","D",350,"D"
"20142",2740144,8,0,"1","150","D","13","D",75,"D"
"20142",2740174,2,0,"1","150","D","13","D",20,"D"
"20142",2740184,1,0,"1","150","D","03","D",225,"D"
"20142",2740184,2,0,"1","150","D","04","D",230,"D"
"20142",2740184,3,0,"1","150","D","05","D",180,"D"
"20142",2740184,4,0,"1","160","D","05","D",30,"D"
"20142",2740184,5,0,"2","150","D","03","D",45,"D"
"20142",2740214,3,0,"1","150","D","13","D",50,"D"
"20142",2740234,3,0,"1","150","D","13","D",800,"D"
"20142",2740254,3,0,"1","150","D","13","D",100,"D"
"20142",2740294,7,0,"1","170","D","04","D",300,"D"
"20142",2740294,8,0,"1","170","D","05","D",20,"D"
"20142",2740294,9,0,"1","170","D","05","D",50,"D"
"20142",2740304,2,0,"1","130","D","04","D",25,"D"
"20142",2740484,14,0,"1","170","D","05","D",125,"D"
"20142",2740574,2,0,"1","140","D","04","D",75,"D"
"20142",2740584,4,0,"1","100","D","05","D",25,"D"
"20142",2740584,5,0,"1","160","D","04","D",100,"D"
"20142",2740604,2,0,"1","100","D","13","D",600,"D"
"20142",2740644,6,0,"1","100","D","13","D",400,"D"
"20142",2740644,7,0,"1","150","D","13","D",100,"D"
"20142",2740644,8,0,"2","130","D","03","D",100,"D"
"20142",2740664,4,0,"1","100","D","13","D",75,"D"
"20142",2740664,5,0,"1","160","D","05","D",10,"D"
"20142",2740674,3,0,"1","170","D","05","D",100,"D"
"20142",2740674,4,0,"1","150","D","13","D",80,"D"
"20142",2740764,1,0,"1","150","D","13","D",290,"F"
"20142",2740764,2,0,"1","150","D","13","D",240,"D"
"20142",2740814,6,0,"1","150","D","13","D",20,"D"
"20142",2740934,3,0,"1","150","D","13","D",100,"D"
"20142",2741014,1,0,"1","150","D","13","D",60,"D"
"20142",2741024,3,0,"1","150","D","13","D",100,"D"
"20142",2741044,2,0,"1","100","D","13","D",150,"D"
"20142",2741044,3,0,"1","160","D","13","D",20,"D"
"20142",2741154,4,0,"1","150","D","13","D",100,"D"
"20142",2741154,5,0,"1","150","D","13","D",30,"D"
"20142",2741154,6,0,"1","150","D","13","D",25,"D"
"20142",2741164,2,0,"1","110","D","13","D",400,"D"
"20142",2741174,2,0,"1","110","D","13","D",300,"D"
"20142",2741174,3,0,"1","150","D","13","D",100,"D"
"20142",2741184,9,0,"1","170","D","05","D",500,"D"
"20142",2741184,10,0,"1","150","D","13","D",300,"D"
"20142",2741204,6,0,"1","160","D","03","D",325,"D"
"20142",2741214,5,0,"1","170","D","05","D",500,"D"
"20142",2741214,6,0,"1","150","D","13","D",200,"D"
"20142",2741224,13,0,"1","170","D","05","D",50,"D"
"20142",2741234,6,0,"1","170","D","04","D",150,"D"
"20142",2741234,7,0,"1","160","D","05","D",50,"D"
"20142",2741294,2,0,"1","100","D","05","D",1500,"D"
"20142",2741424,4,0,"1","150","D","13","D",223,"D"
"20142",2741444,4,0,"1","170","D","05","D",150,"D"
"20142",2741574,14,0,"1","160","D","05","D",35,"D"
"20142",2741634,4,0,"1","170","D","05","D",125,"D"
"20142",2741634,5,0,"1","150","D","03","D",200,"D"
"20142",2741634,6,0,"2","170","D","03","D",300,"D"
"20142",2741644,4,0,"1","150","D","03","D",100,"D"
"20142",2741644,5,0,"1","150","D","04","D",125,"D"
"20142",2741644,6,0,"1","150","D","05","D",125,"D"
"20142",2741644,7,0,"2","150","D","03","D",40,"D"
"20142",2741664,7,0,"1","150","D","13","D",152,"D"
"20142",2741704,3,0,"1","150","D","13","D",200,"D"
"20142",2741754,3,0,"1","150","D","13","D",4,"D"
"20142",2741804,1,0,"1","170","D","04","D",12000,"D"
"20142",2741804,2,0,"1","170","D","04","D",12000,"D"
"20142",2741875,4,0,"1","150","D","13","D",5,"D"
"20142",2742084,10,0,"1","150","D","13","D",250,"D"
"20142",2742084,11,0,"1","160","D","13","D",30,"D"
"20142",2742124,3,0,"1","170","D","05","D",50,"D"
"20142",2742124,4,0,"1","130","D","05","D",1000,"D"
"20142",2742124,5,0,"1","150","D","13","D",100,"D"
"20142",2742134,4,0,"1","170","D","13","D",100,"D"
"20142",2742134,5,0,"1","110","D","13","D",400,"D"
"20142",2742134,6,0,"1","150","D","13","D",5,"D"
"20142",2742174,4,0,"1","150","D","04","D",300,"D"
"20142",2742174,5,0,"1","150","D","05","D",100,"D"
"20142",2742174,6,0,"2","170","D","03","D",500,"D"
"20142",2742174,7,0,"2","150","D","03","D",200,"D"
"20142",2742204,3,0,"1","110","D","13","D",800,"D"
"20142",2742214,1,0,"1","150","D","13","D",120,"D"
"20142",2742224,7,0,"1","170","D","05","D",32,"D"
"20142",2742224,8,0,"1","150","D","03","D",8,"D"
"20142",2742274,4,0,"2","170","D","03","D",46,"D"
"20142",2742344,6,0,"1","150","D","04","D",50,"D"
"20142",2742514,8,0,"1","170","D","05","D",50,"D"
"20142",2742514,9,0,"1","100","D","13","D",99,"D"
"20142",2742524,6,0,"1","170","D","13","D",75,"D"
"20142",2742524,7,0,"1","150","D","13","D",333,"D"
"20142",2742554,6,0,"1","170","D","05","D",100,"D"
"20142",2742554,7,0,"1","150","D","13","D",400,"D"
"20142",2742614,4,0,"1","160","D","04","D",100,"D"
"20142",2742644,4,0,"1","170","D","04","D",1200,"D"
"20142",2742644,5,0,"1","150","D","13","D",900,"D"
"20142",2742654,7,0,"1","170","D","03","D",50,"D"
"20142",2742654,8,0,"1","170","D","04","D",650,"D"
"20142",2742654,9,0,"1","170","D","05","D",285,"D"
"20142",2742654,10,0,"1","130","D","05","D",25,"D"
"20142",2742654,11,0,"1","160","D","04","D",35,"D"
"20142",2742654,12,0,"2","170","D","03","D",50,"D"
"20142",2742664,1,0,"1","100","D","03","D",299,"F"
"20142",2742664,2,0,"1","100","D","04","D",299,"F"
"20142",2742664,3,0,"1","100","D","05","D",299,"F"
"20142",2742664,4,0,"1","110","D","13","D",850,"D"
"20142",2742664,5,0,"2","100","D","03","D",100,"D"
"20142",2742754,5,0,"1","160","D","13","D",150,"D"
"20142",2742754,6,0,"1","160","D","13","D",100,"D"
"20142",2742784,5,0,"1","150","D","05","D",10,"D"
"20142",2742854,7,0,"1","130","D","03","D",20,"D"
"20142",2743004,6,0,"1","160","D","13","D",1550,"D"
"20142",2743064,9,0,"1","170","D","03","D",90,"D"
"20142",2743064,10,0,"1","170","D","04","D",45,"D"
"20142",2743064,11,0,"1","170","D","05","D",36,"D"
"20142",2743064,12,0,"1","150","D","03","D",15,"D"
"20142",2743064,13,0,"1","160","D","03","D",50,"D"
"20142",2743064,14,0,"2","150","D","03","D",15,"D"
"20142",2743134,4,0,"1","170","D","05","D",100,"D"
"20142",2743134,5,0,"1","150","D","13","D",20,"D"
"20142",2743284,13,0,"1","170","D","04","D",280,"D"
"20142",2743384,3,0,"1","150","D","05","D",100,"D"
"20142",2743384,4,0,"1","160","D","03","D",20,"D"
"20142",2743454,2,0,"1","150","D","13","D",20,"D"
"20142",2743474,1,0,"1","150","D","13","D",107,"D"
"20142",2743474,2,0,"1","160","D","13","D",20,"D"
"20142",2743674,1,0,"1","170","D","05","D",500,"D"
"20142",2743714,4,0,"1","150","D","03","D",100,"D"
"20142",2743714,5,0,"1","150","D","04","D",100,"D"
"20142",2743714,6,0,"1","150","D","05","D",100,"D"
"20142",2743894,1,0,"1","160","D","13","D",125,"D"
"20142",2743934,5,0,"1","150","D","13","D",250,"D"
"20142",2744014,6,0,"1","160","D","03","D",50,"D"
"20142",2744014,7,0,"1","160","D","04","D",100,"D"
"20142",2744014,8,0,"1","160","D","05","D",50,"D"
"20142",2744024,2,0,"1","150","D","13","D",185,"F"
"20142",2744214,4,0,"1","170","D","05","D",70,"D"
"20142",2744254,1,0,"1","150","D","13","D",20,"D"
"20142",2744334,3,0,"1","110","D","13","D",200,"D"
"20142",2744334,4,0,"1","160","D","13","D",28,"D"
"20142",2744434,3,0,"1","140","D","04","D",59,"D"
"20142",2744434,4,0,"1","140","D","05","D",59,"D"
"20142",2744494,1,0,"1","150","D","13","D",275,"D"
"20142",2744524,1,0,"1","170","D","03","D",100,"D"
"20142",2744524,2,0,"2","160","D","03","D",50,"D"
"20142",2744634,1,0,"1","150","D","13","D",210,"D"
"20142",2744684,2,0,"1","110","D","13","D",300,"D"
"20142",2744684,3,0,"1","150","D","13","D",240,"D"
"20142",2744754,7,0,"1","170","D","05","D",25,"D"
"20142",2744754,8,0,"1","170","D","05","D",100,"D"
"20142",2744754,9,0,"1","170","D","04","D",1200,"D"
"20142",2744754,10,0,"1","160","D","13","D",18,"D"
"20142",2744754,11,0,"1","160","D","05","D",60,"D"
"20142",2744844,15,0,"1","100","D","13","D",100,"D"
"20142",2744844,16,0,"1","170","D","13","D",100,"D"
"20142",2744894,3,0,"1","100","D","13","D",100,"D"
"20142",2744914,9,0,"1","170","D","05","D",450,"D"
"20142",2744914,10,0,"1","160","D","05","D",100,"D"
"20142",2744954,4,0,"1","150","D","13","D",50,"D"
"20142",2745044,2,0,"1","150","D","13","D",20,"D"
"20142",2745124,5,0,"1","160","D","04","D",75,"D"
"20142",2745154,4,0,"1","150","D","13","D",5,"D"
"20142",2745234,1,0,"1","160","D","13","D",260,"D"
"20142",2745244,2,0,"1","150","D","13","D",100,"D"
"20142",2745314,3,0,"1","150","D","13","D",40,"D"
"20142",2745324,4,0,"1","170","D","05","D",200,"D"
"20142",2745324,5,0,"1","170","D","05","D",300,"D"
"20142",2745324,6,0,"1","150","D","05","D",120,"D"
"20142",2745324,7,0,"1","160","D","04","D",50,"D"
"20142",2745344,3,0,"1","140","D","05","D",100,"D"
"20142",2745344,4,0,"1","150","D","03","D",1500,"D"
"20142",2745344,5,0,"1","150","D","04","D",1500,"D"
"20142",2745344,6,0,"1","150","D","05","D",1500,"D"
"20142",2745464,12,0,"1","150","D","13","D",284,"D"
"20142",2745484,12,0,"1","170","D","03","D",50,"D"
"20142",2745484,13,0,"1","170","D","04","D",50,"D"
"20142",2745484,14,0,"1","120","D","13","D",885,"D"
"20142",2745484,15,0,"1","130","D","03","D",40,"D"
"20142",2745484,16,0,"1","130","D","03","D",25,"D"
"20142",2745494,7,0,"1","170","D","04","D",100,"D"
"20142",2745494,8,0,"1","150","D","05","D",20,"D"
"20142",2745544,3,0,"1","150","D","13","D",334,"D"
"20142",2745574,9,0,"1","170","D","05","D",100,"D"
"20142",2745704,2,0,"1","150","D","13","D",200,"D"
"20142",2745724,3,0,"1","100","D","13","D",120,"D"
"20142",2745774,1,0,"1","160","D","04","D",750,"D"
"20142",2745774,2,0,"1","160","D","05","D",500,"D"
"20142",2745774,3,0,"1","170","D","05","D",2350,"D"
"20142",2745824,2,0,"1","150","D","13","D",80,"D"
"20142",2745864,1,0,"1","170","D","03","D",41,"D"
"20142",2745974,3,0,"1","100","D","05","D",500,"D"
"20142",2746004,5,0,"1","170","D","13","D",100,"D"
"20142",2746004,6,0,"1","110","D","13","D",300,"D"
"20142",2746004,7,0,"1","160","D","13","D",1650,"D"
"20142",2746014,1,0,"1","170","D","13","D",10,"D"
"20142",2746074,9,0,"1","170","D","13","D",100,"D"
"20142",2746074,10,0,"1","150","D","03","D",11,"D"
"20142",2746074,11,0,"1","150","D","04","D",11,"D"
