"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CRMCODEA","CRMC_DEA","ADVMATX","ADVMATX_","MATNSPCX","MATN_PCX","CRMCDA1","CRMCDA1_","CRMCDA2","CRMCDA2_","CRMCDA3","CRMCDA3_","CRMCDA4","CRMCDA4_","CRMCDA5","CRMCDA5_","CRMCDA6","CRMCDA6_","CRMCDA7","CRMCDA7_","CRMCDA8","CRMCDA8_","CRMCDA9","CRMCDA9_"
"20142",2788122,12,0,"1",,"A",.,"A",16,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2789072,5,0,"1",,"A",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2789912,5,0,"1","280","D",1500,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2789942,11,0,"1","300","D",180,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2791142,4,0,"1","130","D",500,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2793022,4,0,"1","175","D",160,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2793582,1,0,"1",,"A",.,"A",500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2794672,9,0,"1",,"A",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2794812,3,0,"1","130","D",7500,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2796092,5,0,"1","130","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2796942,8,0,"1","175","D",250,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2797472,13,0,"1","200","D",175,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2798752,9,0,"1",,"A",.,"A",90,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2799532,3,0,"1",,"A",.,"A",450,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2800062,3,0,"1","260","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2800944,3,0,"1","160","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2802532,8,0,"1","235","D",200,"D",50,"F",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2802652,5,0,"1","220","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2803432,3,0,"1",,"A",.,"A",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2804252,13,0,"1","300","D",320,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2805302,14,0,"1",,"A",.,"A",600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2805362,8,0,"1","300","D",10,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2805872,4,0,"1","300","D",40,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2805942,2,0,"1",,"A",.,"A",9,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2806062,3,0,"1","200","D",476,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2806132,5,0,"1",,"A",.,"A",928,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2806812,12,0,"1",,"A",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2807022,9,0,"1",,"A",.,"A",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2807122,10,0,"1","175","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2807232,12,0,"1","175","D",75,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2807322,2,0,"1",,"A",.,"A",1100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2807372,5,0,"1","260","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2808272,4,0,"1","310","D",.,"H",.,"A","140","D","300","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2808272,4,20,"1","140","D",250,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2808272,4,40,"1","300","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2809112,7,0,"1",,"A",.,"A",85,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2811543,7,0,"1",,"A",.,"A",5,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2811992,3,0,"1","235","D",800,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2812782,3,0,"1","235","D",5400,"D",600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2813652,4,0,"1","300","D",87,"F",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2814022,10,0,"1",,"A",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2814042,9,0,"1","280","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2814193,6,0,"1","175","D",30,"D",7,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2837104,5,0,"1","175","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2842832,1,0,"1","260","D",445,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2870852,5,0,"1","300","D",265,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2878034,12,0,"1","175","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2714405,11,0,"1","175","D",26,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2716925,4,0,"1","260","D",356,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2718455,12,0,"1",,"A",.,"A",15,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2721355,8,0,"1","200","D",130,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2721385,14,0,"1","175","D",36,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2721435,13,0,"1",,"A",.,"A",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2721925,6,0,"1",,"A",.,"A",260,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2722145,10,0,"1","190","D",350,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2725995,3,0,"1","175","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2727295,8,0,"1",,"A",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2728175,9,0,"1","140","D",66,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2728965,5,0,"1",,"A",.,"A",4000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2729255,2,0,"1","300","D",1100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2729295,7,0,"1",,"A",.,"A",24,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2729665,7,0,"1","150","D",26,"D",79,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2729955,13,0,"1",,"A",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2730425,1,0,"1","280","D",215,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2730625,9,0,"1","175","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2731185,3,0,"1","130","D",460,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2731465,2,0,"1","175","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2733785,2,0,"1","175","D",57,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2736015,2,0,"1","200","D",1000,"D",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2737995,12,0,"1","175","D",28,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2738895,7,0,"1",,"A",.,"A",7,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2739535,8,0,"1","190","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2739815,25,0,"1","175","D",138,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2740225,3,0,"1","240","D",52,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2740505,3,0,"1",,"A",.,"A",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2740665,4,0,"1",,"A",.,"A",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2741225,8,0,"1","235","D",525,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2742755,11,0,"1","130","D",5000,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2743065,12,0,"1","210","D",72,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2743265,2,0,"1",,"A",.,"A",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2751044,2,0,"1","300","D",5,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2751304,4,0,"1","260","D",100,"D",450,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2751564,6,0,"1","150","D",700,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2752214,3,0,"1","130","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2752394,10,0,"1","300","D",3800,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2753384,16,0,"1","210","D",600,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2753534,5,0,"1",,"A",.,"A",125,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2753994,11,0,"1",,"A",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2754924,2,0,"1","150","D",520,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2755304,4,0,"1",,"A",.,"A",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2756124,6,0,"1","175","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2757534,5,0,"1","175","D",60,"F",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2757984,9,0,"1",,"A",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2758054,4,0,"1",,"A",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2760494,2,0,"1",,"A",.,"A",170,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2760844,6,0,"1","175","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2761504,3,0,"1","235","D",350,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2761874,4,0,"1","150","D",80,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2762344,4,0,"1","235","D",35,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2763294,3,0,"1",,"A",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2767284,5,0,"1",,"A",.,"A",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2769204,9,0,"1","175","D",35,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2769434,4,0,"1",,"A",.,"A",113,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2769864,5,0,"1","175","D",35,"D",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2770464,7,0,"1","175","D",78,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2770954,2,0,"1","300","D",47,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2774074,4,0,"1","235","D",700,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2774504,2,0,"1","235","D",1700,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2777534,9,0,"1","310","D",.,"H",.,"A","235","D","130","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2777534,9,1,"1","235","D",7666,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2777534,9,2,"1","130","D",98434,"U",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2778424,5,0,"1",,"A",.,"A",25,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2778554,7,0,"1","175","D",60,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2782523,1,0,"1","200","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2782773,3,0,"1","140","D",50,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2782893,14,0,"1","175","D",130,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2783053,8,0,"1","300","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2784013,4,0,"1","300","D",95,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2785303,8,0,"1","175","D",60,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2785703,12,0,"1",,"A",.,"A",495,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2785713,6,0,"1",,"A",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2785903,3,0,"1",,"A",.,"A",25,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2786163,4,0,"1",,"A",.,"A",400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2786263,5,0,"1","175","D",50,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2787953,10,0,"1","130","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2789073,2,0,"1",,"A",.,"A",25,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2789773,20,0,"1","300","D",110,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2791513,8,0,"1",,"A",.,"A",110,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2791883,2,0,"1",,"A",.,"A",110,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2792643,15,0,"1","110","D",150,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2792813,10,0,"1",,"A",.,"A",23,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2793143,23,0,"1",,"A",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2793513,3,0,"1","175","D",280,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2794153,23,0,"1","300","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2795443,1,0,"1","300","D",1200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2796413,2,0,"1","300","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2797053,1,0,"1","220","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2799253,7,0,"1","175","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2800143,8,0,"1","300","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2800173,12,0,"1","175","D",42,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2800473,12,0,"1",,"A",.,"A",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2802173,7,0,"1","210","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2804773,13,0,"1","130","D",1000,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2805493,4,0,"1",,"A",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2805643,6,0,"1",,"A",.,"A",25,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2806133,6,0,"1",,"A",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2806153,10,0,"1",,"A",.,"A",600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2806813,6,0,"1",,"A",.,"A",35,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2807123,14,0,"1","235","D",98,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2807513,2,0,"1","175","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2808733,4,0,"1","175","D",6,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2809113,8,0,"1",,"A",.,"A",227,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2810173,5,0,"1","140","D",500,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2811544,11,0,"1",,"A",.,"A",2,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2811973,7,0,"1",,"A",.,"A",509,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2813033,6,0,"1",,"A",.,"A",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2814023,10,0,"1","130","D",150,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2814392,4,0,"1","260","D",260,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2814842,3,0,"1","160","D",700,"D",140,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2817202,13,0,"1","175","D",240,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2817502,7,0,"1","300","D",500,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2817742,5,0,"1","130","D",2300,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2817852,6,0,"1","130","D",50,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2818002,3,0,"1","235","D",600,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2818342,6,0,"1","210","D",2300,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2818792,4,0,"1","175","D",300,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2819702,7,0,"1",,"A",.,"A",80,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2819742,4,0,"1",,"A",.,"A",265,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2820422,3,0,"1","175","D",15,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2821112,7,0,"1","140","D",500,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2821912,2,0,"1","175","D",55,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2822542,8,0,"1",,"A",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2822732,18,0,"1",,"A",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2823392,2,0,"1","235","D",25,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2823952,4,0,"1","130","D",500,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2824472,12,0,"1",,"A",.,"A",105,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2824642,5,0,"1",,"A",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2825182,10,0,"1","175","D",76,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2836322,2,0,"1","140","D",289,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2836972,1,0,"1","160","D",180,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2837212,14,0,"1","175","D",50,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2837222,5,0,"1",,"A",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2837722,1,0,"1",,"A",.,"A",400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2837932,8,0,"1",,"A",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2838092,4,0,"1","175","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2838172,9,0,"1",,"A",.,"A",179,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2838902,5,0,"1","280","D",40,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2839642,2,0,"1","235","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2841582,9,0,"1","160","D",650,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2841962,5,0,"1",,"A",.,"A",41,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2842512,4,0,"1","160","D",48,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2842822,7,0,"1",,"A",.,"A",400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2843942,17,0,"1","175","D",493,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2845602,15,0,"1","300","D",125,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2846072,11,0,"1","175","D",42,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2846292,8,0,"1","140","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2846792,4,0,"1",,"A",.,"A",85,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2847132,21,0,"1",,"A",.,"A",8,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2869583,15,0,"1","175","D",150,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2871002,4,0,"1","140","D",1300,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2871352,10,0,"1","130","D",1264,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2872742,5,0,"1",,"A",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2873282,6,0,"1",,"A",.,"A",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2874572,4,0,"1","300","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2876162,15,0,"1",,"A",.,"A",90,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2876622,2,0,"1","300","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2876742,4,0,"1",,"A",.,"A",340,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20143",2877062,21,0,"1","140","D",340,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
