"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMNONCU","NUMN_NCU","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20151",3007312,50,0,"1",.,"A",.,"H",,"A"
"20151",3007312,50,1,"1",.,"A",91,"E","100","D"
"20151",3007312,50,2,"1",.,"A",25,"E","110","D"
"20151",3007312,50,3,"1",.,"A",31,"E","120","D"
"20151",3007312,50,4,"1",.,"A",145,"E","130","D"
"20151",3007312,50,5,"1",.,"A",5,"E","140","D"
"20151",3007312,50,6,"1",.,"A",267,"E","150","D"
"20151",3007312,50,7,"1",.,"A",33,"E","160","D"
"20151",3007312,50,8,"1",.,"A",25,"E","170","D"
"20151",3007312,50,9,"1",.,"A",143,"E","180","D"
"20151",3007312,50,10,"1",.,"A",35,"E","190","D"
"20151",3007442,56,0,"1",.,"A",.,"H",,"A"
"20151",3007442,56,1,"1",.,"A",46,"E","120","D"
"20151",3007442,56,2,"1",.,"A",8,"E","140","D"
"20151",3007442,56,3,"1",.,"A",396,"E","150","D"
"20151",3007442,56,4,"1",.,"A",49,"E","160","D"
"20151",3007442,56,5,"1",.,"A",38,"E","170","D"
"20151",3007442,56,6,"1",.,"A",211,"E","180","D"
"20151",3007442,56,7,"1",.,"A",52,"E","190","D"
"20151",3009372,49,0,"1",.,"A",.,"H",,"A"
"20151",3009372,49,1,"1",.,"A",466,"E","100","D"
"20151",3009372,49,2,"1",.,"A",140,"E","110","D"
"20151",3009372,49,3,"1",.,"A",173,"E","120","D"
"20151",3009372,49,4,"1",.,"A",35,"E","140","D"
"20151",3009372,49,5,"1",.,"A",1458,"E","150","D"
"20151",3009372,49,6,"1",.,"A",185,"E","160","D"
"20151",3009372,49,7,"1",.,"A",141,"E","170","D"
"20151",3009372,49,8,"1",.,"A",784,"E","180","D"
"20151",3009372,49,9,"1",.,"A",195,"E","190","D"
"20151",3009372,49,10,"1",.,"A",236,"E","200","D"
"20151",3009372,49,11,"1",.,"A",305,"E","210","D"
"20151",3009372,49,12,"1",.,"A",319,"E","220","D"
"20151",3009385,39,0,"1",.,"A",.,"H",,"A"
"20151",3009385,39,1,"1",.,"A",34,"E","100","D"
"20151",3009385,39,2,"1",.,"A",11,"E","110","D"
"20151",3009385,39,3,"1",.,"A",19,"E","120","D"
"20151",3009385,39,4,"1",.,"A",3,"E","140","D"
"20151",3009385,39,5,"1",.,"A",139,"E","150","D"
"20151",3009385,39,6,"1",.,"A",13,"E","160","D"
"20151",3009385,39,7,"1",.,"A",12,"E","170","D"
"20151",3009385,39,8,"1",.,"A",1279,"E","180","D"
"20151",3009385,39,9,"1",.,"A",18,"E","190","D"
"20151",3009385,39,10,"1",.,"A",23,"E","200","D"
"20151",3009385,39,11,"1",.,"A",20,"E","210","D"
"20151",3009385,39,12,"1",.,"A",29,"E","220","D"
"20151",3009842,29,0,"1",.,"A",.,"H",,"A"
"20151",3009842,29,1,"1",.,"A",7,"E","130","D"
"20151",3009842,29,2,"1",.,"A",2,"E","150","D"
"20151",3009842,29,3,"1",.,"A",1,"E","180","D"
"20151",3045915,10,0,"1",.,"A",.,"H",,"A"
"20151",3045915,10,1,"1",.,"A",43,"E","120","D"
"20151",3045915,10,2,"1",.,"A",7,"E","140","D"
"20151",3045915,10,3,"1",.,"A",366,"E","150","D"
"20151",3045915,10,4,"1",.,"A",46,"E","160","D"
"20151",3045915,10,5,"1",.,"A",35,"E","170","D"
"20151",3045915,10,6,"1",.,"A",195,"E","180","D"
"20151",3045915,10,7,"1",.,"A",48,"E","190","D"
