"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMNONCU","NUMN_NCU","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20144",2903702,38,9,"1",.,"A",13,"E","210","D"
"20144",2903702,38,10,"1",.,"A",12,"E","220","D"
"20144",2906522,23,0,"1",1,"D",.,"H",,"A"
"20144",2906522,23,1,"1",.,"A",106,"E","120","D"
"20144",2906522,23,2,"1",.,"A",11,"E","140","D"
"20144",2906522,23,3,"1",.,"A",617,"E","150","D"
"20144",2906522,23,4,"1",.,"A",73,"E","160","D"
"20144",2906522,23,5,"1",.,"A",51,"E","170","D"
"20144",2906522,23,6,"1",.,"A",474,"E","180","D"
"20144",2906522,23,7,"1",.,"A",68,"E","190","D"
"20144",2906922,57,0,"1",1,"D",.,"H",,"A"
"20144",2906922,57,1,"1",.,"A",6,"E","120","D"
"20144",2906922,57,2,"1",.,"A",28,"E","150","D"
"20144",2906922,57,3,"1",.,"A",5,"E","160","D"
"20144",2906922,57,4,"1",.,"A",3,"E","170","D"
"20144",2906922,57,5,"1",.,"A",3,"E","190","D"
"20144",2909922,34,0,"1",1,"D",.,"H",,"A"
"20144",2909922,34,1,"1",.,"A",11,"E","100","D"
"20144",2909922,34,2,"1",.,"A",4,"E","110","D"
"20144",2909922,34,3,"1",.,"A",5,"E","120","D"
"20144",2909922,34,4,"1",.,"A",5,"E","140","D"
"20144",2909922,34,5,"1",.,"A",40,"E","150","D"
"20144",2909922,34,6,"1",.,"A",7,"E","160","D"
"20144",2909922,34,7,"1",.,"A",4,"E","170","D"
"20144",2909922,34,8,"1",.,"A",4,"E","190","D"
"20144",2910832,50,0,"1",1,"D",.,"H",,"A"
"20144",2910832,50,1,"1",.,"A",300,"E","130","D"
"20144",2924532,93,0,"1",2,"D",.,"H",,"A"
"20144",2924532,93,1,"1",.,"A",10,"E","120","D"
"20144",2924532,93,2,"1",.,"A",1,"E","140","D"
"20144",2924532,93,3,"1",.,"A",47,"E","150","D"
"20144",2924532,93,4,"1",.,"A",7,"E","160","D"
"20144",2924532,93,5,"1",.,"A",5,"E","170","D"
"20144",2924532,93,6,"1",.,"A",2,"E","180","D"
"20144",2924532,93,7,"1",.,"A",8,"E","190","D"
"20144",2926062,20,0,"1",1,"D",.,"H",,"A"
"20144",2926062,20,1,"1",.,"A",46,"E","120","D"
"20144",2926062,20,2,"1",.,"A",7,"E","140","D"
"20144",2926062,20,3,"1",.,"A",266,"E","150","D"
"20144",2926062,20,4,"1",.,"A",42,"E","160","D"
"20144",2926062,20,5,"1",.,"A",29,"E","170","D"
"20144",2926062,20,6,"1",.,"A",30,"E","190","D"
"20144",2928282,20,0,"1",1,"D",.,"H",,"A"
"20144",2928282,20,1,"1",.,"A",195,"E","100","D"
"20144",2928282,20,2,"1",.,"A",45,"E","110","D"
"20144",2928282,20,3,"1",.,"A",75,"E","120","D"
"20144",2928282,20,4,"1",.,"A",356,"E","130","D"
"20144",2928282,20,5,"1",.,"A",14,"E","140","D"
"20144",2928282,20,6,"1",.,"A",353,"E","150","D"
"20144",2928282,20,7,"1",.,"A",26,"E","160","D"
"20144",2928282,20,8,"1",.,"A",43,"E","170","D"
"20144",2928282,20,9,"1",.,"A",18,"E","180","D"
"20144",2928282,20,10,"1",.,"A",63,"E","190","D"
"20144",2928282,20,11,"1",.,"A",58,"E","200","D"
"20144",2928282,20,12,"1",.,"A",144,"E","210","D"
"20144",2928282,20,13,"1",.,"A",110,"E","220","D"
"20144",2928992,36,0,"1",1,"D",.,"H",,"A"
"20144",2928992,36,1,"1",.,"A",25,"E","120","D"
"20144",2928992,36,2,"1",.,"A",5,"E","140","D"
"20144",2928992,36,3,"1",.,"A",153,"E","150","D"
"20144",2928992,36,4,"1",.,"A",18,"E","160","D"
"20144",2928992,36,5,"1",.,"A",12,"E","170","D"
"20144",2928992,36,6,"1",.,"A",117,"E","180","D"
"20144",2928992,36,7,"1",.,"A",17,"E","190","D"
"20144",2932332,17,0,"1",1,"D",.,"H",,"A"
"20144",2932332,17,1,"1",.,"A",125,"E","120","D"
"20144",2932332,17,2,"1",.,"A",22,"E","140","D"
"20144",2932332,17,3,"1",.,"A",761,"E","150","D"
"20144",2932332,17,4,"1",.,"A",122,"E","160","D"
"20144",2932332,17,5,"1",.,"A",83,"E","170","D"
"20144",2932332,17,6,"1",.,"A",87,"E","190","D"
"20144",2932402,20,0,"1",1,"D",.,"H",,"A"
"20144",2932402,20,1,"1",.,"A",185,"E","120","D"
"20144",2932402,20,2,"1",.,"A",21,"E","140","D"
"20144",2932402,20,3,"1",.,"A",1102,"E","150","D"
"20144",2932402,20,4,"1",.,"A",130,"E","160","D"
"20144",2932402,20,5,"1",.,"A",92,"E","170","D"
"20144",2932402,20,6,"1",.,"A",848,"E","180","D"
"20144",2932402,20,7,"1",.,"A",122,"E","190","D"
"20144",2933512,25,0,"1",1,"D",.,"H",,"A"
"20144",2933512,25,1,"1",.,"A",41,"E","120","D"
"20144",2933512,25,2,"1",.,"A",7,"E","140","D"
"20144",2933512,25,3,"1",.,"A",257,"E","150","D"
"20144",2933512,25,4,"1",.,"A",43,"E","160","D"
"20144",2933512,25,5,"1",.,"A",33,"E","170","D"
"20144",2933512,25,6,"1",.,"A",451,"E","180","D"
"20144",2933512,25,7,"1",.,"A",68,"E","190","D"
"20144",2944825,8,0,"1",1,"D",.,"H",,"A"
"20144",2944825,8,1,"1",.,"A",20,"E","120","D"
"20144",2944825,8,2,"1",.,"A",3,"E","140","D"
"20144",2944825,8,3,"1",.,"A",114,"E","150","D"
"20144",2944825,8,4,"1",.,"A",18,"E","160","D"
"20144",2944825,8,5,"1",.,"A",12,"E","170","D"
"20144",2944825,8,6,"1",.,"A",13,"E","190","D"
"20144",2947852,86,0,"1",1,"D",.,"H",,"A"
"20144",2947852,86,1,"1",.,"A",35,"E","120","D"
"20144",2947852,86,2,"1",.,"A",5,"E","140","D"
"20144",2947852,86,3,"1",.,"A",197,"E","150","D"
"20144",2947852,86,4,"1",.,"A",33,"E","160","D"
"20144",2947852,86,5,"1",.,"A",26,"E","170","D"
"20144",2947852,86,6,"1",.,"A",351,"E","180","D"
"20144",2947852,86,7,"1",.,"A",53,"E","190","D"
"20144",2948382,26,0,"1",1,"D",.,"H",,"A"
"20144",2948382,26,1,"1",.,"A",637,"E","130","D"
"20144",2949135,45,0,"1",1,"D",.,"H",,"A"
"20144",2949135,45,1,"1",.,"A",28,"E","120","D"
"20144",2949135,45,2,"1",.,"A",5,"E","140","D"
"20144",2949135,45,3,"1",.,"A",173,"E","150","D"
"20144",2949135,45,4,"1",.,"A",29,"E","160","D"
"20144",2949135,45,5,"1",.,"A",22,"E","170","D"
"20144",2949135,45,6,"1",.,"A",307,"E","180","D"
"20144",2949135,45,7,"1",.,"A",46,"E","190","D"
"20144",2949135,45,8,"1",.,"A",43,"E","200","D"
"20144",2949135,45,9,"1",.,"A",70,"E","210","D"
"20144",2949135,45,10,"1",.,"A",37,"E","220","D"
"20144",2950812,107,0,"1",1,"D",.,"H",,"A"
"20144",2950812,107,1,"1",.,"A",24,"E","100","D"
"20144",2950812,107,2,"1",.,"A",7,"E","110","D"
"20144",2950812,107,3,"1",.,"A",16,"E","120","D"
"20144",2950812,107,4,"1",.,"A",1,"E","140","D"
"20144",2950812,107,5,"1",.,"A",60,"E","150","D"
"20144",2950812,107,6,"1",.,"A",10,"E","160","D"
"20144",2950812,107,7,"1",.,"A",8,"E","170","D"
"20144",2950812,107,8,"1",.,"A",108,"E","180","D"
"20144",2950812,107,9,"1",.,"A",16,"E","190","D"
"20144",2950812,107,10,"1",.,"A",13,"E","200","D"
"20144",2950812,107,11,"1",.,"A",24,"E","210","D"
"20144",2950812,107,12,"1",.,"A",13,"E","220","D"
"20144",2952424,42,0,"1",1,"D",.,"H",,"A"
"20144",2952424,42,1,"1",.,"A",42,"E","120","D"
"20144",2952424,42,2,"1",.,"A",187,"E","130","D"
"20144",2952424,42,3,"1",.,"A",7,"E","140","D"
"20144",2952424,42,4,"1",.,"A",258,"E","150","D"
"20144",2952424,42,5,"1",.,"A",44,"E","160","D"
"20144",2952424,42,6,"1",.,"A",34,"E","170","D"
"20144",2952424,42,7,"1",.,"A",459,"E","180","D"
"20144",2952424,42,8,"1",.,"A",69,"E","190","D"
"20144",2954752,31,0,"1",1,"D",.,"H",,"A"
"20144",2954752,31,1,"1",.,"A",15,"E","120","D"
"20144",2954752,31,2,"1",.,"A",2,"E","140","D"
"20144",2954752,31,3,"1",.,"A",96,"E","150","D"
"20144",2954752,31,4,"1",.,"A",15,"E","160","D"
"20144",2954752,31,5,"1",.,"A",12,"E","170","D"
"20144",2954752,31,6,"1",.,"A",165,"E","180","D"
"20144",2954752,31,7,"1",.,"A",25,"E","190","D"
"20144",2977324,63,0,"1",1,"D",.,"H",,"A"
"20144",2977324,63,1,"1",.,"A",13,"E","120","D"
"20144",2977324,63,2,"1",.,"A",2,"E","140","D"
"20144",2977324,63,3,"1",.,"A",88,"E","150","D"
"20144",2977324,63,4,"1",.,"A",14,"E","160","D"
"20144",2977324,63,5,"1",.,"A",11,"E","170","D"
"20144",2977324,63,6,"1",.,"A",150,"E","180","D"
"20144",2977324,63,7,"1",.,"A",22,"E","190","D"
"20144",3009915,24,0,"1",1,"D",.,"H",,"A"
"20144",3009915,24,1,"1",.,"A",60,"E","120","D"
"20144",3009915,24,2,"1",.,"A",11,"E","140","D"
"20144",3009915,24,3,"1",.,"A",368,"E","150","D"
"20144",3009915,24,4,"1",.,"A",59,"E","160","D"
"20144",3009915,24,5,"1",.,"A",40,"E","170","D"
"20144",3009915,24,6,"1",.,"A",42,"E","190","D"
"20151",2782025,50,0,"1",1,"D",.,"H",,"A"
"20151",2782025,50,1,"1",.,"A",14,"E","120","D"
"20151",2782025,50,2,"1",.,"A",2,"E","140","D"
"20151",2782025,50,3,"1",.,"A",98,"E","150","D"
"20151",2782025,50,4,"1",.,"A",12,"E","160","D"
"20151",2782025,50,5,"1",.,"A",9,"E","170","D"
"20151",2782025,50,6,"1",.,"A",52,"E","180","D"
"20151",2782025,50,7,"1",.,"A",13,"E","190","D"
"20151",2782695,57,0,"1",1,"D",.,"H",,"A"
"20151",2782695,57,1,"1",.,"A",480,"E","100","D"
"20151",2782695,57,2,"1",.,"A",145,"E","110","D"
"20151",2782695,57,3,"1",.,"A",184,"E","120","D"
"20151",2782695,57,4,"1",.,"A",815,"E","130","D"
"20151",2782695,57,5,"1",.,"A",31,"E","140","D"
"20151",2782695,57,6,"1",.,"A",1502,"E","150","D"
"20151",2782695,57,7,"1",.,"A",190,"E","160","D"
"20151",2782695,57,8,"1",.,"A",145,"E","170","D"
"20151",2782695,57,9,"1",.,"A",807,"E","180","D"
"20151",2782695,57,10,"1",.,"A",201,"E","190","D"
"20151",2783635,48,0,"1",2,"D",.,"H",,"A"
"20151",2783635,48,1,"1",.,"A",4,"E","120","D"
"20151",2783635,48,2,"1",.,"A",36,"E","150","D"
"20151",2783635,48,3,"1",.,"A",3,"E","160","D"
"20151",2783635,48,4,"1",.,"A",2,"E","170","D"
"20151",2783635,48,5,"1",.,"A",301,"E","180","D"
"20151",2783635,48,6,"1",.,"A",4,"E","190","D"
"20151",2784135,51,0,"1",1,"D",.,"H",,"A"
"20151",2784135,51,1,"1",.,"A",8,"E","120","D"
"20151",2784135,51,2,"1",.,"A",56,"E","150","D"
"20151",2784135,51,3,"1",.,"A",10,"E","160","D"
"20151",2784135,51,4,"1",.,"A",4,"E","170","D"
"20151",2784135,51,5,"1",.,"A",8,"E","190","D"
"20151",2784135,51,6,"1",.,"A",17,"E","200","D"
"20151",2784135,51,7,"1",.,"A",15,"E","210","D"
"20151",2784135,51,8,"1",.,"A",32,"E","220","D"
"20151",2784685,55,0,"1",1,"D",.,"H",,"A"
"20151",2784685,55,1,"1",.,"A",47,"G","100","D"
"20151",2784685,55,2,"1",.,"A",16,"G","110","D"
"20151",2784685,55,3,"1",.,"A",30,"G","120","D"
"20151",2784685,55,4,"1",.,"A",98,"G","130","D"
"20151",2784685,55,5,"1",.,"A",4,"G","140","D"
"20151",2784685,55,6,"1",.,"A",191,"G","150","D"
"20151",2784685,55,7,"1",.,"A",19,"G","160","D"
"20151",2784685,55,8,"1",.,"A",16,"G","170","D"
"20151",2784685,55,9,"1",.,"A",1754,"G","180","D"
"20151",2784685,55,10,"1",.,"A",25,"G","190","D"
"20151",2784885,45,0,"1",1,"D",.,"H",,"A"
"20151",2784885,45,1,"1",.,"A",165,"E","100","D"
"20151",2784885,45,2,"1",.,"A",48,"E","110","D"
"20151",2784885,45,3,"1",.,"A",59,"E","120","D"
"20151",2784885,45,4,"1",.,"A",271,"E","130","D"
"20151",2784885,45,5,"1",.,"A",10,"E","140","D"
"20151",2784885,45,6,"1",.,"A",500,"E","150","D"
"20151",2784885,45,7,"1",.,"A",63,"E","160","D"
"20151",2784885,45,8,"1",.,"A",48,"E","170","D"
"20151",2784885,45,9,"1",.,"A",269,"E","180","D"
"20151",2784885,45,10,"1",.,"A",67,"E","190","D"
"20151",2786725,80,0,"1",1,"D",.,"H",,"A"
"20151",2786725,80,1,"1",.,"A",53,"E","100","D"
"20151",2786725,80,2,"1",.,"A",16,"E","110","D"
"20151",2786725,80,3,"1",.,"A",24,"E","120","D"
"20151",2786725,80,4,"1",.,"A",90,"E","130","D"
"20151",2786725,80,5,"1",.,"A",3,"E","140","D"
"20151",2786725,80,6,"1",.,"A",166,"E","150","D"
"20151",2786725,80,7,"1",.,"A",21,"E","160","D"
"20151",2786725,80,8,"1",.,"A",16,"E","170","D"
"20151",2786725,80,9,"1",.,"A",89,"E","180","D"
"20151",2786725,80,10,"1",.,"A",22,"E","190","D"
"20151",2786835,21,0,"1",1,"D",.,"H",,"A"
"20151",2786835,21,1,"1",.,"A",61,"E","120","D"
"20151",2786835,21,2,"1",.,"A",10,"E","140","D"
"20151",2786835,21,3,"1",.,"A",491,"E","150","D"
"20151",2786835,21,4,"1",.,"A",62,"E","160","D"
"20151",2786835,21,5,"1",.,"A",47,"E","170","D"
"20151",2786835,21,6,"1",.,"A",264,"E","180","D"
"20151",2786835,21,7,"1",.,"A",65,"E","190","D"
"20151",2788615,32,0,"1",1,"D",.,"H",,"A"
"20151",2788615,32,1,"1",.,"A",75,"E","100","D"
"20151",2788615,32,2,"1",.,"A",25,"E","110","D"
"20151",2788615,32,3,"1",.,"A",41,"E","120","D"
"20151",2788615,32,4,"1",.,"A",156,"E","130","D"
"20151",2788615,32,5,"1",.,"A",11,"E","140","D"
"20151",2788615,32,6,"1",.,"A",305,"E","150","D"
"20151",2788615,32,7,"1",.,"A",30,"E","160","D"
"20151",2788615,32,8,"1",.,"A",26,"E","170","D"
"20151",2788615,32,9,"1",.,"A",2791,"E","180","D"
"20151",2788615,32,10,"1",.,"A",40,"E","190","D"
"20151",2792785,17,0,"1",.,"A",.,"H",,"A"
"20151",2792785,17,1,"1",.,"A",2,"E","100","D"
"20151",2792785,17,2,"1",.,"A",7,"E","120","D"
"20151",2792785,17,3,"1",.,"A",9,"E","150","D"
"20151",2792785,17,4,"1",.,"A",1,"E","160","D"
"20151",2792785,17,5,"1",.,"A",175,"E","180","D"
"20151",2792785,17,6,"1",.,"A",1,"E","190","D"
"20151",2792785,17,7,"1",.,"A",1,"E","200","D"
"20151",2792785,17,8,"1",.,"A",2,"E","210","D"
"20151",2792785,17,9,"1",.,"A",2,"E","220","D"
"20151",2796985,8,0,"1",.,"A",.,"H",,"A"
"20151",2796985,8,1,"1",.,"A",2,"E","120","D"
"20151",2796985,8,2,"1",.,"A",16,"E","150","D"
"20151",2796985,8,3,"1",.,"A",2,"E","160","D"
"20151",2796985,8,4,"1",.,"A",5,"E","170","D"
"20151",2796985,8,5,"1",.,"A",24,"E","180","D"
"20151",2796985,8,6,"1",.,"A",1,"E","190","D"
"20151",2798525,57,0,"1",.,"A",.,"H",,"A"
"20151",2798525,57,1,"1",.,"A",4,"E","120","D"
"20151",2798525,57,2,"1",.,"A",6,"E","150","D"
"20151",2798525,57,3,"1",.,"A",59,"E","180","D"
"20151",2804455,72,0,"1",.,"A",.,"H",,"A"
"20151",2804455,72,1,"1",.,"A",324,"E","100","D"
"20151",2804455,72,2,"1",.,"A",96,"E","110","D"
"20151",2804455,72,3,"1",.,"A",119,"E","120","D"
"20151",2804455,72,4,"1",.,"A",543,"E","130","D"
"20151",2804455,72,5,"1",.,"A",21,"E","140","D"
"20151",2804455,72,6,"1",.,"A",1001,"E","150","D"
"20151",2804455,72,7,"1",.,"A",127,"E","160","D"
"20151",2804455,72,8,"1",.,"A",97,"E","170","D"
"20151",2804455,72,9,"1",.,"A",538,"E","180","D"
"20151",2804455,72,10,"1",.,"A",134,"E","190","D"
"20151",2804775,49,0,"1",.,"A",.,"H",,"A"
"20151",2804775,49,1,"1",.,"A",65,"E","120","D"
"20151",2804775,49,2,"1",.,"A",10,"E","140","D"
"20151",2804775,49,3,"1",.,"A",513,"E","150","D"
"20151",2804775,49,4,"1",.,"A",65,"E","160","D"
"20151",2804775,49,5,"1",.,"A",49,"E","170","D"
"20151",2804775,49,6,"1",.,"A",276,"E","180","D"
"20151",2804775,49,7,"1",.,"A",68,"E","190","D"
"20151",2804955,31,0,"1",.,"A",.,"H",,"A"
"20151",2804955,31,1,"1",.,"A",600,"E","130","D"
"20151",2805435,19,0,"1",.,"A",.,"H",,"A"
"20151",2805435,19,1,"1",.,"A",5,"E","120","D"
"20151",2805435,19,2,"1",.,"A",1,"E","140","D"
"20151",2805435,19,3,"1",.,"A",28,"E","150","D"
"20151",2805435,19,4,"1",.,"A",5,"E","160","D"
"20151",2805435,19,5,"1",.,"A",10,"E","170","D"
"20151",2805435,19,6,"1",.,"A",49,"E","180","D"
"20151",2805435,19,7,"1",.,"A",2,"E","190","D"
"20151",2805515,25,0,"1",.,"A",.,"H",,"A"
"20151",2805515,25,1,"1",.,"A",26,"E","120","D"
"20151",2805515,25,2,"1",.,"A",4,"E","140","D"
"20151",2805515,25,3,"1",.,"A",163,"E","150","D"
"20151",2805515,25,4,"1",.,"A",11,"E","160","D"
"20151",2805515,25,5,"1",.,"A",22,"E","170","D"
"20151",2805515,25,6,"1",.,"A",24,"E","190","D"
"20151",2805565,64,0,"1",.,"A",.,"H",,"A"
"20151",2805565,64,1,"1",.,"A",14,"E","120","D"
"20151",2805565,64,2,"1",.,"A",1,"E","140","D"
"20151",2805565,64,3,"1",.,"A",81,"E","150","D"
"20151",2805565,64,4,"1",.,"A",8,"E","160","D"
"20151",2805565,64,5,"1",.,"A",7,"E","170","D"
"20151",2805565,64,6,"1",.,"A",746,"E","180","D"
"20151",2805565,64,7,"1",.,"A",10,"E","190","D"
"20151",2805575,50,0,"1",.,"A",.,"H",,"A"
"20151",2805575,50,1,"1",.,"A",270,"E","130","D"
"20151",2806215,38,0,"1",.,"A",.,"H",,"A"
"20151",2806215,38,1,"1",.,"A",170,"E","120","D"
"20151",2806215,38,2,"1",.,"A",757,"E","130","D"
"20151",2806215,38,3,"1",.,"A",29,"E","140","D"
"20151",2806215,38,4,"1",.,"A",1396,"E","150","D"
"20151",2806215,38,5,"1",.,"A",177,"E","160","D"
"20151",2806215,38,6,"1",.,"A",135,"E","170","D"
"20151",2806215,38,7,"1",.,"A",750,"E","180","D"
"20151",2806215,38,8,"1",.,"A",186,"E","190","D"
"20151",2808165,54,0,"1",.,"A",.,"H",,"A"
"20151",2808165,54,1,"1",.,"A",93,"E","120","D"
"20151",2808165,54,2,"1",.,"A",16,"E","140","D"
"20151",2808165,54,3,"1",.,"A",789,"E","150","D"
"20151",2808165,54,4,"1",.,"A",99,"E","160","D"
"20151",2808165,54,5,"1",.,"A",76,"E","170","D"
"20151",2808165,54,6,"1",.,"A",422,"E","180","D"
"20151",2808165,54,7,"1",.,"A",105,"E","190","D"
"20151",2809115,61,0,"1",.,"A",.,"H",,"A"
"20151",2809115,61,1,"1",.,"A",6,"E","120","D"
"20151",2809115,61,2,"1",.,"A",25,"E","150","D"
"20151",2809115,61,3,"1",.,"A",2,"E","160","D"
"20151",2809115,61,4,"1",.,"A",2,"E","170","D"
"20151",2809115,61,5,"1",.,"A",232,"E","180","D"
"20151",2809115,61,6,"1",.,"A",3,"E","190","D"
"20151",2809435,30,0,"1",.,"A",.,"H",,"A"
"20151",2809435,30,1,"1",.,"A",19,"E","100","D"
"20151",2809435,30,2,"1",.,"A",11,"E","110","D"
"20151",2809435,30,3,"1",.,"A",22,"E","120","D"
"20151",2809435,30,4,"1",.,"A",5,"E","140","D"
"20151",2809435,30,5,"1",.,"A",95,"E","150","D"
"20151",2809435,30,6,"1",.,"A",21,"E","160","D"
"20151",2809435,30,7,"1",.,"A",37,"E","170","D"
"20151",2809435,30,8,"1",.,"A",182,"E","180","D"
"20151",2809435,30,9,"1",.,"A",8,"E","190","D"
"20151",2813975,38,0,"1",.,"A",.,"H",,"A"
"20151",2813975,38,1,"1",.,"A",34,"E","120","D"
"20151",2813975,38,2,"1",.,"A",3,"E","140","D"
"20151",2813975,38,3,"1",.,"A",223,"E","150","D"
"20151",2813975,38,4,"1",.,"A",18,"E","160","D"
"20151",2813975,38,5,"1",.,"A",19,"E","170","D"
"20151",2813975,38,6,"1",.,"A",33,"E","190","D"
"20151",2814155,41,0,"1",.,"A",.,"H",,"A"
"20151",2814155,41,1,"1",.,"A",8,"E","120","D"
"20151",2814155,41,2,"1",.,"A",1,"E","140","D"
"20151",2814155,41,3,"1",.,"A",68,"E","150","D"
"20151",2814155,41,4,"1",.,"A",8,"E","160","D"
"20151",2814155,41,5,"1",.,"A",6,"E","170","D"
"20151",2814155,41,6,"1",.,"A",36,"E","180","D"
"20151",2814155,41,7,"1",.,"A",13,"E","190","D"
"20151",2814624,48,0,"1",1,"D",.,"H",,"A"
"20151",2814624,48,1,"1",.,"A",127,"E","100","D"
"20151",2814624,48,2,"1",.,"A",38,"E","110","D"
"20151",2814624,48,3,"1",.,"A",47,"E","120","D"
"20151",2814624,48,4,"1",.,"A",8,"E","140","D"
"20151",2814624,48,5,"1",.,"A",405,"E","150","D"
"20151",2814624,48,6,"1",.,"A",50,"E","160","D"
"20151",2814624,48,7,"1",.,"A",38,"E","170","D"
"20151",2814624,48,8,"1",.,"A",215,"E","180","D"
"20151",2814624,48,9,"1",.,"A",53,"E","190","D"
"20151",2816174,41,0,"1",1,"D",.,"H",,"A"
"20151",2816174,41,1,"1",.,"A",37,"E","100","D"
"20151",2816174,41,2,"1",.,"A",11,"E","110","D"
"20151",2816174,41,3,"1",.,"A",13,"E","120","D"
"20151",2816174,41,4,"1",.,"A",63,"E","130","D"
"20151",2816174,41,5,"1",.,"A",2,"E","140","D"
"20151",2816174,41,6,"1",.,"A",117,"E","150","D"
"20151",2816174,41,7,"1",.,"A",14,"E","160","D"
"20151",2816174,41,8,"1",.,"A",11,"E","170","D"
"20151",2816174,41,9,"1",.,"A",62,"E","180","D"
"20151",2816174,41,10,"1",.,"A",15,"E","190","D"
"20151",2816174,41,11,"1",.,"A",18,"E","200","D"
"20151",2816174,41,12,"1",.,"A",24,"E","210","D"
"20151",2816174,41,13,"1",.,"A",33,"E","220","D"
"20151",2816374,58,0,"1",1,"D",.,"H",,"A"
"20151",2816374,58,1,"1",.,"A",39,"E","120","D"
"20151",2816374,58,2,"1",.,"A",5,"E","140","D"
"20151",2816374,58,3,"1",.,"A",234,"E","150","D"
"20151",2816374,58,4,"1",.,"A",15,"E","160","D"
"20151",2816374,58,5,"1",.,"A",31,"E","170","D"
"20151",2816374,58,6,"1",.,"A",34,"E","190","D"
"20151",2818034,30,0,"1",1,"D",.,"H",,"A"
"20151",2818034,30,1,"1",.,"A",86,"E","120","D"
"20151",2818034,30,2,"1",.,"A",14,"E","140","D"
"20151",2818034,30,3,"1",.,"A",564,"E","150","D"
"20151",2818034,30,4,"1",.,"A",38,"E","160","D"
"20151",2818034,30,5,"1",.,"A",75,"E","170","D"
"20151",2818034,30,6,"1",.,"A",83,"E","190","D"
"20151",2821294,31,0,"1",2,"D",.,"H",,"A"
"20151",2821294,31,1,"1",.,"A",22,"E","120","D"
"20151",2821294,31,2,"1",.,"A",5,"E","140","D"
"20151",2821294,31,3,"1",.,"A",95,"E","150","D"
"20151",2821294,31,4,"1",.,"A",21,"E","160","D"
"20151",2821294,31,5,"1",.,"A",37,"E","170","D"
"20151",2821294,31,6,"1",.,"A",183,"E","180","D"
"20151",2821294,31,7,"1",.,"A",8,"E","190","D"
"20151",2822184,61,0,"1",1,"D",.,"H",,"A"
"20151",2822184,61,1,"1",.,"A",146,"E","100","D"
"20151",2822184,61,2,"1",.,"A",58,"E","110","D"
"20151",2822184,61,3,"1",.,"A",83,"E","120","D"
"20151",2822184,61,4,"1",.,"A",339,"E","130","D"
"20151",2822184,61,5,"1",.,"A",14,"E","140","D"
"20151",2822184,61,6,"1",.,"A",565,"E","150","D"
"20151",2822184,61,7,"1",.,"A",37,"E","160","D"
"20151",2822184,61,8,"1",.,"A",75,"E","170","D"
"20151",2822184,61,9,"1",.,"A",83,"E","190","D"
"20151",2824794,19,0,"1",1,"D",.,"H",,"A"
"20151",2824794,19,1,"1",.,"A",41,"E","120","D"
"20151",2824794,19,2,"1",.,"A",4,"E","140","D"
"20151",2824794,19,3,"1",.,"A",270,"E","150","D"
"20151",2824794,19,4,"1",.,"A",22,"E","160","D"
"20151",2824794,19,5,"1",.,"A",23,"E","170","D"
"20151",2824794,19,6,"1",.,"A",40,"E","190","D"
"20151",2825184,49,0,"1",1,"D",.,"H",,"A"
"20151",2825184,49,1,"1",.,"A",117,"E","100","D"
"20151",2825184,49,2,"1",.,"A",32,"E","110","D"
"20151",2825184,49,3,"1",.,"A",176,"E","130","D"
"20151",2837524,35,0,"1",.,"A",.,"H",,"A"
"20151",2837524,35,1,"1",.,"A",9,"E","100","D"
"20151",2837524,35,2,"1",.,"A",1,"E","120","D"
"20151",2837524,35,3,"1",.,"A",4,"E","130","D"
"20151",2837524,35,4,"1",.,"A",8,"E","150","D"
"20151",2837524,35,5,"1",.,"A",1,"E","160","D"
"20151",2837524,35,6,"1",.,"A",171,"E","180","D"
"20151",2837524,35,7,"1",.,"A",1,"E","190","D"
"20151",2837524,35,8,"1",.,"A",1,"E","200","D"
"20151",2837524,35,9,"1",.,"A",2,"E","210","D"
"20151",2837524,35,10,"1",.,"A",2,"E","220","D"
"20151",2838584,17,0,"1",.,"A",.,"H",,"A"
"20151",2838584,17,1,"1",.,"A",14,"E","120","D"
"20151",2838584,17,2,"1",.,"A",2,"E","140","D"
"20151",2838584,17,3,"1",.,"A",78,"E","150","D"
"20151",2838584,17,4,"1",.,"A",5,"E","160","D"
"20151",2838584,17,5,"1",.,"A",10,"E","170","D"
"20151",2838584,17,6,"1",.,"A",11,"E","190","D"
"20151",2839544,61,0,"1",.,"A",.,"H",,"A"
"20151",2839544,61,1,"1",.,"A",4,"E","120","D"
"20151",2839544,61,2,"1",.,"A",9,"E","150","D"
"20151",2839544,61,3,"1",.,"A",86,"E","180","D"
"20151",2839544,61,4,"1",.,"A",1,"E","190","D"
"20151",2839654,36,0,"1",.,"A",.,"H",,"A"
"20151",2839654,36,1,"1",.,"A",5,"E","120","D"
"20151",2839654,36,2,"1",.,"A",3,"E","140","D"
"20151",2839654,36,3,"1",.,"A",38,"E","150","D"
"20151",2839654,36,4,"1",.,"A",3,"E","160","D"
"20151",2839654,36,5,"1",.,"A",3,"E","170","D"
"20151",2839654,36,6,"1",.,"A",347,"E","180","D"
"20151",2839654,36,7,"1",.,"A",5,"E","190","D"
"20151",2840274,52,0,"1",.,"A",.,"H",,"A"
"20151",2840274,52,1,"1",.,"A",6,"E","120","D"
