"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","MAJAPPLY","MAJA_PLY","GFTC_MAJ","GFTC0MAJ","MAJ_MO","MAJ_MO_","MAJPURX","MAJPURX_","MAJRENTX","MAJR_NTX","MAJINSTX","MAJI_STX","MJAPPL1","MJAPPL1_","MJAPPL2","MJAPPL2_","MJAPPL3","MJAPPL3_","MJAPPL4","MJAPPL4_","MJAPPL5","MJAPPL5_","MJAPPL6","MJAPPL6_","MJAPPL7","MJAPPL7_","MJAPPL8","MJAPPL8_","MJAPPL9","MJAPPL9_"
"20142",2709045,1,0,"2","195","D","1","D","03","D",1200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709125,1,0,"1","195","D","1","D","05","D",1115,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709195,1,0,"1","140","D","1","D","03","D",2100,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709345,1,0,"1","120","D","1","D","04","D",25,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709345,2,0,"1","100","D","1","D","04","D",450,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709345,3,0,"1","140","D","1","D","04","D",750,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709345,4,0,"1","195","D","1","D","04","D",1150,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709575,1,0,"1","220","D","1","D","03","D",.,"H",.,"A",.,"H","120","D","100","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709575,1,1,"1","120","D","1","D","03","D",526,"E",.,"A",96,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709575,1,2,"1","100","D","1","D","03","D",1674,"E",.,"A",104,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709585,1,0,"1","140","D","1","D","03","D",2500,"D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709765,1,0,"1","120","D","1","D","05","D",75,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709885,1,0,"1","220","D","2","D",,"A",.,"A",.,"H",.,"A","140","D","100","D","195","D",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709885,1,1,"1","140","D","2","D",,"A",.,"A",677,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709885,1,2,"1","195","D","2","D",,"A",.,"A",223,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2709965,1,0,"1","140","D","1","D","05","D",2550,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2710145,1,0,"1","100","D","1","D","05","D",161,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2710165,1,0,"1","120","D","1","D","04","D",54,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2710355,1,0,"1","120","D","1","D","03","D",350,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2710885,1,0,"1","120","D","1","D","05","D",25,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2711845,1,0,"1","195","D","1","D","03","D",1475,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2712855,1,0,"1","120","D","1","D","05","D",78,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2713564,1,0,"1","120","D","1","D","03","D",65,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2713694,1,0,"1","160","D","1","D","02","D",1500,"D",.,"A",125,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2714054,1,0,"2","140","D","1","D","01","D",530,"D",.,"A",35,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2714354,1,0,"1","100","D","1","D","02","D",43,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2714594,1,0,"1","160","D","1","D","03","D",600,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2714614,1,0,"1","210","D","1","D","03","D",1600,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2714794,1,0,"1","120","D","1","D","02","D",200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2716164,1,0,"1","120","D","1","D","01","D",125,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2717054,1,0,"1","100","D","1","D","03","D",700,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2717064,1,0,"1","120","D","1","D","03","D",110,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2717404,1,0,"1","140","D","1","D","02","D",217,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2717814,1,0,"1","220","D","1","D","01","D",.,"H",.,"A",.,"A","140","D","160","D","195","D","120","D",,"A",,"A",,"A",,"A",,"A"
"20142",2717814,1,1,"1","140","D","1","D","01","D",9501,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2717814,1,2,"1","160","D","1","D","01","D",3691,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2717814,1,3,"1","195","D","1","D","01","D",5647,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2717814,1,4,"1","120","D","1","D","01","D",1161,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2717894,1,0,"1","120","D","1","D","01","D",80,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2718454,1,0,"1","140","D","1","D","01","D",175,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2719204,1,0,"2","100","D","1","D","01","D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2719484,1,0,"1","170","D","1","D","03","D",425,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2719484,2,0,"1","195","D","1","D","03","D",1200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2720214,1,0,"1","120","D","3","D","02","D",80,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2721714,1,0,"1","195","D","1","D","03","D",214,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2721984,1,0,"1","140","D","1","D","02","D",403,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2722094,1,0,"1","120","D","1","D","03","D",400,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2722414,1,0,"1","120","D","1","D","02","D",115,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2722414,2,0,"1","160","D","1","D","02","D",500,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2722844,1,0,"1","195","D","1","D","02","D",1600,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2723114,1,0,"1","195","D","1","D","02","D",1095,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2723204,1,0,"1","160","D","1","D","01","D",430,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2723244,1,0,"1","120","D","1","D","03","D",72,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2724154,1,0,"1","120","D","1","D","01","D",400,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2724154,2,0,"1","100","D","1","D","01","D",900,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2724154,3,0,"1","140","D","1","D","01","D",1200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2725574,1,0,"1","140","D","1","D","03","D",212,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2725574,2,0,"1","160","D","1","D","03","D",689,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2725634,1,0,"1","140","D","1","D","04","D",155,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2725664,1,0,"1","195","D","1","D","03","D",583,"D",.,"A",98,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2725674,1,0,"2","195","D","1","D","02","D",229,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2725994,1,0,"1","195","D","1","D","04","D",600,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2726274,1,0,"1","195","D","1","D","02","D",60,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2726274,2,0,"1","140","D","1","D","04","D",200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2726274,3,0,"1","100","D","1","D","04","D",100,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2727234,1,0,"1","140","D","1","D","03","D",53,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2727264,1,0,"2","195","D","1","D","02","D",580,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2727464,1,0,"1","120","D","1","D","04","D",70,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2727564,1,0,"1","140","D","1","D","04","D",175,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2727844,1,0,"1","140","D","1","D","03","D",1000,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2727994,1,0,"2","120","D","1","D","02","D",85,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2728034,1,0,"1","195","D","1","D","02","D",2016,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2728094,1,0,"1","100","D","1","D","04","D",1300,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2729704,1,0,"1","140","D","1","D","04","D",450,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2730394,1,0,"1","140","D","1","D","03","D",54,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2730494,1,0,"1","120","D","1","D","02","D",300,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2730504,1,0,"2","195","D","1","D","02","D",436,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2731104,1,0,"1","120","D","1","D","02","D",330,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2731124,1,0,"1","120","D","1","D","02","D",215,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2731324,1,0,"1","140","D","1","D","04","D",2000,"D",.,"A",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2731414,1,0,"1","140","D","1","D","04","D",1605,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2731414,2,0,"1","100","D","1","D","04","D",1070,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2731414,3,0,"1","195","D","1","D","04","D",2140,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2731414,4,0,"1","160","D","1","D","04","D",535,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2731494,1,0,"1","120","D","1","D","03","D",60,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2731634,1,0,"1","195","D","1","D","04","D",3200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2731804,1,0,"1","140","D","1","D","04","D",375,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2731804,2,0,"1","100","D","1","D","04","D",536,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2732564,1,0,"1","210","D","1","D","02","D",307,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2732984,1,0,"1","195","D","1","D","04","D",1000,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2734224,1,0,"1","120","D","1","D","03","D",129,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2737024,1,0,"1","195","D","1","D","05","D",975,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2737804,1,0,"2","140","D","1","D","03","D",1000,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2739534,1,0,"1","195","D","2","D",,"A",.,"A",62,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2741204,1,0,"1","120","D","1","D","05","D",143,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2741224,1,0,"1","140","D","1","D","04","D",450,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2741574,1,0,"1","195","D","1","D","05","D",909,"D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2741574,2,0,"1","195","D","1","D","05","D",909,"D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2741574,3,0,"1","120","D","1","D","05","D",231,"D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2741574,4,0,"1","140","D","1","D","05","D",1301,"D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2741574,5,0,"1","210","D","1","D","05","D",1237,"D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2741574,6,0,"1","160","D","1","D","05","D",576,"D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2741875,1,0,"1","195","D","1","D","05","D",1000,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2742514,1,0,"1","160","D","1","D","04","D",320,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2742514,2,0,"1","120","D","1","D","04","D",214,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2743514,1,0,"1","195","D","1","D","05","D",597,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2743724,1,0,"1","120","D","1","D","03","D",150,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2743784,1,0,"1","195","D","1","D","04","D",80,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2744744,1,0,"1","120","D","1","D","05","D",70,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2744914,1,0,"1","195","D","3","D","04","D",800,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2745314,1,0,"1","195","D","1","D","05","D",500,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2745574,1,0,"2","100","D","1","D","03","D",484,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2745574,2,0,"2","140","D","1","D","03","D",348,"D",.,"A",65,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2745574,3,0,"2","160","D","1","D","03","D",241,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2745974,1,0,"1","160","D","1","D","05","D",530,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2746024,1,0,"1","140","D","1","D","05","D",230,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2746414,1,0,"1","120","D","1","D","04","D",52,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2746414,2,0,"1","100","D","1","D","03","D",480,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2746414,3,0,"1","140","D","1","D","03","D",384,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2746414,4,0,"1","195","D","1","D","03","D",200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2746444,1,0,"1","140","D","2","D",,"A",.,"A",115,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2746604,1,0,"1","180","D","1","D","05","D",160,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2747174,1,0,"1","120","D","1","D","04","D",200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2747653,1,0,"1","120","D","1","D","02","D",220,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2748143,1,0,"1","120","D","1","D","03","D",200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2748403,1,0,"1","140","D","1","D","01","D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2748873,1,0,"1","195","D","1","D","02","D",1500,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2748923,1,0,"1","120","D","1","D","02","D",260,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2748923,2,0,"1","100","D","1","D","02","D",800,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2748923,3,0,"1","160","D","1","D","02","D",400,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2749393,1,0,"1","195","D","1","D","02","D",1070,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2749423,1,0,"1","120","D","1","D","02","D",54,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2749833,1,0,"2","100","D","1","D","01","D",1100,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2750213,1,0,"2","195","D","3","D","01","D",900,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2750303,1,0,"1","160","D","1","D","03","D",300,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2750613,1,0,"1","140","D","1","D","03","D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2750663,1,0,"2","120","D","1","D","01","D",113,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2751333,1,0,"2","160","D","1","D","01","D",361,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2751453,1,0,"2","120","D","1","D","01","D",149,"F",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2751803,1,0,"1","120","D","1","D","01","D",70,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2752043,1,0,"1","120","D","1","D","03","D",500,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2752043,2,0,"1","100","D","1","D","03","D",800,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2752043,3,0,"1","140","D","1","D","03","D",1800,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2752043,4,0,"1","160","D","1","D","03","D",700,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2752123,1,0,"1","195","D","1","D","03","D",600,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2752193,1,0,"2","120","D","1","D","01","D",450,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2752273,1,0,"1","160","D","1","D","02","D",900,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2752273,2,0,"1","140","D","1","D","02","D",2000,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2752643,1,0,"1","120","D","1","D","02","D",275,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2752983,1,0,"1","195","D","1","D","02","D",1850,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2754473,1,0,"1","100","D","1","D","02","D",450,"D",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2754473,2,0,"1","140","D","1","D","02","D",528,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2754473,3,0,"1","120","D","1","D","02","D",149,"D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2754473,4,0,"1","160","D","1","D","02","D",169,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2754473,5,0,"1","180","D","1","D","02","D",80,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2754933,1,0,"2","195","D","1","D","01","D",400,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2755043,1,0,"1","120","D","1","D","03","D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2755073,1,0,"1","195","D","1","D","03","D",1200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2755663,1,0,"1","195","D","1","D","02","D",803,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2755763,1,0,"1","220","D","1","D","03","D",.,"H",.,"A",.,"A","220","D","120","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2755763,1,1,"1","120","D","1","D","03","D",44,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2755763,1,2,"1","210","D","1","D","03","D",56,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2756153,1,0,"1","120","D","1","D","03","D",100,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2756213,1,0,"1","195","D","1","D","03","D",1000,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2756803,1,0,"2","195","D","1","D","01","D",627,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2757233,1,0,"1","120","D","1","D","01","D",500,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2757533,1,0,"2","120","D","1","D","01","D",123,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2757673,1,0,"1","195","D","1","D","02","D",1300,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2757783,1,0,"1","120","D","1","D","02","D",150,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2758973,1,0,"1","195","D","1","D","03","D",800,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2759633,1,0,"2","120","D","3","D","02","D",140,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2760353,1,0,"1","160","D","1","D","04","D",450,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20142",2760353,2,0,"1","180","D","1","D","04","D",122,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
