"NEWID","TAX_UNIT","TAXYR_CY","TAXYR_PY","DEPCNT","FICAR_CY","FICAR_PY","FILESTAT","FRATE_CY","FRATE_PY","SOI_ST","SOI_ST_","SRATE_CY","SRATE_PY","T65CT_CY","T65C__CY","T65CT_PY","T65C__PY","WAGE_HD","WAGE_HD_","WAGE_SP","WAGE_SP_","OTHTXINC","OTHT_INC","TAXPENS","TAXPENS_","SOSSECB","SOSSECB_","NONTXINC","NONT_INC","RNTPAID","RNTPAID_","PROPTXPD","PROP_XPD","AMTDEDCT","AMTD_DCT","CHLDCARE","CHLD_ARE","DEPUND17","DEPU_D17","OTHDEDCT","OTHD_DCT","FTAXOWE","STAXOWE","FTAXO_PY","FTAXO_CY","STAXO_PY","STAXO_CY","FICA_PY","FICA_CY","FDAGI_PY","FDAGI_CY","STAGI_PY","STAGI_CY","CHDTX_PY","CHDTX_CY","ADDTX_PY","ADDTX_CY","DPCAR_PY","DPCAR_CY","EITCR_PY","EITCR_CY","AMTIN_PY","AMTIN_CY","AMTOW_PY","AMTOW_CY","FRGTX_PY","FRGTX_CY","FTXBC_PY","FTXBC_CY","SSTDD_PY","SSTDD_CY","SITDD_PY","SITDD_CY","SPRCR_PY","SPRCR_CY","SDCAR_PY","SDCAR_CY","SEITC_PY","SEITC_CY","DIVINC"
2781373,1,"2013","2012",0,0.153,0.133,"2",0.25,0.25,"44","D",0,0,0,"D",0,"D",59100,"D",48525,"D",0,"D",0,"D",0,"D",0,"D",0,"D",8000,"D",40,"D",0,"D",0,"D",1200,"D",13928,0,14091.25,13763.75,0,0,14314.13,16466.62,107625,107625,0,0,0,0,0,0,0,0,0,0,107625,107625,0,0,14091.25,13763.75,14091.25,13763.75,0,0,0,0,0,0,0,0,0,0,0
2781383,1,"2013","2012",2,0,0,"3",-0.4,-0.4,"20","D",0,0,0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",5640,"D",0,"D",0,"D",0,"D",2016,"D",0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8700,8950,0,0,0,0,0,0,0,0,0
2781413,1,"2013","2012",2,0.0686,0.0622,"2",0.2415,0.2412,"01","D",0.0341,0.0351,0,"D",0,"D",115000,"D",54000,"D",1,"D",0,"D",0,"D",0,"D",0,"D",1200,"D",671,"D",0,"D",1,"D",17196,"D",24227,5463,24358.37,24094.82,5541.36,5385.53,21967.4,25695.8,169001,169001,169001.01,169001.01,0,0,0,0,0,0,0,0,151805,151805,0,0,24358.37,24094.82,24358.37,24094.82,4000,4000,28615.5,31995.5,0,0,0,0,0,0,0
2781443,1,"2013","2012",0,0.153,0.133,"1",-0.0765,-0.0765,"47","D",0,0,0,"D",0,"D",3500,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1268,"D",0,"D",4,"D",0,"D",0,"D",80,"D",-268,0,-267.75,-267.75,0,0,465.5,535.5,3500,3500,3500.01,3500.01,0,0,0,0,0,0,267.75,267.75,3500,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781453,1,"2013","2012",0,0.153,0.133,"1",-0.0765,-0.0765,"10","D",0,0,0,"D",0,"D",4000,"D",0,"D",-10706,"D",0,"D",0,"D",0,"D",7200,"D",0,"D",0,"D",0,"D",0,"D",0,"D",-306,0,-306,-306,0,0,532,612,-6706,-6706,0,0,0,0,0,0,0,0,306,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781453,3,"2013","2012",0,0.153,0.133,"1",-0.0765,-0.0765,"10","D",0,0,0,"D",0,"D",3000,"D",0,"D",-12364,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",-230,0,-229.5,-229.5,0,0,399,459,-9364,-9364,0,0,0,0,0,0,0,0,229.5,229.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781473,1,"2013","2012",2,0.153,0.133,"2",0.1425,0.1425,"14","D",0.05,0.05,0,"D",0,"D",1194,"D",103000,"D",-5163,"D",0,"D",0,"D",0,"D",0,"D",4800,"D",1591,"D",0,"D",2,"D",12456,"D",6192,4297,6232.37,6151.37,4301.55,4291.55,13857.8,15941.68,99031,99031,99031.01,99031.01,2000,2000,0,0,0,0,0,0,86575,86575,0,0,8232.37,8151.37,8232.37,8151.37,0,0,0,0,240,240,0,0,0,0,0
2781523,1,"2013","2012",0,0.153,0.133,"2",0.2267,0.254,"05","D",0.093,0.093,0,"D",0,"D",98800,"D",104000,"D",1000,"D",0,"D",0,"D",0,"D",0,"D",8000,"D",490,"D",0,"D",0,"D",33096,"D",28104,10042,28247.3,27961.29,10084.35,9998.86,26972.4,31028.4,203800,203800,203800.01,203800.01,0,0,0,0,0,0,0,0,170704,170704,0,0,28247.3,27961.29,28247.3,27961.29,7682,7812,41586,41586,0,0,0,0,0,0,0
2781573,1,"2013","2012",0,0.153,0.133,"1",-0.0765,-0.0765,"33","D",-0.021,-0.021,0,"D",0,"D",1900,"D",0,"D",200,"D",5200,"D",0,"D",0,"D",0,"D",3000,"D",0,"D",0,"D",0,"D",10720,"D",-145,-106,-145.35,-145.35,-106,-106,252.7,290.7,7300,7300,7300.01,7300.01,0,0,0,0,0,0,145.35,145.35,7300,7300,0,0,0,0,0,0,7500,7700,0,0,62.4,62.4,0,0,43.61,43.61,0
2781583,1,"2013","2012",0,0.153,0.133,"1",0.15,0.15,"19","D",0.034,0.034,0,"D",0,"D",31000,"D",0,"D",5,"D",0,"D",0,"D",0,"D",5460,"D",0,"D",220,"D",0,"D",0,"D",0,"D",2729,801,2753.25,2704.5,800.07,802.02,4123,4743,31005,31005,31005.01,31005.01,0,0,0,0,0,0,0,0,31005,31005,0,0,2753.25,2704.5,2753.25,2704.5,0,0,0,0,0,0,0,0,0,0,0
