"NEWID","TAX_UNIT","TAXYR_CY","TAXYR_PY","DEPCNT","FICAR_CY","FICAR_PY","FILESTAT","FRATE_CY","FRATE_PY","SOI_ST","SOI_ST_","SRATE_CY","SRATE_PY","T65CT_CY","T65C__CY","T65CT_PY","T65C__PY","WAGE_HD","WAGE_HD_","WAGE_SP","WAGE_SP_","OTHTXINC","OTHT_INC","TAXPENS","TAXPENS_","SOSSECB","SOSSECB_","NONTXINC","NONT_INC","RNTPAID","RNTPAID_","PROPTXPD","PROP_XPD","AMTDEDCT","AMTD_DCT","CHLDCARE","CHLD_ARE","DEPUND17","DEPU_D17","OTHDEDCT","OTHD_DCT","FTAXOWE","STAXOWE","FTAXO_PY","FTAXO_CY","STAXO_PY","STAXO_CY","FICA_PY","FICA_CY","FDAGI_PY","FDAGI_CY","STAGI_PY","STAGI_CY","CHDTX_PY","CHDTX_CY","ADDTX_PY","ADDTX_CY","DPCAR_PY","DPCAR_CY","EITCR_PY","EITCR_CY","AMTIN_PY","AMTIN_CY","AMTOW_PY","AMTOW_CY","FRGTX_PY","FRGTX_CY","FTXBC_PY","FTXBC_CY","SSTDD_PY","SSTDD_CY","SITDD_PY","SITDD_CY","SPRCR_PY","SPRCR_CY","SDCAR_PY","SDCAR_CY","SEITC_PY","SEITC_CY","DIVINC"
2743204,1,"2013","2012",0,0,0,"1",0,0,"33","D",0,0,1,"D",1,"D",0,"D",0,"D",0,"D",0,"D",19847,"D",0,"D",24144,"D",0,"D",145,"D",0,"D",0,"D",0,"D",0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,7700,0,0,0,0,0,0,0,0,0
2743224,1,"2013","2012",2,0.153,0.133,"2",0.15,0.15,"01","D",0.0425,0.0425,0,"D",0,"D",12000,"D",36400,"D",0,"D",0,"D",0,"D",0,"D",7800,"D",0,"D",0,"D",0,"D",2,"D",0,"D",272,1926,325,197.5,1923.75,1930.13,6437.2,7405.2,48400,48400,48400.01,48400.01,2000,2000,0,0,0,0,0,0,48400,48400,0,0,2325,2197.5,2325,2197.5,4000,4000,2734.6,3702.6,0,0,0,0,0,0,0
2743264,1,"2013","2012",0,0.153,0.133,"1",0,0.1765,"05","D",0,0,1,"D",0,"D",11000,"D",0,"D",0,"D",0,"D",14771,"D",0,"D",0,"D",20,"D",0,"D",0,"D",0,"D",0,"D",-59,0,-101.37,0,0,0,1463,1683,11000,11000,11000.01,11000.01,0,0,0,0,0,0,226.37,0,11000,11000,0,0,125,0,125,0,3841,3906,20,20,0,0,0,0,0,0,0
2743284,1,"2013","2012",2,0.153,0.133,"2",0.1433,0.1433,"07","D",0.045,0.045,0,"D",0,"D",3284,"D",101190,"D",-13089,"D",734,"D",0,"D",0,"D",0,"D",11700,"D",2507,"D",0,"D",2,"D",4640,"D",5284,3485,5318,5235.5,3485.36,3485.36,13895.04,15984.52,92119,92119,92119.01,92119.01,2000,2000,0,0,0,0,0,0,87479,87479,0,0,7318,7235.5,7318,7235.5,0,0,0,0,0,0,0,0,0,0,0
2743294,1,"2013","2012",0,0.153,0.133,"2",0.15,0.15,"22","D",0.0494,0.0502,0,"D",0,"D",23000,"D",36344,"D",0,"D",0,"D",0,"D",0,"D",0,"D",1500,"D",0,"D",0,"D",0,"D",0,"D",5066,2497,5106.6,5009.1,2517.11,2468.81,7892.75,9079.63,59344,59344,59344.01,59344.01,0,0,0,0,0,0,0,0,59344,59344,0,0,5106.6,5009.1,5106.6,5009.1,0,0,0,0,0,0,0,0,0,0,0
2743304,1,"2013","2012",0,0.153,0.133,"1",0.15,0.15,"23","D",0.0635,0.0643,0,"D",0,"D",32000,"D",0,"D",0,"D",0,"D",0,"D",0,"D",6540,"D",0,"D",0,"D",0,"D",0,"D",0,"D",2882,1097,2902.5,2853.75,1109.88,1079.35,4256,4896,32000,32000,32000.01,32000.01,0,0,0,0,0,0,0,0,32000,32000,0,0,2902.5,2853.75,2902.5,2853.75,0,0,0,0,112.78,112.78,0,0,0,0,0
2743324,1,"2013","2012",0,0.153,0.133,"1",0.2339,0.2333,"50","D",0.0642,0.0668,0,"D",0,"D",72605,"D",0,"D",-10892,"D",0,"D",0,"D",0,"D",0,"D",3900,"D",417,"D",0,"D",0,"D",6196,"D",7077,3003,7113.69,7024.91,3065.23,2915.36,9656.47,11108.56,61713,61713,61713.01,61713.01,0,0,0,0,0,0,0,0,55517,55517,0,0,7113.69,7024.91,7113.69,7024.91,4057.74,4184.64,6196,6196,0,0,0,0,0,0,0
2743384,1,"2013","2012",2,0.153,0.133,"3",0.15,0.1403,"33","D",0.0645,0.0645,0,"D",0,"D",45000,"D",0,"D",1600,"D",0,"D",0,"D",0,"D",0,"D",5600,"D",900,"D",0,"D",2,"D",1380,"D",1292,1050,1318.41,1255,1063.95,1030.81,5985,6885,46600,46600,46600.01,46600.01,2000,2000,0,0,0,0,0,0,45220,46600,0,0,3318.41,3255,3318.41,3255,10500,10800,7880,0,0,0,0,0,0,0,0
2743424,1,"2013","2012",2,0,0,"3",-0.4,-0.4,"05","D",0,0,0,"D",0,"D",0,"D",0,"D",248,"D",0,"D",0,"D",0,"D",0,"D",7300,"D",19592,"D",0,"D",0,"D",19592,"D",0,0,0,0,0,0,0,0,248,248,248.01,248.01,0,0,0,0,0,0,0,0,248,248,0,0,0,0,0,0,7682,7812,46484,46484,0,0,0,0,0,0,0
2743444,1,"2013","2012",2,0,0,"3",0,0,"11","D",0,0,0,"D",0,"D",0,"D",0,"D",5400,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",2,"D",0,"D",0,0,0,0,0,0,0,0,5400,5400,5400.01,5400.01,0,0,0,0,0,0,0,0,5400,5400,0,0,0,0,0,0,2300,2300,0,0,0,0,0,0,0,0,0
2743454,1,"2013","2012",0,0,0,"1",0,0,"05","D",0,0,1,"D",1,"D",0,"D",0,"D",0,"D",0,"D",8460,"D",0,"D",2844,"D",0,"D",0,"D",0,"D",0,"D",240,"D",0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3841,3906,240,240,0,0,0,0,0,0,0
2743474,1,"2013","2012",0,0,0,"1",0,0,"12","D",0,0,1,"D",1,"D",0,"D",0,"D",0,"D",0,"D",3000,"D",0,"D",3528,"D",0,"D",0,"D",0,"D",0,"D",1524,"D",0,-185,0,0,-185,-185,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2200,1648.49,1649.21,0,0,0,0,0,0,0
2743494,1,"2013","2012",0,0,0,"2",0.15,0.15,"39","D",0.0307,0.0307,2,"D",2,"D",0,"D",0,"D",22191,"D",34241,"D",38518,"D",0,"D",0,"D",4500,"D",0,"D",0,"D",0,"D",0,"D",9189,681,9235.85,9123.35,681.26,681.26,0,0,89172.3,89172.3,22191.01,22191.01,0,0,0,0,0,0,0,0,89172.3,89172.3,0,0,9235.85,9123.35,9235.85,9123.35,0,0,0,0,0,0,0,0,0,0,0
2743514,1,"2013","2012",1,0.153,0.133,"2",0.15,0.15,"33","D",0.0645,0.0645,0,"D",0,"D",40000,"D",35000,"D",150,"D",0,"D",0,"D",0,"D",0,"D",2000,"D",100,"D",0,"D",1,"D",5532,"D",5861,2833,5907.5,5795,2851.18,2806.99,9975,11475,75150,75150,75150.01,75150.01,1000,1000,0,0,0,0,0,0,75150,75150,0,0,6907.5,6795,6907.5,6795,15000,15400,0,0,0,0,0,0,0,0,0
