"NEWID","UCC","AMOUNT","AMOUNT_","PUB_FLAG"
3011292,"980070",28245,,"1"
3011292,"980210",100,,"1"
3011292,"980260",100,,"1"
3011292,"980281",100,,"1"
3011292,"980286",100,,"1"
3011292,"980310",100,,"1"
3011292,"980330",100,,"1"
3011311,"900140",5000,,"1"
3011311,"900220",400,,"1"
3011311,"980000",5000,,"1"
3011311,"980010",1,,"1"
3011311,"980020",18,,"1"
3011311,"980070",5000,,"1"
3011311,"980210",100,,"1"
3011311,"980260",100,,"1"
3011311,"980281",100,,"1"
3011311,"980286",100,,"1"
3011311,"980300",100,,"1"
3011312,"900140",5000,,"1"
3011312,"900220",400,,"1"
3011312,"980000",5000,,"1"
3011312,"980010",1,,"1"
3011312,"980020",18,,"1"
3011312,"980070",5000,,"1"
3011312,"980210",100,,"1"
3011312,"980260",100,,"1"
3011312,"980281",100,,"1"
3011312,"980286",100,,"1"
3011312,"980300",100,,"1"
3011321,"900000",108000,,"1"
3011321,"900180",4,,"1"
3011321,"950001",-4500,,"1"
3011321,"980000",108004,,"1"
3011321,"980010",5,,"1"
3011321,"980020",30,,"1"
3011321,"980030",2,,"1"
3011321,"980040",2,,"1"
3011321,"980050",3,,"1"
3011321,"980070",112504,,"1"
3011321,"980090",100,,"1"
3011321,"980220",100,,"1"
3011321,"980230",100,,"1"
3011321,"980281",100,,"1"
3011321,"980286",100,,"1"
3011321,"980310",100,,"1"
3011321,"980330",100,,"1"
3011322,"900000",108000,,"1"
3011322,"900180",4,,"1"
3011322,"950001",-4500,,"1"
3011322,"980000",108004,,"1"
3011322,"980010",5,,"1"
3011322,"980020",30,,"1"
3011322,"980030",2,,"1"
3011322,"980040",2,,"1"
3011322,"980050",3,,"1"
3011322,"980070",112504,,"1"
3011322,"980090",100,,"1"
3011322,"980220",100,,"1"
3011322,"980230",100,,"1"
3011322,"980281",100,,"1"
3011322,"980286",100,,"1"
3011322,"980310",100,,"1"
3011322,"980330",100,,"1"
3011331,"900030",10542,,"1"
3011331,"980000",10542,,"1"
3011331,"980010",1,,"1"
3011331,"980020",72,,"1"
3011331,"980040",1,,"1"
3011331,"980060",1,,"1"
3011331,"980070",10542,,"1"
3011331,"980090",100,,"1"
3011331,"980220",100,,"1"
3011331,"980240",100,,"1"
3011331,"980281",100,,"1"
3011331,"980286",100,,"1"
3011331,"980300",100,,"1"
3011331,"980330",100,,"1"
3011332,"900030",14320,,"1"
3011332,"980000",14320,,"1"
3011332,"980010",1,,"1"
3011332,"980020",72,,"1"
3011332,"980040",1,,"1"
3011332,"980060",1,,"1"
3011332,"980070",14320,,"1"
3011332,"980090",100,,"1"
3011332,"980220",100,,"1"
3011332,"980240",100,,"1"
3011332,"980281",100,,"1"
3011332,"980286",100,,"1"
3011332,"980300",100,,"1"
3011332,"980330",100,,"1"
3011341,"900000",90000,,"1"
3011341,"900190",-7500,,"1"
3011341,"950001",-3600,,"1"
3011341,"950002",15200,,"1"
3011341,"980000",82500,,"1"
3011341,"980010",2,,"1"
3011341,"980020",58,,"1"
3011341,"980030",2,,"1"
3011341,"980040",2,,"1"
3011341,"980070",70900,,"1"
3011341,"980090",100,,"1"
3011341,"980220",100,,"1"
3011341,"980230",100,,"1"
3011341,"980281",100,,"1"
3011341,"980286",100,,"1"
3011341,"980300",100,,"1"
3011341,"980330",100,,"1"
3011342,"900000",90000,,"1"
3011342,"900190",-7500,,"1"
3011342,"950001",-3600,,"1"
3011342,"950002",15200,,"1"
3011342,"980000",82500,,"1"
3011342,"980010",2,,"1"
3011342,"980020",58,,"1"
3011342,"980030",2,,"1"
3011342,"980040",2,,"1"
3011342,"980070",70900,,"1"
3011342,"980090",100,,"1"
3011342,"980220",100,,"1"
3011342,"980230",100,,"1"
3011342,"980281",100,,"1"
3011342,"980286",100,,"1"
3011342,"980300",100,,"1"
3011342,"980330",100,,"1"
3011351,"900000",67000,,"1"
3011351,"900180",80,,"1"
3011351,"900190",18000,,"1"
3011351,"900210",1560,,"1"
3011351,"950001",-1500,,"1"
3011351,"950011",-600,,"1"
3011351,"980000",86640,,"1"
3011351,"980010",4,,"1"
3011351,"980020",31,,"1"
3011351,"980030",1,,"1"
3011351,"980040",2,,"1"
3011351,"980050",2,,"1"
3011351,"980070",88740,,"1"
3011351,"980090",100,,"1"
3011351,"980210",100,,"1"
3011351,"980230",100,,"1"
3011351,"980281",100,,"1"
3011351,"980286",100,,"1"
3011351,"980310",100,,"1"
3011351,"980330",100,,"1"
3011352,"900000",67000,,"1"
3011352,"900180",260,,"1"
3011352,"900190",18000,,"1"
3011352,"900210",1560,,"1"
3011352,"950001",-1500,,"1"
3011352,"950011",-600,,"1"
3011352,"980000",86820,,"1"
3011352,"980010",4,,"1"
3011352,"980020",31,,"1"
3011352,"980030",1,,"1"
3011352,"980040",2,,"1"
3011352,"980050",2,,"1"
3011352,"980070",88920,,"1"
3011352,"980090",100,,"1"
3011352,"980210",100,,"1"
3011352,"980230",100,,"1"
3011352,"980281",100,,"1"
3011352,"980286",100,,"1"
3011352,"980310",100,,"1"
3011352,"980330",100,,"1"
3011361,"900000",62758,,"1"
3011361,"980000",62758,,"1"
3011361,"980010",4,,"1"
3011361,"980020",34,,"1"
3011361,"980030",2,,"1"
3011361,"980040",1,,"1"
3011361,"980050",1,,"1"
3011361,"980070",62758,,"1"
3011361,"980210",100,,"1"
3011361,"980260",100,,"1"
3011361,"980281",100,,"1"
3011361,"980286",100,,"1"
3011361,"980300",100,,"1"
3011361,"980330",100,,"1"
3011362,"900000",59812,,"1"
3011362,"980000",59812,,"1"
3011362,"980010",4,,"1"
3011362,"980020",34,,"1"
3011362,"980030",2,,"1"
3011362,"980040",1,,"1"
3011362,"980050",1,,"1"
3011362,"980070",59812,,"1"
3011362,"980210",100,,"1"
3011362,"980260",100,,"1"
3011362,"980281",100,,"1"
3011362,"980286",100,,"1"
3011362,"980300",100,,"1"
3011362,"980330",100,,"1"
3011411,"900000",17553,,"1"
3011411,"980000",17553,,"1"
3011411,"980010",2,,"1"
3011411,"980020",35,,"1"
3011411,"980030",1,,"1"
3011411,"980050",1,,"1"
3011411,"980070",17553,,"1"
3011411,"980220",100,,"1"
3011411,"980260",100,,"1"
3011411,"980270",100,,"1"
3011411,"980286",100,,"1"
3011411,"980300",100,,"1"
3011431,"900000",62000,,"1"
3011431,"900160",19720,,"1"
3011431,"980000",81720,,"1"
3011431,"980010",2,,"1"
3011431,"980020",63,,"1"
3011431,"980030",2,,"1"
3011431,"980040",2,,"1"
3011431,"980070",81720,,"1"
3011431,"980090",100,,"1"
3011431,"980220",100,,"1"
3011431,"980240",100,,"1"
3011431,"980281",100,,"1"
3011431,"980285",100,,"1"
3011431,"980290",100,,"1"
3011431,"980330",100,,"1"
3011432,"900000",62000,,"1"
3011432,"900160",19720,,"1"
3011432,"980000",81720,,"1"
3011432,"980010",2,,"1"
3011432,"980020",63,,"1"
3011432,"980030",2,,"1"
3011432,"980040",2,,"1"
3011432,"980070",81720,,"1"
3011432,"980090",100,,"1"
3011432,"980220",100,,"1"
3011432,"980240",100,,"1"
3011432,"980281",100,,"1"
3011432,"980285",100,,"1"
3011432,"980290",100,,"1"
3011432,"980330",100,,"1"
3011441,"900000",12000,,"1"
3011441,"900160",24394,,"1"
3011441,"950001",-200,,"1"
3011441,"950011",-100,,"1"
3011441,"980000",36394,,"1"
3011441,"980010",2,,"1"
3011441,"980020",21,,"1"
3011441,"980030",2,,"1"
3011441,"980070",36694,,"1"
3011441,"980210",100,,"1"
3011441,"980260",100,,"1"
3011441,"980270",100,,"1"
3011441,"980286",100,,"1"
3011441,"980300",100,,"1"
3011442,"900000",12000,,"1"
3011442,"900160",24021,,"1"
3011442,"950001",-200,,"1"
3011442,"950011",-100,,"1"
3011442,"980000",36021,,"1"
3011442,"980010",2,,"1"
3011442,"980020",21,,"1"
3011442,"980030",2,,"1"
3011442,"980070",36321,,"1"
3011442,"980210",100,,"1"
3011442,"980260",100,,"1"
3011442,"980270",100,,"1"
3011442,"980286",100,,"1"
3011442,"980300",100,,"1"
3011461,"900000",49114,,"1"
3011461,"980000",49114,,"1"
3011461,"980010",5,,"1"
3011461,"980020",36,,"1"
3011461,"980030",2,,"1"
3011461,"980050",3,,"1"
3011461,"980070",49114,,"1"
3011461,"980220",100,,"1"
3011461,"980260",100,,"1"
3011461,"980270",100,,"1"
3011461,"980286",100,,"1"
3011461,"980310",100,,"1"
3011491,"900000",19000,,"1"
3011491,"900150",4752,,"1"
3011491,"950001",-6000,,"1"
3011491,"950002",746,,"1"
3011491,"950011",-1000,,"1"
3011491,"950012",418,,"1"
3011491,"980000",23752,,"1"
3011491,"980010",4,,"1"
3011491,"980020",24,,"1"
3011491,"980030",1,,"1"
3011491,"980040",2,,"1"
3011491,"980050",2,,"1"
3011491,"980070",29588,,"1"
3011491,"980220",100,,"1"
3011491,"980260",100,,"1"
3011491,"980281",100,,"1"
3011491,"980286",100,,"1"
3011491,"980310",100,,"1"
3011491,"980330",100,,"1"
3011492,"900000",19000,,"1"
3011492,"900150",4752,,"1"
3011492,"950001",-6000,,"1"
3011492,"950002",746,,"1"
3011492,"950011",-1000,,"1"
3011492,"950012",418,,"1"
3011492,"980000",23752,,"1"
3011492,"980010",4,,"1"
3011492,"980020",24,,"1"
3011492,"980030",1,,"1"
3011492,"980040",2,,"1"
3011492,"980050",2,,"1"
3011492,"980070",29588,,"1"
3011492,"980220",100,,"1"
3011492,"980260",100,,"1"
3011492,"980281",100,,"1"
3011492,"980286",100,,"1"
3011492,"980310",100,,"1"
3011492,"980330",100,,"1"
3011531,"900030",8459,,"1"
3011531,"900150",2160,,"1"
3011531,"980000",10619,,"1"
3011531,"980010",1,,"1"
3011531,"980020",75,,"1"
3011531,"980060",1,,"1"
3011531,"980070",10619,,"1"
3011531,"980090",100,,"1"
3011531,"980220",100,,"1"
3011531,"980240",100,,"1"
3011531,"980281",100,,"1"
3011531,"980286",100,,"1"
3011531,"980290",100,,"1"
3011532,"900030",8459,,"1"
3011532,"900150",2160,,"1"
3011532,"980000",10619,,"1"
3011532,"980010",1,,"1"
3011532,"980020",75,,"1"
3011532,"980060",1,,"1"
3011532,"980070",10619,,"1"
3011532,"980090",100,,"1"
3011532,"980220",100,,"1"
3011532,"980240",100,,"1"
3011532,"980281",100,,"1"
3011532,"980286",100,,"1"
3011532,"980290",100,,"1"
3011571,"900000",18000,,"1"
3011571,"980000",18000,,"1"
3011571,"980010",1,,"1"
3011571,"980020",22,,"1"
3011571,"980030",1,,"1"
3011571,"980040",1,,"1"
3011571,"980070",18000,,"1"
3011571,"980220",100,,"1"
3011571,"980260",100,,"1"
3011571,"980270",100,,"1"
3011571,"980286",100,,"1"
3011571,"980310",100,,"1"
3011571,"980330",100,,"1"
3011572,"900000",18000,,"1"
3011572,"980000",18000,,"1"
3011572,"980010",1,,"1"
3011572,"980020",22,,"1"
3011572,"980030",1,,"1"
3011572,"980040",1,,"1"
3011572,"980070",18000,,"1"
3011572,"980220",100,,"1"
3011572,"980260",100,,"1"
3011572,"980270",100,,"1"
3011572,"980286",100,,"1"
3011572,"980310",100,,"1"
3011572,"980330",100,,"1"
3011581,"900030",23266,,"1"
3011581,"950003",3700,,"1"
3011581,"980000",23266,,"1"
3011581,"980010",2,,"1"
3011581,"980020",63,,"1"
3011581,"980040",2,,"1"
3011581,"980060",1,,"1"
3011581,"980070",19566,,"1"
3011581,"980220",100,,"1"
3011581,"980260",100,,"1"
3011581,"980283",100,,"1"
3011581,"980286",100,,"1"
3011581,"980300",100,,"1"
3011581,"980330",100,,"1"
3011582,"900030",23266,,"1"
3011582,"950003",3700,,"1"
3011582,"980000",23266,,"1"
3011582,"980010",2,,"1"
3011582,"980020",63,,"1"
3011582,"980040",2,,"1"
3011582,"980060",1,,"1"
3011582,"980070",19566,,"1"
3011582,"980220",100,,"1"
3011582,"980260",100,,"1"
3011582,"980283",100,,"1"
3011582,"980286",100,,"1"
3011582,"980300",100,,"1"
3011582,"980330",100,,"1"
3011621,"900000",28893,,"1"
3011621,"980000",28893,,"1"
3011621,"980010",2,,"1"
3011621,"980020",58,,"1"
3011621,"980030",1,,"1"
3011621,"980040",2,,"1"
3011621,"980070",28893,,"1"
3011621,"980090",100,,"1"
3011621,"980220",100,,"1"
3011621,"980230",100,,"1"
3011621,"980281",100,,"1"
3011621,"980286",100,,"1"
3011621,"980300",100,,"1"
3011621,"980330",100,,"1"
3011622,"900000",18568,,"1"
3011622,"980000",18568,,"1"
3011622,"980010",2,,"1"
3011622,"980020",58,,"1"
3011622,"980030",1,,"1"
3011622,"980040",2,,"1"
3011622,"980070",18568,,"1"
3011622,"980090",100,,"1"
3011622,"980220",100,,"1"
3011622,"980230",100,,"1"
3011622,"980281",100,,"1"
3011622,"980286",100,,"1"
3011622,"980300",100,,"1"
3011622,"980330",100,,"1"
3011651,"800700",15,,"1"
3011651,"800932",23500,,"1"
3011651,"900000",205487,"T","1"
3011651,"900180",20000,,"1"
3011651,"900220",3300,,"1"
3011651,"950002",49141,"T","1"
3011651,"950003",14107,,"1"
3011651,"950012",15530,"T","1"
3011651,"950013",879,,"1"
3011651,"980000",225487,"T","1"
3011651,"980010",4,,"1"
3011651,"980020",45,,"1"
3011651,"980030",1,,"1"
3011651,"980040",2,,"1"
3011651,"980050",1,,"1"
3011651,"980070",145830,"T","1"
3011651,"980090",100,,"1"
3011651,"980210",100,,"1"
3011651,"980240",100,,"1"
3011651,"980281",100,,"1"
3011651,"980286",100,,"1"
3011651,"980310",100,,"1"
3011651,"980330",100,,"1"
3011652,"800700",15,,"1"
3011652,"800932",23500,,"1"
3011652,"900000",205487,"T","1"
3011652,"900180",20000,,"1"
3011652,"900220",3300,,"1"
3011652,"950002",49141,"T","1"
3011652,"950003",14107,,"1"
3011652,"950012",15530,"T","1"
3011652,"950013",879,,"1"
3011652,"980000",225487,"T","1"
3011652,"980010",4,,"1"
3011652,"980020",45,,"1"
3011652,"980030",1,,"1"
3011652,"980040",2,,"1"
3011652,"980050",1,,"1"
3011652,"980070",145830,"T","1"
3011652,"980090",100,,"1"
3011652,"980210",100,,"1"
3011652,"980240",100,,"1"
3011652,"980281",100,,"1"
3011652,"980286",100,,"1"
3011652,"980310",100,,"1"
3011652,"980330",100,,"1"
3011661,"900000",97101,,"1"
3011661,"980000",97101,,"1"
3011661,"980010",2,,"1"
3011661,"980020",60,,"1"
3011661,"980030",2,,"1"
3011661,"980070",97101,,"1"
3011661,"980090",100,,"1"
3011661,"980220",100,,"1"
3011661,"980230",100,,"1"
3011661,"980270",100,,"1"
3011661,"980286",100,,"1"
3011661,"980310",100,,"1"
3011662,"900000",70956,,"1"
3011662,"980000",70956,,"1"
3011662,"980010",2,,"1"
3011662,"980020",60,,"1"
3011662,"980030",2,,"1"
3011662,"980070",70956,,"1"
3011662,"980090",100,,"1"
3011662,"980220",100,,"1"
3011662,"980230",100,,"1"
3011662,"980270",100,,"1"
3011662,"980286",100,,"1"
3011662,"980310",100,,"1"
3011671,"800940",6656,,"1"
3011671,"900000",32449,,"1"
3011671,"900160",31005,,"1"
3011671,"950001",-3000,,"1"
3011671,"950011",-500,,"1"
3011671,"980000",63455,,"1"
3011671,"980010",4,,"1"
3011671,"980020",62,,"1"
3011671,"980030",3,,"1"
3011671,"980040",3,,"1"
3011671,"980070",66955,,"1"
3011671,"980090",100,,"1"
3011671,"980210",100,,"1"
3011671,"980230",100,,"1"
3011671,"980281",100,,"1"
3011671,"980285",100,,"1"
3011671,"980290",100,,"1"
3011671,"980330",100,,"1"
3011672,"800940",8603,,"1"
3011672,"900000",32683,,"1"
3011672,"900160",43727,,"1"
3011672,"950001",-3000,,"1"
3011672,"950011",-500,,"1"
3011672,"980000",76410,,"1"
3011672,"980010",4,,"1"
3011672,"980020",62,,"1"
3011672,"980030",3,,"1"
3011672,"980040",3,,"1"
3011672,"980070",79910,,"1"
3011672,"980090",100,,"1"
3011672,"980210",100,,"1"
3011672,"980230",100,,"1"
3011672,"980281",100,,"1"
3011672,"980285",100,,"1"
3011672,"980290",100,,"1"
3011672,"980330",100,,"1"
3011721,"900000",52000,,"1"
3011721,"980000",52000,,"1"
3011721,"980010",4,,"1"
3011721,"980020",42,,"1"
3011721,"980030",2,,"1"
3011721,"980040",2,,"1"
3011721,"980050",1,,"1"
3011721,"980070",52000,,"1"
3011721,"980090",100,,"1"
3011721,"980220",100,,"1"
3011721,"980230",100,,"1"
3011721,"980281",100,,"1"
3011721,"980285",100,,"1"
3011721,"980310",100,,"1"
3011721,"980330",100,,"1"
3011722,"900000",52000,,"1"
3011722,"980000",52000,,"1"
3011722,"980010",4,,"1"
3011722,"980020",42,,"1"
3011722,"980030",2,,"1"
3011722,"980040",2,,"1"
3011722,"980050",1,,"1"
3011722,"980070",52000,,"1"
3011722,"980090",100,,"1"
3011722,"980220",100,,"1"
3011722,"980230",100,,"1"
3011722,"980281",100,,"1"
3011722,"980285",100,,"1"
3011722,"980310",100,,"1"
3011722,"980330",100,,"1"
3011731,"900090",2137,,"1"
3011731,"980000",2137,,"1"
3011731,"980010",2,,"1"
3011731,"980020",66,,"1"
3011731,"980060",2,,"1"
3011731,"980070",2137,,"1"
3011731,"980090",100,,"1"
3011731,"980220",100,,"1"
3011731,"980240",100,,"1"
3011731,"980281",100,,"1"
3011731,"980286",100,,"1"
3011731,"980300",100,,"1"
3011732,"900090",2137,,"1"
3011732,"980000",2137,,"1"
3011732,"980010",2,,"1"
3011732,"980020",66,,"1"
3011732,"980060",2,,"1"
3011732,"980070",2137,,"1"
3011732,"980090",100,,"1"
3011732,"980220",100,,"1"
3011732,"980240",100,,"1"
3011732,"980281",100,,"1"
3011732,"980286",100,,"1"
3011732,"980300",100,,"1"
3011741,"800910",2381,,"1"
3011741,"800932",3000,,"1"
3011741,"900000",61000,,"1"
3011741,"950001",-880,,"1"
3011741,"980000",61000,,"1"
3011741,"980010",1,,"1"
3011741,"980020",64,,"1"
3011741,"980030",1,,"1"
3011741,"980040",1,,"1"
3011741,"980070",61880,,"1"
3011741,"980090",100,,"1"
3011741,"980220",100,,"1"
3011741,"980230",100,,"1"
3011741,"980281",100,,"1"
3011741,"980286",100,,"1"
3011741,"980310",100,,"1"
3011741,"980330",100,,"1"
3011742,"800910",2381,,"1"
3011742,"800932",3000,,"1"
3011742,"900000",61000,,"1"
3011742,"950001",-880,,"1"
3011742,"980000",61000,,"1"
3011742,"980010",1,,"1"
3011742,"980020",64,,"1"
3011742,"980030",1,,"1"
3011742,"980040",1,,"1"
3011742,"980070",61880,,"1"
3011742,"980090",100,,"1"
3011742,"980220",100,,"1"
3011742,"980230",100,,"1"
3011742,"980281",100,,"1"
3011742,"980286",100,,"1"
3011742,"980310",100,,"1"
3011742,"980330",100,,"1"
3011791,"900000",92375,,"1"
3011791,"980000",92375,,"1"
3011791,"980010",2,,"1"
3011791,"980020",49,,"1"
3011791,"980030",1,,"1"
3011791,"980070",92375,,"1"
3011791,"980090",100,,"1"
3011791,"980220",100,,"1"
3011791,"980250",100,,"1"
3011791,"980281",100,,"1"
3011791,"980286",100,,"1"
3011791,"980310",100,,"1"
3011792,"900000",205487,"T","1"
3011792,"980000",205487,"T","1"
3011792,"980010",2,,"1"
3011792,"980020",49,,"1"
3011792,"980030",1,,"1"
3011792,"980070",205487,"T","1"
3011792,"980090",100,,"1"
3011792,"980220",100,,"1"
3011792,"980250",100,,"1"
3011792,"980281",100,,"1"
3011792,"980286",100,,"1"
3011792,"980310",100,,"1"
3011801,"900030",13103,,"1"
3011801,"900090",421,,"1"
3011801,"900150",2112,,"1"
3011801,"980000",15636,,"1"
3011801,"980010",1,,"1"
3011801,"980020",71,,"1"
3011801,"980040",1,,"1"
3011801,"980060",1,,"1"
3011801,"980070",15636,,"1"
3011801,"980220",100,,"1"
3011801,"980260",100,,"1"
3011801,"980270",100,,"1"
3011801,"980286",100,,"1"
3011801,"980300",100,,"1"
3011801,"980330",100,,"1"
3011802,"900030",13103,,"1"
3011802,"900090",421,,"1"
3011802,"900150",2112,,"1"
3011802,"980000",15636,,"1"
3011802,"980010",1,,"1"
3011802,"980020",71,,"1"
3011802,"980040",1,,"1"
3011802,"980060",1,,"1"
3011802,"980070",15636,,"1"
3011802,"980220",100,,"1"
3011802,"980260",100,,"1"
3011802,"980270",100,,"1"
3011802,"980286",100,,"1"
3011802,"980300",100,,"1"
3011802,"980330",100,,"1"
3011811,"900000",17324,,"1"
3011811,"980000",17324,,"1"
3011811,"980010",3,,"1"
3011811,"980020",65,,"1"
3011811,"980030",1,,"1"
3011811,"980060",1,,"1"
3011811,"980070",17324,,"1"
3011811,"980090",100,,"1"
3011811,"980210",100,,"1"
3011811,"980250",100,,"1"
3011811,"980281",100,,"1"
3011811,"980286",100,,"1"
3011811,"980310",100,,"1"
3011812,"900000",17049,,"1"
3011812,"980000",17049,,"1"
3011812,"980010",3,,"1"
3011812,"980020",65,,"1"
3011812,"980030",1,,"1"
3011812,"980060",1,,"1"
3011812,"980070",17049,,"1"
3011812,"980210",100,,"1"
3011812,"980260",100,,"1"
3011812,"980281",100,,"1"
3011812,"980286",100,,"1"
3011812,"980310",100,,"1"
3011821,"900000",40000,,"1"
3011821,"950001",-1300,,"1"
3011821,"980000",40000,,"1"
3011821,"980010",3,,"1"
3011821,"980020",56,,"1"
3011821,"980030",1,,"1"
3011821,"980040",2,,"1"
3011821,"980050",1,,"1"
3011821,"980070",41300,,"1"
3011821,"980090",100,,"1"
3011821,"980210",100,,"1"
3011821,"980230",100,,"1"
3011821,"980282",100,,"1"
3011821,"980286",100,,"1"
3011821,"980310",100,,"1"
3011821,"980330",100,,"1"
3011822,"900000",40000,,"1"
3011822,"950001",-1300,,"1"
3011822,"980000",40000,,"1"
3011822,"980010",3,,"1"
3011822,"980020",56,,"1"
3011822,"980030",1,,"1"
3011822,"980040",2,,"1"
3011822,"980050",1,,"1"
3011822,"980070",41300,,"1"
3011822,"980090",100,,"1"
3011822,"980210",100,,"1"
3011822,"980230",100,,"1"
3011822,"980282",100,,"1"
3011822,"980286",100,,"1"
3011822,"980310",100,,"1"
3011822,"980330",100,,"1"
3011881,"900030",15045,,"1"
3011881,"900180",2092,,"1"
3011881,"900220",8100,,"1"
3011881,"980000",17136,,"1"
3011881,"980010",1,,"1"
3011881,"980020",78,,"1"
3011881,"980040",2,,"1"
3011881,"980060",1,,"1"
3011881,"980070",17136,,"1"
3011881,"980090",100,,"1"
3011881,"980210",100,,"1"
3011881,"980240",100,,"1"
3011881,"980281",100,,"1"
3011881,"980286",100,,"1"
3011881,"980310",100,,"1"
3011881,"980330",100,,"1"
3011882,"900030",14044,,"1"
3011882,"900180",459,,"1"
3011882,"900220",8100,,"1"
3011882,"980000",14503,,"1"
3011882,"980010",1,,"1"
3011882,"980020",78,,"1"
3011882,"980040",2,,"1"
3011882,"980060",1,,"1"
3011882,"980070",14503,,"1"
3011882,"980090",100,,"1"
3011882,"980210",100,,"1"
3011882,"980240",100,,"1"
3011882,"980281",100,,"1"
3011882,"980286",100,,"1"
3011882,"980310",100,,"1"
3011882,"980330",100,,"1"
3011931,"900030",18600,,"1"
3011931,"980000",18600,,"1"
3011931,"980010",1,,"1"
3011931,"980020",78,,"1"
3011931,"980040",1,,"1"
3011931,"980060",1,,"1"
3011931,"980070",18600,,"1"
3011931,"980090",100,,"1"
3011931,"980220",100,,"1"
3011931,"980240",100,,"1"
3011931,"980281",100,,"1"
3011931,"980286",100,,"1"
3011931,"980300",100,,"1"
3011931,"980330",100,,"1"
3011932,"900030",18600,,"1"
3011932,"980000",18600,,"1"
3011932,"980010",1,,"1"
3011932,"980020",78,,"1"
3011932,"980040",1,,"1"
3011932,"980060",1,,"1"
3011932,"980070",18600,,"1"
3011932,"980090",100,,"1"
3011932,"980220",100,,"1"
3011932,"980240",100,,"1"
3011932,"980281",100,,"1"
3011932,"980286",100,,"1"
3011932,"980300",100,,"1"
3011932,"980330",100,,"1"
3011941,"900000",32268,,"1"
3011941,"980000",32268,,"1"
3011941,"980010",3,,"1"
3011941,"980020",20,,"1"
3011941,"980030",1,,"1"
3011941,"980040",2,,"1"
3011941,"980050",1,,"1"
3011941,"980070",32268,,"1"
3011941,"980220",100,,"1"
3011941,"980260",100,,"1"
3011941,"980281",100,,"1"
3011941,"980286",100,,"1"
3011941,"980310",100,,"1"
3011941,"980330",100,,"1"
3011942,"900000",36046,,"1"
3011942,"980000",36046,,"1"
3011942,"980010",3,,"1"
3011942,"980020",20,,"1"
3011942,"980030",1,,"1"
3011942,"980040",2,,"1"
3011942,"980050",1,,"1"
3011942,"980070",36046,,"1"
3011942,"980220",100,,"1"
3011942,"980260",100,,"1"
3011942,"980281",100,,"1"
3011942,"980286",100,,"1"
3011942,"980310",100,,"1"
3011942,"980330",100,,"1"
3011951,"900000",44123,,"1"
3011951,"980000",44123,,"1"
3011951,"980010",4,,"1"
3011951,"980020",29,,"1"
3011951,"980030",2,,"1"
3011951,"980040",2,,"1"
3011951,"980050",2,,"1"
3011951,"980070",44123,,"1"
3011951,"980220",100,,"1"
3011951,"980260",100,,"1"
3011951,"980281",100,,"1"
3011951,"980286",100,,"1"
3011951,"980310",100,,"1"
3011951,"980330",100,,"1"
3011952,"900000",34332,,"1"
3011952,"980000",34332,,"1"
3011952,"980010",4,,"1"
3011952,"980020",29,,"1"
3011952,"980030",2,,"1"
3011952,"980040",2,,"1"
3011952,"980050",2,,"1"
3011952,"980070",34332,,"1"
3011952,"980220",100,,"1"
3011952,"980260",100,,"1"
3011952,"980281",100,,"1"
3011952,"980286",100,,"1"
3011952,"980310",100,,"1"
3011952,"980330",100,,"1"
