"UCC","AMOUNT","IMPNUM","NEWID","PUB_FLAG","AMOUNT_"
"980070",25350,"2",2825492,"1",
"980070",25350,"3",2825492,"1",
"980070",25350,"4",2825492,"1",
"980070",25350,"5",2825492,"1",
"900030",21588,"1",2825501,"1",
"900030",12672,"2",2825501,"1",
"900030",11724,"3",2825501,"1",
"900030",26244,"4",2825501,"1",
"900030",11076,"5",2825501,"1",
"900140",4962,"1",2825501,"1",
"900140",26494,"2",2825501,"1",
"900140",1774,"3",2825501,"1",
"900140",17867,"4",2825501,"1",
"900140",21213,"5",2825501,"1",
"980000",26550,"1",2825501,"1",
"980000",39166,"2",2825501,"1",
"980000",13498,"3",2825501,"1",
"980000",44111,"4",2825501,"1",
"980000",32289,"5",2825501,"1",
"980070",26550,"1",2825501,"1",
"980070",39166,"2",2825501,"1",
"980070",13498,"3",2825501,"1",
"980070",44111,"4",2825501,"1",
"980070",32289,"5",2825501,"1",
"900030",22068,"1",2825502,"1",
"900030",8448,"2",2825502,"1",
"900030",15696,"3",2825502,"1",
"900030",15552,"4",2825502,"1",
"900030",13056,"5",2825502,"1",
"900140",1454,"1",2825502,"1",
"900140",5050,"2",2825502,"1",
"900140",1365,"3",2825502,"1",
"900140",1046,"4",2825502,"1",
"900140",504,"5",2825502,"1",
"980000",23522,"1",2825502,"1",
"980000",13498,"2",2825502,"1",
"980000",17061,"3",2825502,"1",
"980000",16598,"4",2825502,"1",
"980000",13560,"5",2825502,"1",
"980070",23522,"1",2825502,"1",
"980070",13498,"2",2825502,"1",
"980070",17061,"3",2825502,"1",
"980070",16598,"4",2825502,"1",
"980070",13560,"5",2825502,"1",
"900000",63467,"1",2825531,"1",
"900000",102372,"2",2825531,"1",
"900000",119640,"3",2825531,"1",
"900000",130009,"4",2825531,"1",
"900000",45437,"5",2825531,"1",
"980000",63467,"1",2825531,"1",
"980000",102372,"2",2825531,"1",
"980000",119640,"3",2825531,"1",
"980000",130009,"4",2825531,"1",
"980000",45437,"5",2825531,"1",
"980070",63467,"1",2825531,"1",
"980070",102372,"2",2825531,"1",
"980070",119640,"3",2825531,"1",
"980070",130009,"4",2825531,"1",
"980070",45437,"5",2825531,"1",
"900000",30192,"1",2825541,"1",
"900000",22904,"2",2825541,"1",
"900000",16146,"3",2825541,"1",
"900000",10373,"4",2825541,"1",
"900000",8097,"5",2825541,"1",
"980000",30192,"1",2825541,"1",
"980000",22904,"2",2825541,"1",
"980000",16146,"3",2825541,"1",
"980000",10373,"4",2825541,"1",
"980000",8097,"5",2825541,"1",
"980070",30192,"1",2825541,"1",
"980070",22904,"2",2825541,"1",
"980070",16146,"3",2825541,"1",
"980070",10373,"4",2825541,"1",
"980070",8097,"5",2825541,"1",
"900000",32400,"1",2825571,"1",
"900000",32400,"2",2825571,"1",
"900000",32400,"3",2825571,"1",
"900000",32400,"4",2825571,"1",
"900000",32400,"5",2825571,"1",
"950002",151,"1",2825571,"1",
"950002",151,"2",2825571,"1",
"950002",151,"3",2825571,"1",
"950002",151,"4",2825571,"1",
"950002",151,"5",2825571,"1",
"980000",32400,"1",2825571,"1",
"980000",32400,"2",2825571,"1",
"980000",32400,"3",2825571,"1",
"980000",32400,"4",2825571,"1",
"980000",32400,"5",2825571,"1",
"980070",32249,"1",2825571,"1",
"980070",32249,"2",2825571,"1",
"980070",32249,"3",2825571,"1",
"980070",32249,"4",2825571,"1",
"980070",32249,"5",2825571,"1",
"900000",32400,"1",2825572,"1",
"900000",32400,"2",2825572,"1",
"900000",32400,"3",2825572,"1",
"900000",32400,"4",2825572,"1",
"900000",32400,"5",2825572,"1",
"950002",151,"1",2825572,"1",
"950002",151,"2",2825572,"1",
"950002",151,"3",2825572,"1",
"950002",151,"4",2825572,"1",
"950002",151,"5",2825572,"1",
"980000",32400,"1",2825572,"1",
"980000",32400,"2",2825572,"1",
"980000",32400,"3",2825572,"1",
"980000",32400,"4",2825572,"1",
"980000",32400,"5",2825572,"1",
"980070",32249,"1",2825572,"1",
"980070",32249,"2",2825572,"1",
"980070",32249,"3",2825572,"1",
"980070",32249,"4",2825572,"1",
"980070",32249,"5",2825572,"1",
"900030",19620,"1",2825601,"1",
"900030",20424,"2",2825601,"1",
"900030",24696,"3",2825601,"1",
