"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","RENTCODE","RENT_ODE","BSNSPCTZ","BSNS_CTZ","QADRENTX","QADR_NTX","ANYVACAT","ANYV_CAT"
"20151",2841524,47,0,"1","105","D",.,"A",370,"D","2","D"
"20151",2842734,27,0,"1","105","D",.,"A",125,"D","1","D"
"20151",2843684,9,0,"1","105","D",.,"A",120,"D","2","D"
"20151",2843944,90,0,"1","105","D",.,"A",550,"D","1","D"
"20151",2844644,17,0,"1","105","D",.,"A",227,"D","2","D"
"20151",2845364,25,0,"1","105","D",.,"A",500,"D","1","D"
"20151",2867424,21,0,"1","105","D",.,"A",288,"F","2","D"
"20151",2869354,61,0,"1","105","D",.,"A",155,"D","1","D"
"20151",2870554,16,0,"1","105","D",.,"A",135,"D","2","D"
"20151",2871994,83,0,"1","105","D",.,"A",280,"D","1","D"
"20151",2872404,48,0,"1","105","D",.,"A",122,"D","2","D"
"20151",2873754,30,0,"1","105","D",.,"A",250,"D","1","D"
"20151",2875334,34,0,"1","105","D",.,"A",295,"D","1","D"
"20151",2875424,27,0,"1","105","D",.,"A",104,"D","1","D"
"20151",2876544,62,0,"1","150","D",.,"A",150,"D","1","D"
"20151",2876624,34,0,"1","105","D",.,"A",382,"D","1","D"
"20151",2900893,51,0,"1","105","D",.,"A",140,"D","2","D"
"20151",2900903,34,0,"1","105","D",.,"A",300,"D","2","D"
"20151",2900903,35,0,"1","105","D",.,"A",150,"D","1","D"
"20151",2900993,24,0,"1","105","D",.,"A",45,"D","1","D"
"20151",2901383,11,0,"1","105","D",.,"A",30,"D","2","D"
"20151",2901483,15,0,"1","105","D",.,"A",600,"D","1","D"
"20151",2903603,36,0,"1","105","D",.,"A",420,"D","1","D"
"20151",2905933,14,0,"1","105","D",1,"D",0,"D","2","D"
"20151",2906603,32,0,"1","105","D",.,"A",160,"D","1","D"
"20151",2907543,17,0,"1","105","D",0.8,"D",104,"D","2","D"
"20151",2907763,30,0,"1","105","D",.,"A",160,"D","1","D"
"20151",2908943,31,0,"1","105","D",.,"A",500,"D","1","D"
"20151",2910383,32,0,"1","105","D",.,"A",145,"D","1","D"
"20151",2911563,32,0,"1","105","D",.,"A",243,"D","1","D"
"20151",2922733,38,0,"1","200","D",.,"A",310,"D","1","D"
"20151",2923223,10,0,"1","105","D",.,"A",31,"D","2","D"
"20151",2923963,31,0,"1","105","D",.,"A",150,"D","2","D"
"20151",2927193,28,0,"1","105","D",.,"A",288,"F",,"C"
"20151",2930453,32,0,"1","105","D",.,"A",200,"D","1","D"
"20151",2930453,33,0,"1","105","D",.,"A",200,"D","1","D"
"20151",2930453,34,0,"1","105","D",.,"A",200,"D","1","D"
"20151",2930945,17,0,"1","105","D",.,"A",80,"D","1","D"
"20151",2931093,19,0,"1","105","D",.,"A",45,"D","1","D"
"20151",2931573,52,0,"1","105","D",.,"A",200,"D","2","D"
"20151",2932943,30,0,"1","105","D",.,"A",650,"D","2","D"
"20151",2945073,14,0,"1","105","D",.,"A",150,"D","2","D"
"20151",2947023,50,0,"1","105","D",.,"A",34,"D","2","D"
"20151",2947173,36,0,"1","105","D",.,"A",250,"D","1","D"
"20151",2947533,15,0,"1","105","D",.,"A",247,"F","2","D"
"20151",2947943,17,0,"1","105","D",.,"A",800,"D","1","D"
"20151",2948683,63,0,"1","105","D",.,"A",550,"D","1","D"
"20151",2948993,23,0,"1","105","D",.,"A",350,"D","1","D"
"20151",2949543,32,0,"1","105","D",.,"A",189,"D","2","D"
"20151",2950913,48,0,"1","105","D",.,"A",1,"D","2","D"
"20151",2953333,41,0,"1","105","D",1,"D",0,"D","1","D"
"20151",2954753,32,0,"1","105","D",.,"A",112,"D","1","D"
"20151",2955083,24,0,"1","105","D",.,"A",140,"D","2","D"
"20151",2955123,34,0,"1","105","D",.,"A",93,"D","1","D"
"20151",2966822,33,0,"1","105","D",.,"A",500,"D","1","D"
"20151",2967292,47,0,"1","105","D",.,"A",240,"D","1","D"
"20151",2970782,23,0,"1","105","D",.,"A",60,"D","2","D"
"20151",2972642,46,0,"1","105","D",.,"A",120,"D","1","D"
"20151",2973812,33,0,"1","105","D",.,"A",250,"D","2","D"
"20151",2977262,27,0,"1","105","D",.,"A",117,"D","1","D"
"20151",2991492,30,0,"1","105","D",.,"A",1000,"D","2","D"
"20151",2993514,28,0,"1","105","D",.,"A",295,"D","1","D"
"20151",2996102,23,0,"1","105","D",.,"A",100,"D","2","D"
"20151",2996142,42,0,"1","200","D",.,"A",100,"D","2","D"
"20151",2997252,59,0,"1","105","D",.,"A",250,"D","1","D"
"20151",2997252,60,0,"1","105","D",.,"A",200,"D","1","D"
"20151",2997372,23,0,"1","105","D",.,"A",100,"D","2","D"
"20151",2997622,27,0,"1","105","D",.,"A",136,"D","2","D"
"20151",2998032,74,0,"1","105","D",.,"A",45,"D","2","D"
"20151",2998042,24,0,"1","105","D",.,"A",800,"D","2","D"
"20151",2999932,27,0,"1","105","D",.,"A",60,"D","1","D"
"20151",2999942,81,0,"1","105","D",.,"A",100,"D","1","D"
"20151",3000142,55,0,"1","105","D",.,"A",270,"D","2","D"
"20151",3001492,30,0,"1","105","D",.,"A",500,"D","1","D"
"20151",3001622,25,0,"1","105","D",.,"A",170,"D","2","D"
"20151",3001855,14,0,"1","105","D",.,"A",200,"D","1","D"
"20151",3002112,13,0,"1","105","D",.,"A",260,"D","1","D"
"20151",3002422,18,0,"1","105","D",.,"A",345,"D","2","D"
"20151",3002952,31,0,"1","105","D",.,"A",288,"D","1","D"
"20151",3003822,16,0,"1","105","D",.,"A",30,"D","2","D"
"20151",3004692,8,0,"1","105","D",.,"A",260,"D","2","D"
"20151",3004772,39,0,"1","105","D",.,"A",385,"D","2","D"
"20151",3004912,40,0,"1","105","D",0.33,"D",151,"D","2","D"
"20151",3006952,20,0,"1","105","D",.,"A",300,"D","1","D"
"20151",3006952,21,0,"1","200","D",.,"A",80,"D","2","D"
"20151",3007442,52,0,"1","105","D",.,"A",220,"D","1","D"
"20151",3007842,31,0,"1","105","D",.,"A",70,"D","1","D"
"20151",3007842,32,0,"1","105","D",.,"A",275,"D","1","D"
"20151",3008102,26,0,"1","105","D",.,"A",300,"D","1","D"
"20151",3009385,31,0,"1","105","D",.,"A",1000,"D","1","D"
"20151",3009462,34,0,"1","180","D",.,"A",62,"D","2","D"
"20151",3045402,6,0,"1","105","D",.,"A",700,"D","2","D"
"20151",3045763,16,0,"1","105","D",.,"A",800,"D","2","D"
"20151",3045864,32,0,"1","105","D",.,"A",150,"D","2","D"
"20151",3046005,10,0,"1","105","D",.,"A",200,"D","1","D"
