"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","RENTCODE","RENT_ODE","BSNSPCTZ","BSNS_CTZ","QADRENTX","QADR_NTX","ANYVACAT","ANYV_CAT"
"20143",2733025,63,0,"1","200","D",.,"A",12,"D","1","D"
"20143",2733315,35,0,"1","105","D",.,"A",100,"D","2","D"
"20143",2733985,12,0,"1","105","D",.,"A",400,"D","2","D"
"20143",2734155,44,0,"1","105","D",.,"A",400,"D","1","D"
"20143",2734485,23,0,"1","105","D",.,"A",200,"D","2","D"
"20143",2734645,14,0,"1","105","D",.,"A",1000,"D","1","D"
"20143",2734835,17,0,"1","105","D",0.75,"D",30,"D","1","D"
"20143",2734835,18,0,"1","105","D",.,"A",100,"D","1","D"
"20143",2734835,19,0,"1","105","D",0.75,"D",88,"D","1","D"
"20143",2735265,9,0,"1","105","D",.,"A",300,"D","1","D"
"20143",2736615,38,0,"1","105","D",.,"A",200,"D","2","D"
"20143",2736825,36,0,"1","105","D",.,"A",365,"D","1","D"
"20143",2737395,27,0,"1","105","D",.,"A",345,"D","1","D"
"20143",2738465,51,0,"1","105","D",.,"A",78,"D","2","D"
"20143",2739015,42,0,"1","105","D",.,"A",400,"D","1","D"
"20143",2739255,38,0,"1","105","D",.,"A",100,"D","1","D"
"20143",2739535,28,0,"1","105","D",.,"A",400,"D","2","D"
"20143",2739785,61,0,"1","105","D",.,"A",90,"D","1","D"
"20143",2739825,71,0,"1","105","D",.,"A",397,"D","2","D"
"20143",2741425,25,0,"1","105","D",.,"A",400,"D","1","D"
"20143",2742555,50,0,"1","105","D",.,"A",280,"D","1","D"
"20143",2743385,31,0,"1","105","D",.,"A",1404,"D","2","D"
"20143",2746165,50,0,"1","105","D",.,"A",410,"D","1","D"
"20143",2746165,51,0,"1","105","D",.,"A",420,"D","1","D"
"20143",2747394,33,0,"1","105","D",.,"A",22,"D","2","D"
"20143",2747654,24,0,"1","160","D",.,"A",250,"D","1","D"
"20143",2747654,25,0,"1","200","D",.,"A",99,"D","1","D"
"20143",2748644,36,0,"1","105","D",.,"A",70,"D","2","D"
"20143",2749484,62,0,"1","200","D",.,"A",62,"D","2","D"
"20143",2751024,40,0,"1","105","D",.,"A",175,"D","1","D"
"20143",2753534,29,0,"1","105","D",.,"A",140,"D","1","D"
"20143",2754474,36,0,"1","105","D",.,"A",1600,"D","1","D"
"20143",2756934,39,0,"1","105","D",.,"A",652,"D","1","D"
"20143",2759634,83,0,"1","105","D",.,"A",60,"D","1","D"
"20143",2761734,30,0,"1","105","D",.,"A",100,"D","1","D"
"20143",2762455,21,0,"1","105","D",.,"A",250,"D","1","D"
"20143",2762864,52,0,"1","105","D",.,"A",300,"D","1","D"
"20143",2763294,21,0,"1","160","D",.,"A",16,"D","1","D"
"20143",2764214,45,0,"1","170","D",.,"A",22,"D","1","D"
"20143",2764454,47,0,"1","105","D",.,"A",135,"D","1","D"
"20143",2764514,59,0,"1","105","D",.,"A",250,"D","1","D"
"20143",2765314,17,0,"1","105","D",.,"A",300,"D","1","D"
"20143",2765514,11,0,"1","105","D",.,"A",300,"D","1","D"
"20143",2765625,33,0,"1","105","D",.,"A",100,"D","2","D"
"20143",2766914,12,0,"1","105","D",.,"A",361,"D","1","D"
"20143",2767654,52,0,"1","105","D",.,"A",100,"D","1","D"
"20143",2767695,35,0,"1","105","D",.,"A",165,"D","1","D"
"20143",2768964,25,0,"1","160","D",.,"A",160,"D","1","D"
"20143",2769204,37,0,"1","170","D",.,"A",24,"D","2","D"
"20143",2770434,54,0,"1","170","D",.,"A",180,"D","1","D"
"20143",2770804,18,0,"1","105","D",.,"A",359,"F","2","D"
"20143",2772164,25,0,"1","105","D",.,"A",325,"D","1","D"
"20143",2773354,29,0,"1","105","D",.,"A",1000,"D","2","D"
"20143",2774904,38,0,"1","105","D",.,"A",362,"D","1","D"
"20143",2776174,43,0,"1","105","D",.,"A",450,"D","1","D"
"20143",2776324,32,0,"1","105","D",.,"A",2000,"D","2","D"
"20143",2776874,31,0,"1","105","D",.,"A",215,"D","1","D"
"20143",2777094,28,0,"1","105","D",.,"A",36,"D","2","D"
"20143",2777474,21,0,"1","105","D",.,"A",900,"D","1","D"
"20143",2777594,22,0,"1","105","D",.,"A",90,"D","1","D"
"20143",2778404,37,0,"1","140","D",.,"A",350,"D","1","D"
"20143",2778714,35,0,"1","105","D",.,"A",800,"D","1","D"
"20143",2779014,15,0,"1","105","D",.,"A",648,"D","2","D"
"20143",2779754,34,0,"1","105","D",.,"A",1200,"D","1","D"
"20143",2780894,78,0,"1","105","D",.,"A",63,"D","1","D"
"20143",2781473,58,0,"1","200","D",.,"A",100,"D","1","D"
"20143",2781643,30,0,"1","105","D",.,"A",52,"D","2","D"
"20143",2781663,52,0,"1","105","D",.,"A",300,"D","1","D"
"20143",2783953,47,0,"1","105","D",.,"A",200,"D","1","D"
"20143",2783973,48,0,"1","105","D",.,"A",300,"D","1","D"
"20143",2784363,29,0,"1","105","D",.,"A",300,"D","1","D"
"20143",2785673,9,0,"1","105","D",.,"A",100,"D","1","D"
"20143",2786163,16,0,"1","105","D",.,"A",230,"D","1","D"
"20143",2787383,56,0,"1","105","D",.,"A",260,"D","1","D"
"20143",2788213,51,0,"1","105","D",.,"A",100,"D","2","D"
"20143",2788903,37,0,"1","180","D",.,"A",565,"D","1","D"
"20143",2789113,59,0,"1","200","D",.,"A",16,"D","2","D"
"20143",2790713,19,0,"1","105","D",.,"A",145,"D","1","D"
"20143",2790773,40,0,"1","105","D",.,"A",100,"D","1","D"
"20143",2790933,24,0,"1","105","D",.,"A",1,"D","2","D"
"20143",2792523,45,0,"1","105","D",.,"A",263,"D","1","D"
"20143",2792903,33,0,"1","105","D",.,"A",580,"D","1","D"
"20143",2793343,21,0,"1","105","D",.,"A",100,"D","1","D"
"20143",2793603,19,0,"1","105","D",.,"A",160,"D","1","D"
"20143",2793943,19,0,"1","170","D",.,"A",2,"D","2","D"
"20143",2794443,42,0,"1","105","D",.,"A",700,"D","1","D"
"20143",2794853,28,0,"1","120","D",.,"A",3000,"D","1","D"
"20143",2797093,34,0,"1","180","D",.,"A",50,"D","2","D"
"20143",2797523,29,0,"1","105","D",.,"A",1800,"D","2","D"
"20143",2798313,27,0,"1","105","D",.,"A",130,"D","1","D"
"20143",2798433,34,0,"1","170","D",.,"A",30,"D","1","D"
"20143",2799503,27,0,"1","170","D",.,"A",60,"D","1","D"
"20143",2799563,26,0,"1","105","D",.,"A",239,"D","1","D"
"20143",2800903,11,0,"1","105","D",.,"A",332,"F","2","D"
"20143",2801183,34,0,"1","105","D",.,"A",450,"D","1","D"
"20143",2803903,26,0,"1","200","D",.,"A",105,"D","2","D"
"20143",2804773,27,0,"1","105","D",.,"A",150,"D","2","D"
"20143",2806053,36,0,"1","105","D",0.8,"D",37,"D","1","D"
"20143",2806923,44,0,"1","180","D",.,"A",59,"D","2","D"
"20143",2807033,20,0,"1","105","D",.,"A",160,"D","1","D"
"20143",2807263,31,0,"1","105","D",.,"A",710,"D","1","D"
"20143",2807484,12,0,"1","105","D",.,"A",115,"D","1","D"
"20143",2808583,24,0,"1","105","D",.,"A",150,"D","2","D"
"20143",2808613,21,0,"1","105","D",.,"A",140,"D","1","D"
"20143",2811013,28,0,"1","105","D",.,"A",600,"D","1","D"
"20143",2811293,37,0,"1","180","D",.,"A",60,"D","1","D"
"20143",2812313,73,0,"1","105","D",.,"A",81,"D","1","D"
"20143",2812403,34,0,"1","105","D",.,"A",2981,"D","1","D"
"20143",2814243,30,0,"1","105","D",.,"A",520,"D","1","D"
"20143",2814322,7,0,"1","105","D",.,"A",202,"D","1","D"
"20143",2814332,11,0,"1","105","D",.,"A",175,"D","2","D"
"20143",2814432,17,0,"1","105","D",.,"A",20,"D","2","D"
"20143",2814622,42,0,"1","180","D",.,"A",21,"D","2","D"
"20143",2816232,30,0,"1","105","D",.,"A",800,"D","2","D"
"20143",2816922,30,0,"1","105","D",.,"A",150,"D","1","D"
"20143",2818332,24,0,"1","105","D",.,"A",169,"D","1","D"
"20143",2819482,37,0,"1","105","D",.,"A",360,"D","1","D"
"20143",2820772,15,0,"1","105","D",.,"A",85,"D","1","D"
"20143",2820812,24,0,"1","105","D",.,"A",350,"D","1","D"
"20143",2820872,52,0,"1","105","D",.,"A",879,"D","2","D"
"20143",2821322,35,0,"1","105","D",.,"A",210,"D","1","D"
"20143",2822642,42,0,"1","105","D",.,"A",420,"D","1","D"
"20143",2823262,26,0,"1","105","D",.,"A",100,"D","1","D"
"20143",2823672,18,0,"1","105","D",.,"A",429,"D","2","D"
"20143",2823992,19,0,"1","105","D",.,"A",1,"D","2","D"
"20143",2824533,17,0,"1","105","D",.,"A",250,"D","1","D"
"20143",2824642,33,0,"1","200","D",.,"A",67,"D","2","D"
"20143",2825312,14,0,"1","105","D",.,"A",150,"D","2","D"
"20143",2837362,16,0,"1","105","D",.,"A",251,"D","1","D"
"20143",2837842,31,0,"1","105","D",.,"A",35,"D","1","D"
"20143",2838172,24,0,"1","105","D",.,"A",8,"D","2","D"
"20143",2838542,36,0,"1","105","D",.,"A",303,"D","1","D"
"20143",2838902,15,0,"1","105","D",.,"A",1700,"D","1","D"
"20143",2839342,34,0,"1","105","D",.,"A",1200,"D","1","D"
"20143",2840272,43,0,"1","105","D",.,"A",150,"D","2","D"
"20143",2840572,24,0,"1","160","D",.,"A",310,"D","1","D"
"20143",2840782,17,0,"1","105","D",.,"A",283,"D","1","D"
"20143",2841712,35,0,"1","105","D",.,"A",700,"D","1","D"
"20143",2841732,42,0,"1","105","D",.,"A",120,"D","1","D"
"20143",2842602,8,0,"1","105","D",.,"A",1080,"D","1","D"
"20143",2842702,20,0,"1","105","D",.,"A",206,"D","1","D"
"20143",2843542,19,0,"1","105","D",.,"A",411,"D","1","D"
"20143",2844402,31,0,"1","105","D",.,"A",600,"D","1","D"
"20143",2844452,51,0,"1","105","D",.,"A",70,"D","1","D"
"20143",2844642,11,0,"1","105","D",.,"A",45,"D","2","D"
"20143",2845002,61,0,"1","105","D",.,"A",171,"D","1","D"
"20143",2845152,19,0,"1","105","D",.,"A",300,"D","2","D"
"20143",2845152,20,0,"1","105","D",.,"A",300,"D","1","D"
"20143",2845192,34,0,"1","105","D",.,"A",269,"D","2","D"
"20143",2845492,60,0,"1","105","D",.,"A",40,"D","2","D"
"20143",2845862,18,0,"1","105","D",.,"A",475,"D","2","D"
"20143",2846032,40,0,"1","105","D",.,"A",186,"D","1","D"
"20143",2846262,55,0,"1","105","D",.,"A",45,"D","1","D"
"20143",2846442,32,0,"1","105","D",.,"A",350,"D","1","D"
"20143",2846472,18,0,"1","105","D",1,"D",0,"D","2","D"
"20143",2846742,38,0,"1","105","D",.,"A",370,"D","1","D"
"20143",2847092,12,0,"1","105","D",.,"A",400,"D","1","D"
"20143",2847132,75,0,"1","105","D",.,"A",15,"D","2","D"
"20143",2867332,23,0,"1","105","D",.,"A",46,"D","1","D"
"20143",2868102,19,0,"1","105","D",.,"A",329,"D","2","D"
"20143",2869482,41,0,"1","105","D",.,"A",173,"D","1","D"
"20143",2870722,34,0,"1","105","D",.,"A",270,"D","1","D"
"20143",2871192,25,0,"1","105","D",.,"A",75,"D","1","D"
"20143",2872252,32,0,"1","105","D",.,"A",300,"D","1","D"
"20143",2872532,27,0,"1","105","D",.,"A",1,"D","1","D"
"20143",2873552,40,0,"1","105","D",.,"A",200,"D","1","D"
"20143",2874402,37,0,"1","105","D",.,"A",187,"D","1","D"
"20143",2875955,16,0,"1","105","D",.,"A",640,"D","1","D"
"20143",2876162,65,0,"1","105","D",.,"A",135,"D","1","D"
"20143",2876192,39,0,"1","105","D",0.05,"D",1151,"D","2","D"
"20143",2876772,41,0,"1","105","D",.,"A",150,"D","1","D"
"20143",2877542,15,0,"1","105","D",.,"A",160,"D","1","D"
"20143",2877862,27,0,"1","105","D",.,"A",250,"D","2","D"
"20143",2904464,16,0,"1","105","D",.,"A",285,"D","1","D"
"20143",2908495,16,0,"1","105","D",.,"A",125,"D","2","D"
"20143",2924445,14,0,"1","105","D",.,"A",200,"D","2","D"
"20143",2930943,13,0,"1","105","D",.,"A",180,"D","1","D"
"20143",2931424,20,0,"1","105","D",.,"A",350,"D","2","D"
"20143",2933092,18,0,"1","105","D",.,"A",176,"F","2","D"
"20143",2950645,40,0,"1","105","D",.,"A",200,"D","1","D"
"20143",2953393,16,0,"1","105","D",.,"A",100,"D","2","D"
"20143",2955673,14,0,"1","105","D",.,"A",160,"D","2","D"
"20144",2747905,54,0,"1","170","D",.,"A",25,"D","2","D"
"20144",2748075,27,0,"1","105","D",.,"A",100,"D","2","D"
"20144",2749245,60,0,"1","105","D",.,"A",272,"D","1","D"
"20144",2749285,54,0,"1","105","D",.,"A",190,"D","1","D"
"20144",2749395,37,0,"1","105","D",.,"A",88,"D","1","D"
"20144",2749975,29,0,"1","105","D",.,"A",168,"D","1","D"
"20144",2749975,30,0,"1","105","D",.,"A",124,"D","1","D"
"20144",2750215,37,0,"1","105","D",.,"A",200,"D","1","D"
"20144",2751025,40,0,"1","105","D",.,"A",300,"D","1","D"
"20144",2751505,39,0,"1","105","D",.,"A",196,"D","1","D"
"20144",2752325,24,0,"1","105","D",.,"A",40,"D","2","D"
"20144",2752595,41,0,"1","180","D",.,"A",450,"D","2","D"
"20144",2752705,40,0,"1","105","D",.,"A",550,"D","1","D"
"20144",2753415,79,0,"1","160","D",.,"A",188,"D","1","D"
"20144",2754745,90,0,"1","105","D",.,"A",915,"D","2","D"
"20144",2754865,20,0,"1","105","D",.,"A",600,"D","1","D"
"20144",2756355,42,0,"1","105","D",.,"A",700,"D","1","D"
"20144",2756915,45,0,"1","180","D",.,"A",50,"D","2","D"
"20144",2757015,33,0,"1","105","D",.,"A",150,"D","1","D"
"20144",2757115,34,0,"1","105","D",.,"A",364,"F","1","D"
"20144",2757615,10,0,"1","105","D",.,"A",200,"D","2","D"
"20144",2759125,26,0,"1","160","D",.,"A",600,"D","1","D"
"20144",2759325,32,0,"1","105","D",.,"A",54,"D","1","D"
"20144",2759335,25,0,"1","200","D",.,"A",2200,"D","1","D"
"20144",2759635,82,0,"1","105","D",.,"A",80,"D","1","D"
"20144",2760395,16,0,"1","105","D",.,"A",175,"D","1","D"
"20144",2761325,45,0,"1","105","D",.,"A",258,"D","1","D"
"20144",2762105,41,0,"1","105","D",.,"A",160,"D","1","D"
"20144",2762845,43,0,"1","105","D",.,"A",75,"D","1","D"
"20144",2763655,35,0,"1","105","D",.,"A",270,"D","1","D"
"20144",2766155,32,0,"1","105","D",.,"A",200,"D","1","D"
"20144",2766855,21,0,"1","105","D",.,"A",110,"D","1","D"
"20144",2769225,33,0,"1","105","D",.,"A",1100,"D","1","D"
"20144",2769845,23,0,"1","105","D",.,"A",480,"D","2","D"
"20144",2769865,29,0,"1","105","D",.,"A",227,"D","1","D"
"20144",2770235,22,0,"1","105","D",.,"A",158,"D","1","D"
"20144",2770435,57,0,"1","200","D",.,"A",40,"D","1","D"
"20144",2773355,35,0,"1","105","D",.,"A",2400,"D","2","D"
"20144",2774505,22,0,"1","105","D",.,"A",60,"D","2","D"
"20144",2775685,38,0,"1","105","D",.,"A",250,"D","1","D"
"20144",2776225,36,0,"1","105","D",.,"A",90,"D","2","D"
"20144",2776555,11,0,"1","105","D",.,"A",400,"D","1","D"
"20144",2777095,19,0,"1","105","D",.,"A",22,"D","2","D"
"20144",2777095,20,0,"1","105","D",.,"A",43,"D","2","D"
"20144",2778485,14,0,"1","105","D",.,"A",100,"D","1","D"
"20144",2778775,42,0,"1","105","D",.,"A",200,"D","2","D"
"20144",2779015,22,0,"1","105","D",.,"A",437,"D","2","D"
"20144",2780275,55,0,"1","105","D",.,"A",120,"D","1","D"
"20144",2780465,42,0,"1","105","D",.,"A",106,"D","1","D"
"20144",2781334,40,0,"1","105","D",.,"A",200,"D","1","D"
"20144",2781524,32,0,"1","200","D",.,"A",100,"D","1","D"
"20144",2782084,27,0,"1","105","D",.,"A",178,"D","1","D"
"20144",2782104,31,0,"1","105","D",.,"A",125,"D","1","D"
"20144",2782154,20,0,"1","105","D",.,"A",137,"D","1","D"
"20144",2782694,31,0,"1","105","D",.,"A",150,"D","1","D"
"20144",2783374,50,0,"1","105","D",.,"A",225,"D","2","D"
"20144",2785684,66,0,"1","105","D",.,"A",4,"D","2","D"
"20144",2788014,56,0,"1","105","D",.,"A",400,"D","1","D"
"20144",2789504,40,0,"1","105","D",.,"A",360,"D","1","D"
"20144",2789964,42,0,"1","105","D",.,"A",350,"D","1","D"
"20144",2789964,43,0,"1","105","D",.,"A",50,"D","1","D"
"20144",2790934,43,0,"1","105","D",.,"A",260,"D","2","D"
"20144",2792104,42,0,"1","105","D",0.25,"D",284,"D","2","D"
"20144",2792484,29,0,"1","105","D",.,"A",802,"D","2","D"
"20144",2793514,32,0,"1","105","D",.,"A",450,"D","1","D"
"20144",2793604,25,0,"1","105","D",.,"A",100,"D","1","D"
"20144",2795454,32,0,"1","105","D",.,"A",30,"D","2","D"
"20144",2795514,24,0,"1","105","D",.,"A",110,"D","1","D"
"20144",2796234,54,0,"1","105","D",.,"A",325,"D","2","D"
"20144",2796604,21,0,"1","105","D",.,"A",300,"D","1","D"
"20144",2796604,22,0,"1","105","D",.,"A",60,"D","1","D"
"20144",2797404,48,0,"1","105","D",.,"A",550,"D","1","D"
"20144",2797524,22,0,"1","105","D",.,"A",500,"D","2","D"
"20144",2799504,25,0,"1","105","D",.,"A",160,"D","1","D"
"20144",2800334,41,0,"1","105","D",.,"A",270,"D","1","D"
"20144",2800644,59,0,"1","105","D",.,"A",110,"D","2","D"
"20144",2804254,40,0,"1","105","D",.,"A",174,"D","1","D"
"20144",2804344,13,0,"1","105","D",.,"A",288,"D","2","D"
"20144",2805444,33,0,"1","105","D",.,"A",100,"D","1","D"
"20144",2806924,50,0,"1","105","D",.,"A",50,"D","2","D"
"20144",2810324,36,0,"1","105","D",.,"A",175,"D","1","D"
"20144",2810644,28,0,"1","105","D",.,"A",40,"D","2","D"
"20144",2811974,46,0,"1","105","D",.,"A",600,"D","1","D"
"20144",2812404,35,0,"1","105","D",.,"A",15,"D","1","D"
"20144",2813664,44,0,"1","105","D",.,"A",202,"D","1","D"
"20144",2813774,45,0,"1","105","D",.,"A",1100,"D","1","D"
"20144",2813804,30,0,"1","105","D",.,"A",144,"D","2","D"
"20144",2814923,35,0,"1","105","D",.,"A",49,"D","2","D"
"20144",2815143,15,0,"1","105","D",.,"A",150,"D","1","D"
"20144",2816453,19,0,"1","105","D",.,"A",150,"D","1","D"
"20144",2820093,18,0,"1","105","D",.,"A",1100,"D","1","D"
"20144",2820433,59,0,"1","105","D",.,"A",159,"D","1","D"
"20144",2821013,55,0,"1","105","D",.,"A",200,"D","1","D"
"20144",2822643,46,0,"1","105","D",.,"A",150,"D","2","D"
"20144",2823213,21,0,"1","105","D",.,"A",200,"D","2","D"
"20144",2824643,47,0,"1","105","D",.,"A",67,"D","2","D"
"20144",2825303,26,0,"1","105","D",.,"A",300,"D","1","D"
"20144",2837603,23,0,"1","105","D",.,"A",30,"D","2","D"
"20144",2837644,20,0,"1","105","D",1,"D",0,"D","1","D"
"20144",2838173,35,0,"1","105","D",0.8,"D",40,"D","2","D"
"20144",2838983,21,0,"1","105","D",.,"A",100,"D","1","D"
"20144",2840273,40,0,"1","105","D",.,"A",320,"D","2","D"
"20144",2840473,8,0,"1","105","D",1,"D",0,"D","2","D"
"20144",2841553,14,0,"1","105","D",.,"A",263,"F","2","D"
"20144",2843503,16,0,"1","105","D",.,"A",27,"D","1","D"
"20144",2843745,13,0,"1","105","D",.,"A",70,"D","1","D"
"20144",2843943,89,0,"1","105","D",.,"A",364,"F","1","D"
"20144",2844643,19,0,"1","105","D",.,"A",43,"D","2","D"
"20144",2845363,28,0,"1","105","D",.,"A",500,"D","1","D"
"20144",2845493,53,0,"1","105","D",.,"A",80,"D","1","D"
"20144",2867433,20,0,"1","105","D",.,"A",500,"D","1","D"
"20144",2868103,13,0,"1","105","D",.,"A",313,"D","2","D"
"20144",2869263,92,0,"1","105","D",.,"A",130,"D","1","D"
"20144",2871893,20,0,"1","105","D",.,"A",362,"D","1","D"
"20144",2873093,27,0,"1","105","D",.,"A",450,"D","1","D"
"20144",2873293,38,0,"1","105","D",.,"A",200,"D","2","D"
"20144",2873363,22,0,"1","105","D",.,"A",200,"D","1","D"
"20144",2873403,44,0,"1","105","D",.,"A",150,"D","1","D"
"20144",2873733,37,0,"1","105","D",.,"A",249,"D","2","D"
"20144",2875423,25,0,"1","105","D",.,"A",190,"D","1","D"
"20144",2875423,26,0,"1","105","D",.,"A",65,"D","1","D"
"20144",2875643,27,0,"1","105","D",.,"A",277,"D","1","D"
"20144",2876633,17,0,"1","105","D",.,"A",20,"D","2","D"
"20144",2900832,25,0,"1","105","D",.,"A",1300,"D","1","D"
"20144",2900892,67,0,"1","105","D",.,"A",200,"D","1","D"
"20144",2901142,32,0,"1","105","D",0.25,"D",338,"D","2","D"
"20144",2901382,12,0,"1","105","D",.,"A",34,"D","2","D"
"20144",2901382,13,0,"1","105","D",.,"A",145,"D","2","D"
"20144",2901524,15,0,"1","105","D",.,"A",150,"D","1","D"
"20144",2901802,33,0,"1","105","D",.,"A",300,"D","1","D"
"20144",2902242,17,0,"1","105","D",.,"A",75,"D","1","D"
"20144",2902452,60,0,"1","105","D",.,"A",120,"D","1","D"
"20144",2902532,37,0,"1","105","D",.,"A",350,"D","1","D"
"20144",2904312,63,0,"1","105","D",.,"A",100,"D","2","D"
"20144",2904592,24,0,"1","105","D",.,"A",140,"D","2","D"
"20144",2905844,22,0,"1","105","D",0.8,"D",500,"D","2","D"
"20144",2906172,31,0,"1","105","D",.,"A",70,"D","2","D"
"20144",2906302,45,0,"1","105","D",.,"A",2140,"D","1","D"
"20144",2906542,47,0,"1","105","D",1,"D",0,"D","2","D"
"20144",2908404,58,0,"1","105","D",.,"A",111,"D","1","D"
"20144",2908705,34,0,"1","105","D",1,"D",0,"D","2","D"
"20144",2909032,28,0,"1","180","D",.,"A",112,"D","2","D"
"20144",2909132,32,0,"1","105","D",.,"A",600,"D","1","D"
"20144",2909212,34,0,"1","105","D",.,"A",150,"D","1","D"
"20144",2909352,14,0,"1","105","D",.,"A",65,"D","1","D"
"20144",2910222,13,0,"1","105","D",.,"A",35,"D","2","D"
"20144",2923062,39,0,"1","105","D",0.4,"D",120,"D","2","D"
"20144",2923112,55,0,"1","105","D",.,"A",980,"D","1","D"
"20144",2923872,30,0,"1","105","D",.,"A",500,"D","1","D"
"20144",2924572,23,0,"1","160","D",.,"A",78,"D","1","D"
"20144",2925252,55,0,"1","170","D",.,"A",130,"D","1","D"
"20144",2926932,16,0,"1","105","D",.,"A",253,"D","1","D"
"20144",2928332,32,0,"1","105","D",.,"A",150,"D","1","D"
"20144",2929962,24,0,"1","105","D",.,"A",80,"D","1","D"
"20144",2930752,21,0,"1","105","D",.,"A",988,"D","1","D"
"20144",2931672,48,0,"1","130","D",.,"A",179,"D","1","D"
"20144",2932342,37,0,"1","105","D",.,"A",32,"D","2","D"
"20144",2932362,25,0,"1","105","D",.,"A",150,"D","1","D"
"20144",2932662,27,0,"1","105","D",.,"A",490,"D","1","D"
"20144",2944304,15,0,"1","105","D",.,"A",100,"D","2","D"
"20144",2946902,18,0,"1","105","D",.,"A",432,"D","1","D"
"20144",2949135,42,0,"1","105","D",.,"A",200,"D","1","D"
"20144",2950602,62,0,"1","105","D",.,"A",110,"D","2","D"
"20144",2951262,28,0,"1","105","D",.,"A",660,"D","1","D"
"20144",2951872,24,0,"1","105","D",.,"A",88,"D","1","D"
"20144",2952122,33,0,"1","105","D",.,"A",100,"D","1","D"
"20144",2953552,52,0,"1","105","D",.,"A",348,"D","2","D"
"20144",2953742,27,0,"1","105","D",.,"A",150,"D","2","D"
"20144",2954632,11,0,"1","105","D",.,"A",200,"D","1","D"
"20144",2954833,28,0,"1","105","D",.,"A",57,"D","1","D"
"20144",2971882,12,0,"1","105","D",.,"A",263,"F","2","D"
"20144",2972862,46,0,"1","105","D",1,"D",0,"D","1","D"
"20144",2973773,21,0,"1","105","D",.,"A",55,"D","2","D"
"20144",2974724,27,0,"1","105","D",.,"A",150,"D","1","D"
"20144",2976693,30,0,"1","105","D",.,"A",625,"D","2","D"
"20144",2977324,53,0,"1","105","D",.,"A",125,"D","2","D"
"20144",2977844,8,0,"1","105","D",.,"A",342,"D","1","D"
"20144",2993492,26,0,"1","105","D",.,"A",188,"D","2","D"
"20144",2996282,12,0,"1","200","D",.,"A",47,"D","2","D"
"20144",3004205,5,0,"1","105","D",.,"A",137,"D","1","D"
"20144",3005805,6,0,"1","105","D",.,"A",85,"D","2","D"
"20144",3008625,14,0,"1","105","D",.,"A",254,"F","2","D"
"20144",3009915,18,0,"1","105","D",.,"A",89,"D","2","D"
"20144",3010875,10,0,"1","105","D",.,"A",640,"D","2","D"
"20151",2781525,41,0,"1","105","D",.,"A",390,"D","2","D"
"20151",2781715,15,0,"1","105","D",1,"D",0,"D","2","D"
"20151",2782085,25,0,"1","105","D",0.25,"D",473,"D","1","D"
"20151",2782695,48,0,"1","105","D",.,"A",140,"D","1","D"
"20151",2783075,14,0,"1","105","D",.,"A",600,"D","1","D"
"20151",2785565,34,0,"1","105","D",.,"A",350,"D","1","D"
"20151",2785965,39,0,"1","105","D",1,"D",0,"D","2","D"
"20151",2786915,51,0,"1","105","D",.,"A",60,"D","1","D"
"20151",2789475,35,0,"1","105","D",.,"A",222,"D","1","D"
"20151",2791265,24,0,"1","105","D",.,"A",300,"D","2","D"
"20151",2791265,25,0,"1","105","D",1,"D",0,"D","1","D"
"20151",2795515,26,0,"1","105","D",.,"A",550,"D","1","D"
"20151",2797405,57,0,"1","105","D",.,"A",700,"D","1","D"
"20151",2801575,43,0,"1","105","D",.,"A",247,"F","1","D"
"20151",2801575,44,0,"1","105","D",.,"A",247,"F","1","D"
"20151",2805645,35,0,"1","180","D",.,"A",150,"D","2","D"
"20151",2808615,26,0,"1","105","D",.,"A",86,"D","1","D"
"20151",2808885,28,0,"1","105","D",.,"A",300,"D","1","D"
"20151",2809575,21,0,"1","105","D",.,"A",465,"D","2","D"
"20151",2810645,27,0,"1","105","D",.,"A",101,"D","2","D"
"20151",2810945,52,0,"1","105","D",.,"A",220,"D","2","D"
"20151",2811055,27,0,"1","105","D",.,"A",180,"D","2","D"
"20151",2811415,43,0,"1","105","D",.,"A",300,"D","1","D"
"20151",2811675,20,0,"1","105","D",.,"A",260,"D","1","D"
"20151",2813775,48,0,"1","105","D",.,"A",37,"D","1","D"
"20151",2813895,27,0,"1","105","D",.,"A",100,"D","2","D"
"20151",2815774,30,0,"1","105","D",.,"A",30,"D","1","D"
"20151",2816274,36,0,"1","105","D",.,"A",100,"D","2","D"
"20151",2816554,29,0,"1","105","D",.,"A",392,"D","2","D"
"20151",2816924,40,0,"1","105","D",.,"A",330,"D","1","D"
"20151",2818564,29,0,"1","105","D",.,"A",60,"D","1","D"
"20151",2819234,28,0,"1","105","D",.,"A",180,"D","1","D"
"20151",2821274,64,0,"1","105","D",.,"A",360,"D","1","D"
"20151",2821974,40,0,"1","105","D",.,"A",250,"D","2","D"
"20151",2824914,29,0,"1","105","D",.,"A",412,"D","2","D"
"20151",2837244,25,0,"1","105","D",.,"A",103,"D","1","D"
"20151",2837524,33,0,"1","105","D",.,"A",42,"D","2","D"
"20151",2840574,27,0,"1","105","D",.,"A",220,"D","1","D"
"20151",2841094,56,0,"1","105","D",.,"A",310,"D","1","D"
"20151",2841284,26,0,"1","105","D",.,"A",200,"D","1","D"
"20151",2841284,27,0,"1","105","D",.,"A",150,"D","2","D"
