"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX"
"20141",2647065,19,0,"1",.,"A"
"20141",2647085,20,0,"1",.,"A"
"20141",2647105,18,0,"1",75,"D"
"20141",2647115,20,0,"1",.,"A"
"20141",2647125,26,0,"1",.,"A"
"20141",2647135,26,0,"1",.,"A"
"20141",2647165,41,0,"1",.,"A"
"20141",2647205,59,0,"1",.,"A"
"20141",2647295,46,0,"1",.,"A"
"20141",2647355,34,0,"1",.,"A"
"20141",2647395,74,0,"1",.,"A"
"20141",2647435,37,0,"1",.,"A"
"20141",2647445,31,0,"1",.,"A"
"20141",2647475,25,0,"1",.,"A"
"20141",2647485,31,0,"1",.,"A"
"20141",2647505,28,0,"1",.,"A"
"20141",2647575,27,0,"1",.,"A"
"20141",2647585,29,0,"1",.,"A"
"20141",2647595,20,0,"1",.,"A"
"20141",2647625,66,0,"1",.,"A"
"20141",2647635,22,0,"1",.,"A"
"20141",2647645,30,0,"1",.,"A"
"20141",2647665,30,0,"1",.,"A"
"20141",2647675,12,0,"1",.,"A"
"20141",2647685,49,0,"1",.,"A"
"20141",2647705,14,0,"1",.,"A"
"20141",2647745,97,0,"1",.,"A"
"20141",2647755,16,0,"1",.,"A"
"20141",2647775,68,0,"1",.,"A"
"20141",2647805,40,0,"1",100,"D"
"20141",2647845,24,0,"1",.,"A"
"20141",2647865,8,0,"1",.,"A"
"20141",2647875,10,0,"1",.,"A"
"20141",2647895,38,0,"1",.,"A"
"20141",2647925,25,0,"1",.,"A"
"20141",2647935,21,0,"1",.,"A"
"20141",2647965,30,0,"1",.,"A"
"20141",2647975,15,0,"1",.,"A"
"20141",2647985,72,0,"1",.,"A"
"20141",2647995,57,0,"1",.,"A"
"20141",2648015,30,0,"1",.,"A"
"20141",2648035,35,0,"1",.,"A"
"20141",2648065,35,0,"1",.,"A"
"20141",2648075,66,0,"1",.,"A"
"20141",2648105,55,0,"1",.,"A"
"20141",2648135,5,0,"1",.,"A"
"20141",2648165,19,0,"1",.,"A"
"20141",2648215,23,0,"1",.,"A"
"20141",2648245,21,0,"1",.,"A"
"20141",2648255,22,0,"1",.,"A"
"20141",2648265,15,0,"1",.,"A"
"20141",2648275,28,0,"1",.,"A"
"20141",2648285,18,0,"1",.,"A"
"20141",2648325,35,0,"1",.,"A"
"20141",2648345,28,0,"1",.,"A"
"20141",2648385,24,0,"1",.,"A"
"20141",2648405,14,0,"1",.,"A"
"20141",2648435,17,0,"1",.,"A"
"20141",2648455,98,0,"1",.,"A"
"20141",2648465,19,0,"1",.,"A"
"20141",2648505,57,0,"1",.,"A"
"20141",2648525,62,0,"1",.,"A"
"20141",2648535,38,0,"1",.,"A"
"20141",2648575,17,0,"1",.,"A"
"20141",2648585,34,0,"1",.,"A"
"20141",2648605,72,0,"1",.,"A"
"20141",2648635,25,0,"1",.,"A"
"20141",2648665,22,0,"1",.,"A"
"20141",2648705,47,0,"1",.,"A"
"20141",2648735,28,0,"1",.,"A"
"20141",2648755,56,0,"1",.,"A"
"20141",2648785,39,0,"1",.,"A"
"20141",2648795,32,0,"1",.,"A"
"20141",2648845,12,0,"1",.,"A"
"20141",2648885,29,0,"1",.,"A"
"20141",2648925,21,0,"1",.,"A"
"20141",2648965,38,0,"1",.,"A"
"20141",2649025,29,0,"1",.,"A"
"20141",2649045,33,0,"1",.,"A"
"20141",2649075,29,0,"1",.,"A"
"20141",2649095,43,0,"1",.,"A"
"20141",2649105,48,0,"1",.,"A"
"20141",2649125,37,0,"1",.,"A"
"20141",2649155,61,0,"1",.,"A"
"20141",2649185,36,0,"1",.,"A"
"20141",2649205,81,0,"1",.,"A"
"20141",2649225,13,0,"1",.,"A"
"20141",2649235,56,0,"1",.,"A"
"20141",2649275,18,0,"1",.,"A"
"20141",2649315,70,0,"1",.,"A"
"20141",2649325,45,0,"1",.,"A"
"20141",2649355,23,0,"1",90,"D"
"20141",2649375,31,0,"1",.,"A"
"20141",2649395,37,0,"1",.,"A"
"20141",2649405,40,0,"1",.,"A"
"20141",2649445,40,0,"1",.,"A"
"20141",2649465,28,0,"1",.,"A"
"20141",2649475,36,0,"1",.,"A"
"20141",2649485,72,0,"1",.,"A"
"20141",2649515,25,0,"1",.,"A"
"20141",2649535,117,0,"1",.,"A"
"20141",2649585,37,0,"1",.,"A"
"20141",2649635,38,0,"1",.,"A"
"20141",2649645,22,0,"1",.,"A"
"20141",2649655,43,0,"1",.,"A"
"20141",2649665,31,0,"1",.,"A"
"20141",2649675,50,0,"1",.,"A"
"20141",2649695,17,0,"1",.,"A"
"20141",2649705,26,0,"1",.,"A"
"20141",2649725,51,0,"1",.,"A"
"20141",2649745,25,0,"1",.,"A"
"20141",2649775,29,0,"1",.,"A"
"20141",2649785,52,0,"1",.,"A"
"20141",2649805,18,0,"1",.,"A"
"20141",2649815,31,0,"1",.,"A"
"20141",2649885,29,0,"1",.,"A"
"20141",2649895,40,0,"1",.,"A"
"20141",2649915,30,0,"1",.,"A"
"20141",2649945,8,0,"1",.,"A"
"20141",2649955,19,0,"1",.,"A"
"20141",2649965,47,0,"1",.,"A"
"20141",2649985,42,0,"1",.,"A"
"20141",2649995,15,0,"1",.,"A"
"20141",2650035,50,0,"1",.,"A"
"20141",2650085,11,0,"1",.,"A"
"20141",2650095,38,0,"1",.,"A"
"20141",2650105,18,0,"1",.,"A"
"20141",2650115,38,0,"1",.,"A"
"20141",2650135,23,0,"1",.,"A"
"20141",2650155,35,0,"1",.,"A"
"20141",2650185,40,0,"1",.,"A"
"20141",2650195,89,0,"1",.,"A"
"20141",2650225,19,0,"1",.,"A"
"20141",2650245,53,0,"1",.,"A"
"20141",2650275,75,0,"1",.,"A"
"20141",2650285,33,0,"1",.,"A"
"20141",2650295,48,0,"1",.,"A"
"20141",2650315,35,0,"1",.,"A"
"20141",2650325,13,0,"1",.,"A"
"20141",2650335,40,0,"1",2,"D"
"20141",2650385,26,0,"1",.,"A"
"20141",2650445,21,0,"1",.,"A"
"20141",2650455,15,0,"1",.,"A"
"20141",2650475,16,0,"1",.,"A"
"20141",2650495,42,0,"1",.,"A"
"20141",2650515,37,0,"1",.,"A"
"20141",2650545,19,0,"1",.,"A"
"20141",2650575,63,0,"1",.,"A"
"20141",2650595,35,0,"1",.,"A"
"20141",2650605,28,0,"1",.,"A"
"20141",2650615,11,0,"1",.,"A"
"20141",2650635,28,0,"1",.,"A"
"20141",2650685,37,0,"1",.,"A"
"20141",2650715,30,0,"1",0,"D"
"20141",2650725,5,0,"1",.,"A"
"20141",2650735,61,0,"1",.,"A"
"20141",2650755,17,0,"1",.,"A"
"20141",2650815,9,0,"1",.,"A"
"20141",2650825,46,0,"1",.,"A"
"20141",2650865,43,0,"1",.,"A"
"20141",2650955,16,0,"1",.,"A"
"20141",2650965,10,0,"1",.,"A"
"20141",2651015,26,0,"1",.,"A"
"20141",2651025,53,0,"1",.,"A"
"20141",2651035,20,0,"1",.,"A"
"20141",2651045,32,0,"1",.,"A"
"20141",2651075,25,0,"1",.,"A"
"20141",2651105,17,0,"1",.,"A"
"20141",2651115,53,0,"1",.,"A"
"20141",2651165,46,0,"1",.,"A"
"20141",2651185,25,0,"1",.,"A"
"20141",2651195,36,0,"1",.,"A"
"20141",2651205,64,0,"1",.,"A"
"20141",2651225,46,0,"1",.,"A"
"20141",2651235,21,0,"1",.,"A"
"20141",2651245,48,0,"1",50,"D"
"20141",2651275,15,0,"1",.,"A"
"20141",2651315,53,0,"1",.,"A"
"20141",2651375,34,0,"1",.,"A"
"20141",2651385,78,0,"1",.,"A"
"20141",2651405,26,0,"1",.,"A"
"20141",2651425,34,0,"1",50,"D"
"20141",2651435,17,0,"1",.,"A"
"20141",2651445,44,0,"1",.,"A"
"20141",2651455,29,0,"1",.,"A"
"20141",2651475,26,0,"1",.,"A"
"20141",2651485,42,0,"1",.,"A"
"20141",2651505,34,0,"1",.,"A"
"20141",2651535,22,0,"1",.,"A"
"20141",2651555,45,0,"1",.,"A"
"20141",2651575,34,0,"1",.,"A"
"20141",2651585,41,0,"1",.,"A"
"20141",2651595,52,0,"1",.,"A"
"20141",2651615,38,0,"1",.,"A"
"20141",2651625,45,0,"1",.,"A"
"20141",2651635,24,0,"1",.,"A"
"20141",2651685,25,0,"1",.,"A"
"20141",2651715,17,0,"1",.,"A"
"20141",2651735,20,0,"1",.,"A"
"20141",2651745,25,0,"1",.,"A"
"20141",2651755,12,0,"1",.,"A"
"20141",2651815,23,0,"1",.,"A"
"20141",2651825,31,0,"1",.,"A"
"20141",2651835,25,0,"1",.,"A"
"20141",2651845,47,0,"1",.,"A"
"20141",2651875,32,0,"1",.,"A"
"20141",2651895,32,0,"1",.,"A"
"20141",2651915,27,0,"1",.,"A"
"20141",2651925,33,0,"1",.,"A"
"20141",2651945,9,0,"1",.,"A"
"20141",2651955,39,0,"1",.,"A"
"20141",2651965,38,0,"1",.,"A"
"20141",2651975,14,0,"1",.,"A"
"20141",2652045,17,0,"1",.,"A"
"20141",2652065,38,0,"1",.,"A"
"20141",2652105,30,0,"1",.,"A"
"20141",2652115,40,0,"1",.,"A"
"20141",2652125,38,0,"1",.,"A"
"20141",2652145,16,0,"1",.,"A"
"20141",2652155,24,0,"1",.,"A"
"20141",2652165,27,0,"1",.,"A"
"20141",2652195,58,0,"1",.,"A"
"20141",2652205,46,0,"1",.,"A"
"20141",2652255,41,0,"1",.,"A"
"20141",2652265,54,0,"1",.,"A"
"20141",2652335,51,0,"1",60,"D"
"20141",2652355,34,0,"1",.,"A"
"20141",2652375,17,0,"1",.,"A"
"20141",2652385,53,0,"1",.,"A"
"20141",2652395,23,0,"1",.,"A"
"20141",2652405,31,0,"1",.,"A"
"20141",2652435,38,0,"1",.,"A"
"20141",2652445,39,0,"1",.,"A"
"20141",2652465,44,0,"1",.,"A"
"20141",2652475,27,0,"1",.,"A"
"20141",2652505,30,0,"1",.,"A"
"20141",2652525,59,0,"1",.,"A"
"20141",2652555,29,0,"1",.,"A"
"20141",2652565,47,0,"1",.,"A"
"20141",2652575,52,0,"1",.,"A"
"20141",2652595,16,0,"1",.,"A"
"20141",2652615,22,0,"1",.,"A"
"20141",2652655,53,0,"1",.,"A"
"20141",2652665,41,0,"1",.,"A"
"20141",2652705,45,0,"1",.,"A"
"20141",2652735,12,0,"1",.,"A"
"20141",2652745,8,0,"1",.,"A"
"20141",2652795,37,0,"1",.,"A"
"20141",2652805,35,0,"1",.,"A"
"20141",2652815,35,0,"1",.,"A"
"20141",2652855,14,0,"1",.,"A"
"20141",2652865,41,0,"1",.,"A"
"20141",2652895,25,0,"1",.,"A"
"20141",2652905,37,0,"1",.,"A"
"20141",2652945,27,0,"1",.,"A"
"20141",2652955,30,0,"1",.,"A"
"20141",2652995,59,0,"1",.,"A"
"20141",2653005,37,0,"1",.,"A"
"20141",2653055,31,0,"1",.,"A"
"20141",2653065,70,0,"1",.,"A"
"20141",2653075,51,0,"1",.,"A"
"20141",2653085,23,0,"1",.,"A"
"20141",2653105,33,0,"1",.,"A"
"20141",2653115,20,0,"1",.,"A"
"20141",2653155,16,0,"1",.,"A"
"20141",2653195,60,0,"1",.,"A"
"20141",2653205,58,0,"1",.,"A"
"20141",2653225,57,0,"1",.,"A"
"20141",2653265,36,0,"1",.,"A"
"20141",2653275,29,0,"1",.,"A"
"20141",2653285,49,0,"1",.,"A"
"20141",2653305,27,0,"1",.,"A"
"20141",2653315,57,0,"1",.,"A"
"20141",2653325,19,0,"1",.,"A"
"20141",2653335,24,0,"1",.,"A"
"20141",2653345,45,0,"1",.,"A"
"20141",2653355,15,0,"1",.,"A"
"20141",2653375,13,0,"1",.,"A"
"20141",2653395,37,0,"1",.,"A"
"20141",2653445,13,0,"1",340,"D"
"20141",2653465,42,0,"1",.,"A"
"20141",2653475,74,0,"1",.,"A"
"20141",2653505,6,0,"1",.,"A"
"20141",2653515,30,0,"1",.,"A"
"20141",2653525,37,0,"1",.,"A"
"20141",2653535,44,0,"1",.,"A"
"20141",2653555,62,0,"1",.,"A"
"20141",2653575,35,0,"1",.,"A"
"20141",2653595,11,0,"1",.,"A"
"20141",2653605,22,0,"1",.,"A"
"20141",2653615,62,0,"1",.,"A"
"20141",2653635,25,0,"1",.,"A"
"20141",2653685,62,0,"1",.,"A"
"20141",2653695,44,0,"1",.,"A"
"20141",2653705,8,0,"1",.,"A"
"20141",2653735,48,0,"1",.,"A"
"20141",2653765,21,0,"1",.,"A"
"20141",2653785,38,0,"1",.,"A"
"20141",2653805,16,0,"1",.,"A"
"20141",2653825,30,0,"1",.,"A"
"20141",2653835,42,0,"1",60,"D"
"20141",2653855,21,0,"1",.,"A"
"20141",2653875,16,0,"1",.,"A"
"20141",2653885,9,0,"1",.,"A"
"20141",2653915,22,0,"1",.,"A"
"20141",2653935,20,0,"1",.,"A"
"20141",2653945,20,0,"1",.,"A"
"20141",2653985,36,0,"1",.,"A"
"20141",2654015,30,0,"1",.,"A"
"20141",2654025,53,0,"1",.,"A"
"20141",2654085,31,0,"1",.,"A"
"20141",2654105,15,0,"1",.,"A"
"20141",2654135,31,0,"1",.,"A"
"20141",2654155,25,0,"1",0,"D"
"20141",2654205,12,0,"1",.,"A"
"20141",2654215,75,0,"1",.,"A"
"20141",2654225,38,0,"1",30,"D"
"20141",2654245,47,0,"1",.,"A"
"20141",2654255,13,0,"1",.,"A"
"20141",2654275,22,0,"1",.,"A"
"20141",2654305,38,0,"1",.,"A"
"20141",2654315,37,0,"1",.,"A"
"20141",2654335,16,0,"1",.,"A"
"20141",2654355,31,0,"1",.,"A"
"20141",2654365,20,0,"1",.,"A"
"20141",2654375,27,0,"1",.,"A"
"20141",2654385,37,0,"1",.,"A"
"20141",2654395,45,0,"1",.,"A"
"20141",2654405,10,0,"1",.,"A"
"20141",2654415,40,0,"1",.,"A"
"20141",2654435,33,0,"1",.,"A"
"20141",2654455,18,0,"1",.,"A"
"20141",2654475,25,0,"1",.,"A"
"20141",2654485,27,0,"1",.,"A"
"20141",2654555,25,0,"1",.,"A"
"20141",2654575,44,0,"1",.,"A"
"20141",2654595,48,0,"1",.,"A"
"20141",2654615,20,0,"1",.,"A"
"20141",2654645,13,0,"1",.,"A"
"20141",2654685,48,0,"1",.,"A"
"20141",2654725,21,0,"1",.,"A"
"20141",2654735,11,0,"1",.,"A"
"20141",2654775,5,0,"1",.,"A"
"20141",2654785,24,0,"1",.,"A"
"20141",2654805,10,0,"1",.,"A"
"20141",2654815,52,0,"1",.,"A"
"20141",2654835,18,0,"1",.,"A"
"20141",2654895,16,0,"1",.,"A"
"20141",2654915,62,0,"1",.,"A"
"20141",2654925,17,0,"1",.,"A"
"20141",2654965,38,0,"1",.,"A"
"20141",2654975,29,0,"1",.,"A"
"20141",2654995,27,0,"1",.,"A"
"20141",2655005,54,0,"1",.,"A"
"20141",2655055,28,0,"1",.,"A"
"20141",2655065,23,0,"1",.,"A"
"20141",2655075,85,0,"1",.,"A"
"20141",2655095,48,0,"1",.,"A"
"20141",2655105,43,0,"1",.,"A"
"20141",2655165,11,0,"1",.,"A"
"20141",2655185,18,0,"1",.,"A"
"20141",2655195,58,0,"1",.,"A"
"20141",2655205,15,0,"1",.,"A"
"20141",2655215,27,0,"1",.,"A"
"20141",2655245,51,0,"1",.,"A"
"20141",2655265,36,0,"1",.,"A"
"20141",2655315,13,0,"1",.,"A"
"20141",2655335,25,0,"1",.,"A"
"20141",2655365,71,0,"1",.,"A"
"20141",2655375,45,0,"1",.,"A"
"20141",2655385,17,0,"1",.,"A"
"20141",2655395,29,0,"1",.,"A"
"20141",2655405,20,0,"1",.,"A"
"20141",2655415,90,0,"1",.,"A"
"20141",2655425,31,0,"1",.,"A"
"20141",2655435,49,0,"1",.,"A"
"20141",2655455,46,0,"1",.,"A"
"20141",2655485,25,0,"1",.,"A"
"20141",2655525,29,0,"1",.,"A"
"20141",2655575,62,0,"1",.,"A"
"20141",2655585,31,0,"1",.,"A"
"20141",2655605,27,0,"1",.,"A"
"20141",2655625,57,0,"1",.,"A"
"20141",2655635,32,0,"1",.,"A"
"20141",2655645,43,0,"1",.,"A"
"20141",2655655,56,0,"1",.,"A"
"20141",2655675,15,0,"1",.,"A"
"20141",2655685,30,0,"1",.,"A"
"20141",2655695,39,0,"1",.,"A"
"20141",2655735,27,0,"1",.,"A"
"20141",2655755,53,0,"1",.,"A"
"20141",2655765,32,0,"1",.,"A"
"20141",2655775,15,0,"1",.,"A"
"20141",2655795,15,0,"1",.,"A"
"20141",2655805,33,0,"1",.,"A"
"20141",2655825,31,0,"1",.,"A"
"20141",2655855,17,0,"1",.,"A"
"20141",2655865,26,0,"1",.,"A"
"20141",2655945,70,0,"1",.,"A"
"20141",2655955,9,0,"1",.,"A"
"20141",2655965,39,0,"1",.,"A"
"20141",2655985,32,0,"1",.,"A"
"20141",2656005,26,0,"1",.,"A"
"20141",2656025,45,0,"1",.,"A"
"20141",2656045,27,0,"1",.,"A"
"20141",2656065,24,0,"1",15,"D"
"20141",2656075,21,0,"1",.,"A"
"20141",2656085,27,0,"1",.,"A"
"20141",2656105,44,0,"1",.,"A"
"20141",2656135,27,0,"1",.,"A"
"20141",2656155,21,0,"1",.,"A"
"20141",2656165,68,0,"1",.,"A"
"20141",2656195,52,0,"1",.,"A"
"20141",2656215,58,0,"1",.,"A"
"20141",2656225,52,0,"1",.,"A"
"20141",2656235,14,0,"1",.,"A"
"20141",2656245,25,0,"1",.,"A"
"20141",2656295,43,0,"1",.,"A"
"20141",2656365,60,0,"1",.,"A"
"20141",2656375,11,0,"1",.,"A"
"20141",2656385,64,0,"1",.,"A"
"20141",2656405,11,0,"1",.,"A"
"20141",2656415,4,0,"1",.,"A"
"20141",2656425,27,0,"1",.,"A"
"20141",2656435,74,0,"1",.,"A"
"20141",2656445,32,0,"1",.,"A"
"20141",2656455,22,0,"1",.,"A"
"20141",2656495,21,0,"1",.,"A"
"20141",2656505,10,0,"1",.,"A"
"20141",2656535,24,0,"1",.,"A"
"20141",2656545,28,0,"1",.,"A"
"20141",2656555,74,0,"1",.,"A"
"20141",2656575,54,0,"1",.,"A"
"20141",2656585,47,0,"1",.,"A"
"20141",2656615,57,0,"1",.,"A"
"20141",2656625,29,0,"1",.,"A"
"20141",2656645,42,0,"1",.,"A"
"20141",2656675,51,0,"1",.,"A"
"20141",2656705,9,0,"1",.,"A"
"20141",2656725,48,0,"1",.,"A"
"20141",2656795,27,0,"1",.,"A"
"20141",2656825,56,0,"1",150,"D"
"20141",2656925,93,0,"1",.,"A"
"20141",2656935,19,0,"1",.,"A"
"20141",2656955,26,0,"1",.,"A"
"20141",2656965,18,0,"1",.,"A"
"20141",2656975,18,0,"1",.,"A"
"20141",2656985,48,0,"1",.,"A"
"20141",2656995,70,0,"1",.,"A"
"20141",2657025,29,0,"1",.,"A"
"20141",2657035,29,0,"1",.,"A"
"20141",2657045,27,0,"1",.,"A"
"20141",2657055,34,0,"1",.,"A"
"20141",2657075,49,0,"1",.,"A"
"20141",2657095,38,0,"1",.,"A"
"20141",2657135,26,0,"1",.,"A"
"20141",2657155,23,0,"1",.,"A"
"20141",2657165,19,0,"1",.,"A"
"20141",2657185,49,0,"1",.,"A"
"20141",2657195,70,0,"1",.,"A"
"20141",2657205,28,0,"1",.,"A"
"20141",2657265,51,0,"1",.,"A"
"20141",2657335,21,0,"1",.,"A"
"20141",2657345,55,0,"1",.,"A"
"20141",2657375,26,0,"1",.,"A"
"20141",2657385,24,0,"1",.,"A"
"20141",2657395,38,0,"1",.,"A"
"20141",2657405,54,0,"1",89,"D"
"20141",2657425,46,0,"1",.,"A"
"20141",2657435,20,0,"1",.,"A"
"20141",2657445,43,0,"1",.,"A"
"20141",2657455,39,0,"1",.,"A"
"20141",2657495,33,0,"1",.,"A"
"20141",2657545,62,0,"1",.,"A"
"20141",2657575,32,0,"1",.,"A"
"20141",2657585,41,0,"1",.,"A"
"20141",2657645,83,0,"1",.,"A"
"20141",2657665,55,0,"1",.,"A"
"20141",2657695,23,0,"1",.,"A"
"20141",2657715,47,0,"1",.,"A"
"20141",2657735,26,0,"1",.,"A"
"20141",2657785,15,0,"1",.,"A"
"20141",2657805,40,0,"1",.,"A"
"20141",2657835,19,0,"1",.,"A"
"20141",2657855,70,0,"1",50,"D"
"20141",2657865,15,0,"1",.,"A"
"20141",2657905,50,0,"1",.,"A"
"20141",2657955,45,0,"1",.,"A"
"20141",2657965,16,0,"1",.,"A"
"20141",2658015,9,0,"1",.,"A"
"20141",2658035,18,0,"1",.,"A"
"20141",2658045,26,0,"1",.,"A"
"20141",2658075,31,0,"1",.,"A"
"20141",2658085,24,0,"1",.,"A"
"20141",2658095,38,0,"1",.,"A"
"20141",2658125,19,0,"1",.,"A"
"20141",2658135,49,0,"1",.,"A"
"20141",2658175,41,0,"1",.,"A"
"20141",2658185,40,0,"1",.,"A"
"20141",2658235,67,0,"1",.,"A"
"20141",2658245,8,0,"1",.,"A"
"20141",2658265,24,0,"1",.,"A"
"20141",2658295,53,0,"1",.,"A"
"20141",2658315,31,0,"1",.,"A"
"20141",2658365,81,0,"1",.,"A"
"20141",2658385,21,0,"1",.,"A"
"20141",2658395,27,0,"1",.,"A"
"20141",2658415,78,0,"1",.,"A"
"20141",2658435,18,0,"1",.,"A"
"20141",2658485,58,0,"1",.,"A"
"20141",2658495,18,0,"1",.,"A"
"20141",2658535,21,0,"1",.,"A"
"20141",2658565,22,0,"1",.,"A"
"20141",2658585,36,0,"1",20,"D"
"20141",2658595,32,0,"1",.,"A"
"20141",2658615,11,0,"1",.,"A"
"20141",2658625,49,0,"1",.,"A"
"20141",2658635,31,0,"1",.,"A"
"20141",2658645,45,0,"1",.,"A"
"20141",2658665,29,0,"1",.,"A"
"20141",2658715,29,0,"1",.,"A"
"20141",2658745,18,0,"1",.,"A"
"20141",2658785,59,0,"1",.,"A"
"20141",2658795,15,0,"1",.,"A"
"20141",2658825,12,0,"1",.,"A"
"20141",2658845,18,0,"1",.,"A"
"20141",2658855,26,0,"1",.,"A"
"20141",2658865,24,0,"1",.,"A"
"20141",2658885,54,0,"1",.,"A"
"20141",2658895,71,0,"1",.,"A"
"20141",2658905,35,0,"1",.,"A"
"20141",2658945,43,0,"1",.,"A"
"20141",2659015,47,0,"1",.,"A"
"20141",2659025,80,0,"1",.,"A"
"20141",2659065,20,0,"1",.,"A"
"20141",2659085,24,0,"1",.,"A"
"20141",2659145,37,0,"1",.,"A"
"20141",2659165,30,0,"1",.,"A"
"20141",2659175,6,0,"1",.,"A"
"20141",2659185,49,0,"1",.,"A"
"20141",2659225,29,0,"1",.,"A"
"20141",2659275,12,0,"1",.,"A"
"20141",2659345,50,0,"1",.,"A"
"20141",2659385,32,0,"1",.,"A"
"20141",2659415,29,0,"1",.,"A"
"20141",2659425,49,0,"1",120,"D"
"20141",2659445,50,0,"1",.,"A"
"20141",2659455,49,0,"1",.,"A"
"20141",2659465,65,0,"1",.,"A"
"20141",2659475,13,0,"1",.,"A"
"20141",2659485,11,0,"1",.,"A"
"20141",2659505,49,0,"1",.,"A"
"20141",2659525,22,0,"1",.,"A"
"20141",2659555,65,0,"1",.,"A"
"20141",2659565,25,0,"1",120,"D"
"20141",2659585,28,0,"1",.,"A"
"20141",2659605,37,0,"1",.,"A"
"20141",2659625,37,0,"1",.,"A"
"20141",2659635,28,0,"1",.,"A"
"20141",2659655,18,0,"1",.,"A"
"20141",2659665,18,0,"1",.,"A"
"20141",2659675,40,0,"1",.,"A"
"20141",2659695,29,0,"1",.,"A"
"20141",2659705,52,0,"1",.,"A"
"20141",2659715,97,0,"1",.,"A"
"20141",2659735,66,0,"1",.,"A"
"20141",2659745,94,0,"1",40,"D"
"20141",2659755,75,0,"1",.,"A"
"20141",2659775,18,0,"1",.,"A"
"20141",2659785,23,0,"1",.,"A"
"20141",2659805,30,0,"1",.,"A"
"20141",2659815,29,0,"1",.,"A"
"20141",2659835,25,0,"1",.,"A"
"20141",2659845,55,0,"1",.,"A"
"20141",2659885,28,0,"1",.,"A"
"20141",2659895,24,0,"1",.,"A"
"20141",2659915,21,0,"1",.,"A"
"20141",2659925,21,0,"1",.,"A"
"20141",2659945,21,0,"1",.,"A"
"20141",2660005,35,0,"1",.,"A"
"20141",2660015,41,0,"1",.,"A"
"20141",2660025,35,0,"1",.,"A"
"20141",2660045,29,0,"1",.,"A"
"20141",2660055,37,0,"1",.,"A"
"20141",2660195,18,0,"1",.,"A"
"20141",2660205,51,0,"1",.,"A"
"20141",2660225,21,0,"1",.,"A"
"20141",2660235,54,0,"1",.,"A"
"20141",2660245,19,0,"1",.,"A"
"20141",2660275,64,0,"1",.,"A"
"20141",2660285,23,0,"1",.,"A"
"20141",2660305,20,0,"1",.,"A"
"20141",2660315,40,0,"1",.,"A"
"20141",2660325,29,0,"1",.,"A"
"20141",2660355,22,0,"1",.,"A"
"20141",2660365,33,0,"1",.,"A"
"20141",2660405,16,0,"1",.,"A"
"20141",2660415,26,0,"1",.,"A"
"20141",2660465,28,0,"1",.,"A"
"20141",2660475,11,0,"1",.,"A"
"20141",2660485,22,0,"1",.,"A"
"20141",2660505,17,0,"1",.,"A"
"20141",2660555,16,0,"1",.,"A"
"20141",2660585,22,0,"1",.,"A"
"20141",2660595,15,0,"1",75,"D"
"20141",2660605,60,0,"1",.,"A"
"20141",2660615,23,0,"1",.,"A"
"20141",2660635,51,0,"1",.,"A"
"20141",2660675,9,0,"1",.,"A"
"20141",2660685,17,0,"1",.,"A"
"20141",2660705,25,0,"1",.,"A"
"20141",2660715,27,0,"1",.,"A"
"20141",2660725,43,0,"1",.,"A"
"20141",2660775,6,0,"1",.,"A"
"20141",2660795,19,0,"1",.,"A"
"20141",2660815,42,0,"1",.,"A"
"20141",2660825,43,0,"1",.,"A"
"20141",2660835,21,0,"1",.,"A"
"20141",2660845,20,0,"1",.,"A"
"20141",2660865,16,0,"1",.,"A"
"20141",2660875,26,0,"1",.,"A"
"20141",2660885,56,0,"1",.,"A"
"20141",2660895,24,0,"1",.,"A"
"20141",2660905,27,0,"1",.,"A"
"20141",2660965,14,0,"1",.,"A"
"20141",2661005,70,0,"1",21,"D"
"20141",2661015,22,0,"1",.,"A"
"20141",2661055,48,0,"1",.,"A"
"20141",2661065,34,0,"1",.,"A"
"20141",2661075,39,0,"1",.,"A"
"20141",2661145,26,0,"1",.,"A"
"20141",2661155,32,0,"1",.,"A"
"20141",2661165,55,0,"1",.,"A"
"20141",2661175,12,0,"1",.,"A"
"20141",2661185,13,0,"1",.,"A"
"20141",2661195,20,0,"1",.,"A"
"20141",2661245,16,0,"1",.,"A"
"20141",2661255,46,0,"1",.,"A"
"20141",2661305,35,0,"1",.,"A"
"20141",2661315,11,0,"1",.,"A"
"20141",2661335,19,0,"1",.,"A"
"20141",2661345,11,0,"1",.,"A"
"20141",2661355,44,0,"1",.,"A"
"20141",2661385,86,0,"1",.,"A"
"20141",2661395,27,0,"1",.,"A"
"20141",2661445,16,0,"1",.,"A"
"20141",2661465,44,0,"1",.,"A"
"20141",2661485,5,0,"1",.,"A"
"20141",2661505,39,0,"1",.,"A"
"20141",2661525,18,0,"1",.,"A"
"20141",2661555,16,0,"1",.,"A"
"20141",2661575,37,0,"1",.,"A"
"20141",2661585,23,0,"1",.,"A"
"20141",2661595,65,0,"1",.,"A"
"20141",2661605,14,0,"1",.,"A"
"20141",2661625,15,0,"1",.,"A"
"20141",2661695,28,0,"1",.,"A"
"20141",2661705,42,0,"1",.,"A"
"20141",2661715,60,0,"1",.,"A"
"20141",2661765,56,0,"1",.,"A"
"20141",2661785,23,0,"1",.,"A"
"20141",2661795,44,0,"1",.,"A"
"20141",2661815,29,0,"1",.,"A"
"20141",2661825,19,0,"1",.,"A"
