"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VEHICYC","VEHICYC_","VEHDISP","VEHDISP_","VDISPMO","VDISPMO_","SALEX","SALEX_","REIMBURX","REIM_URX","EXREIMBX","EXRE_MBX","LOANSTAT","LOAN_TAT","FINPAYMX","FINP_YMX","VEHICIC","VEHICIC_"
"20142",2712635,22,0,"1","110","D","3","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2712655,36,0,"1","100","D","2","D","05","D",.,"A",.,"A",.,"A","1","D",5000,"D","01","D"
"20142",2712895,32,0,"1","150","D","1","D","05","D",3000,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2713045,35,0,"1","110","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2713864,17,0,"1","110","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2714054,30,0,"1","110","D","1","D","02","D",3000,"D",.,"A",.,"A","1","D",3000,"D","02","D"
"20142",2714464,35,0,"1","110","D","3","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2714824,7,0,"1","110","D","1","D","02","D",3500,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2715064,47,0,"1","100","D","4","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20142",2715214,26,0,"1","100","D","2","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2715814,30,0,"1","100","D","1","D","02","D",10500,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2716164,30,0,"1","110","D","1","D","02","D",2000,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2716654,28,0,"1","100","D","3","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2716774,44,0,"1","200","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","05","D"
"20142",2717054,31,0,"1","110","D","3","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2717284,11,0,"1","110","D","1","D","02","D",2000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2717614,34,0,"1","100","D","1","D","01","D",3000,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2717754,33,0,"1","110","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20142",2717864,28,0,"1","110","D","4","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2717974,26,0,"1","110","D","2","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2718314,20,0,"1","110","D","4","D","03","D",.,"A",7000,"D",.,"A","2","D",.,"A","02","D"
"20142",2718474,13,0,"1","100","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2718994,26,0,"1","100","D","1","D","02","D",4000,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2719104,21,0,"1","100","D","1","D","02","D",800,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2719324,51,0,"1","110","D","6","D","03","D",.,"A",.,"A",.,"A","1","D",.,"A","03","D"
"20142",2719524,29,0,"1","100","D","1","D","02","D",3600,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2719554,21,0,"1","100","D","6","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2719904,15,0,"1","100","D","4","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2719954,18,0,"2","100","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2720214,66,0,"1","100","D","3","D","03","D",.,"A",.,"A",.,"A","1","D",.,"A","04","D"
"20142",2720464,15,0,"1","100","D","2","D","03","D",.,"A",.,"A",.,"A","1","D",.,"A","02","D"
"20142",2720774,31,0,"1","100","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2720924,40,0,"1","100","D","6","D","03","D",.,"A",.,"A",.,"A",,"C",.,"A","03","D"
"20142",2721274,30,0,"1","100","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2721724,39,0,"1","100","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2721924,35,0,"1","100","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2721974,40,0,"1","110","D","6","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2722094,48,0,"1","100","D","4","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","06","D"
"20142",2723294,48,0,"2","200","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","05","D"
"20142",2723564,21,0,"1","110","D","1","D","01","D",3250,"F",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2723654,25,0,"2","100","D","4","D","01","D",.,"A",1197,"D",.,"A","2","D",.,"A","01","D"
"20142",2723844,25,0,"1","200","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2723974,42,0,"1","100","D","6","D","03","D",.,"A",.,"A",.,"A",,"C",.,"A","01","D"
"20142",2724204,22,0,"1","100","D","2","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2724364,31,0,"1","110","D","1","D","03","D",800,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2724884,17,0,"1","100","D","4","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2725154,24,0,"1","100","D","1","D","04","D",500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2725304,22,0,"1","110","D","4","D","03","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20142",2725364,14,0,"1","150","D","3","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2726134,47,0,"1","110","D","1","D","04","D",300,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2726274,11,0,"1","100","D","6","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2726374,16,0,"1","100","D","6","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2727454,32,0,"1","100","D","4","D","04","D",.,"A",7700,"D",.,"A","2","D",.,"A","04","D"
"20142",2727744,36,0,"2","110","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2728084,26,0,"1","150","D","1","D","02","D",2500,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2728264,13,0,"1","100","D","4","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2729084,29,0,"1","110","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2729314,12,0,"1","100","D","1","D","04","D",2340,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2730214,32,0,"1","110","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2730214,33,0,"1","100","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2731304,24,0,"1","110","D","2","D","02","D",.,"A",.,"A",.,"A","1","D",16500,"D","02","D"
"20142",2731604,45,0,"1","110","D","4","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20142",2731864,9,0,"1","100","D","6","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2732684,40,0,"1","100","D","6","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2732734,29,0,"1","100","D","1","D","03","D",2300,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2732984,35,0,"1","100","D","1","D","02","D",2500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2733214,26,0,"1","100","D","1","D","03","D",700,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2733474,36,0,"1","100","D","1","D","03","D",6600,"D",.,"A",.,"A","1","D",4800,"D","04","D"
"20142",2733694,11,0,"1","100","D","6","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2735964,32,0,"1","100","D","6","D","03","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20142",2736194,25,0,"1","170","D","1","D","04","D",2500,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2736214,14,0,"1","110","D","6","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2736454,17,0,"1","100","D","1","D","03","D",500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2736454,18,0,"1","200","D","1","D","03","D",500,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2736614,35,0,"1","100","D","3","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2737564,29,0,"1","200","D","1","D","04","D",4500,"F",.,"A",.,"A","2","D",.,"A","06","D"
"20142",2737904,21,0,"1","100","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2739024,31,0,"1","100","D","6","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2739104,26,0,"2","110","D","3","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2739424,68,0,"2","110","D","3","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20142",2739694,22,0,"1","100","D","2","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2740104,19,0,"1","200","D","6","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2740124,20,0,"1","110","D","2","D","05","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2740124,21,0,"1","100","D","3","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2740134,24,0,"1","100","D","2","D","04","D",.,"A",.,"A",.,"A","1","D",25845,"D","01","D"
"20142",2740464,33,0,"2","110","D","6","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2741224,44,0,"2","110","D","6","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2741414,18,0,"1","110","D","2","D","03","D",.,"A",.,"A",.,"A","1","D",2017,"F","02","D"
"20142",2742384,18,0,"1","100","D","1","D","03","D",1200,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2742804,22,0,"1","150","D","3","D","05","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2742804,23,0,"1","100","D","4","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20142",2743004,44,0,"1","100","D","2","D","05","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2743594,35,0,"1","110","D","2","D","05","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2743694,22,0,"1","110","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2744844,47,0,"2","100","D","1","D","03","D",3500,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2746124,12,0,"2","110","D","3","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2746624,74,0,"1","100","D","1","D","05","D",5000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2746794,21,0,"1","100","D","4","D","05","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2747853,45,0,"1","100","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2749193,33,0,"1","110","D","1","D","02","D",2014,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2749253,11,0,"1","100","D","4","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2749333,15,0,"1","110","D","1","D","03","D",2000,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2750073,40,0,"1","110","D","1","D","01","D",2500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2750563,20,0,"1","100","D","1","D","01","D",1200,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2750653,32,0,"1","110","D","4","D","03","D",.,"A",3800,"D",.,"A","2","D",.,"A","02","D"
"20142",2750793,9,0,"1","110","D","2","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2751133,18,0,"1","150","D","1","D","01","D",1900,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2751333,33,0,"1","100","D","1","D","03","D",5000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2751353,22,0,"1","100","D","2","D","03","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20142",2752123,40,0,"1","100","D","1","D","02","D",1100,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2752343,45,0,"2","100","D","1","D","01","D",1900,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2752523,24,0,"1","100","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2752703,41,0,"1","130","D","1","D","03","D",3000,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2752813,37,0,"1","110","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2752813,38,0,"1","100","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2753143,17,0,"2","100","D","4","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2753163,25,0,"1","100","D","3","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2753673,39,0,"1","110","D","6","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2754563,32,0,"1","100","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20142",2754593,18,0,"2","100","D","4","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2754663,48,0,"1","110","D","1","D","03","D",5000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2755533,18,0,"1","150","D","5","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2755783,22,0,"1","110","D","1","D","03","D",6000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2756523,26,0,"1","100","D","1","D","03","D",1850,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2756723,29,0,"1","100","D","2","D","03","D",.,"A",.,"A",.,"A","1","D",.,"A","02","D"
"20142",2757533,38,0,"1","110","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2757533,39,0,"1","160","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2758653,19,0,"1","100","D","1","D","04","D",900,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2759023,56,0,"1","100","D","1","D","02","D",1500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2759273,15,0,"1","110","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2759363,25,0,"1","110","D","3","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2761293,27,0,"1","100","D","4","D","03","D",.,"A",6600,"D",.,"A","1","D",7800,"D","02","D"
"20142",2761403,60,0,"2","100","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2761843,62,0,"2","100","D","3","D","02","D",.,"A",.,"A",.,"A",,"C",.,"A","03","D"
"20142",2762113,40,0,"1","110","D","1","D","02","D",16000,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2762293,20,0,"1","100","D","4","D","04","D",.,"A",.,"A",6000,"D","2","D",.,"A","03","D"
"20142",2762393,22,0,"2","100","D","6","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2762663,40,0,"1","100","D","6","D","04","D",.,"A",.,"A",.,"A",,"C",.,"A","02","D"
"20142",2763563,31,0,"1","110","D","3","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2763633,59,0,"1","100","D","1","D","03","D",9000,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2764653,24,0,"1","100","D","6","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2765173,35,0,"1","100","D","3","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2765583,40,0,"1","100","D","1","D","03","D",4500,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2765613,9,0,"1","100","D","6","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2765803,16,0,"1","100","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2766403,15,0,"1","110","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2767203,15,0,"1","100","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2767403,12,0,"1","110","D","4","D","04","D",.,"A",3500,"D",.,"A","1","D",3500,"D","01","D"
"20142",2768365,17,0,"1","100","D","3","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2768623,53,0,"1","110","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2769633,23,0,"1","110","D","1","D","03","D",3600,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2770263,6,0,"1","110","D","3","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2770573,21,0,"1","100","D","1","D","05","D",500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2770683,28,0,"1","100","D","1","D","05","D",350,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2771153,53,0,"2","110","D","4","D","03","D",.,"A",16100,"D",.,"A","2","D",.,"A","03","D"
"20142",2771753,30,0,"1","110","D","3","D","05","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2771975,56,0,"1","110","D","1","D","04","D",6000,"D",.,"A",.,"A","1","D",.,"A","05","D"
"20142",2772783,34,0,"1","100","D","3","D","05","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2772843,33,0,"1","110","D","1","D","05","D",200,"D",.,"A",.,"A","2","D",.,"A","04","D"
"20142",2773133,12,0,"1","110","D","3","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2773363,25,0,"1","100","D","3","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2773413,33,0,"1","110","D","2","D","04","D",.,"A",.,"A",.,"A","1","D",7000,"D","02","D"
"20142",2773693,29,0,"1","160","D","5","D","05","D",.,"A",.,"A",2200,"D","2","D",.,"A","02","D"
"20142",2773853,39,0,"1","110","D","2","D","05","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20142",2773883,44,0,"1","100","D","4","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2774143,50,0,"1","200","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2774353,32,0,"1","100","D","1","D","03","D",280,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2774463,69,0,"1","100","D","2","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2774863,42,0,"1","100","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2776113,52,0,"1","110","D","2","D","05","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2777353,31,0,"1","110","D","3","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2777533,49,0,"1","110","D","6","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","05","D"
"20142",2778333,15,0,"1","110","D","1","D","04","D",10000,"D",.,"A",.,"A","1","D",.,"A","01","D"
"20142",2779003,48,0,"1","100","D","2","D","05","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2780303,19,0,"2","100","D","1","D","03","D",7000,"D",.,"A",.,"A","1","D",6750,"D","01","D"
"20142",2781082,25,0,"1","100","D","6","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2781922,9,0,"1","100","D","1","D","02","D",2000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2782282,28,0,"1","100","D","6","D","02","D",.,"A",.,"A",.,"A",,"C",.,"A","02","D"
"20142",2782422,23,0,"1","100","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2783052,36,0,"1","110","D","1","D","03","D",3500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2783655,28,0,"1","110","D","4","D","03","D",.,"A",23000,"D",.,"A","1","D",23000,"D","02","D"
"20142",2783672,29,0,"1","100","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2783732,31,0,"1","100","D","1","D","03","D",7000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2784962,15,0,"1","100","D","1","D","03","D",375,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2785142,24,0,"1","200","D","1","D","01","D",800,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2785682,70,0,"1","110","D","6","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","04","D"
"20142",2785762,19,0,"1","100","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2786322,20,0,"1","110","D","4","D","01","D",.,"A",4000,"D",.,"A","1","D",2017,"D","01","D"
"20142",2786522,64,0,"1","100","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2786642,29,0,"1","100","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2787472,41,0,"1","100","D","6","D","01","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20142",2787532,17,0,"1","100","D","4","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2788295,34,0,"1","100","D","2","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2788912,10,0,"1","100","D","6","D","02","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20142",2789332,26,0,"1","100","D","1","D","01","D",5000,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2789942,47,0,"1","110","D","4","D","03","D",.,"A",9700,"D",.,"A","2","D",.,"A","01","D"
"20142",2790832,21,0,"1","100","D","2","D","01","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2791002,21,0,"1","110","D","1","D","02","D",350,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2791052,78,0,"1","100","D","2","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","06","D"
"20142",2791052,79,0,"1","200","D","6","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","14","D"
"20142",2791702,26,0,"1","110","D","1","D","02","D",1500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2792514,13,0,"1","110","D","4","D","02","D",.,"A",8000,"D",.,"A","1","D",8000,"D","04","D"
"20142",2793102,21,0,"1","110","D","6","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2793122,31,0,"1","110","D","2","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2793792,17,0,"1","100","D","1","D","03","D",10000,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2793872,9,0,"1","110","D","6","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2794212,16,0,"1","100","D","1","D","04","D",600,"D",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2794622,29,0,"1","100","D","6","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2794972,26,0,"1","100","D","4","D","02","D",.,"A",.,"A",10000,"D","2","D",.,"A","02","D"
"20142",2795692,17,0,"1","100","D","3","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2796452,31,0,"1","100","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2796482,28,0,"1","110","D","1","D","04","D",1,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2796532,26,0,"1","200","D","6","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2796762,38,0,"1","100","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2797002,24,0,"1","110","D","6","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2797672,23,0,"1","100","D","1","D","02","D",1500,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2797892,52,0,"1","150","D","6","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2798072,34,0,"1","200","D","1","D","04","D",4500,"D",.,"A",.,"A","2","D",.,"A","11","D"
"20142",2798652,15,0,"1","100","D","4","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2799102,24,0,"1","100","D","2","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2799142,32,0,"1","110","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2799812,17,0,"1","110","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2800272,24,0,"1","110","D","2","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2800282,25,0,"1","100","D","6","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2800404,19,0,"1","100","D","6","D","04","D",.,"A",.,"A",.,"A","1","D",.,"A","03","D"
"20142",2800552,22,0,"1","110","D","1","D","02","D",3000,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2801272,20,0,"1","100","D","2","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2801492,25,0,"1","100","D","2","D","04","D",.,"A",.,"A",.,"A","1","D",5000,"D","01","D"
"20142",2801702,18,0,"1","110","D","6","D","02","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2801772,22,0,"1","100","D","6","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2802372,62,0,"1","110","D","4","D","04","D",.,"A",350,"D",.,"A","2","D",.,"A","06","D"
"20142",2802602,13,0,"1","100","D","6","D","04","D",.,"A",.,"A",.,"A","1","D",.,"A","01","D"
"20142",2802912,51,0,"1","110","D","1","D","03","D",3200,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2802972,51,0,"1","150","D","1","D","04","D",3300,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2803442,20,0,"1","110","D","1","D","05","D",1500,"D",.,"A",.,"A","2","D",.,"A","03","D"
"20142",2803852,23,0,"1","110","D","2","D","05","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2804752,11,0,"1","100","D","4","D","03","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2805862,41,0,"1","110","D","2","D","05","D",.,"A",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2806552,38,0,"1","200","D","6","D","05","D",.,"A",.,"A",.,"A","2","D",.,"A","06","D"
"20142",2807294,27,0,"1","100","D","1","D","04","D",500,"F",.,"A",.,"A","2","D",.,"A","01","D"
"20142",2807932,65,0,"1","100","D","1","D","04","D",4750,"D",.,"A",.,"A","1","D",.,"A","01","D"
"20142",2809342,14,0,"1","110","D","1","D","05","D",1500,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2809502,34,0,"1","100","D","2","D","05","D",.,"A",.,"A",.,"A",,"C",.,"A","02","D"
"20142",2809652,53,0,"1","110","D","1","D","05","D",5000,"D",.,"A",.,"A","2","D",.,"A","02","D"
"20142",2809712,22,0,"1","100","D","6","D","04","D",.,"A",.,"A",.,"A","2","D",.,"A","01","D"
