"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","JMKPURQV","JMKP_RQV","JNONFDQV","JNON_DQV","JOTHSTQV","JOTH_TQV","JDINEOQV","JDIN_OQV","JALOUTQV","JALO_TQV","JMLPAYQV","JMLP_YQV","JSCHMLQV","JSCH_LQV","JMKGRCQV","JMKG_CQV","JALHOMQV","JALH_MQV","CIGARETX","CIGA_ETX","JCIGARQV","JCIG_RQV","JOTBACQV","JOTB_CQV","OTHTBACX","OTHT_ACX"
"20141",2647065,21,0,"1",1040,"D",260,"D",130,"D",520,"D",.,"A",.,"A",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647085,22,0,"1",650,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",650,"D",.,"A",10,"D",130,"D",.,"A",.,"A"
"20141",2647105,21,0,"1",1560,"D",442,"F",.,"A",390,"D",60,"D",.,"A",.,"A",1943,"F",90,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647115,22,0,"1",2600,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",2275,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647125,28,0,"1",2600,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",2340,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647135,28,0,"1",260,"D",0,"D",.,"A",650,"D",.,"A",.,"A",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647165,43,0,"1",910,"D",65,"D",.,"A",780,"D",.,"A",.,"A",.,"A",845,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647205,65,0,"1",1300,"D",195,"D",130,"D",910,"D",30,"D",.,"A",.,"A",1105,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647295,48,0,"1",910,"D",260,"D",.,"A",1040,"D",.,"A",.,"A",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647355,37,0,"1",1430,"D",130,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1300,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647395,80,0,"1",1560,"D",260,"D",.,"A",780,"D",150,"D",.,"A",130,"D",1300,"D",150,"D",12,"D",156,"D",.,"A",.,"A"
"20141",2647435,39,0,"1",975,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",715,"D",.,"A",.,"A",.,"A",260,"D",20,"D"
"20141",2647445,33,0,"1",364,"D",13,"D",.,"A",0,"D",.,"A",.,"A",.,"A",351,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647475,28,0,"1",1300,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",1040,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647485,36,0,"1",4251,"D",390,"D",.,"A",130,"D",.,"A",.,"A",.,"A",3861,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647505,31,0,"1",3900,"D",650,"D",.,"A",325,"D",0,"D",.,"A",.,"A",3250,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647575,29,0,"1",1625,"D",260,"D",.,"A",0,"D",.,"A",.,"A",0,"D",1365,"D",.,"A",5,"D",65,"D",.,"A",.,"A"
"20141",2647585,33,0,"1",715,"D",260,"D",.,"A",390,"D",.,"A",.,"A",.,"A",455,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647595,22,0,"1",650,"D",91,"D",.,"A",195,"D",.,"A",.,"A",.,"A",559,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647625,69,0,"1",1300,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647635,28,0,"1",910,"D",650,"D",260,"D",650,"D",300,"D",.,"A",.,"A",260,"D",300,"D",80,"D",1040,"D",.,"A",.,"A"
"20141",2647645,35,0,"1",1950,"D",291,"F",.,"A",1950,"D",135,"F",.,"A",.,"A",1157,"F",75,"D",45,"D",585,"D",.,"A",.,"A"
"20141",2647665,32,0,"1",1625,"D",156,"D",.,"A",91,"D",.,"A",.,"A",.,"A",1469,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647675,14,0,"1",1300,"D",260,"D",.,"A",910,"D",.,"A",.,"A",.,"A",1040,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647685,52,0,"1",1300,"D",260,"D",156,"D",650,"D",.,"A",.,"A",.,"A",1040,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647705,17,0,"1",273,"D",91,"D",.,"A",0,"D",0,"D",.,"A",.,"A",182,"D",96,"D",20,"D",260,"D",.,"A",.,"A"
"20141",2647745,105,0,"1",1950,"D",390,"D",65,"D",2080,"D",75,"D",200,"D",.,"A",1560,"D",225,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647755,19,0,"1",1560,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647775,75,0,"1",1014,"D",65,"D",.,"A",3094,"D",252,"D",.,"A",.,"A",949,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647805,46,0,"1",1625,"D",390,"D",130,"D",390,"D",.,"A",.,"A",.,"A",1235,"D",.,"A",.,"A",.,"A",130,"D",10,"D"
"20141",2647845,28,0,"1",2600,"D",130,"D",.,"A",650,"D",.,"A",.,"A",.,"A",2470,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647865,10,0,"1",260,"D",0,"D",130,"D",390,"D",.,"A",.,"A",.,"A",260,"D",.,"A",10,"D",130,"D",.,"A",.,"A"
"20141",2647875,12,0,"1",585,"D",65,"D",.,"A",260,"D",.,"A",.,"A",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647895,41,0,"1",780,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647925,28,0,"1",1170,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",845,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647935,25,0,"1",975,"D",130,"D",260,"D",325,"D",60,"D",.,"A",.,"A",845,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2647965,35,0,"1",1950,"D",260,"D",.,"A",520,"D",.,"A",.,"A",.,"A",1690,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647975,19,0,"1",520,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2647985,76,0,"1",2080,"D",303,"F",.,"A",130,"D",0,"D",.,"A",.,"A",1236,"F",167,"F",.,"A",.,"A",.,"A",.,"A"
"20141",2647995,62,0,"1",2340,"D",260,"D",.,"A",1040,"D",.,"A",.,"A",.,"A",2080,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648015,32,0,"1",1625,"D",130,"D",.,"A",130,"D",.,"A",.,"A",.,"A",1495,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648035,38,0,"1",3250,"D",650,"D",1300,"D",1300,"D",0,"D",.,"A",50,"D",2600,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648065,38,0,"1",1625,"D",260,"D",.,"A",390,"D",.,"A",.,"A",.,"A",1365,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648075,70,0,"1",650,"D",130,"D",130,"D",325,"D",120,"D",.,"A",.,"A",520,"D",240,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648105,57,0,"1",260,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648135,7,0,"1",195,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",195,"D",.,"A",7,"D",91,"D",.,"A",.,"A"
"20141",2648165,23,0,"1",975,"D",390,"D",.,"A",130,"D",.,"A",.,"A",.,"A",585,"D",.,"A",30,"D",390,"D",.,"A",.,"A"
"20141",2648215,26,0,"1",325,"D",65,"D",130,"D",0,"D",.,"A",.,"A",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648245,23,0,"1",390,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",390,"D",.,"A",17,"D",221,"D",.,"A",.,"A"
"20141",2648255,27,0,"1",975,"D",260,"D",.,"A",520,"D",.,"A",.,"A",.,"A",715,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648265,17,0,"1",455,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",325,"D",.,"A",50,"D",650,"D",.,"A",.,"A"
"20141",2648275,31,0,"1",1300,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",1040,"D",.,"A",40,"D",520,"D",.,"A",.,"A"
"20141",2648285,20,0,"1",2080,"D",390,"D",.,"A",0,"D",.,"A",.,"A",.,"A",1690,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648325,38,0,"1",1560,"D",130,"D",130,"D",650,"D",60,"D",.,"A",.,"A",1430,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648345,35,0,"1",975,"D",325,"D",.,"A",455,"D",0,"D",.,"A",.,"A",650,"D",180,"D",45,"D",585,"D",.,"A",.,"A"
"20141",2648385,28,0,"1",1300,"D",0,"D",780,"D",585,"D",600,"D",.,"A",.,"A",1300,"D",180,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648405,16,0,"1",1418,"F",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",1145,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648435,20,0,"1",1950,"D",0,"D",.,"A",390,"D",.,"A",.,"A",.,"A",1950,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648455,101,0,"1",2990,"D",650,"D",.,"A",1040,"D",.,"A",.,"A",300,"D",2340,"D",.,"A",42,"D",546,"D",.,"A",.,"A"
"20141",2648465,21,0,"1",650,"D",26,"D",.,"A",65,"D",.,"A",.,"A",.,"A",624,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648505,59,0,"1",2340,"D",650,"D",.,"A",0,"D",.,"A",.,"A",575,"D",1690,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648525,66,0,"1",1300,"D",260,"D",.,"A",520,"D",0,"D",.,"A",.,"A",1040,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648535,40,0,"1",910,"D",104,"D",260,"D",390,"D",0,"D",.,"A",.,"A",806,"D",54,"D",15,"D",195,"D",.,"A",.,"A"
"20141",2648575,19,0,"1",2509,"D",0,"D",260,"D",390,"D",.,"A",.,"A",.,"A",2509,"D",.,"A",30,"D",390,"D",.,"A",.,"A"
"20141",2648585,42,0,"1",1300,"D",260,"D",.,"A",780,"D",60,"D",.,"A",.,"A",1040,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648605,75,0,"1",1950,"D",910,"D",.,"A",260,"D",0,"D",.,"A",.,"A",1040,"D",45,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648635,30,0,"1",1300,"D",390,"D",.,"A",1300,"D",90,"D",.,"A",.,"A",910,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648665,24,0,"1",2600,"D",442,"F",.,"A",0,"D",.,"A",.,"A",.,"A",1943,"F",.,"A",45,"D",585,"D",.,"A",.,"A"
"20141",2648705,53,0,"1",3380,"D",0,"D",1950,"D",260,"D",0,"D",.,"A",.,"A",3380,"D",18,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648735,30,0,"1",1040,"D",130,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",910,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648755,60,0,"1",650,"D",169,"D",.,"A",325,"D",30,"D",8,"D",.,"A",481,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2648785,45,0,"1",3575,"D",975,"D",520,"D",780,"D",.,"A",.,"A",.,"A",2600,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648795,35,0,"1",325,"D",0,"D",195,"D",0,"D",.,"A",.,"A",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648845,14,0,"1",1144,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",1079,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648885,33,0,"1",1131,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",806,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648925,24,0,"1",325,"D",65,"D",.,"A",260,"D",.,"A",.,"A",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2648965,42,0,"1",1950,"D",975,"D",.,"A",650,"D",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649025,34,0,"1",780,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649045,35,0,"1",650,"D",65,"D",.,"A",520,"D",0,"D",.,"A",.,"A",585,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649075,33,0,"1",936,"D",78,"D",.,"A",260,"D",.,"A",.,"A",.,"A",858,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649095,46,0,"1",975,"D",260,"D",.,"A",195,"D",.,"A",.,"A",.,"A",715,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649105,51,0,"1",1560,"D",260,"D",650,"D",650,"D",150,"D",.,"A",.,"A",1300,"D",240,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649125,40,0,"1",1625,"D",325,"D",.,"A",195,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649155,63,0,"1",975,"D",260,"D",.,"A",260,"D",.,"A",.,"A",.,"A",715,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649185,39,0,"1",1950,"D",650,"D",.,"A",650,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",35,"D",455,"D",.,"A",.,"A"
"20141",2649205,85,0,"1",3900,"D",975,"D",.,"A",1105,"D",15,"D",.,"A",.,"A",2925,"D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649225,16,0,"1",1300,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",1170,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649235,61,0,"1",1040,"D",169,"D",130,"D",390,"D",75,"D",.,"A",.,"A",871,"D",240,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649275,20,0,"1",520,"D",130,"D",130,"D",0,"D",0,"D",.,"A",.,"A",390,"D",30,"D",20,"D",260,"D",.,"A",.,"A"
"20141",2649315,75,0,"1",1300,"D",325,"D",.,"A",0,"D",0,"D",91,"D",18,"D",975,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649325,48,0,"1",2600,"D",975,"D",390,"D",260,"D",30,"D",.,"A",.,"A",1625,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649355,26,0,"1",3250,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",3120,"D",.,"A",35,"D",455,"D",.,"A",.,"A"
"20141",2649375,33,0,"1",1040,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649395,39,0,"1",3120,"D",715,"D",.,"A",1144,"D",.,"A",.,"A",.,"A",2405,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649405,44,0,"1",455,"D",65,"D",.,"A",325,"D",0,"D",.,"A",.,"A",390,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649445,44,0,"1",2600,"D",260,"D",.,"A",65,"D",.,"A",.,"A",.,"A",2340,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649465,30,0,"1",1625,"D",0,"D",.,"A",650,"D",.,"A",.,"A",.,"A",1625,"D",.,"A",35,"D",455,"D",.,"A",.,"A"
"20141",2649475,40,0,"1",2275,"D",520,"D",.,"A",0,"D",0,"D",.,"A",42,"D",1755,"D",120,"D",21,"D",273,"D",.,"A",.,"A"
"20141",2649485,76,0,"1",1950,"D",520,"D",.,"A",520,"D",60,"D",.,"A",220,"D",1430,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649515,27,0,"1",1300,"D",0,"D",.,"A",104,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",10,"D",130,"D",.,"A",.,"A"
"20141",2649535,119,0,"1",1300,"D",0,"D",.,"A",1625,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649585,42,0,"1",520,"D",195,"D",325,"D",325,"D",60,"D",.,"A",.,"A",325,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649635,44,0,"1",2600,"D",390,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",2210,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649645,24,0,"1",1690,"D",390,"D",.,"A",650,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649655,46,0,"1",1690,"D",390,"D",65,"D",650,"D",60,"D",.,"A",156,"D",1300,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649665,34,0,"1",650,"D",65,"D",.,"A",650,"D",0,"D",.,"A",.,"A",585,"D",300,"D",25,"D",325,"D",.,"A",.,"A"
"20141",2649675,55,0,"1",2600,"D",650,"D",.,"A",650,"D",0,"D",.,"A",15,"D",1950,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649695,20,0,"1",1300,"D",130,"D",.,"A",650,"D",0,"D",.,"A",.,"A",1170,"D",150,"D",12,"D",156,"D",.,"A",.,"A"
"20141",2649705,29,0,"1",2600,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",2275,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649725,59,0,"1",2275,"D",325,"D",.,"A",1950,"D",150,"D",.,"A",.,"A",1950,"D",105,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649745,27,0,"1",1950,"D",390,"D",.,"A",780,"D",.,"A",.,"A",.,"A",1560,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649775,31,0,"1",1625,"D",390,"D",.,"A",0,"D",.,"A",.,"A",60,"D",1235,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649785,54,0,"1",1300,"D",520,"D",.,"A",630,"F",.,"A",.,"A",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649805,20,0,"1",325,"D",104,"D",.,"A",130,"D",90,"D",.,"A",.,"A",221,"D",105,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649815,33,0,"1",520,"D",0,"D",.,"A",2925,"D",.,"A",.,"A",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649885,32,0,"1",650,"D",650,"D",.,"A",650,"D",0,"D",.,"A",.,"A",0,"D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649895,43,0,"1",1950,"D",195,"D",195,"D",975,"D",600,"D",.,"A",.,"A",1755,"D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649915,34,0,"1",1950,"D",780,"D",.,"A",650,"D",.,"A",.,"A",.,"A",1170,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649945,10,0,"1",0,"D",.,"A",260,"D",471,"F",.,"A",.,"A",.,"A",0,"D",.,"A",.,"C",340,"F",.,"A",.,"A"
"20141",2649955,22,0,"1",1300,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",1170,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649965,50,0,"1",910,"D",260,"D",.,"A",325,"D",0,"D",.,"A",.,"A",650,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2649985,45,0,"1",1300,"D",0,"D",.,"A",455,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2649995,18,0,"1",1300,"D",284,"F",.,"A",630,"F",.,"A",.,"A",.,"A",1145,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650035,53,0,"1",1300,"D",195,"D",.,"A",156,"D",.,"A",.,"A",.,"A",1105,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650085,14,0,"1",910,"D",455,"D",130,"D",26,"D",0,"D",.,"A",.,"A",455,"D",12,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650095,42,0,"1",1963,"D",533,"D",52,"D",390,"D",.,"A",.,"A",.,"A",1430,"D",.,"A",.,"C",451,"F",.,"A",.,"A"
"20141",2650105,20,0,"1",845,"D",130,"D",.,"A",130,"D",.,"A",.,"A",.,"A",715,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650115,40,0,"1",1690,"D",380,"F",298,"F",650,"D",.,"A",.,"A",.,"A",1422,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650135,26,0,"1",390,"D",65,"D",.,"A",260,"D",.,"A",.,"A",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650155,37,0,"1",2600,"D",520,"D",.,"A",0,"D",.,"A",.,"A",180,"D",2080,"D",.,"A",35,"D",455,"D",.,"A",.,"A"
"20141",2650185,44,0,"1",2379,"D",585,"D",.,"A",2548,"D",0,"D",.,"A",.,"A",1794,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650195,97,0,"1",3250,"D",780,"D",130,"D",650,"D",30,"D",.,"A",200,"D",2470,"D",120,"D",33,"D",429,"D",.,"A",.,"A"
"20141",2650225,21,0,"1",1300,"D",260,"D",.,"A",325,"D",.,"A",.,"A",.,"A",1040,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650245,55,0,"1",975,"D",130,"D",.,"A",325,"D",.,"A",.,"A",.,"A",845,"D",.,"A",40,"D",520,"D",.,"A",.,"A"
"20141",2650275,79,0,"1",1950,"D",260,"D",.,"A",455,"D",30,"D",.,"A",.,"A",1690,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650285,35,0,"1",1950,"D",0,"D",.,"A",520,"D",.,"A",.,"A",.,"A",1950,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650295,50,0,"1",650,"D",0,"D",.,"A",1950,"D",180,"D",.,"A",.,"A",650,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650315,39,0,"1",1495,"D",195,"D",325,"D",0,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650325,15,0,"1",1950,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",1625,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650335,42,0,"1",481,"D",78,"D",26,"D",156,"D",.,"A",.,"A",.,"A",403,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650385,31,0,"1",1300,"D",195,"D",260,"D",260,"D",.,"A",.,"A",.,"A",1105,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650445,24,0,"1",520,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650455,17,0,"1",1040,"D",156,"D",.,"A",0,"D",.,"A",.,"A",.,"A",884,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650475,18,0,"1",650,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",585,"D",.,"A",10,"D",130,"D",.,"A",.,"A"
"20141",2650495,47,0,"1",1300,"D",130,"D",.,"A",650,"D",120,"D",.,"A",.,"A",1170,"D",120,"D",9,"D",117,"D",.,"A",.,"A"
"20141",2650515,40,0,"1",1950,"D",260,"D",65,"D",0,"D",.,"A",.,"A",.,"A",1690,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650545,24,0,"1",1560,"D",156,"D",.,"A",130,"D",.,"A",.,"A",.,"A",1404,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650575,68,0,"1",3250,"D",325,"D",.,"A",0,"D",.,"A",.,"A",.,"A",2925,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650595,38,0,"1",975,"D",130,"D",.,"A",260,"D",51,"D",.,"A",.,"A",845,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650605,30,0,"1",1560,"D",260,"D",.,"A",585,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650615,13,0,"1",845,"D",0,"D",.,"A",195,"D",.,"A",.,"A",.,"A",845,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650635,32,0,"1",1625,"D",325,"D",.,"A",650,"D",75,"D",.,"A",.,"A",1300,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650685,42,0,"1",1950,"D",780,"D",.,"A",975,"D",.,"A",.,"A",.,"A",1170,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650715,32,0,"1",780,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",650,"D",.,"A",40,"D",520,"D",.,"A",.,"A"
"20141",2650725,7,0,"1",325,"D",65,"D",.,"A",1950,"D",151,"F",.,"A",.,"A",260,"D",176,"F",.,"A",.,"A",.,"A",.,"A"
"20141",2650735,66,0,"1",1040,"D",195,"D",.,"A",650,"D",75,"D",.,"A",.,"A",845,"D",105,"D",40,"D",520,"D",.,"A",.,"A"
"20141",2650755,19,0,"1",520,"D",65,"D",.,"A",0,"D",.,"A",.,"A",.,"A",455,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650815,11,0,"1",715,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",715,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650825,49,0,"1",1560,"D",325,"D",.,"A",975,"D",0,"D",.,"A",.,"A",1235,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650865,46,0,"1",390,"D",91,"D",.,"A",585,"D",0,"D",.,"A",.,"A",299,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2650955,18,0,"1",1300,"D",130,"D",.,"A",91,"D",.,"A",.,"A",.,"A",1170,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2650965,13,0,"1",650,"D",325,"D",.,"A",520,"D",.,"A",.,"A",.,"A",325,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651015,28,0,"1",910,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651025,56,0,"1",1300,"D",195,"D",.,"A",65,"D",0,"D",.,"A",.,"A",1105,"D",144,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651035,22,0,"1",520,"D",130,"D",.,"A",195,"D",0,"D",.,"A",.,"A",390,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20141",2651045,34,0,"1",520,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20141",2651075,28,0,"1",1300,"D",260,"D",.,"A",130,"D",.,"A",.,"A",.,"A",1040,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
