"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","JMKPURQV","JMKP_RQV","JNONFDQV","JNON_DQV","JOTHSTQV","JOTH_TQV","JDINEOQV","JDIN_OQV","JALOUTQV","JALO_TQV","JMLPAYQV","JMLP_YQV","JSCHMLQV","JSCH_LQV","JMKGRCQV","JMKG_CQV","JALHOMQV","JALH_MQV","CIGARETX","CIGA_ETX","JCIGARQV","JCIG_RQV","JOTBACQV","JOTB_CQV","OTHTBACX","OTHT_ACX"
"20142",2758523,45,0,"1",1300,"D",260,"D",.,"A",650,"D",0,"D",.,"A",.,"A",1040,"D",45,"D",15,"D",195,"D",.,"A",.,"A"
"20142",2758543,14,0,"1",873,"F",.,"A",.,"A",528,"F",.,"A",.,"A",.,"A",720,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758553,37,0,"1",2600,"D",260,"D",.,"A",650,"D",150,"D",.,"A",260,"D",2340,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2758603,41,0,"1",780,"D",130,"D",.,"A",780,"D",.,"A",.,"A",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758623,49,0,"1",1222,"D",260,"D",.,"A",572,"D",.,"A",.,"A",.,"A",962,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758653,27,0,"1",650,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758663,32,0,"1",3250,"D",195,"D",.,"A",650,"D",0,"D",.,"A",.,"A",3055,"D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2758673,8,0,"1",1300,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758713,37,0,"1",1040,"D",260,"D",260,"D",650,"D",150,"D",.,"A",.,"A",780,"D",150,"D",40,"D",520,"D",.,"A",.,"A"
"20142",2758733,29,0,"1",1625,"D",65,"D",.,"A",1300,"D",0,"D",600,"D",.,"A",1560,"D",360,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2758783,40,0,"1",2600,"D",520,"D",.,"A",910,"D",0,"D",.,"A",.,"A",2080,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2758793,32,0,"1",1430,"D",130,"D",195,"D",390,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758833,39,0,"1",780,"D",130,"D",.,"A",455,"D",0,"D",.,"A",.,"A",650,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2758843,37,0,"1",325,"D",460,"F",.,"A",910,"D",.,"A",.,"A",.,"A",1958,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758863,25,0,"1",650,"D",195,"D",.,"A",0,"D",.,"A",.,"A",.,"A",455,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758883,32,0,"1",1495,"D",0,"D",.,"A",650,"D",.,"A",.,"A",.,"A",1495,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758923,19,0,"1",1950,"D",195,"D",.,"A",3250,"D",1200,"D",.,"A",.,"A",1755,"D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2758933,34,0,"1",755,"F",.,"A",.,"A",292,"F",.,"A",.,"A",.,"A",623,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758943,19,0,"1",0,"D",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758963,10,0,"1",2600,"D",0,"D",.,"A",65,"D",.,"A",.,"A",.,"A",2600,"D",.,"A",14,"D",182,"D",.,"A",.,"A"
"20142",2758973,42,0,"1",1300,"D",195,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",1105,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758983,38,0,"1",1300,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",1170,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2758993,41,0,"1",1950,"D",260,"D",.,"A",650,"D",0,"D",.,"A",130,"D",1690,"D",15,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759003,30,0,"1",1950,"D",650,"D",520,"D",975,"D",90,"D",.,"A",.,"A",1300,"D",180,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759023,77,0,"1",1040,"D",195,"D",.,"A",325,"D",180,"D",.,"A",.,"A",845,"D",180,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759053,27,0,"1",1040,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",780,"D",.,"A",50,"D",650,"D",.,"A",.,"A"
"20142",2759073,13,0,"1",1040,"D",260,"D",260,"D",520,"D",240,"D",.,"A",.,"A",780,"D",210,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759083,46,0,"1",520,"D",225,"F",.,"A",910,"D",.,"A",.,"A",.,"A",829,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759093,45,0,"1",3900,"D",650,"D",260,"D",650,"D",0,"D",.,"A",.,"A",3250,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759103,22,0,"1",1625,"D",650,"D",.,"A",195,"D",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759123,25,0,"1",1625,"D",325,"D",.,"A",390,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759133,38,0,"1",520,"D",130,"D",.,"A",130,"D",.,"A",.,"A",.,"A",390,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759143,32,0,"1",975,"D",130,"D",.,"A",650,"D",.,"A",.,"A",.,"A",845,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759153,33,0,"1",1950,"D",650,"D",1300,"D",195,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759173,33,0,"1",1560,"D",520,"D",.,"A",195,"D",0,"D",.,"A",.,"A",1040,"D",600,"D",48,"D",624,"D",.,"A",.,"A"
"20142",2759183,23,0,"1",1807,"F",.,"A",.,"A",713,"F",.,"A",.,"A",.,"A",1456,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759223,19,0,"1",1170,"D",0,"D",.,"A",1950,"D",.,"A",.,"A",.,"A",1170,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759233,15,0,"1",1300,"D",0,"D",.,"A",1300,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759243,20,0,"1",650,"D",0,"D",.,"A",899,"F",.,"A",.,"A",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759253,33,0,"1",2210,"D",260,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1950,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759263,12,0,"1",1950,"D",455,"D",.,"A",780,"D",.,"A",.,"A",.,"A",1495,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759273,23,0,"1",1300,"D",260,"D",.,"A",390,"D",.,"A",.,"A",.,"A",1040,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759313,12,0,"1",1300,"D",195,"D",.,"A",520,"D",.,"A",.,"A",.,"A",1105,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759323,45,0,"1",780,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759353,37,0,"1",6500,"D",0,"D",.,"A",2600,"D",.,"A",.,"A",.,"A",6500,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759363,39,0,"1",1950,"D",650,"D",.,"A",650,"D",.,"A",.,"A",24,"D",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759375,19,0,"1",873,"F",.,"A",.,"A",528,"F",.,"A",.,"A",.,"A",720,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759383,12,0,"1",520,"D",91,"D",.,"A",195,"D",.,"A",390,"D",.,"A",429,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759393,35,0,"1",1950,"D",130,"D",390,"D",130,"D",0,"D",.,"A",40,"D",1820,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759403,19,0,"1",2834,"D",104,"D",.,"A",0,"D",.,"A",.,"A",.,"A",2730,"D",.,"A",30,"D",390,"D",.,"A",.,"A"
"20142",2759453,20,0,"1",910,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759463,27,0,"1",910,"D",260,"D",.,"A",130,"D",.,"A",.,"A",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759473,25,0,"1",975,"D",65,"D",.,"A",260,"D",45,"D",.,"A",.,"A",910,"D",0,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759483,57,0,"1",3250,"D",650,"D",.,"A",1950,"D",300,"D",.,"A",.,"A",2600,"D",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759553,18,0,"1",1235,"D",65,"D",.,"A",260,"D",.,"A",.,"A",.,"A",1170,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759563,44,0,"1",1625,"D",195,"D",.,"A",351,"D",.,"A",.,"A",.,"A",1430,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759593,43,0,"1",1170,"D",130,"D",365,"F",975,"D",1200,"D",.,"A",.,"A",1040,"D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759603,14,0,"1",390,"D",52,"D",.,"A",0,"D",.,"A",.,"A",.,"A",338,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759613,15,0,"1",2600,"D",372,"F",.,"A",502,"F",.,"A",.,"A",.,"A",1543,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759624,47,0,"1",3250,"D",1300,"D",.,"A",2925,"D",210,"D",.,"A",.,"A",1950,"D",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759633,87,0,"1",1690,"D",390,"D",390,"D",6500,"D",0,"D",.,"A",325,"D",1300,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759643,49,0,"1",2600,"D",390,"D",.,"A",1950,"D",120,"D",.,"A",.,"A",2210,"D",360,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759673,31,0,"1",2080,"D",585,"D",.,"A",0,"D",0,"D",.,"A",.,"A",1495,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759683,18,0,"1",3224,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",3094,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759713,40,0,"1",2600,"D",650,"D",.,"A",650,"D",0,"D",.,"A",.,"A",1950,"D",450,"D",98,"D",1274,"D",.,"A",.,"A"
"20142",2759773,42,0,"1",3250,"D",650,"D",.,"A",520,"D",.,"A",.,"A",198,"D",2600,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759793,28,0,"1",2145,"D",845,"D",.,"A",0,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",23,"D",299,"D",.,"A",.,"A"
"20142",2759803,24,0,"1",650,"D",65,"D",.,"A",195,"D",.,"A",.,"A",.,"A",585,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759823,16,0,"1",873,"F",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",720,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759833,34,0,"1",1300,"D",325,"D",910,"D",1950,"D",0,"D",.,"A",.,"A",975,"D",60,"D",42,"D",546,"D",.,"A",.,"A"
"20142",2759843,36,0,"1",975,"D",195,"D",.,"A",1105,"D",120,"D",.,"A",.,"A",780,"D",135,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759913,19,0,"1",845,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",715,"D",.,"A",10,"D",130,"D",.,"A",.,"A"
"20142",2759933,10,0,"1",975,"D",130,"D",.,"A",195,"D",.,"A",.,"A",.,"A",845,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759953,50,0,"1",1950,"D",260,"D",130,"D",650,"D",30,"D",.,"A",.,"A",1690,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2759963,20,0,"1",1327,"F",.,"A",.,"A",1329,"F",.,"A",.,"A",.,"A",1092,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2759983,16,0,"1",3250,"D",331,"F",.,"A",713,"F",.,"A",.,"A",.,"A",1456,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760003,39,0,"1",1300,"D",325,"D",.,"A",260,"D",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760033,45,0,"1",1950,"D",325,"D",.,"A",520,"D",.,"A",.,"A",.,"A",1625,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760043,19,0,"1",975,"D",165,"F",.,"A",0,"D",.,"A",.,"A",.,"A",623,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760053,31,0,"1",260,"D",0,"D",.,"A",3900,"D",450,"D",.,"A",.,"A",260,"D",150,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2760143,34,0,"1",975,"D",130,"D",.,"A",130,"D",.,"A",.,"A",.,"A",845,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760173,17,0,"1",1560,"D",260,"D",.,"A",455,"D",.,"A",.,"A",.,"A",1300,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760183,44,0,"1",1950,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",1690,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760203,14,0,"1",1425,"F",.,"A",.,"A",638,"F",.,"A",.,"A",.,"A",1200,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760223,21,0,"1",2376,"F",.,"A",.,"A",0,"D",.,"A",.,"A",.,"A",1958,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760243,25,0,"1",1300,"D",130,"D",130,"D",390,"D",150,"D",.,"A",.,"A",1170,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2760293,58,0,"1",1872,"D",286,"D",.,"A",1300,"D",6,"D",.,"A",.,"A",1586,"D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2760353,73,0,"1",3900,"D",390,"D",.,"A",1300,"D",.,"A",.,"A",225,"D",3510,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760373,23,0,"1",780,"D",130,"D",455,"D",585,"D",75,"D",.,"A",240,"D",650,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2760383,30,0,"1",2080,"D",286,"F",.,"A",195,"D",.,"A",.,"A",.,"A",1012,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760393,32,0,"1",845,"D",130,"D",156,"D",2600,"D",360,"D",.,"A",.,"A",715,"D",240,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2760415,29,0,"1",1300,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",1170,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760423,11,0,"1",1300,"D",195,"D",650,"D",0,"D",.,"A",.,"A",.,"A",1105,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760473,20,0,"1",260,"D",0,"D",.,"A",65,"D",.,"A",.,"A",.,"A",260,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760493,31,0,"1",715,"D",0,"D",130,"D",260,"D",.,"A",.,"A",.,"A",715,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760503,20,0,"1",1040,"D",130,"D",.,"A",325,"D",.,"A",.,"A",.,"A",910,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760513,24,0,"1",520,"D",65,"D",.,"A",975,"D",45,"D",.,"A",.,"A",455,"D",30,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2760523,44,0,"1",5200,"D",195,"D",.,"A",325,"D",.,"A",.,"A",.,"A",5005,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760533,21,0,"1",1560,"D",650,"D",.,"A",325,"D",.,"A",.,"A",.,"A",910,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760583,21,0,"1",3250,"D",650,"D",260,"D",0,"D",.,"A",.,"A",.,"A",2600,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760623,26,0,"1",650,"D",65,"D",.,"A",130,"D",.,"A",.,"A",.,"A",585,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760633,23,0,"1",1235,"D",260,"D",.,"A",195,"D",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760643,29,0,"1",780,"D",260,"D",.,"A",455,"D",.,"A",.,"A",.,"A",520,"D",.,"A",12,"D",156,"D",.,"A",.,"A"
"20142",2760653,23,0,"1",1625,"D",325,"D",.,"A",260,"D",120,"D",.,"A",.,"A",1300,"D",240,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2760673,39,0,"1",2600,"D",780,"D",.,"A",975,"D",45,"D",.,"A",.,"A",1820,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2760713,20,0,"1",2210,"D",1040,"D",.,"A",195,"D",0,"D",.,"A",.,"A",1170,"D",210,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2760723,31,0,"1",2600,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",2470,"D",.,"A",20,"D",260,"D",.,"A",.,"A"
"20142",2760734,15,0,"1",260,"D",39,"D",.,"A",65,"D",.,"A",.,"A",.,"A",221,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760753,17,0,"1",1300,"D",390,"D",.,"A",0,"D",.,"A",.,"A",.,"A",910,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760803,25,0,"1",1300,"D",195,"D",.,"A",325,"D",.,"A",.,"A",.,"A",1105,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760833,13,0,"1",1430,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",1430,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760873,21,0,"1",1170,"D",195,"D",.,"A",638,"F",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760903,29,0,"1",1300,"D",0,"D",.,"A",0,"D",60,"D",.,"A",.,"A",1300,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2760913,40,0,"1",780,"D",130,"D",195,"D",520,"D",.,"A",.,"A",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2760923,21,0,"1",2376,"F",.,"A",401,"F",899,"F",141,"F",.,"A",.,"A",1958,"F",131,"F",.,"A",.,"A",.,"A",.,"A"
"20142",2760943,15,0,"1",585,"D",104,"D",.,"A",0,"D",.,"A",.,"A",.,"A",481,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761053,22,0,"1",585,"D",104,"D",.,"A",455,"D",.,"A",.,"A",.,"A",481,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761063,33,0,"1",1300,"D",195,"D",.,"A",325,"D",.,"A",.,"A",.,"A",1105,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761114,18,0,"1",1300,"D",130,"D",.,"A",390,"D",.,"A",.,"A",.,"A",1170,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761123,43,0,"1",1300,"D",130,"D",.,"A",0,"D",.,"A",.,"A",.,"A",1170,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761133,47,0,"1",1625,"D",260,"D",.,"A",0,"D",.,"A",.,"A",.,"A",1365,"D",.,"A",80,"D",1040,"D",.,"A",.,"A"
"20142",2761153,36,0,"1",975,"D",325,"D",.,"A",78,"D",.,"A",.,"A",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761173,24,0,"1",130,"D",65,"D",.,"A",182,"D",.,"A",.,"A",.,"A",65,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761203,42,0,"1",1300,"D",195,"D",260,"D",0,"D",.,"A",.,"A",.,"A",1105,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761223,17,0,"1",1807,"F",.,"A",326,"F",713,"F",.,"A",.,"A",.,"A",1456,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761233,36,0,"1",975,"D",195,"D",.,"A",650,"D",45,"D",.,"A",.,"A",780,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761243,28,0,"1",2600,"D",325,"D",650,"D",3900,"D",.,"A",.,"A",.,"A",2275,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761253,24,0,"1",1300,"D",390,"D",1300,"D",650,"D",60,"D",.,"A",.,"A",910,"D",225,"D",80,"D",1040,"D",.,"A",.,"A"
"20142",2761273,21,0,"1",780,"D",390,"D",.,"A",0,"D",0,"D",.,"A",.,"A",390,"D",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761293,36,0,"1",1690,"D",260,"D",130,"D",1300,"D",.,"A",.,"A",.,"A",1430,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761303,30,0,"1",2600,"D",260,"D",.,"A",325,"D",.,"A",.,"A",.,"A",2340,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761323,58,0,"1",1625,"D",195,"D",.,"A",975,"D",.,"A",.,"A",.,"A",1430,"D",.,"A",50,"D",650,"D",.,"A",.,"A"
"20142",2761333,21,0,"1",1300,"D",260,"D",.,"A",650,"D",0,"D",.,"A",.,"A",1040,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761343,11,0,"1",873,"F",.,"A",.,"A",528,"F",.,"A",.,"A",.,"A",720,"F",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761363,29,0,"1",2600,"D",325,"D",.,"A",1300,"D",150,"D",.,"A",.,"A",2275,"D",150,"D",100,"D",1300,"D",.,"A",.,"A"
"20142",2761373,56,0,"1",2574,"D",520,"D",.,"A",234,"D",0,"D",.,"A",216,"D",2054,"D",168,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761393,31,0,"1",390,"D",130,"D",.,"A",520,"D",60,"D",.,"A",.,"A",260,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761403,74,0,"1",1833,"D",0,"D",.,"A",520,"D",75,"D",.,"A",.,"A",1833,"D",195,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761433,35,0,"1",1040,"D",65,"D",65,"D",390,"D",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761473,40,0,"1",1300,"D",364,"F",.,"A",325,"D",186,"F",.,"A",.,"A",1504,"F",75,"D",50,"D",650,"D",.,"A",.,"A"
"20142",2761484,16,0,"1",195,"D",65,"D",.,"A",65,"D",.,"A",.,"A",.,"A",130,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761493,46,0,"1",1950,"D",390,"D",390,"D",780,"D",60,"D",.,"A",.,"A",1560,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761503,31,0,"1",650,"D",195,"D",.,"A",455,"D",225,"D",.,"A",.,"A",455,"D",165,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761543,48,0,"1",1170,"D",130,"D",.,"A",260,"D",.,"A",.,"A",.,"A",1040,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761563,21,0,"1",1950,"D",195,"D",.,"A",650,"D",.,"A",.,"A",.,"A",1755,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761583,21,0,"1",1560,"D",390,"D",.,"A",260,"D",0,"D",.,"A",.,"A",1170,"D",120,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761593,13,0,"1",1040,"D",390,"D",.,"A",325,"D",.,"A",1,"D",.,"A",650,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761623,28,0,"1",1625,"D",325,"F",1560,"D",0,"D",0,"D",.,"A",.,"A",1444,"F",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761653,29,0,"1",715,"D",0,"D",.,"A",260,"D",.,"A",.,"A",.,"A",715,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761683,23,0,"1",1300,"D",325,"D",.,"A",650,"D",.,"A",.,"A",.,"A",975,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761693,37,0,"1",1690,"D",260,"D",.,"A",325,"D",45,"D",.,"A",.,"A",1430,"D",96,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761703,51,0,"1",2275,"D",585,"D",.,"A",130,"D",.,"A",.,"A",.,"A",1690,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761723,28,0,"1",650,"D",0,"D",156,"D",0,"D",.,"A",650,"D",.,"A",650,"D",.,"A",.,"A",.,"A",325,"D",25,"D"
"20142",2761753,32,0,"1",1300,"D",260,"D",390,"D",1690,"D",.,"A",.,"A",.,"A",1040,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761773,16,0,"1",1300,"D",195,"D",.,"A",260,"D",.,"A",.,"A",.,"A",1105,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761793,30,0,"1",2145,"D",390,"D",.,"A",65,"D",.,"A",.,"A",.,"A",1755,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761813,70,0,"1",1300,"D",390,"D",130,"D",520,"D",0,"D",.,"A",.,"A",910,"D",60,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761833,25,0,"1",1300,"D",195,"D",.,"A",520,"D",.,"A",.,"A",.,"A",1105,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761843,77,0,"1",1300,"D",325,"D",.,"A",65,"D",0,"D",.,"A",.,"A",975,"D",36,"D",18,"D",234,"D",.,"A",.,"A"
"20142",2761853,37,0,"1",3900,"D",520,"D",.,"A",650,"D",0,"D",.,"A",.,"A",3380,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2761873,57,0,"1",650,"D",130,"D",.,"A",130,"D",.,"A",.,"A",.,"A",520,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761893,24,0,"1",910,"D",130,"D",.,"A",910,"D",.,"A",.,"A",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761933,38,0,"1",780,"D",78,"D",.,"A",390,"D",.,"A",.,"A",.,"A",702,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2761993,44,0,"1",1560,"D",325,"D",130,"D",520,"D",60,"D",.,"A",.,"A",1235,"D",90,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2762023,28,0,"1",2925,"D",325,"D",.,"A",650,"D",.,"A",.,"A",.,"A",2600,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2762043,32,0,"1",2600,"D",390,"D",.,"A",910,"D",.,"A",.,"A",.,"A",2210,"D",.,"A",.,"A",.,"A",.,"A",.,"A"
