"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","VOPFLUDX","VOPF_UDX","VOPPARKX","VOPP_RKX","VOPTOWX","VOPTOWX_","VOPDOCKX","VOPD_CKX","VOPPLCYX","VOPP_CYX","TANKGASX","TANK_ASX","JGASOXQV","JGAS_XQV","JDIESXQV","JDIE_XQV","VOPCLUBX","VOPC_UBX","VOPTOLLX","VOPT_LLX","VOPOILX","VOPOILX_"
"20142",2709135,37,0,"1",.,"A",540,"D",.,"A",.,"A",.,"A",.,"A",1440,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709145,49,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",40,"D",.,"A"
"20142",2709175,49,0,"1",.,"A",10,"D",.,"A",.,"A",.,"A",21,"D",300,"D",.,"A",.,"A",14,"D",.,"A"
"20142",2709195,33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",645,"F",.,"A",.,"A",.,"A",.,"A"
"20142",2709225,39,0,"1",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709235,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",250,"D",.,"A"
"20142",2709255,64,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",12,"D",.,"A"
"20142",2709265,50,0,"1",20,"D",50,"D",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A",.,"A",30,"D",.,"A"
"20142",2709295,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",540,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709345,31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709365,31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709405,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709425,53,0,"1",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",810,"D",.,"A",.,"A",26,"D",.,"A"
"20142",2709445,53,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709465,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709495,22,0,"1",.,"A",4,"D",.,"A",.,"A",.,"A",.,"A",840,"D",.,"A",18,"D",.,"A",.,"A"
"20142",2709525,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709555,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709565,85,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",705,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709575,57,0,"1",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",720,"D",.,"A",129,"D",.,"A",.,"A"
"20142",2709585,37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",330,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709615,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",675,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709645,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709655,38,0,"1",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",21,"D",.,"A"
"20142",2709665,11,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709675,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",840,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709685,93,0,"1",3,"D",.,"A",120,"D",.,"A",.,"A",.,"A",1950,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709735,34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709755,34,0,"1",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709765,24,0,"1",.,"A",.,"A",50,"D",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709785,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709795,31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",570,"D",.,"A",.,"A",35,"D",.,"A"
"20142",2709805,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709815,46,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",81,"D",.,"A",.,"A"
"20142",2709845,42,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709875,37,0,"1",.,"A",5,"D",.,"A",.,"A",.,"A",.,"A",330,"D",.,"A",75,"D",.,"A",.,"A"
"20142",2709885,34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709895,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709905,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2709915,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709965,46,0,"1",6,"D",.,"A",.,"A",.,"A",.,"A",.,"A",780,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2709995,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",275,"D",.,"A"
"20142",2710025,52,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2160,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710065,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2710085,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2710105,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",102,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710145,39,0,"1",32,"D",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710155,9,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2710165,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2710185,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710195,26,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710205,36,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710225,29,0,"1",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",825,"D",.,"A",.,"A",.,"A",10,"D"
"20142",2710245,57,0,"1",.,"A",8,"D",.,"A",.,"A",.,"A",.,"A",720,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710265,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2710295,22,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710305,54,0,"1",.,"A",10,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",36,"D",.,"A"
"20142",2710315,33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2710355,25,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2880,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710365,37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710395,11,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710415,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2710455,18,0,"1",50,"F",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",30,"F"
"20142",2710465,29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710475,7,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2710485,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2710495,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710535,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",25,"D",.,"A"
"20142",2710555,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",420,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710565,67,0,"1",.,"A",.,"A",.,"A",1500,"D",.,"A",.,"A",630,"D",420,"D",.,"A",.,"A",150,"D"
"20142",2710585,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",825,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710595,52,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",40,"D",.,"A"
"20142",2710665,40,0,"1",.,"A",105,"D",.,"A",.,"A",.,"A",.,"A",429,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710685,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710715,74,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",120,"D",60,"D",.,"A",.,"A",.,"A"
"20142",2710725,15,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",375,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710745,10,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710795,31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"F",.,"A",.,"A",.,"A",.,"A"
"20142",2710825,80,0,"1",.,"A",105,"D",.,"A",.,"A",.,"A",.,"A",720,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710835,38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",705,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710845,57,0,"1",.,"A",15,"D",45,"D",.,"A",.,"A",.,"A",1125,"D",.,"A",.,"A",4,"D",10,"D"
"20142",2710885,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",40,"D",.,"A"
"20142",2710895,43,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710905,65,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710935,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710945,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2710975,12,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711005,36,0,"1",.,"A",40,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711015,54,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",420,"D",.,"A",114,"D",.,"A",.,"A"
"20142",2711035,42,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",600,"D",.,"A",.,"A",.,"A"
"20142",2711045,31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711065,83,0,"1",.,"A",75,"D",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",80,"D",.,"A"
"20142",2711105,54,0,"1",1,"D",6,"D",20,"D",.,"A",.,"A",.,"A",300,"D",.,"A",99,"D",.,"A",11,"D"
"20142",2711165,30,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711175,62,0,"1",40,"D",.,"A",.,"A",.,"A",.,"A",.,"A",2400,"D",.,"A",.,"A",18,"D",60,"D"
"20142",2711185,40,0,"1",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",150,"D",35,"D",.,"A"
"20142",2711205,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",20,"D"
"20142",2711225,50,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1050,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711265,49,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",40,"D",.,"A"
"20142",2711275,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711305,31,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",129,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711325,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711335,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711355,55,0,"1",4,"F",.,"A",.,"A",.,"A",.,"A",.,"A",1665,"D",.,"A",120,"D",.,"A",12,"D"
"20142",2711415,81,0,"1",.,"A",165,"D",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711485,17,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2711515,35,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",30,"D",.,"A"
"20142",2711525,53,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",720,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711565,66,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",525,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711585,25,0,"1",.,"A",20,"D",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",150,"D",.,"A"
"20142",2711595,35,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"F",.,"A",.,"A",.,"A",200,"F"
"20142",2711615,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711625,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",330,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711635,11,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711665,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",105,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711685,40,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711705,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",675,"D",.,"A",1,"D",.,"A",.,"A"
"20142",2711715,81,0,"1",3,"D",260,"D",.,"A",.,"A",.,"A",.,"A",420,"D",.,"A",6,"D",33,"D",2,"D"
"20142",2711725,9,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2711755,29,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",540,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711775,48,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",3,"D",.,"A"
"20142",2711785,36,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",480,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711805,41,0,"1",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711835,14,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711845,48,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",210,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711855,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711875,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711885,18,0,"1",5,"D",.,"A",.,"A",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711895,58,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",540,"D",.,"A",75,"D",.,"A",.,"A"
"20142",2711955,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711965,30,0,"1",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",240,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2711985,53,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1050,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712025,11,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",90,"F",.,"A",.,"A",.,"A",.,"A"
"20142",2712065,23,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2712075,52,0,"1",.,"A",50,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712085,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2712095,11,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",49,"D"
"20142",2712105,27,0,"1",.,"A",30,"D",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",100,"D",.,"A",.,"A"
"20142",2712125,44,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1500,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712155,9,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2712185,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",12,"D",.,"A"
"20142",2712195,34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712205,33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712225,21,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712235,48,0,"1",13,"D",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",45,"F"
"20142",2712245,24,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712265,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712275,36,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2712315,7,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712345,38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",510,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712375,18,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712395,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",.,"A",16,"D",.,"A"
"20142",2712405,34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2712445,43,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",144,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712465,13,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712485,46,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",91,"D",.,"A",.,"A"
"20142",2712495,27,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712505,38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712535,50,0,"1",.,"A",82,"D",.,"A",.,"A",.,"A",.,"A",270,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712555,12,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A"
"20142",2712585,42,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712605,34,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",240,"D",.,"A",.,"A",20,"D"
"20142",2712635,31,0,"1",.,"A",5,"D",.,"A",.,"A",.,"A",.,"A",420,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712655,55,0,"1",.,"A",60,"D",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712675,51,0,"1",.,"A",25,"D",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712685,46,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1800,"D",.,"A",.,"A",10,"D",.,"A"
"20142",2712695,60,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1200,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712725,44,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1710,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712745,34,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712795,19,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712805,40,0,"1",.,"A",15,"D",.,"A",.,"A",.,"A",.,"A",1362,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712835,39,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",180,"D",.,"A",49,"D",.,"A",.,"A"
"20142",2712855,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",89,"D",.,"A",.,"A"
"20142",2712865,32,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712875,105,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3600,"D",.,"A",.,"A",100,"D",.,"A"
"20142",2712885,66,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1800,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712895,45,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712965,53,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",960,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712975,61,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1050,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2712995,38,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",300,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2713005,53,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",750,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2713015,37,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",150,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2713025,40,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",285,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2713035,49,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",960,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2713045,47,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2713085,36,0,"1",.,"A",120,"D",.,"A",.,"A",.,"A",.,"A",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2713155,28,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",900,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2713185,20,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",360,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2713205,38,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",25,"D",600,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2713225,6,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",600,"F",.,"A",.,"A",.,"A",.,"A"
"20142",2713285,41,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",405,"D",.,"A",.,"A",.,"A",.,"A"
"20142",2713335,33,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1440,"D",.,"A",.,"A",80,"D",.,"A"
"20142",2713345,16,0,"1",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A",.,"A",.,"A",60,"D"
