"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","MINAPPLY","MINA_PLY","GFTCMIN","GFTCMIN_","MIN_MO","MIN_MO_","MINPURX","MINPURX_","MINRENTX","MINR_NTX","MNAPPL1","MNAPPL1_","MNAPPL2","MNAPPL2_","MNAPPL3","MNAPPL3_","MNAPPL4","MNAPPL4_","MNAPPL5","MNAPPL5_","MNAPPL6","MNAPPL6_","MNAPPL7","MNAPPL7_","MNAPPL8","MNAPPL8_","MNAPPL9","MNAPPL9_","INSTLSCR","INST_SCR","INSTLLEX","INST_LEX"
"20141",2767122,2,1,"1","230","D","1","D","01","D",42,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767122,2,2,"1","260","D","1","D","01","D",106,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767122,2,3,"1","310","D","1","D","01","D",102,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767122,2,4,"1","500","D","1","D","01","D",104,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767122,2,5,"1","660","D","1","D","01","D",96,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767122,3,0,"1","900","D","1","D","01","D",.,"H",.,"A","900","D","460","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767122,3,1,"1","460","D","1","D","01","D",9,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767122,3,2,"1","500","D","1","D","01","D",22,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767122,3,3,"1","700","D","1","D","01","D",25,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767122,4,0,"1","490","D","1","D","12","D",75,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767142,1,0,"1","650","D","1","D","12","D",81,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767242,1,0,"1","230","D","1","D","01","D",500,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767242,2,0,"1","470","D","1","D","12","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767242,3,0,"2","320","D","1","D","11","D",13,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767242,4,0,"2","460","D","1","D","11","D",350,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767262,1,0,"1","660","D","1","D","12","D",119,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767282,1,0,"1","300","D","1","D","12","D",107,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767282,2,0,"1","395","D","1","D","12","D",53,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767292,1,0,"1","660","D","1","D","01","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767322,1,0,"1","700","D","1","D","12","D",400,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767362,1,0,"1","480","D","1","D","01","D",48,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767362,2,0,"1","480","D","1","D","01","D",37,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767362,3,0,"1","540","D","1","D","12","D",300,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767392,1,0,"1","330","D","1","D","01","D",10,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767433,1,0,"1","300","D","1","D","01","D",35,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767433,2,0,"1","650","D","1","D","01","D",214,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767433,3,0,"1","660","D","3","D","12","D",32,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767433,4,0,"1","470","D","3","D","12","D",25,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767433,5,0,"1","470","D","3","D","12","D",8,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767445,1,0,"1","800","D","1","D","01","D",.,"H",.,"A","330","D","320","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767445,1,1,"1","330","D","1","D","01","D",40,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767445,1,2,"1","320","D","1","D","01","D",110,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767472,1,0,"1","640","D","1","D","12","D",900,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2767472,2,0,"1","660","D","1","D","11","D",110,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767472,3,0,"1","350","D","1","D","11","D",27,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767472,4,0,"2","240","D","1","D","11","D",39,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767493,2,0,"1","230","D","3","D","12","D",15,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767493,3,0,"1","540","D","1","D","12","D",15,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767502,1,0,"1","240","D","1","D","12","D",26,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767502,2,0,"1","660","D","1","D","11","D",36,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767502,3,0,"1","640","D","1","D","11","D",433,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2767502,4,0,"1","645","D","1","D","11","D",15,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767502,5,0,"1","750","D","1","D","12","D",134,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767502,6,0,"1","660","D","1","D","12","D",129,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767502,7,0,"1","460","D","1","D","12","D",31,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767602,1,0,"1","240","D","1","D","12","D",60,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767602,2,0,"1","660","D","1","D","01","D",33,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767622,1,0,"1","230","D","1","D","11","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767622,2,0,"1","645","D","1","D","12","D",109,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767622,3,0,"1","320","D","1","D","11","D",250,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767622,4,0,"1","330","D","1","D","11","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767622,5,0,"1","330","D","3","D","12","D",65,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767622,6,0,"1","480","D","3","D","12","D",174,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767622,7,0,"2","260","D","1","D","11","D",328,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767652,2,0,"1","320","D","1","D","12","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767652,3,0,"1","480","D","1","D","01","D",300,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767682,1,0,"1","230","D","1","D","11","D",42,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767682,2,0,"1","240","D","1","D","11","D",20,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767682,3,0,"1","645","D","1","D","11","D",60,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767682,4,0,"1","750","D","1","D","11","D",9,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767682,5,0,"1","310","D","1","D","12","D",35,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767752,1,0,"1","350","D","1","D","01","D",15,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767772,1,0,"1","300","D","1","D","12","D",130,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767832,1,0,"1","650","D","1","D","12","D",65,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767852,1,0,"1","645","D","1","D","12","D",250,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767972,1,0,"1","260","D","1","D","11","D",97,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767972,2,0,"1","660","D","1","D","12","D",108,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767972,3,0,"1","350","D","1","D","01","D",149,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767992,1,0,"1","240","D","1","D","12","D",18,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767992,2,0,"1","660","D","1","D","01","D",9,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2767992,3,0,"1","440","D","1","D","01","D",9,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2768002,1,0,"1","480","D","1","D","12","D",300,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768042,1,0,"1","570","D","1","D","12","D",400,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768052,1,0,"1","640","D","1","D","12","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2768052,2,0,"1","425","D","1","D","12","D",25,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2768052,3,0,"1","480","D","1","D","01","D",40,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768092,1,0,"1","800","D","1","D","11","D",.,"H",.,"A","660","D","655","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768092,1,1,"1","660","D","1","D","11","D",166,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768092,1,2,"1","655","D","1","D","11","D",334,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768092,2,0,"1","550","D","1","D","12","D",70,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768172,1,0,"1","230","D","1","D","12","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768172,2,0,"1","240","D","1","D","12","D",99,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768172,3,0,"1","300","D","1","D","12","D",120,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768202,1,0,"1","230","D","1","D","11","D",107,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768202,2,0,"1","640","D","1","D","12","D",1400,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2768242,1,0,"1","460","D","1","D","12","D",22,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768332,1,0,"1","230","D","1","D","01","D",19,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768332,2,0,"1","230","D","1","D","01","D",150,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768332,3,0,"1","230","D","1","D","01","D",50,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768332,4,0,"1","230","D","1","D","01","D",155,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768332,5,0,"1","230","D","1","D","01","D",130,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768332,6,0,"1","230","D","1","D","01","D",40,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768332,7,0,"1","640","D","1","D","01","D",75,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2768332,8,0,"1","365","D","1","D","01","D",800,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2768422,1,0,"1","230","D","1","D","12","D",22,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768422,2,0,"1","240","D","1","D","12","D",43,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768422,3,0,"1","240","D","1","D","12","D",46,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768422,4,0,"1","260","D","1","D","01","D",158,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768422,5,0,"1","655","D","1","D","12","D",169,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768422,6,0,"1","640","D","1","D","12","D",279,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2768422,7,0,"1","650","D","1","D","12","D",119,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768422,8,0,"1","320","D","1","D","11","D",129,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768422,9,0,"1","320","D","1","D","11","D",36,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768422,10,0,"1","425","D","1","D","12","D",42,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2768422,11,0,"1","440","D","1","D","12","D",88,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2768422,12,0,"1","480","D","1","D","12","D",49,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768422,13,0,"1","470","D","1","D","12","D",33,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768422,14,0,"2","390","D","1","D","11","D",93,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768502,1,0,"1","240","D","1","D","12","D",32,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768502,2,0,"1","660","D","1","D","12","D",300,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768712,1,0,"1","230","D","1","D","11","D",43,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768712,2,0,"1","645","D","1","D","01","D",21,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768732,1,0,"1","650","D","1","D","01","D",10,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768772,1,0,"1","260","D","1","D","12","D",69,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768792,1,0,"1","540","D","1","D","12","D",174,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768792,2,0,"2","320","D","1","D","11","D",65,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768812,1,0,"1","365","D","1","D","01","D",1373,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2768882,1,0,"1","230","D","1","D","12","D",10,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768882,2,0,"1","230","D","3","D","12","D",10,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768882,3,0,"1","230","D","3","D","11","D",14,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768955,2,0,"1","230","D","1","D","11","D",16,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768955,3,0,"1","260","D","1","D","11","D",46,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768955,4,0,"1","330","D","1","D","12","D",80,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768972,1,0,"1","270","D","1","D","11","D",27,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2768992,1,0,"1","655","D","1","D","12","D",326,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769132,1,0,"1","240","D","1","D","12","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769132,2,0,"1","350","D","1","D","11","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769162,1,0,"1","230","D","1","D","12","D",75,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769162,2,0,"1","390","D","1","D","01","D",80,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769182,2,0,"1","270","D","1","D","01","D",31,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769182,3,0,"1","640","D","1","D","12","D",400,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2769192,1,0,"1","700","D","1","D","12","D",600,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769192,2,0,"1","660","D","1","D","12","D",299,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769192,3,0,"1","470","D","1","D","01","D",150,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769212,1,0,"1","230","D","1","D","12","D",30,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769212,2,0,"1","260","D","1","D","12","D",60,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769212,3,0,"1","700","D","1","D","12","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769212,4,0,"1","350","D","1","D","12","D",25,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769212,5,0,"1","480","D","1","D","12","D",200,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769222,1,0,"1","260","D","1","D","01","D",560,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769222,2,0,"1","645","D","1","D","01","D",50,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769222,3,0,"1","470","D","1","D","01","D",50,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769262,1,0,"1","660","D","1","D","01","D",16,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769262,2,0,"1","320","D","1","D","12","D",89,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769262,3,0,"1","365","D","1","D","12","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2769312,2,0,"1","230","D","1","D","12","D",21,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769312,3,0,"1","640","D","1","D","12","D",368,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A","2","D",.,"A"
"20141",2769312,4,0,"1","660","D","1","D","12","D",53,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769312,5,0,"1","700","D","1","D","12","D",210,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769312,6,0,"1","700","D","1","D","12","D",525,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769332,1,0,"1","655","D","1","D","01","D",212,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769342,1,0,"1","395","D","3","D","11","D",55,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769352,1,0,"1","230","D","3","D","12","D",16,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769352,2,0,"1","230","D","3","D","12","D",43,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769352,3,0,"1","660","D","1","D","12","D",7,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769352,4,0,"1","460","D","1","D","12","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769352,5,0,"1","460","D","1","D","12","D",35,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769352,6,0,"1","395","D","1","D","01","D",130,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769352,7,0,"1","500","D","1","D","01","D",47,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769352,8,0,"2","500","D","1","D","11","D",25,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769365,1,0,"1","270","D","1","D","01","D",120,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769365,2,0,"1","320","D","1","D","01","D",100,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769412,1,0,"1","230","D","1","D","11","D",33,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769422,1,0,"1","300","D","1","D","11","D",530,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
"20141",2769422,2,0,"1","300","D","1","D","12","D",150,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A"
