"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMLOC","NUMLOC_","LOCLODGX","LOCL_DGX","ALCMEALX","ALCM_ALX","ALCGROCX","ALCG_OCX","LOCADMSX","LOCA_MSX","FOODLCDL","FOOD_CDL","LODGLCDL","LODG_CDL","ENTRLCDL","ENTR_CDL","ELSELCDL","ELSE_CDL","QLCMLAX","QLCMLAX_","QLCGLAX","QLCGLAX_"
"20144",2814563,46,0,"1",26,"D",325,"D",.,"A",25,"D",.,"A",,"A",,"A",,"A",,"A",.,"A",175,"D"
"20144",2815003,13,0,"1",1,"D",120,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",200,"D",.,"A"
"20144",2818423,39,0,"1",2,"D",800,"D",100,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",200,"D",.,"A"
"20144",2818493,29,0,"1",1,"D",386,"D",1,"F",.,"A",.,"A",,"A",,"A",,"A",,"A",129,"F",.,"A"
"20144",2819063,31,0,"1",1,"D",190,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",40,"D",.,"A"
"20144",2819163,20,0,"1",1,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",13,"D"
"20144",2819383,13,0,"1",2,"D",.,"A",3,"G",4,"G",.,"A",,"A",,"A",,"A",,"A",62,"G",56,"G"
"20144",2823403,38,0,"1",3,"D",600,"D",1,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",129,"D",.,"A"
"20144",2824073,11,0,"1",2,"D",40,"D",.,"A",50,"D",.,"A",,"A",,"A",,"A",,"A",.,"A",50,"D"
"20144",2824473,39,0,"1",1,"D",86,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20144",2837593,15,0,"1",2,"D",50,"G",10,"D",.,"A",.,"A","2","D","1","D","2","D","2","D",290,"D",.,"A"
"20144",2839593,37,0,"1",2,"D",250,"D",40,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",110,"D",.,"A"
"20144",2843093,39,0,"1",1,"D",250,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",40,"D",.,"A"
"20144",2844683,56,0,"1",3,"D",204,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",135,"D",.,"A"
"20144",2869633,30,0,"1",1,"D",80,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20144",2873593,31,0,"1",3,"D",.,"A",10,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",70,"D",.,"A"
"20144",2876083,10,0,"1",1,"D",50,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20144",2876143,41,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",200,"D",20,"D"
"20144",2876223,15,0,"1",1,"D",119,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20144",2901642,48,0,"1",1,"D",200,"D",40,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",0,"D",.,"A"
"20144",2903562,36,0,"1",1,"D",120,"D",170,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",0,"D",.,"A"
"20144",2904892,19,0,"1",1,"D",72,"D",4,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",46,"D",.,"A"
"20144",2906362,47,0,"1",1,"D",200,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20144",2907882,9,0,"1",2,"D",160,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",40,"D",.,"A"
"20144",2908453,59,0,"1",3,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",75,"D",.,"A"
"20144",2908762,29,0,"1",1,"D",200,"D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",250,"D",.,"A"
"20144",2909322,32,0,"1",3,"D",370,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",210,"D",50,"D"
"20144",2909472,61,0,"1",1,"D",215,"G",34,"G",15,"D",.,"A","1","D","1","D","2","D","1","D",101,"G",5,"D"
"20144",2910832,51,0,"1",1,"D",120,"D",20,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",60,"D",.,"A"
"20144",2911082,37,0,"1",2,"D",160,"D",.,"A",.,"A",100,"D",,"A",,"A",,"A",,"A",150,"D",.,"A"
"20144",2924532,94,0,"1",1,"D",156,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20144",2924832,74,0,"1",4,"D",180,"D",.,"A",30,"D",.,"A",,"A",,"A",,"A",,"A",.,"A",70,"D"
"20144",2925512,45,0,"1",12,"D",700,"D",150,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",250,"D",.,"A"
"20144",2928712,27,0,"1",1,"D",143,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",43,"D",.,"A"
"20144",2929492,23,0,"1",5,"D",530,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",80,"D",.,"A"
"20144",2931872,41,0,"1",1,"D",100,"D",.,"A",.,"A",300,"D",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20144",2932402,21,0,"1",2,"D",461,"G",74,"G",.,"A",350,"D","1","D","1","D","2","D","2","D",265,"G",.,"A"
"20144",2945042,39,0,"1",2,"D",40,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20144",2945782,25,0,"1",2,"D",250,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",200,"D",.,"A"
"20144",2946142,34,0,"1",2,"D",200,"D",.,"A",.,"A",18,"D",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20144",2946372,34,0,"1",1,"D",216,"G",65,"G",11,"G",.,"A",,"A",,"A",,"A",,"A",84,"G",24,"G"
"20144",2948732,27,0,"1",2,"D",100,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",30,"D",.,"A"
"20144",2949482,45,0,"1",1,"D",160,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",75,"D",.,"A"
"20144",2950342,67,0,"1",2,"D",200,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",40,"D",.,"A"
"20144",2951352,15,0,"1",2,"D",200,"D",.,"A",.,"A",150,"D",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20144",2951662,65,0,"1",1,"D",110,"D",30,"D",.,"A",16,"F",,"A",,"A",,"A",,"A",40,"D",5,"D"
"20144",2951872,29,0,"1",1,"D",.,"A",25,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",0,"D",.,"A"
"20144",2952172,51,0,"1",1,"D",200,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20144",2954632,15,0,"1",1,"D",62,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","2","D",40,"D",.,"A"
"20144",2955732,29,0,"1",4,"D",660,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",128,"D",.,"A"
"20144",2972862,53,0,"1",7,"D",800,"D",.,"A",75,"D",.,"A",,"A",,"A",,"A",,"A",250,"D",0,"D"
"20144",2995083,21,0,"1",1,"D",372,"G",3,"G",2,"G",5,"G",,"A",,"A",,"A",,"A",11,"G",7,"G"
"20144",3000892,30,0,"1",8,"D",70,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20144",3010673,4,0,"1",3,"D",120,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",30,"D"
"20144",3011003,27,0,"1",1,"D",120,"D",30,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20151",2785245,50,0,"1",1,"D",40,"D",40,"D",.,"A",70,"D",,"A",,"A",,"A",,"A",80,"D",.,"A"
"20151",2786245,44,0,"1",1,"D",69,"D",30,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",45,"D",.,"A"
"20151",2786915,55,0,"1",1,"D",15,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","2","D",30,"D",.,"A"
"20151",2787475,55,0,"1",2,"D",154,"D",.,"A",.,"A",25,"D",,"A",,"A",,"A",,"A",40,"D",.,"A"
"20151",2788305,44,0,"1",3,"D",320,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2789175,50,0,"1",1,"D",220,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2790005,23,0,"1",4,"D",148,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2791375,7,0,"1",8,"D",.,"A",14,"G",19,"G",.,"A",,"A",,"A",,"A",,"A",168,"G",19,"G"
"20151",2791935,13,0,"1",2,"D",160,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","2","D",30,"D",45,"D"
"20151",2794335,51,0,"1",2,"D",.,"A",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",106,"D",.,"A"
"20151",2794405,31,0,"1",1,"D",340,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","2","D",100,"D",.,"A"
"20151",2796555,49,0,"1",2,"D",210,"D",24,"D",.,"A",62,"D",,"A",,"A",,"A",,"A",83,"D",.,"A"
"20151",2798435,48,0,"1",1,"D",80,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2800335,48,0,"1",1,"D",143,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2804075,76,0,"1",3,"D",400,"D",60,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",140,"D",80,"D"
"20151",2805125,48,0,"1",2,"D",240,"D",.,"A",.,"A",200,"D",,"A",,"A",,"A",,"A",240,"D",.,"A"
"20151",2806055,43,0,"1",2,"D",.,"A",.,"A",.,"A",80,"D",,"A",,"A",,"A",,"A",80,"D",15,"D"
"20151",2809085,53,0,"1",5,"D",700,"D",200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",800,"D",.,"A"
"20151",2809315,57,0,"1",1,"D",100,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2811095,37,0,"1",1,"D",90,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",20,"D",.,"A"
"20151",2811975,57,0,"1",1,"D",97,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2813465,63,0,"1",1,"D",100,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20151",2814624,49,0,"1",1,"D",111,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2822184,62,0,"1",6,"D",801,"G",109,"G",.,"A",213,"G","1","D","1","D","1","D","2","D",448,"G",.,"A"
"20151",2824474,55,0,"1",1,"D",39,"G",7,"G",.,"A",.,"A","1","D","1","D","2","D","2","D",28,"G",.,"A"
"20151",2841284,29,0,"1",2,"D",300,"D",20,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",80,"D",.,"A"
"20151",2846314,63,0,"1",1,"D",100,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2846794,25,0,"1",1,"D",129,"D",25,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20151",2846884,21,0,"1",10,"D",450,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",250,"D",.,"A"
"20151",2867264,11,0,"1",4,"D",400,"D",15,"F",.,"A",.,"A",,"A",,"A",,"A",,"A",45,"F",.,"A"
"20151",2867864,12,0,"1",2,"D",100,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",30,"D",.,"A"
"20151",2875024,60,0,"1",1,"D",45,"D",150,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",350,"D",.,"A"
"20151",2876784,29,0,"1",3,"D",600,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2902503,32,0,"1",2,"D",200,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20151",2904713,18,0,"1",2,"D",414,"F",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"F",.,"A"
"20151",2905353,58,0,"1",4,"D",600,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",200,"D",.,"A"
"20151",2907273,11,0,"1",2,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20151",2909453,30,0,"1",1,"D",130,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",60,"D",.,"A"
"20151",2911163,62,0,"1",1,"D",120,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",12,"D",.,"A"
"20151",2925603,33,0,"1",1,"D",85,"D",50,"D",.,"A",40,"D",,"A",,"A",,"A",,"A",20,"D",.,"A"
"20151",2927193,41,0,"1",1,"D",.,"A",33,"G",.,"A",.,"A","1","D","2","D","2","D","2","D",108,"G",50,"D"
"20151",2931543,44,0,"1",1,"D",170,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","1","D",100,"D",20,"D"
"20151",2932703,107,0,"1",1,"D",60,"G",24,"G",.,"A",26,"G","1","D","1","D","1","D","2","D",70,"G",.,"A"
"20151",2946463,56,0,"1",1,"D",45,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2946873,35,0,"1",2,"D",150,"D",.,"A",.,"A",300,"D",,"A",,"A",,"A",,"A",150,"D",.,"A"
"20151",2947463,21,0,"1",6,"D",6300,"D",.,"A",.,"A",240,"D",,"A",,"A",,"A",,"A",1200,"D",.,"A"
"20151",2947943,20,0,"1",3,"D",300,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20151",2947993,35,0,"1",1,"D",85,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",15,"D",.,"A"
"20151",2948333,73,0,"1",2,"D",1050,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",250,"D",.,"A"
"20151",2948803,67,0,"1",1,"D",60,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",60,"D",.,"A"
"20151",2949393,70,0,"1",1,"D",140,"D",30,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",40,"D",.,"A"
"20151",2951813,42,0,"1",14,"D",275,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",140,"D",.,"A"
"20151",2953583,36,0,"1",2,"D",200,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20151",2954983,82,0,"1",6,"D",132,"D",40,"D",.,"A",20,"D",,"A",,"A",,"A",,"A",110,"D",30,"D"
"20151",2955663,49,0,"1",1,"D",180,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",24,"D",.,"A"
"20151",2967702,32,0,"1",10,"D",3508,"G",613,"G",16,"G",1465,"G","1","D","1","D","1","D","1","D",1652,"G",70,"G"
"20151",2969582,48,0,"1",1,"D",224,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2970222,55,0,"1",1,"D",174,"G",.,"A",.,"A",46,"G","2","D","1","D","1","D","2","D",.,"A",.,"A"
"20151",2971212,17,0,"1",1,"D",175,"D",15,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",85,"D",.,"A"
"20151",2972322,19,0,"1",1,"D",150,"D",35,"D",.,"A",100,"D",,"A",,"A",,"A",,"A",165,"D",.,"A"
"20151",2974702,30,0,"1",1,"D",150,"D",10,"D",.,"A",80,"D",,"A",,"A",,"A",,"A",190,"D",10,"D"
"20151",2974752,12,0,"1",1,"D",100,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",2975492,18,0,"1",13,"D",1100,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",75,"D"
"20151",2976552,31,0,"1",1,"D",250,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20151",2977325,56,0,"1",2,"D",125,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",121,"D",.,"A"
"20151",2989132,60,0,"1",2,"D",400,"D",15,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",31,"D",.,"A"
"20151",2990782,22,0,"1",2,"D",200,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",50,"D",.,"A"
"20151",2991542,63,0,"1",1,"D",139,"D",300,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",80,"D",.,"A"
"20151",2991582,30,0,"1",2,"D",64,"G",8,"G",.,"A",.,"A","1","D","1","D","2","D","2","D",228,"G",.,"A"
"20151",2992822,69,0,"1",1,"D",100,"G",1,"G",.,"A",3,"G",,"A",,"A",,"A",,"A",155,"G",1,"G"
"20151",3002762,24,0,"1",1,"D",430,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",.,"A",.,"A"
"20151",3005102,19,0,"1",7,"D",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"F",.,"A"
"20151",3007312,51,0,"1",2,"D",331,"G",50,"G",.,"A",.,"A","1","D","1","D","2","D","2","D",209,"G",.,"A"
"20151",3007942,54,0,"1",1,"D",120,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",150,"D",.,"A"
"20151",3009592,42,0,"1",2,"D",55,"D",5,"D",.,"A",17,"D",,"A",,"A",,"A",,"A",25,"D",30,"D"
"20151",3009822,41,0,"1",2,"D",660,"G",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",100,"D",.,"A"
"20151",3033792,5,0,"1",2,"D",40,"D",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",10,"D",.,"A"
"20151",3033833,12,0,"1",7,"D",230,"G",.,"A",.,"A",.,"A","2","D","1","D","2","D","2","D",70,"D",.,"A"
