"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","S17CODEA","S17C_DEA","S17GFTCA","S17G_TCA","SUBEXPX","SUBEXPX_","SUBMO","SUBMO_"
"20143",2722985,50,0,"1","150","D","1","D",53,"D","05","D"
"20143",2722985,51,0,"1","210","D","1","D",30,"D","05","D"
"20143",2722995,22,0,"1","510","D","1","D",50,"D","06","D"
"20143",2722995,23,0,"2","200","D","1","D",35,"D","04","D"
"20143",2723105,43,0,"1","210","D","1","D",18,"D","06","D"
"20143",2723205,27,0,"1","510","D","1","D",10,"D","05","D"
"20143",2723205,28,0,"1","320","D","1","D",15,"D","06","D"
"20143",2723205,29,0,"1","350","D","1","D",8,"D","13","D"
"20143",2723245,29,0,"1","510","D","1","D",100,"D","04","D"
"20143",2723245,30,0,"1","510","D","1","D",100,"D","05","D"
"20143",2723245,31,0,"1","510","D","1","D",100,"D","06","D"
"20143",2723245,32,0,"1","310","D","1","D",60,"D","06","D"
"20143",2723245,33,0,"1","360","D","1","D",22,"D","13","D"
"20143",2723245,34,0,"2","310","D","1","D",50,"D","04","D"
"20143",2723295,39,0,"1","510","D","1","D",225,"D","06","D"
"20143",2723295,40,0,"1","510","D","1","D",60,"D","06","D"
"20143",2723295,41,0,"1","310","D","1","D",72,"D","05","D"
"20143",2723375,55,0,"1","610","D","1","D",30,"D","04","D"
"20143",2723375,56,0,"1","160","D","1","D",8,"D","04","D"
"20143",2723375,57,0,"1","160","D","1","D",8,"D","05","D"
"20143",2723375,58,0,"1","160","D","1","D",8,"D","06","D"
"20143",2723385,19,0,"1","830","D","1","D",35,"D","04","D"
"20143",2723455,37,0,"1","360","D","1","D",40,"D","13","D"
"20143",2723505,35,0,"1","500","D","1","D",75,"D","05","D"
"20143",2723505,36,0,"1","500","D","1","D",35,"D","05","D"
"20143",2723515,12,0,"1","500","D","1","D",10,"D","05","D"
"20143",2723515,13,0,"1","210","D","1","D",30,"D","06","D"
"20143",2723565,27,0,"1","830","D","1","D",20,"D","13","D"
"20143",2723565,28,0,"1","360","D","1","D",10,"D","13","D"
"20143",2723605,22,0,"1","830","D","1","D",78,"D","13","D"
"20143",2723605,23,0,"1","210","D","1","D",30,"D","04","D"
"20143",2723605,24,0,"1","400","D","1","D",100,"D","05","D"
"20143",2723645,18,0,"1","500","D","1","D",200,"D","05","D"
"20143",2723715,36,0,"1","830","D","1","D",41,"D","13","D"
"20143",2723715,37,0,"1","840","D","1","D",50,"D","04","D"
"20143",2723715,38,0,"1","820","D","1","D",89,"D","04","D"
"20143",2723715,39,0,"1","500","D","1","D",202,"D","05","D"
"20143",2723715,40,0,"1","150","D","1","D",23,"D","04","D"
"20143",2723715,41,0,"1","150","D","1","D",23,"D","05","D"
"20143",2723715,42,0,"1","150","D","1","D",23,"D","06","D"
"20143",2723715,43,0,"2","150","D","1","D",23,"D","04","D"
"20143",2723725,43,0,"1","510","D","1","D",20,"D","06","D"
"20143",2723775,24,0,"1","830","D","1","D",15,"D","13","D"
"20143",2723775,25,0,"1","510","D","1","D",40,"D","04","D"
"20143",2723775,26,0,"1","510","D","1","D",40,"D","05","D"
"20143",2723775,27,0,"1","510","D","1","D",40,"D","06","D"
"20143",2723825,35,0,"1","830","D","1","D",3,"D","13","D"
"20143",2723885,10,0,"1","350","D","1","D",20,"D","06","D"
"20143",2723895,52,0,"1","830","D","1","D",38,"D","04","D"
"20143",2723895,53,0,"1","610","D","1","D",185,"D","04","D"
"20143",2723895,54,0,"1","600","D","1","D",13,"D","04","D"
"20143",2723895,55,0,"1","210","D","1","D",10,"D","04","D"
"20143",2723895,56,0,"1","210","D","1","D",40,"D","05","D"
"20143",2723895,57,0,"1","210","D","1","D",25,"D","06","D"
"20143",2723895,58,0,"1","210","D","2","D",28,"D","05","D"
"20143",2723915,19,0,"1","510","D","1","D",100,"D","06","D"
"20143",2723935,26,0,"1","200","D","1","D",3,"D","05","D"
"20143",2723935,27,0,"1","210","D","1","D",1,"D","06","D"
"20143",2723935,28,0,"1","350","D","1","D",5,"D","13","D"
"20143",2723935,29,0,"1","400","D","1","D",20,"D","04","D"
"20143",2723935,30,0,"1","400","D","1","D",20,"D","06","D"
"20143",2723975,45,0,"1","830","D","1","D",38,"D","13","D"
"20143",2723975,46,0,"1","840","D","1","D",55,"D","06","D"
"20143",2723975,47,0,"1","840","D","1","D",110,"D","06","D"
"20143",2723975,48,0,"1","820","D","1","D",30,"D","06","D"
"20143",2723975,49,0,"1","500","D","1","D",550,"D","05","D"
"20143",2723975,50,0,"1","600","D","1","D",2300,"D","05","D"
"20143",2723975,51,0,"1","150","D","1","D",16,"D","05","D"
"20143",2723975,52,0,"1","360","D","1","D",8,"D","13","D"
"20143",2724065,15,0,"1","510","D","1","D",9,"D","06","D"
"20143",2724105,22,0,"1","840","D","1","D",87,"D","04","D"
"20143",2724145,29,0,"1","840","D","1","D",40,"D","04","D"
"20143",2724195,15,0,"1","210","D","1","D",10,"D","06","D"
"20143",2724195,16,0,"1","300","D","1","D",10,"D","06","D"
"20143",2724205,21,0,"1","510","D","1","D",33,"D","04","D"
"20143",2724205,22,0,"1","510","D","1","D",33,"D","05","D"
"20143",2724205,23,0,"1","510","D","1","D",33,"D","06","D"
"20143",2724205,24,0,"2","510","D","1","D",33,"D","04","D"
"20143",2724295,27,0,"1","830","D","1","D",30,"D","13","D"
"20143",2724305,35,0,"1","210","D","1","D",600,"D","06","D"
"20143",2724305,36,0,"1","150","D","1","D",120,"D","04","D"
"20143",2724305,37,0,"2","210","D","1","D",240,"D","04","D"
"20143",2724335,40,0,"1","150","D","1","D",80,"D","04","D"
"20143",2724335,41,0,"1","210","D","1","D",30,"D","05","D"
"20143",2724335,42,0,"1","210","D","1","D",10,"D","06","D"
"20143",2724335,43,0,"1","350","D","1","D",25,"D","13","D"
"20143",2724335,44,0,"2","150","D","1","D",36,"D","04","D"
"20143",2724355,35,0,"1","830","D","1","D",55,"D","13","D"
"20143",2724355,36,0,"1","600","D","1","D",250,"D","06","D"
"20143",2724355,37,0,"1","150","D","1","D",50,"D","06","D"
"20143",2724355,38,0,"1","350","D","1","D",5,"D","13","D"
"20143",2724355,39,0,"2","600","D","1","D",300,"D","04","D"
"20143",2724365,30,0,"1","340","D","1","D",30,"D","06","D"
"20143",2724375,23,0,"1","510","D","1","D",18,"D","04","D"
"20143",2724375,24,0,"2","350","D","1","D",12,"D","04","D"
"20143",2724455,12,0,"1","510","D","1","D",11,"D","06","D"
"20143",2724495,41,0,"1","500","D","1","D",175,"D","05","D"
"20143",2724495,42,0,"1","500","D","1","D",149,"D","05","D"
"20143",2724735,30,0,"1","350","D","1","D",2,"D","13","D"
"20143",2724775,44,0,"1","840","D","1","D",120,"D","06","D"
"20143",2724775,45,0,"1","830","D","1","D",350,"D","06","D"
"20143",2724775,46,0,"1","800","D","1","D",80,"D","07","D"
"20143",2724775,47,0,"1","510","D","1","D",40,"D","05","D"
"20143",2724775,48,0,"1","160","D","1","D",20,"D","06","D"
"20143",2724775,49,0,"1","160","D","1","D",10,"D","07","D"
"20143",2724775,50,0,"1","210","D","1","D",100,"D","05","D"
"20143",2724775,51,0,"1","210","D","1","D",75,"D","06","D"
"20143",2724775,52,0,"1","210","D","1","D",35,"D","07","D"
"20143",2724775,53,0,"1","370","D","1","D",18,"D","05","D"
"20143",2724775,54,0,"1","350","D","1","D",25,"D","05","D"
"20143",2724795,28,0,"2","510","D","1","D",80,"D","05","D"
"20143",2724905,37,0,"1","150","D","1","D",15,"D","05","D"
"20143",2724905,38,0,"1","150","D","1","D",15,"D","06","D"
"20143",2724905,39,0,"1","150","D","1","D",15,"D","07","D"
"20143",2724905,40,0,"1","500","D","1","D",380,"D","05","D"
"20143",2724905,41,0,"1","500","D","1","D",380,"D","06","D"
"20143",2724905,42,0,"1","500","D","1","D",380,"D","07","D"
"20143",2724905,43,0,"1","210","D","1","D",30,"D","05","D"
"20143",2724905,44,0,"1","210","D","1","D",30,"D","06","D"
"20143",2724905,45,0,"1","210","D","1","D",30,"D","07","D"
"20143",2724905,46,0,"1","350","D","1","D",2,"D","13","D"
"20143",2724925,29,0,"1","210","D","1","D",18,"D","07","D"
"20143",2724925,30,0,"1","360","D","1","D",8,"D","13","D"
"20143",2724925,31,0,"2","210","D","1","D",20,"D","05","D"
"20143",2725055,48,0,"1","830","D","1","D",5,"D","06","D"
"20143",2725055,49,0,"1","510","D","1","D",12,"D","06","D"
"20143",2725055,50,0,"1","340","D","1","D",30,"D","05","D"
"20143",2725055,51,0,"1","340","D","1","D",30,"D","06","D"
"20143",2725055,52,0,"1","340","D","1","D",30,"D","07","D"
"20143",2725055,53,0,"2","830","D","1","D",55,"D","05","D"
"20143",2725055,54,0,"2","830","D","1","D",100,"D","05","D"
"20143",2725145,9,0,"1","150","D","1","D",75,"D","07","D"
"20143",2725145,10,0,"1","150","D","1","D",39,"D","07","D"
"20143",2725155,28,0,"1","510","D","1","D",30,"D","06","D"
"20143",2725205,10,0,"1","830","D","1","D",35,"D","13","D"
"20143",2725205,11,0,"1","610","D","1","D",60,"D","06","D"
"20143",2725205,12,0,"1","510","D","1","D",25,"D","05","D"
"20143",2725205,13,0,"1","510","D","1","D",15,"D","07","D"
"20143",2725205,14,0,"1","360","D","1","D",10,"D","13","D"
"20143",2725215,45,0,"1","830","D","1","D",30,"D","13","D"
"20143",2725215,46,0,"1","410","D","1","D",10,"D","05","D"
"20143",2725215,47,0,"1","410","D","1","D",10,"D","06","D"
"20143",2725215,48,0,"1","410","D","1","D",10,"D","07","D"
"20143",2725215,49,0,"1","360","D","1","D",9,"D","13","D"
"20143",2725245,24,0,"1","800","D","1","D",110,"D","13","D"
"20143",2725255,16,0,"1","350","D","1","D",10,"D","13","D"
"20143",2725275,24,0,"2","840","D","1","D",45,"D","05","D"
"20143",2725285,23,0,"1","830","D","1","D",35,"D","13","D"
"20143",2725285,24,0,"1","410","D","1","D",40,"D","07","D"
"20143",2725295,35,0,"1","500","D","1","D",40,"D","05","D"
"20143",2725295,36,0,"1","510","D","1","D",12,"D","07","D"
"20143",2725295,37,0,"1","350","D","1","D",2,"D","07","D"
"20143",2725295,38,0,"2","500","D","1","D",45,"D","05","D"
"20143",2725385,19,0,"1","830","D","1","D",30,"D","13","D"
"20143",2725385,20,0,"1","150","D","1","D",50,"D","07","D"
"20143",2725385,21,0,"1","510","D","1","D",50,"D","07","D"
"20143",2725415,45,0,"1","830","D","1","D",26,"D","05","D"
"20143",2725415,46,0,"1","830","D","1","D",26,"D","06","D"
"20143",2725415,47,0,"1","830","D","1","D",26,"D","07","D"
"20143",2725415,48,0,"1","360","D","1","D",8,"D","13","D"
"20143",2725415,49,0,"1","360","D","1","D",8,"D","13","D"
"20143",2725495,24,0,"1","510","D","1","D",35,"D","07","D"
"20143",2725495,25,0,"1","210","D","1","D",40,"D","07","D"
"20143",2725495,26,0,"1","350","D","1","D",10,"D","05","D"
"20143",2725505,44,0,"1","210","D","1","D",48,"D","05","D"
"20143",2725505,45,0,"1","210","D","1","D",48,"D","06","D"
"20143",2725505,46,0,"1","210","D","1","D",48,"D","07","D"
"20143",2725505,47,0,"2","600","D","1","D",546,"D","05","D"
"20143",2725555,26,0,"1","350","D","1","D",10,"D","13","D"
"20143",2725575,41,0,"1","210","D","1","D",9,"D","06","D"
"20143",2725575,42,0,"1","210","D","1","D",4,"D","07","D"
"20143",2725575,43,0,"1","360","D","1","D",9,"D","13","D"
"20143",2725575,44,0,"1","370","D","1","D",90,"D","06","D"
"20143",2725575,45,0,"1","410","D","1","D",15,"D","05","D"
"20143",2725575,46,0,"1","410","D","1","D",15,"D","06","D"
"20143",2725575,47,0,"1","410","D","1","D",15,"D","07","D"
"20143",2725575,48,0,"2","360","D","1","D",9,"D","05","D"
"20143",2725625,25,0,"1","830","D","1","D",20,"D","13","D"
"20143",2725635,16,0,"1","510","D","1","D",30,"D","05","D"
"20143",2725635,17,0,"1","510","D","1","D",32,"D","06","D"
"20143",2725635,18,0,"1","510","D","1","D",34,"D","07","D"
"20143",2725635,19,0,"1","210","D","1","D",24,"D","05","D"
"20143",2725635,20,0,"1","210","D","1","D",15,"D","06","D"
"20143",2725635,21,0,"1","210","D","1","D",36,"D","07","D"
"20143",2725635,22,0,"1","360","D","1","D",8,"D","13","D"
"20143",2725635,23,0,"1","360","D","1","D",8,"D","13","D"
"20143",2725645,27,0,"1","150","D","1","D",14,"D","05","D"
"20143",2725645,28,0,"1","150","D","1","D",14,"D","06","D"
"20143",2725645,29,0,"1","150","D","1","D",14,"D","07","D"
"20143",2725645,30,0,"1","210","D","1","D",65,"D","07","D"
"20143",2725665,26,0,"1","380","D","1","D",10,"D","13","D"
"20143",2725675,17,0,"1","150","D","1","D",25,"D","07","D"
"20143",2725705,9,0,"1","160","D","1","D",20,"D","07","D"
"20143",2725745,10,0,"1","350","D","1","D",5,"D","07","D"
"20143",2725765,30,0,"1","600","D","1","D",15,"D","06","D"
"20143",2725765,31,0,"1","500","D","1","D",70,"D","07","D"
"20143",2725765,32,0,"1","210","D","1","D",10,"D","07","D"
"20143",2725765,33,0,"1","330","D","1","D",10,"D","13","D"
"20143",2725765,34,0,"1","350","D","1","D",5,"D","07","D"
"20143",2725835,11,0,"1","510","D","1","D",30,"D","07","D"
"20143",2725835,12,0,"1","350","D","1","D",10,"D","13","D"
"20143",2725855,23,0,"1","830","D","1","D",100,"D","13","D"
"20143",2725855,24,0,"1","840","D","1","D",180,"D","06","D"
"20143",2725885,29,0,"1","510","D","1","D",22,"D","05","D"
"20143",2725885,30,0,"1","510","D","1","D",22,"D","06","D"
"20143",2725885,31,0,"1","510","D","1","D",22,"D","07","D"
"20143",2725885,32,0,"1","370","D","1","D",50,"D","06","D"
"20143",2725915,24,0,"1","830","D","1","D",60,"D","13","D"
"20143",2725955,38,0,"1","510","D","1","D",30,"D","05","D"
"20143",2725955,39,0,"1","510","D","1","D",30,"D","07","D"
"20143",2726025,22,0,"1","830","D","1","D",70,"D","13","D"
"20143",2726105,76,0,"1","830","D","1","D",190,"D","13","D"
"20143",2726105,77,0,"1","610","D","1","D",50,"D","05","D"
"20143",2726105,78,0,"1","610","D","1","D",50,"D","06","D"
"20143",2726105,79,0,"1","610","D","1","D",50,"D","07","D"
"20143",2726105,80,0,"1","840","D","1","D",75,"D","06","D"
"20143",2726105,81,0,"1","500","D","1","D",400,"D","05","D"
"20143",2726105,82,0,"1","500","D","1","D",200,"D","06","D"
"20143",2726105,83,0,"1","510","D","1","D",300,"D","07","D"
"20143",2726105,84,0,"1","160","D","1","D",10,"D","06","D"
"20143",2726105,85,0,"1","210","D","1","D",20,"D","05","D"
"20143",2726105,86,0,"1","210","D","1","D",50,"D","07","D"
"20143",2726105,87,0,"1","360","D","1","D",10,"D","13","D"
"20143",2726105,88,0,"1","330","D","1","D",20,"D","06","D"
"20143",2726105,89,0,"1","400","D","1","D",10,"D","06","D"
"20143",2726105,90,0,"1","350","D","1","D",10,"D","06","D"
"20143",2726105,91,0,"1","350","D","1","D",10,"D","06","D"
"20143",2726135,42,0,"1","350","D","1","D",12,"D","07","D"
"20143",2726205,22,0,"1","160","D","1","D",20,"D","07","D"
"20143",2726215,34,0,"1","800","D","1","D",85,"D","07","D"
"20143",2726215,35,0,"1","610","D","1","D",150,"D","06","D"
"20143",2726215,36,0,"1","610","D","1","D",120,"D","07","D"
"20143",2726215,37,0,"1","610","D","1","D",50,"D","06","D"
"20143",2726215,38,0,"1","150","D","1","D",16,"D","06","D"
"20143",2726215,39,0,"1","150","D","1","D",16,"D","05","D"
"20143",2726215,40,0,"1","150","D","1","D",35,"D","07","D"
"20143",2726215,41,0,"1","380","D","1","D",10,"D","13","D"
"20143",2726215,42,0,"1","360","D","1","D",85,"D","06","D"
"20143",2726245,41,0,"1","210","D","1","D",10,"D","07","D"
"20143",2726245,42,0,"1","360","D","1","D",24,"D","13","D"
"20143",2726265,25,0,"1","210","D","1","D",34,"D","05","D"
"20143",2726265,26,0,"1","210","D","1","D",30,"D","06","D"
"20143",2726265,27,0,"1","500","D","1","D",80,"D","07","D"
"20143",2726265,28,0,"1","160","D","1","D",8,"D","05","D"
"20143",2726265,29,0,"1","160","D","1","D",8,"D","06","D"
"20143",2726285,23,0,"1","510","D","1","D",30,"D","06","D"
"20143",2726285,24,0,"1","160","D","1","D",2,"D","05","D"
"20143",2726285,25,0,"1","160","D","1","D",2,"D","07","D"
"20143",2726285,26,0,"2","160","D","1","D",2,"D","05","D"
"20143",2726295,30,0,"1","830","D","1","D",78,"D","13","D"
"20143",2726295,31,0,"1","500","D","1","D",28,"D","05","D"
"20143",2726295,32,0,"1","150","D","1","D",70,"D","06","D"
"20143",2726295,33,0,"1","150","D","1","D",27,"D","05","D"
"20143",2726295,34,0,"1","150","D","1","D",25,"D","06","D"
"20143",2726295,35,0,"1","150","D","1","D",50,"D","07","D"
"20143",2726295,36,0,"1","400","D","1","D",21,"D","06","D"
"20143",2726345,33,0,"1","840","D","1","D",8,"D","06","D"
"20143",2726345,34,0,"1","840","D","1","D",8,"D","07","D"
"20143",2726345,35,0,"1","510","D","1","D",80,"D","06","D"
"20143",2726345,36,0,"1","510","D","1","D",80,"D","07","D"
"20143",2726345,37,0,"1","360","D","1","D",15,"D","13","D"
"20143",2726345,38,0,"1","360","D","1","D",9,"D","13","D"
"20143",2726345,39,0,"2","840","D","1","D",8,"D","05","D"
"20143",2726345,40,0,"2","510","D","1","D",80,"D","05","D"
"20143",2726525,25,0,"1","350","D","1","D",6,"D","13","D"
"20143",2726545,39,0,"1","150","D","1","D",12,"D","05","D"
"20143",2726545,40,0,"1","150","D","1","D",12,"D","06","D"
"20143",2726545,41,0,"1","150","D","1","D",12,"D","07","D"
"20143",2726615,6,0,"2","510","D","1","D",21,"D","05","D"
"20143",2726655,35,0,"1","360","D","1","D",8,"D","13","D"
"20143",2726775,27,0,"1","830","D","1","D",30,"D","13","D"
"20143",2726775,28,0,"1","210","D","1","D",50,"D","07","D"
"20143",2726795,20,0,"1","610","D","1","D",45,"D","06","D"
"20143",2726795,21,0,"1","510","D","1","D",20,"D","06","D"
"20143",2726795,22,0,"1","510","D","1","D",18,"D","07","D"
"20143",2726795,23,0,"1","400","D","1","D",9,"D","07","D"
"20143",2726845,12,0,"1","350","D","1","D",50,"D","13","D"
"20143",2726865,13,0,"1","830","D","1","D",70,"D","13","D"
"20143",2726885,32,0,"1","840","D","1","D",80,"D","06","D"
"20143",2726885,33,0,"1","510","D","1","D",36,"D","07","D"
"20143",2726885,34,0,"1","360","D","1","D",8,"D","13","D"
"20143",2726885,35,0,"2","600","D","1","D",80,"D","05","D"
"20143",2726905,29,0,"1","370","D","1","D",70,"D","07","D"
"20143",2726945,23,0,"1","350","D","1","D",5,"D","13","D"
"20143",2726965,52,0,"1","800","D","1","D",40,"D","07","D"
"20143",2726965,53,0,"1","830","D","1","D",40,"D","07","D"
"20143",2726965,54,0,"1","210","D","1","D",8,"D","06","D"
"20143",2726965,55,0,"1","210","D","1","D",8,"D","05","D"
"20143",2726965,56,0,"1","210","D","1","D",8,"D","07","D"
"20143",2726965,57,0,"1","400","D","1","D",5,"D","07","D"
"20143",2726985,36,0,"1","600","D","1","D",20,"D","06","D"
"20143",2726985,37,0,"1","360","D","1","D",9,"D","13","D"
"20143",2727045,24,0,"1","830","D","1","D",20,"D","13","D"
"20143",2727045,25,0,"1","510","D","1","D",40,"D","06","D"
"20143",2727045,26,0,"1","350","D","1","D",7,"D","07","D"
"20143",2727045,27,0,"2","830","D","1","D",20,"D","05","D"
"20143",2727075,36,0,"1","600","D","1","D",50,"D","06","D"
"20143",2727085,10,0,"1","360","D","1","D",8,"D","13","D"
"20143",2727105,51,0,"1","830","D","1","D",20,"D","13","D"
"20143",2727105,52,0,"1","510","D","1","D",50,"D","05","D"
"20143",2727105,53,0,"1","510","D","1","D",50,"D","06","D"
"20143",2727105,54,0,"1","510","D","1","D",50,"D","07","D"
"20143",2727105,55,0,"1","210","D","1","D",5,"D","07","D"
"20143",2727105,56,0,"1","370","D","1","D",20,"D","06","D"
"20143",2727105,57,0,"1","360","D","1","D",20,"D","13","D"
"20143",2727105,58,0,"2","510","D","1","D",25,"D","05","D"
"20143",2727105,59,0,"2","370","D","1","D",15,"D","05","D"
"20143",2727135,19,0,"1","350","D","1","D",55,"D","07","D"
"20143",2727225,36,0,"1","370","D","1","D",180,"D","06","D"
"20143",2727245,27,0,"1","510","D","1","D",28,"D","06","D"
"20143",2727245,28,0,"1","510","D","1","D",28,"D","07","D"
"20143",2727265,22,0,"1","830","D","1","D",30,"D","13","D"
"20143",2727285,30,0,"1","610","D","1","D",120,"D","06","D"
"20143",2727285,31,0,"1","840","D","1","D",78,"D","06","D"
"20143",2727285,32,0,"1","500","D","1","D",40,"D","05","D"
"20143",2727285,33,0,"1","510","D","1","D",50,"D","06","D"
"20143",2727285,34,0,"1","210","D","1","D",20,"D","06","D"
"20143",2727285,35,0,"1","210","D","1","D",28,"D","07","D"
"20143",2727285,36,0,"1","310","D","1","D",36,"D","07","D"
"20143",2727285,37,0,"1","350","D","1","D",12,"D","13","D"
"20143",2727325,36,0,"1","840","D","1","D",75,"D","06","D"
"20143",2727325,37,0,"1","350","D","1","D",10,"D","07","D"
"20143",2727385,21,0,"1","830","D","1","D",25,"D","13","D"
"20143",2727415,13,0,"1","830","D","1","D",65,"D","13","D"
"20143",2727435,14,0,"1","510","D","1","D",50,"D","07","D"
"20143",2727445,12,0,"1","150","D","1","D",17,"D","06","D"
"20143",2727445,13,0,"1","150","D","1","D",17,"D","07","D"
"20143",2727455,29,0,"1","510","D","1","D",30,"D","07","D"
"20143",2727455,30,0,"1","360","D","1","D",8,"D","13","D"
"20143",2727555,26,0,"1","500","D","1","D",400,"D","06","D"
"20143",2727565,42,0,"1","360","D","1","D",9,"D","13","D"
"20143",2727585,39,0,"1","840","D","1","D",48,"F","06","D"
"20143",2727585,40,0,"1","500","D","1","D",100,"D","07","D"
"20143",2727585,41,0,"1","500","D","1","D",50,"D","07","D"
"20143",2727585,42,0,"1","500","D","1","D",20,"D","06","D"
"20143",2727585,43,0,"1","210","D","1","D",15,"D","07","D"
"20143",2727585,44,0,"2","510","D","1","D",80,"D","05","D"
"20143",2727595,55,0,"1","830","D","1","D",25,"D","13","D"
"20143",2727595,56,0,"1","610","D","1","D",80,"D","07","D"
"20143",2727595,57,0,"1","500","D","1","D",65,"D","05","D"
"20143",2727595,58,0,"1","500","D","1","D",35,"D","05","D"
"20143",2727655,18,0,"1","830","D","1","D",22,"D","13","D"
"20143",2727655,19,0,"1","370","D","1","D",34,"D","07","D"
"20143",2727655,20,0,"1","370","D","1","D",17,"D","07","D"
"20143",2727725,38,0,"1","840","D","1","D",45,"D","06","D"
"20143",2727745,36,0,"1","210","D","1","D",20,"D","05","D"
"20143",2727745,37,0,"1","320","D","1","D",10,"D","06","D"
"20143",2727755,28,0,"1","150","D","1","D",20,"D","06","D"
"20143",2727755,29,0,"1","340","D","1","D",100,"D","06","D"
"20143",2727755,30,0,"1","340","D","1","D",65,"D","07","D"
"20143",2727825,17,0,"1","150","D","1","D",48,"D","05","D"
"20143",2727865,19,0,"1","150","D","1","D",10,"D","06","D"
"20143",2727865,20,0,"1","150","D","1","D",23,"D","05","D"
"20143",2727865,21,0,"1","150","D","1","D",8,"D","05","D"
"20143",2727905,13,0,"1","160","D","1","D",8,"D","05","D"
"20143",2727905,14,0,"1","340","D","1","D",29,"D","06","D"
"20143",2727965,9,0,"1","830","D","1","D",35,"D","13","D"
"20143",2727965,10,0,"1","510","D","1","D",15,"D","05","D"
"20143",2727965,11,0,"1","510","D","1","D",25,"D","06","D"
"20143",2727965,12,0,"1","160","D","1","D",8,"D","07","D"
"20143",2727965,13,0,"1","360","D","1","D",8,"D","13","D"
"20143",2727975,21,0,"1","200","D","1","D",29,"D","06","D"
"20143",2727985,40,0,"1","350","D","1","D",15,"D","13","D"
"20143",2727985,41,0,"1","370","D","1","D",20,"D","07","D"
"20143",2727995,30,0,"1","600","D","1","D",80,"D","05","D"
"20143",2727995,31,0,"1","600","D","1","D",80,"D","06","D"
"20143",2727995,32,0,"1","600","D","1","D",80,"D","07","D"
"20143",2727995,33,0,"1","350","D","1","D",15,"D","13","D"
"20143",2728035,46,0,"1","510","D","1","D",15,"D","06","D"
"20143",2728035,47,0,"1","510","D","1","D",21,"D","07","D"
"20143",2728035,48,0,"1","320","D","1","D",4,"D","07","D"
"20143",2728085,30,0,"1","510","D","1","D",38,"D","07","D"
"20143",2728095,37,0,"1","610","D","1","D",700,"D","06","D"
"20143",2728095,38,0,"1","510","D","1","D",30,"D","06","D"
"20143",2728095,39,0,"1","210","D","1","D",38,"D","07","D"
"20143",2728095,40,0,"1","160","D","1","D",10,"D","07","D"
"20143",2728095,41,0,"1","350","D","1","D",12,"D","13","D"
"20143",2728105,27,0,"1","830","D","1","D",25,"D","07","D"
"20143",2728105,28,0,"1","500","D","1","D",25,"D","07","D"
"20143",2728165,21,0,"1","510","D","1","D",300,"D","07","D"
"20143",2728175,62,0,"1","830","D","1","D",31,"D","13","D"
"20143",2728175,63,0,"1","160","D","1","D",6,"D","05","D"
"20143",2728175,64,0,"1","160","D","1","D",8,"D","06","D"
"20143",2728175,65,0,"1","160","D","1","D",6,"D","07","D"
"20143",2728175,66,0,"1","210","D","1","D",3,"D","06","D"
"20143",2728175,67,0,"1","210","D","1","D",1,"D","07","D"
"20143",2728185,24,0,"1","360","D","1","D",20,"D","13","D"
"20143",2728205,38,0,"1","830","D","1","D",71,"D","13","D"
"20143",2728205,39,0,"1","320","D","1","D",25,"D","05","D"
"20143",2728205,40,0,"1","320","D","1","D",40,"D","06","D"
"20143",2728205,41,0,"1","320","D","1","D",2,"D","07","D"
"20143",2728205,42,0,"1","360","D","1","D",10,"D","13","D"
"20143",2728205,43,0,"1","360","D","1","D",8,"D","13","D"
"20143",2728275,36,0,"1","810","D","1","D",50,"D","05","D"
"20143",2728275,37,0,"1","840","D","1","D",90,"D","06","D"
"20143",2728275,38,0,"1","600","D","1","D",60,"D","06","D"
"20143",2728275,39,0,"1","500","D","1","D",190,"D","07","D"
"20143",2728275,40,0,"1","160","D","1","D",4,"D","07","D"
"20143",2728275,41,0,"1","210","D","1","D",40,"D","07","D"
"20143",2728275,42,0,"1","350","D","1","D",20,"D","07","D"
"20143",2728275,43,0,"1","360","D","1","D",9,"D","13","D"
"20143",2728275,44,0,"1","400","D","1","D",4,"D","07","D"
"20143",2728295,14,0,"1","150","D","1","D",22,"D","05","D"
"20143",2728295,15,0,"1","150","D","1","D",22,"D","06","D"
"20143",2728295,16,0,"1","150","D","1","D",22,"D","07","D"
"20143",2728345,19,0,"1","150","D","1","D",20,"D","07","D"
"20143",2728345,20,0,"2","150","D","1","D",20,"D","05","D"
"20143",2728365,31,0,"1","150","D","1","D",8,"D","06","D"
"20143",2728385,31,0,"1","830","D","1","D",440,"D","07","D"
"20143",2728385,32,0,"1","360","D","1","D",8,"D","13","D"
"20143",2728415,24,0,"1","150","D","1","D",4,"D","05","D"
"20143",2728485,33,0,"1","150","D","1","D",27,"D","05","D"
"20143",2728485,34,0,"1","150","D","1","D",27,"D","06","D"
"20143",2728485,35,0,"1","150","D","1","D",27,"D","07","D"
"20143",2728485,36,0,"1","350","D","1","D",20,"D","06","D"
"20143",2728505,45,0,"1","150","D","1","D",99,"D","07","D"
"20143",2728505,46,0,"1","150","D","1","D",30,"D","07","D"
"20143",2728525,9,0,"1","600","D","1","D",30,"D","07","D"
"20143",2728525,10,0,"1","210","D","1","D",8,"D","05","D"
"20143",2728575,24,0,"1","150","D","1","D",167,"D","07","D"
"20143",2728575,25,0,"1","500","D","1","D",1660,"D","05","D"
