"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","S17CODEA","S17C_DEA","S17GFTCA","S17G_TCA","SUBEXPX","SUBEXPX_","SUBMO","SUBMO_"
"20141",2762332,21,0,"1","830","D","1","D",10,"D","13","D"
"20141",2762332,22,0,"1","610","D","1","D",516,"D","12","D"
"20141",2762332,23,0,"1","510","D","1","D",25,"D","11","D"
"20141",2762332,24,0,"1","310","D","1","D",45,"D","11","D"
"20141",2762332,25,0,"1","340","D","1","D",50,"D","12","D"
"20141",2762332,26,0,"1","360","D","1","D",8,"D","13","D"
"20141",2762362,17,0,"1","830","D","1","D",49,"F","13","D"
"20141",2762362,18,0,"1","840","D","1","D",100,"D","11","D"
"20141",2762392,24,0,"1","350","D","1","D",20,"D","13","D"
"20141",2762412,31,0,"1","830","D","1","D",54,"D","13","D"
"20141",2762412,32,0,"1","820","D","1","D",190,"D","12","D"
"20141",2762412,33,0,"1","510","D","1","D",50,"D","01","D"
"20141",2762412,34,0,"1","510","D","1","D",50,"D","11","D"
"20141",2762412,35,0,"1","510","D","1","D",50,"D","12","D"
"20141",2762412,36,0,"1","210","D","1","D",30,"D","01","D"
"20141",2762412,37,0,"1","210","D","1","D",30,"D","11","D"
"20141",2762412,38,0,"1","210","D","1","D",30,"D","12","D"
"20141",2762412,39,0,"1","400","D","1","D",5,"D","01","D"
"20141",2762412,40,0,"1","400","D","1","D",5,"D","11","D"
"20141",2762412,41,0,"1","400","D","1","D",5,"D","12","D"
"20141",2762412,42,0,"1","320","D","1","D",15,"D","11","D"
"20141",2762412,43,0,"1","320","D","1","D",15,"D","12","D"
"20141",2762412,44,0,"1","320","D","1","D",15,"D","01","D"
"20141",2762422,43,0,"1","150","D","1","D",60,"D","01","D"
"20141",2762442,25,0,"1","340","D","1","D",45,"D","01","D"
"20141",2762442,26,0,"1","320","D","2","D",55,"D","12","D"
"20141",2762462,12,0,"1","830","D","1","D",3,"D","13","D"
"20141",2762482,35,0,"1","510","D","1","D",13,"D","01","D"
"20141",2762482,36,0,"1","160","D","1","D",6,"D","01","D"
"20141",2762482,37,0,"1","350","D","1","D",2,"D","01","D"
"20141",2762502,20,0,"1","350","D","1","D",22,"D","12","D"
"20141",2762532,24,0,"1","150","D","1","D",20,"D","12","D"
"20141",2762552,64,0,"1","160","D","1","D",5,"D","01","D"
"20141",2762552,65,0,"1","350","D","1","D",5,"D","12","D"
"20141",2762612,6,0,"1","150","D","1","D",8,"D","01","D"
"20141",2762612,7,0,"1","150","D","1","D",8,"D","11","D"
"20141",2762612,8,0,"1","150","D","1","D",8,"D","12","D"
"20141",2762612,9,0,"1","150","D","1","D",4,"D","11","D"
"20141",2762622,17,0,"1","510","D","1","D",12,"D","12","D"
"20141",2762622,18,0,"1","350","D","1","D",4,"D","01","D"
"20141",2762642,16,0,"1","830","D","1","D",220,"D","01","D"
"20141",2762662,46,0,"1","150","D","1","D",8,"D","11","D"
"20141",2762662,47,0,"1","150","D","1","D",8,"D","12","D"
"20141",2762662,48,0,"1","150","D","1","D",8,"D","01","D"
"20141",2762762,15,0,"1","830","D","1","D",10,"D","13","D"
"20141",2762762,16,0,"1","510","D","1","D",20,"D","01","D"
"20141",2762792,34,0,"1","150","D","1","D",24,"D","12","D"
"20141",2762792,35,0,"1","370","D","1","D",30,"D","12","D"
"20141",2762792,36,0,"1","350","D","1","D",100,"D","12","D"
"20141",2762792,37,0,"1","410","D","1","D",50,"D","12","D"
"20141",2762792,38,0,"1","320","D","2","D",80,"D","12","D"
"20141",2762812,35,0,"1","360","D","1","D",16,"D","13","D"
"20141",2762832,59,0,"1","840","D","1","D",75,"D","11","D"
"20141",2762832,60,0,"1","510","D","1","D",20,"D","11","D"
"20141",2762832,61,0,"1","510","D","1","D",20,"D","12","D"
"20141",2762832,62,0,"1","510","D","1","D",20,"D","01","D"
"20141",2762832,63,0,"1","210","D","1","D",10,"D","01","D"
"20141",2762832,64,0,"1","340","D","1","D",31,"D","01","D"
"20141",2762832,65,0,"1","320","D","1","D",10,"D","01","D"
"20141",2762832,66,0,"1","350","D","1","D",8,"D","13","D"
"20141",2762842,45,0,"1","840","D","1","D",50,"D","12","D"
"20141",2762842,46,0,"1","350","D","1","D",1,"D","12","D"
"20141",2762862,44,0,"1","820","D","1","D",125,"D","12","D"
"20141",2762862,45,0,"1","510","D","1","D",10,"D","01","D"
"20141",2762862,46,0,"1","150","D","1","D",75,"D","11","D"
"20141",2762862,47,0,"1","210","D","1","D",50,"D","12","D"
"20141",2762862,48,0,"1","350","D","1","D",8,"D","13","D"
"20141",2762892,78,0,"1","510","D","1","D",20,"D","11","D"
"20141",2762892,79,0,"1","510","D","1","D",20,"D","12","D"
"20141",2762892,80,0,"1","510","D","1","D",20,"D","01","D"
"20141",2762892,81,0,"1","150","D","1","D",11,"D","12","D"
"20141",2762892,82,0,"1","150","D","1","D",15,"D","12","D"
"20141",2762892,83,0,"1","210","D","1","D",15,"D","12","D"
"20141",2762892,84,0,"1","210","D","1","D",25,"D","01","D"
"20141",2762892,85,0,"1","340","D","1","D",151,"D","01","D"
"20141",2762912,28,0,"1","150","D","1","D",48,"D","01","D"
"20141",2762912,29,0,"1","360","D","1","D",9,"D","13","D"
"20141",2762972,31,0,"1","510","D","1","D",12,"D","01","D"
"20141",2762972,32,0,"1","510","D","1","D",12,"D","11","D"
"20141",2762972,33,0,"1","510","D","2","D",12,"D","12","D"
"20141",2762972,34,0,"1","410","D","1","D",35,"D","11","D"
"20141",2762972,35,0,"1","410","D","1","D",35,"D","12","D"
"20141",2762972,36,0,"1","410","D","1","D",35,"D","01","D"
"20141",2762972,37,0,"1","340","D","1","D",300,"D","01","D"
"20141",2762985,37,0,"1","210","D","1","D",20,"D","01","D"
"20141",2763034,8,0,"1","510","D","1","D",14,"D","01","D"
"20141",2763034,9,0,"1","510","D","1","D",12,"D","01","D"
"20141",2763034,10,0,"1","350","D","1","D",4,"D","01","D"
"20141",2763042,9,0,"1","360","D","1","D",8,"D","13","D"
"20141",2763042,10,0,"1","410","D","1","D",16,"D","01","D"
"20141",2763042,11,0,"1","410","D","1","D",16,"D","11","D"
"20141",2763042,12,0,"1","410","D","1","D",16,"D","12","D"
"20141",2763055,7,0,"1","360","D","1","D",8,"D","13","D"
"20141",2763055,8,0,"1","350","D","1","D",10,"D","11","D"
"20141",2763055,9,0,"1","350","D","1","D",20,"D","01","D"
"20141",2763102,9,0,"1","150","D","1","D",70,"D","12","D"
"20141",2763142,20,0,"1","510","D","1","D",24,"D","11","D"
"20141",2763142,21,0,"1","510","D","1","D",24,"D","12","D"
"20141",2763142,22,0,"1","210","D","1","D",60,"D","12","D"
"20141",2763142,23,0,"1","310","D","1","D",24,"D","01","D"
"20141",2763142,24,0,"1","370","D","1","D",30,"D","01","D"
"20141",2763212,30,0,"1","830","D","1","D",16,"D","13","D"
"20141",2763212,31,0,"1","840","D","1","D",45,"D","01","D"
"20141",2763212,32,0,"1","350","D","1","D",12,"D","13","D"
"20141",2763302,9,0,"1","610","D","1","D",150,"D","12","D"
"20141",2763302,10,0,"1","610","D","1","D",150,"D","11","D"
"20141",2763302,11,0,"1","610","D","1","D",150,"D","01","D"
"20141",2763312,22,0,"1","830","D","1","D",10,"D","13","D"
"20141",2763342,30,0,"1","150","D","1","D",22,"D","01","D"
"20141",2763382,33,0,"1","830","D","1","D",91,"D","13","D"
"20141",2763382,34,0,"1","600","D","1","D",135,"D","12","D"
"20141",2763382,35,0,"1","160","D","1","D",25,"D","01","D"
"20141",2763382,36,0,"1","210","D","1","D",25,"D","01","D"
"20141",2763382,37,0,"1","210","D","1","D",25,"D","12","D"
"20141",2763412,19,0,"1","510","D","1","D",20,"D","11","D"
"20141",2763412,20,0,"1","510","D","1","D",20,"D","12","D"
"20141",2763412,21,0,"1","510","D","1","D",20,"D","01","D"
"20141",2763422,14,0,"1","510","D","1","D",60,"D","01","D"
"20141",2763422,15,0,"1","150","D","1","D",40,"D","01","D"
"20141",2763432,20,0,"1","200","D","1","D",50,"D","12","D"
"20141",2763432,21,0,"1","340","D","1","D",50,"D","11","D"
"20141",2763602,31,0,"1","410","D","1","D",30,"D","11","D"
"20141",2763602,32,0,"1","410","D","1","D",30,"D","12","D"
"20141",2763602,33,0,"1","410","D","1","D",30,"D","12","D"
"20141",2763622,37,0,"1","510","D","1","D",8,"D","01","D"
"20141",2763632,55,0,"1","830","D","1","D",89,"D","13","D"
"20141",2763632,56,0,"1","150","D","1","D",18,"D","01","D"
"20141",2763632,57,0,"1","150","D","1","D",18,"D","12","D"
"20141",2763632,58,0,"1","150","D","1","D",18,"D","11","D"
"20141",2763632,59,0,"1","150","D","1","D",40,"D","12","D"
"20141",2763632,60,0,"1","210","D","1","D",40,"D","01","D"
"20141",2763632,61,0,"1","320","D","1","D",20,"D","12","D"
"20141",2763632,62,0,"1","360","D","1","D",8,"D","13","D"
"20141",2763632,63,0,"1","360","D","1","D",8,"D","13","D"
"20141",2763642,16,0,"1","500","D","1","D",180,"D","01","D"
"20141",2763642,17,0,"1","160","D","1","D",2,"D","01","D"
"20141",2763642,18,0,"1","210","D","1","D",25,"D","12","D"
"20141",2763642,19,0,"1","210","D","1","D",40,"D","01","D"
"20141",2763642,20,0,"1","360","D","1","D",16,"D","13","D"
"20141",2763712,12,0,"1","510","D","1","D",50,"D","12","D"
"20141",2763712,13,0,"1","510","D","1","D",50,"D","01","D"
"20141",2763722,34,0,"1","340","D","1","D",100,"D","12","D"
"20141",2763722,35,0,"1","350","D","1","D",10,"D","12","D"
"20141",2763722,36,0,"1","350","D","1","D",20,"D","01","D"
"20141",2763722,37,0,"1","370","D","1","D",200,"D","12","D"
"20141",2763722,38,0,"1","370","D","1","D",30,"D","01","D"
"20141",2763732,18,0,"1","360","D","1","D",8,"D","13","D"
"20141",2763795,7,0,"1","510","D","1","D",30,"D","01","D"
"20141",2763795,8,0,"1","510","D","1","D",30,"D","12","D"
"20141",2763795,9,0,"1","370","D","2","D",40,"D","12","D"
"20141",2763812,32,0,"1","360","D","1","D",9,"D","13","D"
"20141",2763842,58,0,"1","830","D","1","D",61,"D","13","D"
"20141",2763842,59,0,"1","610","D","1","D",492,"D","11","D"
"20141",2763842,60,0,"1","210","D","1","D",50,"D","11","D"
"20141",2763842,61,0,"1","370","D","2","D",400,"D","12","D"
"20141",2763842,62,0,"1","350","D","1","D",8,"D","13","D"
"20141",2763872,33,0,"1","830","D","1","D",80,"D","13","D"
"20141",2763922,23,0,"1","160","D","1","D",150,"D","01","D"
"20141",2763942,10,0,"1","510","D","1","D",25,"D","01","D"
"20141",2763964,15,0,"1","500","D","1","D",100,"D","12","D"
"20141",2763964,16,0,"1","500","D","1","D",100,"D","01","D"
"20141",2763964,17,0,"1","500","D","1","D",100,"D","11","D"
"20141",2763995,11,0,"1","360","D","1","D",7,"D","12","D"
"20141",2763995,12,0,"1","360","D","1","D",7,"D","01","D"
"20141",2764002,46,0,"1","830","D","1","D",10,"D","13","D"
"20141",2764002,47,0,"1","510","D","1","D",150,"D","12","D"
"20141",2764002,48,0,"1","510","D","1","D",100,"D","12","D"
"20141",2764052,9,0,"1","510","D","1","D",18,"D","01","D"
"20141",2764052,10,0,"1","510","D","1","D",18,"D","11","D"
"20141",2764052,11,0,"1","510","D","1","D",18,"D","12","D"
"20141",2764052,12,0,"1","340","D","1","D",3,"D","01","D"
"20141",2764052,13,0,"1","340","D","1","D",2,"D","11","D"
"20141",2764052,14,0,"1","340","D","1","D",3,"D","12","D"
"20141",2764052,15,0,"1","360","D","1","D",11,"D","13","D"
"20141",2764092,10,0,"1","210","D","1","D",12,"D","01","D"
"20141",2764092,11,0,"1","350","D","1","D",8,"D","13","D"
"20141",2764112,20,0,"1","360","D","1","D",9,"D","13","D"
"20141",2764172,39,0,"1","830","D","1","D",120,"D","13","D"
"20141",2764172,40,0,"1","210","D","1","D",40,"D","12","D"
"20141",2764172,41,0,"1","350","D","1","D",14,"D","12","D"
"20141",2764172,42,0,"1","350","D","1","D",30,"D","01","D"
"20141",2764172,43,0,"1","360","D","1","D",2,"D","13","D"
"20141",2764172,44,0,"1","360","D","1","D",8,"D","13","D"
"20141",2764172,45,0,"1","360","D","1","D",80,"D","12","D"
"20141",2764192,19,0,"1","510","D","1","D",40,"D","01","D"
"20141",2764192,20,0,"1","350","D","1","D",15,"D","13","D"
"20141",2764212,42,0,"1","830","D","1","D",25,"D","13","D"
"20141",2764212,43,0,"1","510","D","1","D",16,"D","12","D"
"20141",2764212,44,0,"1","320","D","1","D",25,"D","12","D"
"20141",2764222,33,0,"1","150","D","1","D",45,"D","01","D"
"20141",2764222,34,0,"1","150","D","1","D",15,"D","11","D"
"20141",2764222,35,0,"1","150","D","1","D",15,"D","12","D"
"20141",2764222,36,0,"1","150","D","1","D",15,"D","01","D"
"20141",2764292,14,0,"1","360","D","1","D",8,"D","13","D"
"20141",2764342,19,0,"1","150","D","1","D",17,"D","01","D"
"20141",2764422,31,0,"1","150","D","1","D",187,"D","11","D"
"20141",2764422,32,0,"1","150","D","1","D",50,"D","01","D"
"20141",2764422,33,0,"1","210","D","1","D",150,"D","01","D"
"20141",2764452,41,0,"1","830","D","1","D",39,"D","13","D"
"20141",2764512,53,0,"1","800","D","1","D",872,"D","11","D"
"20141",2764512,54,0,"1","800","D","1","D",792,"D","12","D"
"20141",2764512,55,0,"1","800","D","1","D",949,"D","01","D"
"20141",2764512,56,0,"1","830","D","1","D",120,"D","13","D"
"20141",2764512,57,0,"1","500","D","1","D",240,"D","12","D"
"20141",2764582,27,0,"1","830","D","1","D",90,"D","13","D"
"20141",2764712,54,0,"1","830","D","1","D",330,"D","01","D"
"20141",2764712,55,0,"1","510","D","1","D",30,"D","01","D"
"20141",2764712,56,0,"1","160","D","1","D",12,"D","01","D"
"20141",2764722,11,0,"1","160","D","1","D",25,"D","01","D"
"20141",2764722,12,0,"1","210","D","1","D",50,"D","11","D"
"20141",2764732,29,0,"1","830","D","2","D",53,"D","13","D"
"20141",2764772,17,0,"1","800","D","1","D",500,"D","13","D"
"20141",2764792,24,0,"1","800","D","1","D",50,"D","13","D"
"20141",2764792,25,0,"1","830","D","1","D",350,"D","13","D"
"20141",2764792,26,0,"1","350","D","1","D",3,"D","13","D"
"20141",2764792,27,0,"1","360","D","1","D",9,"D","13","D"
"20141",2764902,37,0,"1","380","D","1","D",10,"D","13","D"
"20141",2764902,38,0,"1","340","D","1","D",30,"D","12","D"
"20141",2764942,32,0,"1","610","D","2","D",90,"D","11","D"
"20141",2764942,33,0,"1","600","D","1","D",40,"D","01","D"
"20141",2764942,34,0,"1","160","D","1","D",20,"D","11","D"
"20141",2764942,35,0,"1","160","D","1","D",20,"D","12","D"
"20141",2764942,36,0,"1","160","D","1","D",20,"D","01","D"
"20141",2764942,37,0,"1","210","D","1","D",15,"D","12","D"
"20141",2764962,29,0,"1","360","D","1","D",6,"D","13","D"
"20141",2765022,25,0,"1","340","D","1","D",125,"D","11","D"
"20141",2765052,40,0,"1","510","D","1","D",50,"D","01","D"
"20141",2765052,41,0,"1","150","D","1","D",250,"D","01","D"
"20141",2765052,42,0,"1","360","D","1","D",8,"D","13","D"
"20141",2765122,27,0,"1","350","D","1","D",3,"D","12","D"
"20141",2765122,28,0,"1","370","D","1","D",50,"D","12","D"
"20141",2765152,18,0,"1","350","D","1","D",8,"D","13","D"
"20141",2765162,19,0,"1","310","D","1","D",10,"D","11","D"
"20141",2765172,45,0,"1","510","D","1","D",15,"D","01","D"
"20141",2765172,46,0,"1","510","D","1","D",15,"D","11","D"
"20141",2765172,47,0,"1","510","D","1","D",15,"D","12","D"
"20141",2765172,48,0,"1","210","D","2","D",200,"D","12","D"
"20141",2765172,49,0,"1","320","D","1","D",20,"D","12","D"
"20141",2765172,50,0,"1","360","D","1","D",25,"D","13","D"
"20141",2765222,27,0,"1","510","D","1","D",55,"D","01","D"
"20141",2765222,28,0,"1","510","D","1","D",55,"D","11","D"
"20141",2765222,29,0,"1","510","D","1","D",55,"D","12","D"
"20141",2765252,13,0,"1","210","D","1","D",20,"D","11","D"
"20141",2765342,33,0,"1","510","D","1","D",2200,"D","12","D"
"20141",2765342,34,0,"1","310","D","1","D",160,"D","12","D"
"20141",2765402,33,0,"1","830","D","1","D",25,"D","13","D"
"20141",2765402,34,0,"1","510","D","1","D",400,"D","12","D"
"20141",2765412,15,0,"1","360","D","1","D",9,"D","13","D"
"20141",2765472,22,0,"1","840","D","1","D",55,"D","11","D"
"20141",2765482,25,0,"1","210","D","1","D",70,"D","12","D"
"20141",2765482,26,0,"1","370","D","1","D",9,"D","11","D"
"20141",2765482,27,0,"1","370","D","1","D",9,"D","12","D"
"20141",2765482,28,0,"1","370","D","1","D",9,"D","01","D"
"20141",2765562,38,0,"1","830","D","1","D",90,"D","13","D"
"20141",2765562,39,0,"1","350","D","1","D",15,"D","13","D"
"20141",2765602,18,0,"1","350","D","1","D",10,"D","13","D"
"20141",2765623,28,0,"1","830","D","1","D",30,"D","12","D"
"20141",2765623,29,0,"1","500","D","1","D",14,"D","01","D"
"20141",2765623,30,0,"1","510","D","1","D",9,"D","01","D"
"20141",2765632,17,0,"1","830","D","1","D",30,"D","13","D"
"20141",2765652,36,0,"1","800","D","1","D",172,"D","13","D"
"20141",2765652,37,0,"1","800","D","1","D",264,"D","13","D"
"20141",2765652,38,0,"1","160","D","1","D",5,"D","01","D"
"20141",2765652,39,0,"1","160","D","1","D",5,"D","01","D"
"20141",2765652,40,0,"1","160","D","1","D",5,"D","01","D"
"20141",2765652,41,0,"1","150","D","1","D",27,"D","01","D"
"20141",2765652,42,0,"1","200","D","1","D",40,"D","13","D"
"20141",2765652,43,0,"1","300","D","1","D",10,"D","12","D"
"20141",2765662,38,0,"1","840","D","1","D",45,"D","12","D"
"20141",2765672,20,0,"1","510","D","1","D",34,"D","12","D"
"20141",2765672,21,0,"1","210","D","1","D",16,"D","01","D"
"20141",2765682,33,0,"1","510","D","1","D",80,"D","12","D"
"20141",2765742,33,0,"1","510","D","1","D",20,"D","12","D"
"20141",2765742,34,0,"1","160","D","1","D",18,"D","12","D"
"20141",2765742,35,0,"1","370","D","1","D",60,"D","01","D"
"20141",2765742,36,0,"1","360","D","1","D",8,"D","13","D"
"20141",2765762,33,0,"1","830","D","1","D",67,"D","13","D"
"20141",2765762,34,0,"1","600","D","1","D",80,"D","11","D"
"20141",2765762,35,0,"1","510","D","1","D",12,"D","11","D"
"20141",2765762,36,0,"1","510","D","1","D",12,"D","12","D"
"20141",2765762,37,0,"1","510","D","1","D",12,"D","01","D"
"20141",2765762,38,0,"1","210","D","1","D",20,"D","12","D"
"20141",2765762,39,0,"1","210","D","1","D",20,"D","01","D"
"20141",2765762,40,0,"1","340","D","1","D",37,"D","12","D"
"20141",2765782,20,0,"1","830","D","1","D",30,"D","13","D"
"20141",2765782,21,0,"1","150","D","1","D",60,"F","12","D"
"20141",2765812,12,0,"1","360","D","1","D",9,"D","13","D"
"20141",2765942,24,0,"1","610","D","1","D",30,"D","11","D"
"20141",2765942,25,0,"1","610","D","1","D",30,"D","12","D"
"20141",2765942,26,0,"1","610","D","1","D",30,"D","01","D"
"20141",2765942,27,0,"1","510","D","1","D",40,"D","12","D"
"20141",2765942,28,0,"1","350","D","1","D",5,"D","13","D"
"20141",2765952,22,0,"1","510","D","1","D",7,"D","11","D"
"20141",2765952,23,0,"1","210","D","1","D",20,"D","11","D"
"20141",2765952,24,0,"1","300","D","1","D",10,"D","11","D"
"20141",2766142,77,0,"1","510","D","1","D",75,"D","01","D"
"20141",2766142,78,0,"1","210","D","1","D",25,"D","01","D"
"20141",2766142,79,0,"1","350","D","1","D",6,"D","12","D"
"20141",2766152,22,0,"1","840","D","1","D",45,"D","12","D"
"20141",2766162,18,0,"1","840","D","1","D",20,"D","12","D"
"20141",2766162,19,0,"1","350","D","1","D",3,"D","13","D"
"20141",2766222,15,0,"1","830","D","1","D",10,"D","13","D"
"20141",2766222,16,0,"1","510","D","1","D",24,"D","12","D"
"20141",2766222,17,0,"1","510","D","1","D",12,"D","01","D"
"20141",2766222,18,0,"1","350","D","1","D",12,"D","12","D"
"20141",2766222,19,0,"1","350","D","1","D",3,"D","01","D"
"20141",2766312,20,0,"1","340","D","1","D",5,"D","01","D"
"20141",2766412,9,0,"1","840","D","1","D",35,"D","11","D"
"20141",2766422,10,0,"1","350","D","1","D",15,"D","12","D"
"20141",2766462,23,0,"1","340","D","1","D",8,"D","11","D"
"20141",2766462,24,0,"1","340","D","1","D",8,"D","12","D"
"20141",2766462,25,0,"1","340","D","1","D",8,"D","01","D"
"20141",2766492,26,0,"1","510","D","1","D",100,"D","01","D"
"20141",2766492,27,0,"1","510","D","1","D",100,"D","11","D"
"20141",2766492,28,0,"1","510","D","1","D",100,"D","12","D"
"20141",2766552,17,0,"1","840","D","1","D",54,"D","01","D"
"20141",2766552,18,0,"1","150","D","1","D",45,"D","12","D"
"20141",2766592,24,0,"1","210","D","1","D",10,"D","12","D"
"20141",2766592,25,0,"1","340","D","1","D",5,"D","12","D"
"20141",2766633,42,0,"1","500","D","1","D",180,"D","01","D"
"20141",2766722,21,0,"1","830","D","1","D",30,"D","13","D"
"20141",2766732,21,0,"1","830","D","1","D",20,"D","13","D"
"20141",2766732,22,0,"1","150","D","1","D",105,"D","01","D"
"20141",2766752,20,0,"1","360","D","1","D",8,"D","13","D"
"20141",2766782,33,0,"1","830","D","1","D",30,"D","13","D"
"20141",2766782,34,0,"1","610","D","1","D",48,"D","12","D"
"20141",2766782,35,0,"1","370","D","1","D",24,"D","01","D"
"20141",2766782,36,0,"1","370","D","1","D",24,"D","11","D"
"20141",2766782,37,0,"1","370","D","1","D",24,"D","12","D"
"20141",2766842,9,0,"1","330","D","1","D",20,"D","13","D"
"20141",2766852,23,0,"1","830","D","1","D",25,"D","13","D"
"20141",2766852,24,0,"1","510","D","1","D",15,"D","12","D"
"20141",2766852,25,0,"1","510","D","1","D",15,"D","01","D"
"20141",2766852,26,0,"1","320","D","1","D",30,"D","12","D"
"20141",2766852,27,0,"1","350","D","1","D",8,"D","13","D"
"20141",2766872,13,0,"1","820","D","1","D",6,"D","01","D"
"20141",2766872,14,0,"1","820","D","1","D",6,"D","11","D"
"20141",2766872,15,0,"1","820","D","1","D",6,"D","12","D"
"20141",2766872,16,0,"1","510","D","1","D",20,"D","01","D"
"20141",2766872,17,0,"1","510","D","1","D",20,"D","11","D"
"20141",2766872,18,0,"1","210","D","1","D",5,"D","01","D"
"20141",2766872,19,0,"1","210","D","1","D",5,"D","11","D"
"20141",2766872,20,0,"1","210","D","1","D",5,"D","12","D"
"20141",2766892,16,0,"1","360","D","1","D",8,"D","13","D"
"20141",2766932,7,0,"1","350","D","1","D",8,"D","13","D"
"20141",2766932,8,0,"1","340","D","1","D",5,"D","01","D"
"20141",2766932,9,0,"1","340","D","1","D",5,"D","11","D"
"20141",2766932,10,0,"1","340","D","1","D",5,"D","12","D"
"20141",2766952,22,0,"1","820","D","1","D",120,"D","01","D"
"20141",2766952,23,0,"1","840","D","1","D",55,"D","12","D"
"20141",2766952,24,0,"1","610","D","1","D",37,"D","12","D"
"20141",2766952,25,0,"1","340","D","1","D",25,"D","01","D"
"20141",2766952,26,0,"1","350","D","1","D",10,"D","13","D"
"20141",2766992,29,0,"1","830","D","1","D",10,"D","13","D"
"20141",2766992,30,0,"1","370","D","1","D",200,"D","01","D"
"20141",2766992,31,0,"1","370","D","1","D",120,"D","11","D"
"20141",2766992,32,0,"1","370","D","1","D",200,"D","12","D"
"20141",2766992,33,0,"1","360","D","1","D",8,"D","13","D"
"20141",2767033,8,0,"1","510","D","1","D",5,"D","01","D"
"20141",2767033,9,0,"1","150","D","1","D",9,"D","01","D"
"20141",2767033,10,0,"1","150","D","1","D",9,"D","01","D"
"20141",2767033,11,0,"1","150","D","1","D",9,"D","11","D"
"20141",2767033,12,0,"1","150","D","1","D",9,"D","12","D"
"20141",2767033,13,0,"1","340","D","1","D",20,"D","01","D"
"20141",2767072,27,0,"1","350","D","1","D",10,"D","11","D"
"20141",2767072,28,0,"1","380","D","1","D",10,"D","11","D"
"20141",2767092,44,0,"1","830","D","1","D",1,"D","13","D"
"20141",2767092,45,0,"1","210","D","1","D",200,"D","12","D"
"20141",2767122,28,0,"1","360","D","1","D",8,"D","13","D"
"20141",2767122,29,0,"1","350","D","1","D",19,"D","13","D"
"20141",2767142,28,0,"1","510","D","1","D",25,"D","11","D"
"20141",2767142,29,0,"1","350","D","1","D",5,"D","13","D"
"20141",2767242,44,0,"1","830","D","1","D",85,"D","13","D"
"20141",2767282,41,0,"1","840","D","1","D",58,"D","11","D"
"20141",2767282,42,0,"1","510","D","1","D",68,"D","01","D"
"20141",2767292,41,0,"1","210","D","1","D",20,"D","11","D"
"20141",2767292,42,0,"1","360","D","1","D",10,"D","13","D"
"20141",2767292,43,0,"1","360","D","1","D",10,"D","13","D"
"20141",2767292,44,0,"1","310","D","1","D",170,"D","11","D"
"20141",2767292,45,0,"1","310","D","1","D",20,"D","12","D"
"20141",2767292,46,0,"1","310","D","1","D",20,"D","01","D"
"20141",2767362,34,0,"1","830","D","1","D",20,"D","13","D"
"20141",2767362,35,0,"1","510","D","1","D",48,"D","01","D"
"20141",2767362,36,0,"1","320","D","1","D",12,"D","01","D"
"20141",2767362,37,0,"1","340","D","1","D",40,"D","12","D"
"20141",2767392,28,0,"1","150","D","1","D",46,"D","11","D"
"20141",2767433,19,0,"1","610","D","1","D",7,"D","12","D"
"20141",2767433,20,0,"1","510","D","1","D",25,"D","12","D"
"20141",2767433,21,0,"1","510","D","1","D",11,"D","01","D"
"20141",2767472,60,0,"1","830","D","1","D",83,"D","13","D"
"20141",2767472,61,0,"1","500","D","1","D",70,"D","12","D"
"20141",2767472,62,0,"1","510","D","1","D",170,"D","12","D"
"20141",2767472,63,0,"1","350","D","1","D",8,"D","13","D"
"20141",2767472,64,0,"1","360","D","1","D",8,"D","13","D"
"20141",2767482,21,0,"1","320","D","1","D",16,"D","11","D"
"20141",2767493,25,0,"1","360","D","1","D",9,"D","13","D"
"20141",2767502,34,0,"1","210","D","1","D",10,"D","12","D"
"20141",2767502,35,0,"1","510","D","1","D",20,"D","12","D"
"20141",2767502,36,0,"1","320","D","1","D",25,"D","01","D"
"20141",2767502,37,0,"1","350","D","1","D",8,"D","13","D"
"20141",2767502,38,0,"1","350","D","1","D",20,"D","13","D"
"20141",2767502,39,0,"1","370","D","1","D",30,"D","12","D"
"20141",2767502,40,0,"1","370","D","1","D",60,"D","12","D"
"20141",2767502,41,0,"1","380","D","1","D",15,"D","11","D"
"20141",2767502,42,0,"1","380","D","1","D",15,"D","12","D"
"20141",2767602,19,0,"1","400","D","1","D",3,"D","11","D"
"20141",2767602,20,0,"1","400","D","1","D",3,"D","12","D"
"20141",2767602,21,0,"1","400","D","1","D",3,"D","01","D"
"20141",2767622,42,0,"1","210","D","1","D",10,"D","11","D"
"20141",2767632,20,0,"1","800","D","1","D",50,"D","13","D"
"20141",2767632,21,0,"1","360","D","1","D",8,"D","13","D"
"20141",2767632,22,0,"1","330","D","1","D",19,"D","13","D"
"20141",2767652,46,0,"1","830","D","1","D",51,"D","13","D"
"20141",2767652,47,0,"1","840","D","1","D",89,"D","12","D"
"20141",2767652,48,0,"1","150","D","1","D",20,"D","12","D"
"20141",2767652,49,0,"1","360","D","1","D",10,"D","13","D"
"20141",2767682,45,0,"1","830","D","1","D",100,"D","01","D"
"20141",2767682,46,0,"1","600","D","1","D",24,"D","01","D"
"20141",2767682,47,0,"1","510","D","1","D",30,"D","01","D"
"20141",2767682,48,0,"1","150","D","1","D",90,"D","12","D"
"20141",2767682,49,0,"1","210","D","1","D",35,"D","12","D"
