"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOF","PROP0NOF","OWNYF","OWNYF_","NEWMRRT","NEWMRRT_","ORGMRTX","ORGMRTX_","QMRTTERM","QMRT_ERM","MRTPMTX","MRTPMTX_","PAYPROTX","PAYP_OTX","PAYPROIN","PAYP_OIN","PAYMORIN","PAYM_RIN","PAYOTHER","PAYO_HER","QESCROWX","QESC_OWX","QPRINM1X","QPRI_M1X","QPRINM2X","QPRI_M2X","QPRINM3X","QPRI_M3X","QADINT1X","QADI_T1X","QADINT2X","QADI_T2X","QADINT3X","QADI_T3X","QRFINDAT","QRFI_DAT","FRSTPYMO","FRST_YMO","FRSTPYYR","FRST_YYR","FIXEDRTE","FIXE_RTE","QNEWDATE","QNEW_ATE","QBLNCM1X","QBLN_M1X","QBLNCM2X","QBLN_M2X","QBLNCM3X","QBLN_M3X","LOAN_NOF","LOAN0NOF","VARRTE","VARRTE_","INTONLY","INTONLY_","OTHRTE","OTHRTE_","PAYMT1X","PAYMT1X_","PAYMT2X","PAYMT2X_","PAYMT3X","PAYMT3X_","PAYPRINI","PAYP_INI","PAYINT","PAYINT_"
"20141",2647085,24,0,"5","01","D","100","D",0.06,"D",35885,"D",38,"D",419,"D","3","D","4","D",,"A",,"A",219,"D",64,"D",65,"D",65,"D",136,"D",135,"D",135,"D","012014","D","09","D","1994","D","1","D",,"A",27106,"D",27041,"D",26976,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647115,12,0,"5","01","D","100","D",0.065,"F",86000,"F",30,"F",873,"F","3","F","4","F","5","F",,"A",329,"F",112,"F",112,"F",113,"F",432,"F",432,"F",431,"F",,"A","04","F","2008","F","1","F",,"A",79818,"F",79707,"F",79594,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647125,14,0,"5","01","D","100","D",0.0784,"D",166000,"D",30,"D",1480,"D","3","D","4","D",,"A",,"A",280,"D",119,"D",120,"D",121,"D",1081,"D",1080,"D",1079,"D",,"A","05","D","2013","D","1","D",,"A",165415,"D",165296,"D",165176,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647165,24,0,"5","01","D","100","D",0.0425,"D",74573,"D",15,"D",786,"D","3","D","4","D",,"A",,"A",225,"D",503,"D",505,"D",506,"D",58,"D",56,"D",55,"D",,"A","05","D","2001","D","1","D",,"A",16442,"D",15939,"D",15435,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647205,33,0,"5","01","D","100","D",0.0525,"D",150000,"D",15,"D",1400,"D",,"B",,"B",,"B",,"B",194,"D",904,"D",908,"D",912,"D",302,"D",298,"D",294,"D",,"A","04","D","2004","D","1","D",,"A",68967,"D",68063,"D",67155,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647295,31,0,"5","01","D","100","D",0.0575,"D",160000,"D",30,"D",1572,"D","3","D","4","D",,"A",,"A",638,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","10","D","2003","D","2","D",,"A",132992,"D",132696,"D",132398,"D","01","D","1","D",,"A",,"A",2380,"D",2380,"D",2380,"D","1","D","2","D"
"20141",2647355,20,0,"5","01","D","100","D",0.0784,"D",210000,"D",30,"D",2500,"D","3","D","4","D",,"A",,"A",982,"D",649,"D",653,"D",657,"D",869,"D",865,"D",861,"D",,"A","09","D","1994","D","1","D",,"A",133066,"D",132417,"D",131764,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647485,17,0,"5","01","D","100","D",0.0438,"D",240000,"D",30,"D",1284,"D",,"B",,"B",,"B",,"B",85,"D",353,"D",354,"D",355,"D",846,"D",845,"D",844,"D",,"A","10","D","2011","D","1","D",,"A",231914,"D",231561,"D",231207,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647505,16,0,"5","01","D","100","D",0.126,"F",50000,"F",40,"F",550,"F","3","F","4","F",,"A",,"A",21,"F",191,"F",193,"F",195,"F",338,"F",336,"F",334,"F",,"A","02","F","1983","F","1","F",,"A",32213,"F",32022,"F",31829,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647645,15,0,"5","01","D","100","D",0.0583,"D",153500,"D",30,"D",1484,"D","3","D","4","D",,"A",,"A",580,"D",386,"D",388,"D",390,"D",518,"D",516,"D",514,"D",,"A","06","D","1998","D","1","D",,"A",106614,"D",106228,"D",105841,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647745,65,0,"5","01","D","100","D",0.0784,"D",187334,"D",15,"D",1997,"D","3","D","4","D","5","D",,"A",224,"D",630,"D",634,"D",638,"D",1143,"D",1139,"D",1135,"D",,"A","01","D","2012","D","1","D",,"A",175018,"D",174388,"D",173755,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647845,13,0,"5","01","D","300","D",0.0425,"D",127000,"D",30,"D",800,"D","3","D","4","D","5","D",,"A",175,"D",210,"D",211,"D",211,"D",415,"D",414,"D",414,"D",,"A","07","D","2009","D","1","D",,"A",117225,"D",117016,"D",116805,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647895,23,0,"5","01","D","100","D",0.05,"D",186000,"D",30,"D",1254,"D","3","D","4","D","5","D",,"A",256,"D",394,"D",396,"D",397,"D",604,"D",602,"D",601,"D",,"A","05","D","2002","D","1","D",,"A",144916,"D",144522,"D",144126,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647925,11,0,"5","01","D","100","D",0.0784,"F",88500,"F",20,"F",1033,"F","3","F","4","F",,"A",,"A",302,"F",419,"F",422,"F",425,"F",312,"F",309,"F",306,"F",,"A","11","F","2000","F","1","F",,"A",47715,"F",47295,"F",46873,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647975,5,0,"5","01","D","100","D",0.0784,"D",37363,"D",30,"D",425,"D","3","D","4","D","5","D",,"A",155,"D",52,"D",53,"D",53,"D",218,"D",217,"D",217,"D",,"A","10","D","2004","D","1","D",,"A",33319,"D",33266,"D",33214,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647985,44,0,"5","01","D","100","D",0.0784,"D",152081,"D",30,"D",1099,"D",,"A",,"A",,"A",,"A",0,"D",107,"D",108,"D",109,"D",992,"D",991,"D",990,"D",,"A","07","D","2013","D","1","D",,"A",151763,"D",151655,"D",151547,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647985,45,0,"5","02","D","300","D",0.07,"D",150308,"D",30,"D",1000,"D",,"A",,"A",,"A",,"A",0,"D",413,"D",415,"D",418,"D",587,"D",585,"D",582,"D",,"A","06","D","1996","D","1","D",,"A",100615,"D",100202,"D",99786,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2647995,38,0,"5","01","D","100","D",0.0784,"D",221885,"D",15,"D",2800,"D","3","D","4","D",,"A",,"A",700,"D",1921,"T",1933,"T",1911,"T",877,"D",869,"D",861,"D",,"A","09","D","2005","D","1","D",,"A",134212,"D",132989,"D",131757,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2648035,17,0,"5","01","D","100","D",0.065,"D",268958,"D",30,"D",1700,"D","3","D","4","D",,"A",,"A",0,"D",417,"D",420,"D",422,"D",1283,"D",1280,"D",1278,"D",,"A","06","D","2005","D","1","D",,"A",236802,"D",236385,"D",235965,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2648105,34,0,"5","01","D","100","D",0.061,"D",104456,"D",30,"D",633,"D",,"A",,"A",,"A",,"A",0,"D",205,"D",206,"D",207,"D",428,"D",427,"D",426,"D",,"A","04","D","2002","D","1","D",,"A",84123,"D",83917,"D",83711,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2648255,13,0,"5","01","D","100","D",0.0488,"D",152000,"D",30,"D",1283,"D","3","D","4","D","5","D",,"A",478,"D",232,"D",233,"D",234,"D",573,"D",572,"D",571,"D",,"A","05","D","2009","D","1","D",,"A",140973,"D",140741,"D",140508,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2648275,15,0,"5","01","D","100","D",0.042,"D",58000,"D",30,"D",400,"D",,"B",,"B",,"B",,"B",116,"D",81,"D",81,"D",82,"D",203,"D",203,"D",202,"D",,"A","10","D","2013","D","1","D","102013","D",58000,"D",57919,"D",57838,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2648435,10,0,"1","01","D","100","D",0.0784,"F",85000,"F",30,"F",890,"F","3","F","4","F",,"A",,"A",276,"F",246,"F",247,"F",249,"F",368,"F",367,"F",365,"F",,"A","07","F","1995","F","1","F",,"A",56357,"F",56111,"F",55863,"F","01","D",,"A",,"A","3","D",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2648455,63,0,"5","02","D","300","D",0.0784,"D",100000,"D",15,"D",946,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",,"A","06","D","2004","D","2","D",,"A",51829,"D",51221,"D",50609,"D","01","D","1","D",,"A",,"A",0,"D",0,"D",0,"D","1","D","2","D"
"20141",2648505,45,0,"5","01","D","100","D",0.07,"F",127761,"F",30,"F",1009,"F","3","F","4","F",,"A",,"A",159,"F",331,"F",333,"F",335,"F",519,"F",517,"F",515,"F",,"A","04","F","1997","F","1","F",,"A",88921,"F",88590,"F",88257,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2648525,41,0,"5","01","D","100","D",0.0488,"D",192000,"D",30,"D",1642,"D","3","D","4","D",,"A",,"A",625,"D",277,"D",278,"D",279,"D",740,"D",739,"D",738,"D",,"A","07","D","2010","D","1","D",,"A",182039,"D",181763,"D",181485,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2648635,18,0,"5","01","D","100","D",0.0784,"D",152219,"D",30,"D",1351,"D","3","D","4","D",,"A",,"A",251,"D",116,"D",116,"D",117,"D",984,"D",984,"D",983,"D",,"A","08","D","2012","D","1","D",,"A",150678,"D",150562,"D",150446,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2648735,14,0,"5","01","D","100","D",0.065,"F",114000,"F",30,"F",1900,"F","3","F",,"A","5","F",,"A",1179,"F",295,"F",297,"F",298,"F",426,"F",424,"F",423,"F",,"A","09","F","1997","F","1","F",,"A",78614,"F",78319,"F",78022,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2648965,25,0,"5","01","D","100","D",0.05,"D",240000,"D",30,"D",1600,"D","3","D","4","D",,"A",,"A",312,"D",350,"D",352,"D",353,"D",938,"D",936,"D",935,"D",,"A","11","D","2009","D","1","D",,"A",225082,"D",224732,"D",224380,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649105,25,0,"5","01","D","100","D",0.0784,"F",126896,"F",30,"F",1265,"F","3","F","4","F",,"A",,"A",348,"F",90,"F",91,"F",91,"F",827,"F",826,"F",826,"F",,"A","07","F","2013","F","1","F",,"A",126541,"F",126450,"F",126360,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649155,42,0,"5","01","D","100","D",0.0784,"D",380000,"D",30,"D",2746,"D",,"A",,"A",,"A",,"A",0,"D",398,"D",401,"D",403,"D",1502,"D",1499,"D",1497,"D",,"A","10","D","2003","D","2","D",,"A",332245,"D",331670,"D",331090,"D","01","D","1","D",,"A",,"A",1900,"D",1900,"D",1900,"D","1","D","2","D"
"20141",2649185,25,0,"5","01","D","100","D",0.0784,"D",118731,"D",30,"D",1102,"D","3","D","4","D",,"A",,"A",244,"D",163,"D",164,"D",165,"D",695,"D",694,"D",693,"D",,"A","01","D","2005","D","1","D",,"A",106371,"D",106208,"D",106043,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649205,58,0,"5","01","D","100","D",0.0425,"D",23000,"D",15,"D",180,"D",,"B",,"B",,"B",,"B",7,"D",95,"D",95,"D",95,"D",78,"D",78,"D",78,"D",,"A","01","D","2013","D","1","D",,"A",22164,"D",22070,"D",21975,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649205,89,0,"5","01","D","100","D",0.0475,"D",157000,"D",15,"D",1370,"D","3","D","4","D",,"A",,"A",149,"D",791,"D",794,"D",797,"D",430,"D",427,"D",424,"D","012014","D","12","D","2007","D","1","D",,"A",108751,"D",107960,"D",107166,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649225,7,0,"5","01","D","100","D",0.0784,"D",107245,"D",30,"D",850,"D","3","D","4","D",,"A",,"A",75,"D",142,"D",143,"D",143,"D",633,"D",632,"D",632,"D",,"A","07","D","2005","D","1","D",,"A",96944,"D",96802,"D",96660,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649315,46,0,"5","01","D","100","D",0.0784,"D",95199,"D",15,"D",1053,"D","3","D","4","D",,"A",,"A",152,"D",328,"D",331,"D",333,"D",573,"D",570,"D",568,"D",,"A","09","D","2011","D","1","D",,"A",87648,"D",87319,"D",86989,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649325,26,0,"5","01","D","100","D",0.045,"D",118000,"D",30,"D",678,"D",,"B",,"B",,"B",,"B",80,"D",312,"D",313,"D",314,"D",286,"D",285,"D",284,"D",,"A","04","D","1998","D","1","D",,"A",76280,"D",75968,"D",75655,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649375,18,0,"5","01","D","100","D",0.0784,"D",73000,"D",30,"D",614,"D","3","D","4","D",,"A",,"A",86,"D",56,"D",57,"D",57,"D",472,"D",471,"D",471,"D",,"A","07","D","2012","D","1","D",,"A",72198,"D",72142,"D",72085,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649405,22,0,"5","01","D","100","D",0.0413,"F",160000,"F",30,"F",1270,"F",,"B",,"B",,"B",,"B",494,"F",240,"F",241,"F",241,"F",536,"F",535,"F",535,"F",,"A","05","F","2012","F","1","F",,"A",155823,"F",155583,"F",155343,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649445,26,0,"5","01","D","100","D",0.0784,"F",274714,"F",15,"F",2600,"F",,"A",,"A",,"A",,"A",0,"F",948,"F",954,"F",960,"F",1652,"F",1646,"F",1640,"F",,"A","10","F","2011","F","1","F",,"A",252924,"F",251976,"F",251022,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649485,47,0,"5","01","D","100","D",0.06,"D",72000,"D",30,"D",578,"D","3","D",,"A",,"A",,"A",146,"D",166,"D",166,"D",167,"D",266,"D",266,"D",265,"D",,"A","11","D","1999","D","1","D",,"A",53280,"D",53114,"D",52948,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649485,48,0,"5","01","D","100","D",0.0625,"D",24000,"D",15,"D",280,"D",,"B",,"B",,"B",,"B",74,"D",128,"D",129,"D",129,"D",78,"D",77,"D",77,"D",,"A","06","D","2006","D","1","D",,"A",14987,"D",14859,"D",14730,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649585,19,0,"5","01","D","100","D",0.0475,"D",263000,"D",30,"D",1900,"D","3","D","4","D","5","D",,"A",528,"D",389,"D",391,"D",392,"D",983,"D",981,"D",980,"D",,"A","05","D","2010","D","1","D",,"A",248299,"D",247910,"D",247519,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649635,24,0,"5","01","D","100","D",0.0784,"D",86350,"D",30,"D",866,"D","3","D","4","D",,"A",,"A",242,"D",140,"D",141,"D",142,"D",484,"D",483,"D",482,"D",,"A","11","D","2002","D","1","D",,"A",74012,"D",73872,"D",73731,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649655,21,0,"5","01","D","100","D",0.0425,"D",226000,"D",30,"D",1575,"D","3","D","4","D",,"A",,"A",463,"D",331,"D",332,"D",333,"D",781,"D",780,"D",779,"D",,"A","05","D","2012","D","1","D",,"A",220550,"D",220219,"D",219887,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649665,18,0,"5","01","D","100","D",0.0784,"D",44060,"D",15,"D",485,"D","3","D","4","D",,"A",,"A",68,"D",135,"D",136,"D",137,"D",282,"D",281,"D",280,"D",,"A","03","D","2013","D","1","D",,"A",43138,"D",43003,"D",42867,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649675,33,0,"5","01","D","100","D",0.0784,"D",138381,"D",30,"D",1930,"D","3","D","4","D",,"A",,"A",930,"D",100,"D",100,"D",101,"D",900,"D",900,"D",899,"D",,"A","04","D","2013","D","1","D",,"A",137796,"D",137696,"D",137596,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649705,14,0,"5","01","D","100","D",0.065,"D",137756,"D",15,"D",1200,"D",,"A",,"A",,"A",,"A",0,"D",1921,"T",1933,"T",1911,"T",26,"D",19,"D",13,"D",,"A","02","D","1999","D","1","D",,"A",4736,"D",3562,"D",2381,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649725,32,0,"5","01","D","100","D",0.0784,"F",221410,"F",30,"F",1700,"F","3","F","4","F",,"A",,"A",100,"F",194,"F",195,"F",197,"F",1406,"F",1405,"F",1403,"F",,"A","10","F","2010","F","1","F",,"A",215205,"F",215011,"F",214815,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649745,16,0,"5","01","D","100","D",0.0675,"D",160000,"D",30,"D",2200,"D","3","D","4","D",,"A",,"A",1162,"D",381,"D",383,"D",385,"D",657,"D",655,"D",653,"D",,"A","09","D","1998","D","1","D",,"A",116819,"D",116438,"D",116055,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649775,18,0,"5","01","D","100","D",0.072,"D",64000,"D",30,"D",1230,"D","3","D","4","D",,"A",,"A",796,"D",170,"D",171,"D",172,"D",264,"D",263,"D",262,"D",,"A","09","D","1996","D","1","D",,"A",43928,"D",43757,"D",43586,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649955,10,0,"5","01","D","100","D",0.0784,"D",20000,"D",20,"D",240,"D","3","D",,"A",,"A",,"A",75,"D",101,"D",101,"D",102,"D",64,"D",64,"D",63,"D",,"A","01","D","2000","D","1","D",,"A",9865,"D",9765,"D",9664,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649965,38,0,"5","01","D","100","D",0.05,"D",37256,"D",30,"D",365,"D","3","D",,"A",,"A",,"A",165,"D",134,"D",134,"D",135,"D",66,"D",66,"D",65,"D",,"A","11","D","1991","D","1","D",,"A",15931,"D",15797,"D",15663,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2649985,27,0,"5","01","D","100","D",0.054,"D",110000,"D",30,"D",750,"D","3","D","4","D",,"A",,"A",132,"D",326,"D",327,"D",329,"D",292,"D",291,"D",289,"D",,"A","09","D","1995","D","1","D",,"A",64918,"D",64592,"D",64265,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2650035,36,0,"5","01","D","100","D",0.0784,"D",124000,"D",30,"D",989,"D","3","D","4","D",,"A",,"A",93,"D",73,"D",74,"D",74,"D",347,"D",346,"D",346,"D",,"A","02","D","2006","D","2","D",,"A",113207,"D",113050,"D",112893,"D","01","D",,"A",,"A","3","D",662,"D",662,"D",662,"D","1","D","2","D"
"20141",2650115,23,0,"5","01","D","100","D",0.0784,"D",200000,"D",30,"D",1500,"D","3","D",,"A",,"A",,"A",55,"D",170,"D",171,"D",173,"D",1275,"D",1274,"D",1272,"D",,"A","02","D","2011","D","1","D",,"A",195094,"D",194924,"D",194752,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2650135,15,0,"5","01","D","100","D",0.0488,"F",22000,"F",30,"F",1323,"F",,"B",,"B",,"B",,"B",1207,"F",65,"F",66,"F",66,"F",51,"F",50,"F",50,"F",,"A","04","F","1995","F","1","F",,"A",12461,"F",12396,"F",12330,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2650195,51,0,"5","01","D","100","D",0.046,"D",240000,"D",30,"D",1600,"D","3","D","4","D",,"A",,"A",370,"D",613,"D",615,"D",617,"D",617,"D",615,"D",613,"D",,"A","12","D","1998","D","1","D",,"A",161079,"D",160466,"D",159851,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2650195,52,0,"5","01","D","100","D",0.07,"F",39000,"F",15,"F",525,"F","3","F","4","F",,"A",,"A",174,"F",332,"F",334,"F",336,"F",19,"F",17,"F",15,"F",,"A","10","F","1999","F","1","F",,"A",3263,"F",2931,"F",2597,"F","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2650245,27,0,"5","01","D","100","D",0.075,"D",83000,"D",33,"D",750,"D","3","D","4","D",,"A",,"A",183,"D",170,"D",171,"D",172,"D",397,"D",396,"D",395,"D",,"A","12","D","1996","D","1","D",,"A",63543,"D",63373,"D",63202,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2650275,52,0,"5","01","D","100","D",0.0784,"D",235000,"D",30,"D",1988,"D","3","D","4","D",,"A",,"A",290,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","09","D","2005","D","2","D",,"A",213043,"D",212737,"D",212428,"D","01","D","1","D","2","D",,"A",804,"D",804,"D",804,"D","1","D","2","D"
"20141",2650285,21,0,"5","01","D","100","D",0.0784,"F",415144,"F",30,"F",3000,"F",,"A",,"A",,"A",,"A",0,"F",769,"F",774,"F",779,"F",2231,"F",2226,"F",2221,"F",,"A","05","F","2001","F","1","F",,"A",341451,"F",340682,"F",339908,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2650455,9,0,"5","01","D","100","D",0.06,"D",127000,"D",30,"D",2200,"D",,"B",,"B",,"B",,"B",1439,"D",128,"D",129,"D",129,"D",633,"D",632,"D",632,"D",,"A","07","D","2013","D","1","D",,"A",126620,"D",126492,"D",126364,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2650515,22,0,"5","01","D","100","D",0.045,"D",90000,"D",25,"D",843,"D",,"A","4","D",,"A",,"A",343,"D",402,"D",404,"D",405,"D",98,"D",96,"D",95,"D",,"A","08","D","1993","D","1","D",,"A",26130,"D",25728,"D",25325,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2650685,21,0,"5","01","D","100","D",0.06,"F",150000,"F",30,"F",1400,"F","3","F","4","F",,"A",,"A",501,"F",230,"F",231,"F",232,"F",669,"F",668,"F",667,"F",,"A","08","F","2006","F","1","F",,"A",133810,"F",133580,"F",133349,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2650735,37,0,"5","01","D","100","D",0.051,"D",220000,"D",30,"D",1260,"D",,"B",,"B",,"B",,"B",66,"D",361,"D",362,"D",364,"D",833,"D",832,"D",830,"D",,"A","04","D","2007","D","1","D",,"A",196106,"D",195746,"D",195384,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2650865,27,0,"5","01","D","100","D",0.083,"D",71000,"D",15,"D",720,"D",,"B",,"B",,"B",,"B",29,"D",439,"D",442,"D",445,"D",252,"D",249,"D",246,"D",,"A","04","D","2004","D","1","D",,"A",36485,"D",36047,"D",35605,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2651075,14,0,"5","01","D","100","D",0.0784,"F",229713,"F",30,"F",1950,"F","3","F","4","F",,"A",,"A",290,"F",174,"F",176,"F",177,"F",1486,"F",1484,"F",1483,"F",,"A","10","F","2012","F","1","F",,"A",227387,"F",227213,"F",227037,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2651115,32,0,"5","01","D","100","D",0.045,"D",234736,"D",30,"D",1189,"D",,"A",,"A",,"A",,"A",0,"D",422,"D",423,"D",425,"D",923,"D",922,"D",920,"D",,"A","08","D","2009","D","2","D",,"A",217771,"D",217399,"D",217024,"D","01","D","1","D",,"A",,"A",1345,"D",1345,"D",1345,"D","1","D","2","D"
"20141",2651165,24,0,"5","01","D","100","D",0.065,"D",108000,"D",30,"D",917,"D","3","D","4","D",,"A",,"A",234,"D",258,"D",259,"D",261,"D",425,"D",424,"D",422,"D",,"A","11","D","1998","D","1","D",,"A",78510,"D",78253,"D",77993,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2651195,24,0,"5","01","D","100","D",0.04,"D",164242,"D",40,"D",882,"D","3","D","4","D",,"A",,"A",196,"D",139,"D",139,"D",139,"D",547,"D",547,"D",547,"D",,"A","10","D","2013","D","1","D",,"A",164242,"D",164103,"D",163964,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2651235,13,0,"5","01","D","100","D",0.05,"D",74000,"D",20,"D",522,"D","3","D","4","D",,"A",,"A",34,"D",327,"D",328,"D",330,"D",161,"D",160,"D",158,"D",,"A","10","D","2001","D","1","D",,"A",38648,"D",38321,"D",37993,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2651245,27,0,"5","01","D","100","D",0.0784,"D",328932,"D",30,"D",2800,"D","3","D","4","D",,"A",,"A",423,"D",350,"D",353,"D",355,"D",2027,"D",2024,"D",2022,"D",,"A","04","D","2008","D","1","D",,"A",310196,"D",309845,"D",309492,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2651275,5,0,"5","01","D","100","D",0.0784,"F",188060,"F",30,"F",1591,"F","3","F",,"A",,"A",,"A",232,"F",211,"F",212,"F",214,"F",1148,"F",1147,"F",1145,"F",,"A","08","F","2007","F","1","F",,"A",175708,"F",175497,"F",175285,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2651315,27,0,"5","01","D","100","D",0.0784,"D",101995,"D",20,"D",994,"D","3","D","4","D",,"A",,"A",151,"D",204,"D",205,"D",207,"D",639,"D",638,"D",636,"D",,"A","12","D","2011","D","1","D",,"A",97831,"D",97627,"D",97422,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
