"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOF","PROP0NOF","OWNYF","OWNYF_","NEWMRRT","NEWMRRT_","ORGMRTX","ORGMRTX_","QMRTTERM","QMRT_ERM","MRTPMTX","MRTPMTX_","PAYPROTX","PAYP_OTX","PAYPROIN","PAYP_OIN","PAYMORIN","PAYM_RIN","PAYOTHER","PAYO_HER","QESCROWX","QESC_OWX","QPRINM1X","QPRI_M1X","QPRINM2X","QPRI_M2X","QPRINM3X","QPRI_M3X","QADINT1X","QADI_T1X","QADINT2X","QADI_T2X","QADINT3X","QADI_T3X","QRFINDAT","QRFI_DAT","FRSTPYMO","FRST_YMO","FRSTPYYR","FRST_YYR","FIXEDRTE","FIXE_RTE","QNEWDATE","QNEW_ATE","QBLNCM1X","QBLN_M1X","QBLNCM2X","QBLN_M2X","QBLNCM3X","QBLN_M3X","LOAN_NOF","LOAN0NOF","VARRTE","VARRTE_","INTONLY","INTONLY_","OTHRTE","OTHRTE_","PAYMT1X","PAYMT1X_","PAYMT2X","PAYMT2X_","PAYMT3X","PAYMT3X_","PAYPRINI","PAYP_INI","PAYINT","PAYINT_"
"20141",2732403,29,0,"5","01","D","100","D",0.0463,"F",120000,"F",15,"F",1500,"F","3","F",,"A",,"A",,"A",574,"F",816,"F",819,"F",822,"F",110,"F",107,"F",104,"F",,"A","07","F","2001","F","1","F",,"A",28637,"F",27822,"F",27003,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2732443,9,0,"5","01","D","100","D",0.042,"F",77911,"F",30,"F",381,"F",,"C",,"C",,"C",,"C",0,"F",109,"F",110,"F",110,"F",272,"F",271,"F",271,"F",,"A","08","F","2013","F","1","F",,"A",77585,"F",77475,"F",77366,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A",,"C",,"A"
"20141",2732503,6,0,"5","01","D","100","D",0.0413,"D",300000,"D",30,"D",1495,"D",,"B",,"B",,"B",,"B",40,"D",473,"D",475,"D",476,"D",982,"D",980,"D",979,"D",,"A","02","D","2011","D","1","D",,"A",285262,"D",284788,"D",284314,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2732523,16,0,"5","01","D","100","D",0.0784,"D",175000,"D",15,"D",3000,"D","3","D","4","D",,"A",,"A",1344,"D",729,"D",733,"D",738,"D",927,"D",923,"D",918,"D",,"A","05","D","2009","D","1","D",,"A",141932,"D",141203,"D",140470,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2732593,30,0,"5","01","D","100","D",0.0784,"D",200000,"D",30,"D",2178,"D",,"B",,"B",,"B",,"B",733,"D",.,"A",733,"D",738,"D",.,"A",712,"D",707,"D",,"A","08","D","1992","D","1","D","122013","D",.,"A",109023,"D",108290,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2732593,59,0,"5","01","D","100","D",0.0784,"D",200000,"D",30,"D",2150,"D","3","D","4","D","5","D",,"A",705,"D",757,"D",.,"A",.,"A",688,"D",.,"A",.,"A","122013","D","02","D","1992","D","1","D",,"A",105311,"D",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2732703,19,0,"5","01","D","100","D",0.0784,"D",79900,"D",33,"D",733,"D","3","D","4","D",,"A",,"A",168,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","09","D","1998","D","2","D","022014","D",.,"A",.,"A",.,"A","01","D",,"A",,"A","3","D",374,"D",374,"D",374,"D","1","D","2","D"
"20141",2732703,35,0,"5","01","D","100","D",0.0784,"D",79900,"D",33,"D",733,"D","3","D","4","D",,"A",,"A",168,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","022014","D","09","D","1998","D","2","D",,"A",65002,"D",64861,"D",64720,"D","01","D",,"A",,"A","3","D",373,"D",373,"D",373,"D","1","D","2","D"
"20141",2732733,15,0,"5","01","D","100","D",0.05,"D",7240,"D",3,"D",217,"D",,"A",,"A",,"A",,"A",0,"D",203,"D",204,"D",205,"D",14,"D",13,"D",12,"D",,"A","03","D","2012","D","1","D",,"A",3352,"D",3149,"D",2945,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2732873,32,0,"5","01","D","100","D",0.0973,"D",45400,"D",30,"D",770,"D","3","D",,"A",,"A",,"A",381,"D",196,"D",197,"D",199,"D",193,"D",192,"D",190,"D",,"A","10","D","1990","D","1","D",,"A",23858,"D",23662,"D",23465,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2732933,25,0,"5","01","D","100","D",0.0784,"D",119423,"D",30,"D",1100,"D","3","D",,"A","5","D",,"A",237,"D",171,"D",172,"D",173,"D",692,"D",691,"D",690,"D",,"A","08","D","2004","D","1","D",,"A",105991,"D",105820,"D",105648,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733013,20,0,"5","01","D","100","D",0.0437,"D",84128,"D",15,"D",638,"D",,"A",,"A",,"A",,"A",0,"D",395,"D",396,"D",398,"D",243,"D",242,"D",240,"D",,"A","11","D","2009","D","1","D",,"A",66768,"D",66373,"D",65977,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733043,15,0,"5","01","D","100","D",0.0784,"F",116225,"F",15,"F",1100,"F",,"A",,"A",,"A",,"A",0,"F",1024,"F",1031,"F",1037,"F",76,"F",69,"F",63,"F",,"A","11","F","1999","F","1","F",,"A",11638,"F",10614,"F",9584,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733103,12,0,"5","01","D","100","D",0.05,"D",122000,"D",30,"D",892,"D","3","D","4","D",,"A",,"A",237,"D",193,"D",194,"D",195,"D",462,"D",461,"D",460,"D",,"A","05","D","2008","D","1","D",,"A",110885,"D",110692,"D",110498,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733124,9,0,"5","01","D","100","D",0.04,"D",200000,"D",30,"D",1278,"D","3","D","4","D",,"A",,"A",323,"D",292,"D",293,"D",294,"D",497,"D",497,"D",496,"D",,"A","07","D","2013","D","1","D",,"A",198841,"D",198549,"D",198256,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733313,28,0,"5","01","D","100","D",0.042,"F",88000,"F",30,"F",1600,"F","3","F","4","F",,"A",,"A",1170,"F",264,"F",265,"F",266,"F",133,"F",132,"F",131,"F",,"A","07","F","1995","F","1","F",,"A",47412,"F",47148,"F",46883,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733403,18,0,"1","01","D","100","D",0.0575,"F",55000,"F",30,"F",862,"F","3","F","4","F",,"A",,"A",541,"F",159,"F",160,"F",161,"F",162,"F",161,"F",160,"F",,"A","03","F","1996","F","1","F",,"A",33797,"F",33638,"F",33478,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733443,16,0,"5","01","D","100","D",0.04,"D",270384,"D",15,"D",2000,"D",,"A",,"A",,"A",,"A",0,"D",1136,"D",1140,"D",1143,"D",864,"D",860,"D",857,"D",,"A","01","D","2013","D","1","D",,"A",259231,"D",258095,"D",256955,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733473,21,0,"5","01","D","100","D",0.0981,"D",130000,"D",30,"D",1500,"D","3","D",,"A",,"A",,"A",377,"D",644,"D",649,"D",655,"D",479,"D",474,"D",468,"D",,"A","08","D","1989","D","1","D",,"A",58589,"D",57945,"D",57295,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733523,29,0,"5","01","D","100","D",0.0784,"D",100000,"D",30,"D",950,"D","3","D","4","D","5","D",,"A",227,"D",131,"D",132,"D",133,"D",592,"D",591,"D",590,"D",,"A","10","D","2005","D","1","D",,"A",90608,"D",90477,"D",90345,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733573,49,0,"5","01","D","100","D",0.0784,"D",112089,"D",30,"D",1113,"D","3","D","4","D","5","D",,"A",303,"D",80,"D",80,"D",81,"D",715,"D",715,"D",714,"D",,"A","07","D","2013","D","1","D",,"A",111775,"D",111695,"D",111615,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733643,14,0,"5","01","D","100","D",0.0784,"D",79033,"D",15,"D",950,"D","3","D",,"A",,"A",,"A",202,"D",670,"D",674,"D",678,"D",78,"D",74,"D",70,"D",,"A","04","D","2000","D","1","D",,"A",11998,"D",11328,"D",10654,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733703,46,0,"5","01","D","100","D",0.0784,"D",131739,"D",30,"D",1254,"D","3","D","4","D",,"A",,"A",302,"D",100,"D",101,"D",101,"D",852,"D",851,"D",851,"D",,"A","09","D","2012","D","1","D",,"A",130405,"D",130305,"D",130204,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733733,22,0,"5","01","D","100","D",0.04,"D",417000,"D",30,"D",2000,"D",,"B",,"B",,"B",,"B",9,"D",640,"D",642,"D",645,"D",1351,"D",1349,"D",1346,"D",,"A","04","D","2012","D","1","D",,"A",576306,"T",575826,"T",573497,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2733933,23,0,"5","01","D","100","D",0.06,"D",29000,"D",30,"D",477,"D","3","D",,"A",,"A",,"A",303,"D",0,"D",0,"D",0,"D",174,"D",174,"D",174,"D",,"A","09","D","2012","D","1","D",,"A",29000,"D",29000,"D",29000,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20141",2733973,21,0,"5","01","D","100","D",0.0784,"F",235248,"F",30,"F",1700,"F",,"C",,"C",,"C",,"C",0,"F",197,"F",198,"F",200,"F",1503,"F",1502,"F",1500,"F",,"A","07","F","2011","F","1","F",,"A",230061,"F",229864,"F",229665,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A",,"C",,"A"
"20141",2734013,23,0,"5","01","D","100","D",0.045,"D",110000,"D",30,"D",739,"D","3","D",,"A",,"A",,"A",182,"D",.,"A",216,"D",216,"D",.,"A",341,"D",341,"D",,"A","01","D","2005","D","1","D","122013","D",.,"A",91020,"D",90804,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734013,44,0,"5","01","D","100","D",0.045,"D",110000,"D",30,"D",850,"D","3","D",,"A",,"A",,"A",293,"D",215,"D",.,"A",.,"A",342,"D",.,"A",.,"A","122013","D","01","D","2005","D","1","D",,"A",91235,"D",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734063,39,0,"5","02","D","300","D",0.0784,"F",105659,"F",15,"F",1000,"F",,"A",,"A",,"A",,"A",0,"F",362,"F",364,"F",367,"F",638,"F",636,"F",633,"F",,"A","11","F","2011","F","1","F",,"A",97640,"F",97278,"F",96914,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734133,36,0,"5","01","D","100","D",0.065,"D",114000,"D",30,"D",1900,"D","3","D",,"A","5","D",,"A",1179,"D",295,"D",297,"D",298,"D",426,"D",424,"D",423,"D",,"A","09","D","1997","D","1","D",,"A",78614,"D",78319,"D",78022,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734133,37,0,"5","01","D","100","D",0.11,"D",73072,"D",12,"D",916,"D",,"A",,"A",,"A",,"A",0,"D",565,"D",570,"D",575,"D",351,"D",346,"D",341,"D",,"A","04","D","2006","D","1","D",,"A",38317,"D",37752,"D",37182,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734133,38,0,"5","03","D","300","D",0.08,"D",7000,"D",10,"D",1300,"D",,"B",,"B",,"B",,"B",1215,"D",50,"D",50,"D",50,"D",35,"D",35,"D",35,"D",,"A","08","D","2010","D","1","D",,"A",5299,"D",5249,"D",5199,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734133,39,0,"5","04","D","300","D",0.07,"D",18000,"D",12,"D",283,"D",,"B",,"B",,"B",,"B",98,"D",127,"D",127,"D",128,"D",58,"D",58,"D",57,"D",,"A","04","D","2007","D","1","D",,"A",10001,"D",9874,"D",9747,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734143,22,0,"5","01","D","100","D",0.0784,"D",20000,"D",11,"D",260,"D",,"B",,"B",,"B",,"B",33,"D",132,"D",133,"D",133,"D",95,"D",94,"D",94,"D",,"A","11","D","2009","D","1","D",,"A",14589,"D",14458,"D",14325,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734153,34,0,"5","01","D","100","D",0.0784,"D",156000,"D",15,"D",1980,"D","3","D","4","D",,"A",,"A",504,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","1998","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734173,22,0,"5","01","D","100","D",0.055,"D",170000,"D",30,"D",1300,"D","3","D","4","D",,"A",,"A",335,"D",443,"D",445,"D",447,"D",522,"D",520,"D",518,"D",,"A","01","D","1998","D","1","D",,"A",113879,"D",113436,"D",112991,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734183,46,0,"5","01","D","100","D",0.04,"D",195000,"D",30,"D",1334,"D","3","D","4","D",,"A",,"A",403,"D",284,"D",285,"D",286,"D",647,"D",646,"D",645,"D",,"A","08","D","2013","D","1","D",,"A",194154,"D",193870,"D",193586,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734203,20,0,"5","01","D","100","D",0.0784,"D",75000,"D",30,"D",1700,"D","3","D","4","D",,"A",,"A",1158,"D",57,"D",57,"D",57,"D",485,"D",485,"D",485,"D",,"A","10","D","2012","D","1","D",,"A",74297,"D",74240,"D",74183,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734253,15,0,"5","01","D","100","D",0.126,"D",39162,"D",30,"D",525,"D","3","D","4","D",,"A",,"A",104,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","05","D","1983","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734293,17,0,"5","01","D","100","D",0.073,"D",160000,"D",30,"D",1269,"D","3","D",,"A",,"A",,"A",172,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","08","D","2005","D","2","D",,"A",143283,"D",143058,"D",142831,"D","01","D","1","D",,"A",,"A",1151,"D",1151,"D",1151,"D","1","D","2","D"
"20141",2734293,18,0,"5","01","D","100","D",0.11,"D",39000,"D",30,"D",405,"D",,"B",,"B",,"B",,"B",34,"D",33,"D",34,"D",34,"D",338,"D",337,"D",337,"D",,"A","08","D","2005","D","1","D",,"A",36838,"D",36805,"D",36771,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734423,13,0,"5","01","D","100","D",0.0784,"D",113000,"D",30,"D",1600,"D","3","D","4","D",,"A",,"A",783,"D",428,"D",431,"D",434,"D",389,"D",386,"D",383,"D",,"A","03","D","1992","D","1","D",,"A",59535,"D",59107,"D",58676,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734483,24,0,"5","01","D","100","D",0.0784,"D",134000,"D",30,"D",1134,"D","3","D","4","D",,"A",,"A",166,"D",120,"D",121,"D",122,"D",848,"D",847,"D",846,"D",,"A","07","D","2010","D","1","D",,"A",129786,"D",129666,"D",129545,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734583,16,0,"5","01","D","100","D",0.0973,"F",256504,"F",30,"F",2200,"F",,"A",,"A",,"A",,"A",0,"F",1172,"F",1933,"V",1911,"V",1028,"F",1019,"F",1009,"F",,"A","05","F","1990","F","1","F",,"A",126804,"F",125632,"F",124451,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734673,26,0,"5","01","D","100","D",0.0784,"F",67668,"F",30,"F",489,"F",,"A",,"A",,"A",,"A",0,"F",90,"F",91,"F",91,"F",399,"F",398,"F",398,"F",,"A","07","F","2005","F","1","F",,"A",61079,"F",60989,"F",60898,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734773,10,0,"5","01","D","100","D",0.0784,"F",77448,"F",15,"F",733,"F",,"A",,"A",,"A",,"A",0,"F",291,"F",293,"F",295,"F",442,"F",440,"F",438,"F",,"A","08","F","2010","F","1","F",,"A",67693,"F",67402,"F",67109,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734863,30,0,"5","01","D","100","D",0.0784,"D",250470,"D",30,"D",2400,"D","3","D","4","D",,"A",,"A",590,"D",231,"D",233,"D",234,"D",1579,"D",1577,"D",1576,"D",,"A","03","D","2010","D","1","D",,"A",241654,"D",241423,"D",241190,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734903,21,0,"5","01","D","100","D",0.0784,"D",41499,"D",10,"D",563,"D","3","D","4","D",,"A",,"A",63,"D",233,"D",235,"D",236,"D",267,"D",265,"D",264,"D",,"A","08","D","2013","D","1","D",,"A",40808,"D",40574,"D",40340,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2734953,10,0,"5","01","D","100","D",0.0784,"F",190000,"F",30,"F",1700,"F",,"B",,"B",,"B",,"B",327,"F",197,"F",198,"F",200,"F",1176,"F",1175,"F",1173,"F",,"A","09","F","2008","F","1","F",,"A",179975,"F",179778,"F",179580,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2735093,23,0,"5","01","D","100","D",0.0425,"D",166152,"D",30,"D",1033,"D","3","D","4","D",,"A",,"A",216,"D",249,"D",250,"D",251,"D",568,"D",567,"D",566,"D",,"A","11","D","2011","D","1","D",,"A",160438,"D",160189,"D",159939,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2735103,13,0,"5","01","D","100","D",0.0784,"D",70000,"D",20,"D",700,"D",,"A",,"A","5","D",,"A",121,"D",227,"D",229,"D",230,"D",264,"D",263,"D",262,"D",,"A","11","D","2005","D","1","D",,"A",53826,"D",53598,"D",53369,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A"
"20141",2735183,16,0,"5","01","D","100","D",0.0463,"D",77000,"D",30,"D",582,"D","3","D","4","D",,"A",,"A",186,"D",100,"D",100,"D",100,"D",296,"D",296,"D",296,"D",,"A","09","D","2013","D","1","D",,"A",76802,"D",76702,"D",76602,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2735193,25,0,"5","01","D","100","D",0.06,"D",85000,"D",30,"D",923,"D","3","D","4","D",,"A",,"A",413,"D",.,"A",.,"A",299,"D",.,"A",.,"A",211,"D",,"A","01","D","1993","D","1","D","012014","D",.,"A",.,"A",42256,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2735193,26,0,"5","01","D","100","D",0.08,"D",60000,"D",10,"D",760,"D",,"B",,"B",,"B",,"B",32,"D",629,"D",633,"D",637,"D",99,"D",95,"D",91,"D",,"A","09","D","2005","D","1","D",,"A",14846,"D",14216,"D",13583,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2735193,49,0,"5","01","D","100","D",0.06,"D",85000,"D",30,"D",940,"D","3","D","4","D",,"A",,"A",430,"D",296,"D",297,"D",.,"A",214,"D",213,"D",.,"A","012014","D","01","D","1993","D","1","D",,"A",42849,"D",42553,"D",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2735203,42,0,"5","01","D","100","D",0.0537,"D",125000,"D",30,"D",900,"D","3","D","4","D",,"A",,"A",200,"D",220,"D",221,"D",222,"D",480,"D",479,"D",478,"D",,"A","07","D","2005","D","1","D",,"A",107313,"D",107093,"D",106873,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2735253,34,0,"5","01","D","100","D",0.07,"D",118442,"D",30,"D",788,"D",,"A",,"A",,"A",,"A",0,"D",399,"D",401,"D",404,"D",389,"D",387,"D",384,"D",,"A","08","D","1993","D","1","D",,"A",66683,"D",66284,"D",65883,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2735563,28,0,"5","01","D","100","D",0.05,"D",120000,"D",30,"D",1362,"D",,"A",,"A","5","D",,"A",718,"D",271,"D",272,"D",273,"D",373,"D",372,"D",371,"D",,"A","03","D","2001","D","1","D",,"A",89539,"D",89268,"D",88996,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2735843,14,0,"5","01","D","100","D",0.0784,"D",70000,"D",20,"D",710,"D","3","D",,"A",,"A",,"A",131,"D",133,"D",134,"D",135,"D",467,"D",466,"D",465,"D",,"A","02","D","2013","D","2","D",,"A",68880,"D",68751,"D",68622,"D","01","D","1","D",,"A",,"A",600,"D",600,"D",600,"D","1","D","2","D"
"20141",2735973,24,0,"5","01","D","100","D",0.0784,"F",75018,"F",15,"F",819,"F","3","F","4","F",,"A",,"A",109,"F",230,"F",232,"F",233,"F",480,"F",478,"F",477,"F",,"A","05","F","2013","F","1","F",,"A",73448,"F",73218,"F",72987,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2735993,20,0,"5","01","D","100","D",0.0784,"F",169055,"F",15,"F",1800,"F","3","F","4","F",,"A",,"A",200,"F",529,"F",532,"F",536,"F",1071,"F",1068,"F",1064,"F",,"A","02","F","2013","F","1","F",,"A",163952,"F",163423,"F",162891,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736003,27,0,"5","01","D","100","D",0.08,"D",20000,"D",30,"D",150,"D",,"B",,"B",,"B",,"B",3,"D",118,"D",119,"D",120,"D",22,"D",21,"D",20,"D",,"A","10","D","1986","D","1","D",,"A",4283,"D",4165,"D",4046,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736013,34,0,"5","01","D","100","D",0.0784,"D",130000,"D",30,"D",1250,"D","3","D",,"A",,"A",,"A",311,"D",147,"D",148,"D",149,"D",792,"D",791,"D",790,"D",,"A","07","D","2007","D","1","D",,"A",121211,"D",121064,"D",120916,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736193,13,0,"5","01","D","100","D",0.0525,"D",89500,"D",30,"D",730,"D","3","D","4","D",,"A",,"A",236,"D",129,"D",130,"D",130,"D",365,"D",364,"D",364,"D",,"A","07","D","2009","D","1","D",,"A",83405,"D",83276,"D",83146,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736383,20,0,"5","01","D","100","D",0.046,"D",99000,"D",30,"D",800,"D","3","D","4","D",,"A",,"A",292,"D",203,"D",203,"D",204,"D",305,"D",305,"D",304,"D",,"A","01","D","2004","D","1","D",,"A",79670,"D",79468,"D",79264,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736463,22,0,"5","01","D","100","D",0.0425,"D",95000,"D",30,"D",690,"D","3","D","4","D","5","D",,"A",223,"D",131,"D",131,"D",131,"D",336,"D",336,"D",336,"D",,"A","12","D","2013","D","1","D",,"A",95000,"D",94869,"D",94738,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736485,9,0,"1","01","D","100","D",0.0784,"D",123851,"D",30,"D",1115,"D","3","D","4","D",,"A",,"A",220,"D",88,"D",89,"D",89,"D",807,"D",806,"D",806,"D",,"A","08","D","2013","D","1","D",,"A",123504,"D",123416,"D",123327,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736543,19,0,"5","01","D","100","D",0.0784,"D",25200,"D",15,"D",326,"D","3","D","4","D",,"A",,"A",87,"D",83,"D",84,"D",84,"D",156,"D",155,"D",155,"D",,"A","07","D","2012","D","1","D",,"A",23868,"D",23785,"D",23701,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736553,14,0,"5","01","D","100","D",0.04,"D",140000,"D",30,"D",2000,"D","3","D",,"A",,"A",,"A",1332,"D",491,"D",493,"D",494,"D",177,"D",175,"D",174,"D",,"A","08","D","1991","D","1","D",,"A",53046,"D",52555,"D",52062,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736613,28,0,"5","01","D","100","D",0.0825,"F",115000,"F",30,"F",922,"F","3","F","4","F",,"A",,"A",58,"F",176,"F",178,"F",179,"F",688,"F",686,"F",685,"F",,"A","03","F","2003","F","1","F",,"A",100019,"F",99843,"F",99665,"F","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736823,23,0,"5","01","D","100","D",0.05,"D",325000,"D",15,"D",3500,"D",,"B",,"B",,"B",,"B",930,"D",1921,"T",1933,"T",1911,"T",412,"D",403,"D",394,"D",,"A","06","D","2002","D","1","D",,"A",98852,"D",96694,"D",94527,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736883,12,0,"5","01","D","100","D",0.0784,"F",75000,"F",30,"F",735,"F","3","F",,"A",,"A",,"A",193,"F",58,"F",59,"F",59,"F",484,"F",483,"F",483,"F",,"A","06","F","2012","F","1","F",,"A",74010,"F",73952,"F",73893,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736993,14,0,"5","01","D","100","D",0.0784,"D",77493,"D",30,"D",560,"D",,"A",,"A",,"A",,"A",0,"D",54,"D",55,"D",55,"D",506,"D",505,"D",505,"D",,"A","10","D","2013","D","1","D",,"A",77385,"D",77331,"D",77276,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2736993,15,0,"5","01","D","100","D",0.0784,"D",54779,"D",10,"D",660,"D",,"A",,"A",,"A",,"A",0,"D",306,"D",308,"D",310,"D",354,"D",352,"D",350,"D",,"A","10","D","2013","D","1","D",,"A",54173,"D",53867,"D",53559,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20141",2737003,21,0,"1","01","D","100","D",0.055,"D",180000,"D",30,"D",1580,"D","3","D","4","D",,"A",,"A",558,"D",338,"D",339,"D",341,"D",684,"D",683,"D",681,"D",,"A","02","D","2004","D","1","D",,"A",149254,"D",148916,"D",148577,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
