"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","EDUC_AY","EDUC_AY_","EDUCGFTC","EDUC_FTC","EDSCHL_A","EDSC_L_A","EDMONTHA","EDMO_THA","EDREIMBX","EDRE_MBX","JEDUCNET","JEDU_NET","EDUC_A1","EDUC_A1_","EDUC_A2","EDUC_A2_","EDUC_A3","EDUC_A3_","EDUC_A4","EDUC_A4_","EDUC_A5","EDUC_A5_","EDUC_A6","EDUC_A6_","EDUC_A7","EDUC_A7_","EDUC_A8","EDUC_A8_","EDUC_A9","EDUC_A9_"
"20141",2739663,8,0,"1","100","D","1","D",,"A","13","D",.,"A",180,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739683,5,0,"1","300","D","1","D","1","D","01","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739683,6,0,"1","350","D","1","D","1","D","01","D",.,"A",400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739813,8,0,"1","360","D","1","D",,"A","01","D",.,"A",120,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739813,9,0,"1","350","D","1","D","1","D","02","D",.,"A",90,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739813,10,0,"1","360","D","1","D",,"A","02","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739813,11,0,"1","360","D","1","D",,"A","02","D",.,"A",89,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739813,12,0,"1","350","D","1","D","2","D","02","D",.,"A",8,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739813,13,0,"2","360","D","1","D",,"A","12","D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739823,34,0,"1","100","D","1","D",,"A","01","D",.,"A",320,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739823,35,0,"1","300","D","1","D","1","D","01","D",.,"A",448,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739823,36,0,"1","300","D","1","D","2","D","01","D",.,"A",290,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739823,37,0,"1","300","D","1","D","2","D","01","D",.,"A",290,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739883,2,0,"1","300","D","1","D","1","D","13","D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739933,16,0,"1","350","D","1","D","1","D","01","D",.,"A",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739933,17,0,"1","345","D","1","D",,"A","02","D",.,"A",10,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739933,18,0,"1","350","D","1","D","1","D","12","D",.,"A",18,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739933,19,0,"2","300","D","2","D","1","D","12","D",.,"A",5537,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739993,16,0,"1","300","D","2","D","1","D","01","D",.,"A",11000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739993,17,0,"1","300","D","2","D","1","D","12","D",.,"A",6200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739993,18,0,"1","330","D","2","D",,"A","12","D",.,"A",.,"H","320","D","310","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739993,18,1,"1","310","D","2","D",,"A","12","D",.,"A",4033,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739993,18,2,"1","320","D","2","D",,"A","12","D",.,"A",867,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2739993,19,0,"1","350","D","1","D","1","D","12","D",.,"A",550,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740143,17,0,"1","320","D","1","D",,"A","01","D",.,"A",4286,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740143,18,0,"1","300","D","1","D","1","D","01","D",.,"A",6206,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740143,19,0,"1","350","D","1","D","1","D","01","D",.,"A",600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740143,20,0,"1","360","D","1","D",,"A","13","D",.,"A",250,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740143,21,0,"1","350","D","1","D","1","D","01","D",.,"A",208,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740143,22,0,"1","300","D","1","D","1","D","01","D",.,"A",250,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740143,23,0,"1","300","D","1","D","1","D","02","D",.,"A",250,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740143,24,0,"2","100","D","1","D",,"A","12","D",.,"A",80,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740143,25,0,"2","100","D","1","D",,"A","12","D",.,"A",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740233,5,0,"1","100","D","1","D",,"A","13","D",.,"A",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740244,2,0,"1","350","D","1","D","1","D","01","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740253,16,0,"1","300","D","1","D","1","D","12","D",.,"A",700,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740253,17,0,"1","350","D","1","D","1","D","12","D",.,"A",180,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740313,3,0,"1","360","D","1","D",,"A","13","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740564,4,0,"1","350","D","1","D","1","D","01","D",.,"A",120,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740573,4,0,"1","100","D","1","D",,"A","13","D",.,"A",80,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740603,4,0,"1","320","D","2","D",,"A","13","D",.,"A",1200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740603,5,0,"1","300","D","2","D","1","D","02","D",.,"A",8700,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740663,7,0,"1","320","D","2","D",,"A","13","D",.,"A",1250,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740663,8,0,"1","350","D","2","D","1","D","01","D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740663,9,0,"1","360","D","2","D",,"A","13","D",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2740683,15,0,"1","350","D","1","D","2","D","01","D",.,"A",10,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2741043,4,0,"2","380","D","1","D","1","D","12","D",.,"A",.,"H","100","D","310","D","320","D","300","D",,"A",,"A",,"A",,"A",,"A"
"20141",2741043,4,1,"2","300","D","1","D","1","D","12","D",.,"A",10000,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2741223,13,0,"1","350","D","1","D","2","D","13","D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2741283,1,0,"1","300","D","1","D","1","D","13","D",.,"A",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2741423,5,0,"1","100","D","1","D",,"A","12","D",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2741443,6,0,"1","300","D","1","D","1","D","01","D",.,"A",500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2741443,7,0,"1","100","D","1","D",,"A","13","D",.,"A",130,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2741455,6,0,"1","350","D","1","D","1","D","01","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2741545,1,0,"1","300","D","1","D","1","D","01","D",.,"A",5500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2741663,7,0,"1","100","D","1","D",,"A","01","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2741703,5,0,"1","350","D","1","D","6","D","02","D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2741703,6,0,"2","345","D","1","D",,"A","12","D",.,"A",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742053,3,0,"1","350","D","1","D","2","D","13","D",.,"A",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742153,6,0,"1","320","D","2","D",,"A","13","D",.,"A",90,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742153,7,0,"1","350","D","2","D","1","D","01","D",.,"A",8,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742153,8,0,"1","350","D","2","D","1","D","02","D",.,"A",5,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742153,9,0,"1","360","D","2","D",,"A","02","D",.,"A",36,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742173,9,0,"1","100","D","2","D",,"A","13","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742353,3,0,"1","200","D","1","D",,"A","13","D",.,"A",1600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742465,1,0,"1","300","D","1","D","1","D","01","D",.,"A",1900,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742513,10,0,"1","300","D","1","D","6","D","12","D",.,"A",500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742513,11,0,"1","300","D","1","D","6","D","01","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742553,5,0,"1","300","D","1","D","1","D","01","D",.,"A",1200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742553,6,0,"1","200","D","1","D",,"A","13","D",.,"A",1350,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742573,15,0,"1","300","D","1","D","5","D","01","D",.,"A",65,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742573,16,0,"1","300","D","1","D","5","D","02","D",.,"A",585,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742573,17,0,"1","360","D","1","D",,"A","01","D",.,"A",466,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742573,18,0,"2","300","D","1","D","5","D","12","D",.,"A",350,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742643,9,0,"1","300","D","1","D","1","D","12","D",.,"A",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742693,7,0,"1","300","D","1","D","1","D","01","D",.,"A",11540,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742693,8,0,"1","350","D","1","D","1","D","01","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742693,9,0,"1","360","D","1","D",,"A","02","D",.,"A",95,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742763,3,0,"1","300","D","1","D","1","D","12","D",.,"A",1600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742803,7,0,"1","100","D","1","D",,"A","02","D",.,"A",1200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742873,5,0,"1","300","D","1","D","2","D","13","D",.,"A",1800,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2742873,6,0,"1","200","D","1","D",,"A","13","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743003,9,0,"1","100","D","2","D",,"A","13","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743063,10,0,"1","300","D","1","D","1","D","12","D",.,"A",370,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743063,11,0,"1","300","D","1","D","1","D","01","D",.,"A",370,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743063,12,0,"1","300","D","1","D","1","D","02","D",.,"A",370,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743063,13,0,"1","360","D","1","D",,"A","12","D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743085,2,0,"1","350","D","1","D","1","D","01","D",.,"A",325,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743085,3,0,"1","300","D","1","D","1","D","01","D",.,"A",1300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743103,3,0,"1","350","D","1","D","1","D","01","D",.,"A",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743143,3,0,"1","350","D","1","D","1","D","01","D",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743283,16,0,"1","100","D","1","D",,"A","12","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743283,17,0,"1","100","D","1","D",,"A","01","D",.,"A",2458,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743283,18,0,"2","100","D","1","D",,"A","12","D",.,"A",195,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743423,9,0,"1","310","D","2","D",,"A","13","D",.,"A",1000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743423,10,0,"1","350","D","2","D","1","D","01","D",.,"A",1000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743423,11,0,"2","300","D","1","D","1","D","12","D",.,"A",22000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743513,5,0,"1","320","D","1","D",,"A","13","D",.,"A",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743513,6,0,"2","100","D","1","D",,"A","12","D",.,"A",70,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743553,9,0,"1","300","D","2","D","1","D","02","D",.,"A",2000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743553,10,0,"1","310","D","2","D",,"A","13","D",.,"A",400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743553,11,0,"1","350","D","2","D","1","D","01","D",.,"A",500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743743,3,0,"1","300","D","1","D","1","D","02","D",.,"A",75,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743743,4,0,"1","350","D","1","D","1","D","01","D",.,"A",130,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743813,2,0,"1","350","D","1","D","1","D","01","D",.,"A",200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2743933,2,0,"1","300","D","1","D","2","D","13","D",.,"A",1500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2744323,14,0,"1","300","D","1","D","2","D","01","D",.,"A",1500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2744385,10,0,"1","345","D","1","D",,"A","01","D",.,"A",245,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2744433,3,0,"1","350","D","1","D","1","D","01","D",.,"A",600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2744513,14,0,"1","300","D","1","D","6","D","13","D",.,"A",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2744793,5,0,"1","100","D","1","D",,"A","13","D",.,"A",240,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2744913,17,0,"1","100","D","1","D",,"A","13","D",.,"A",120,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2744943,4,0,"1","100","D","1","D",,"A","01","D",.,"A",5,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2744983,2,0,"1","350","D","1","D","2","D","13","D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745123,8,0,"1","300","D","2","D","1","D","13","D",.,"A",366,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745153,7,0,"1","300","D","1","D","1","D","01","D",.,"A",3000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745174,1,0,"1","300","D","1","D","1","D","01","D",.,"A",7500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745174,2,0,"1","350","D","1","D","1","D","01","D",.,"A",125,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745183,4,0,"1","200","D","1","D",,"A","01","D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745383,2,0,"1","360","D","1","D",,"A","12","D",.,"A",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745723,5,0,"1","300","D","2","D","1","D","02","D",.,"A",500,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745723,6,0,"2","300","D","2","D","1","D","12","D",.,"A",2000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745823,3,0,"1","300","D","1","D","1","D","01","D",.,"A",2600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745823,4,0,"1","350","D","1","D","1","D","01","D",.,"A",230,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745823,5,0,"1","360","D","1","D",,"A","02","D",.,"A",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745903,3,0,"1","300","D","1","D","6","D","02","D",.,"A",35,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2745923,4,0,"1","350","D","1","D","1","D","01","D",.,"A",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746163,7,0,"1","100","D","1","D",,"A","13","D",.,"A",450,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746175,8,0,"1","300","D","1","D","1","D","01","D",.,"A",4000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746175,9,0,"1","300","D","1","D","1","D","01","D",.,"A",4000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746175,10,0,"1","310","D","1","D",,"A","01","D",.,"A",875,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746175,11,0,"1","350","D","1","D","1","D","01","D",.,"A",120,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746175,12,0,"1","350","D","1","D","1","D","01","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746233,1,0,"1","300","D","1","D","1","D","01","D",.,"A",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746233,2,0,"1","350","D","1","D","1","D","01","D",.,"A",175,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746373,2,0,"1","350","D","1","D","1","D","01","D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746443,2,0,"1","200","D","1","D",,"A","13","D",.,"A",30,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746603,10,0,"1","100","D","1","D",,"A","01","D",.,"A",110,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746603,11,0,"1","100","D","1","D",,"A","02","D",.,"A",110,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746603,12,0,"1","100","D","1","D",,"A","13","D",.,"A",140,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746603,13,0,"1","300","D","1","D","1","D","01","D",.,"A",450,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746603,14,0,"1","310","D","2","D",,"A","13","D",.,"A",385,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746603,15,0,"2","100","D","1","D",,"A","12","D",.,"A",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746623,17,0,"1","300","D","1","D","6","D","12","D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746623,18,0,"1","300","D","1","D","6","D","02","D",.,"A",389,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746623,19,0,"1","350","D","1","D","6","D","12","D",.,"A",37,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746623,20,0,"1","350","D","1","D","6","D","02","D",.,"A",24,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746663,6,0,"2","300","D","1","D","1","D","12","D",.,"A",4000,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746733,4,0,"1","300","D","1","D","1","D","13","D",.,"A",230,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746803,2,0,"1","200","D","1","D",,"A","13","D",.,"A",392,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746913,6,0,"1","345","D","1","D",,"A","13","D",.,"A",37,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746985,8,0,"1","350","D","1","D","1","D","01","D",.,"A",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746985,9,0,"1","350","D","1","D","1","D","02","D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2746985,10,0,"1","360","D","1","D",,"A","02","D",.,"A",40,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2747073,5,0,"1","200","D","1","D",,"A","13","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2747073,6,0,"1","320","D","1","D",,"A","13","D",.,"A",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2747202,2,0,"1","345","D","1","D",,"A","12","D",.,"A",160,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2747552,4,0,"1","300","D","1","D","1","D","13","D",.,"A",1,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2747802,23,0,"1","360","D","2","D",,"A","12","D",.,"A",120,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748072,14,0,"1","300","D","1","D","1","D","11","D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748102,8,0,"1","200","D","1","D",,"A","11","D",.,"A",600,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748102,9,0,"1","200","D","1","D",,"A","12","D",.,"A",1200,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748132,5,0,"2","100","D","1","D",,"A","10","D",.,"A",83,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748142,15,0,"1","300","D","2","D","1","D","12","D",.,"A",2400,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748342,5,0,"1","100","D","1","D",,"A","13","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748342,6,0,"1","100","D","1","D",,"A","13","D",.,"A",150,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748342,7,0,"1","100","D","1","D",,"A","13","D",.,"A",90,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748342,8,0,"1","200","D","1","D",,"A","13","D",.,"A",300,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748342,9,0,"1","360","D","1","D",,"A","10","D",.,"A",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748342,10,0,"2","100","D","1","D",,"A","10","D",.,"A",46,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748402,25,0,"1","100","D","1","D",,"A","13","D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748402,26,0,"1","100","D","1","D",,"A","11","D",.,"A",50,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748402,27,0,"2","360","D","1","D",,"A","10","D",.,"A",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748475,6,0,"1","200","D","1","D",,"A","13","D",.,"A",212,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20141",2748552,6,0,"1","350","D","2","D","1","D","12","D",.,"A",210,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
