"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOH","PROP0NOH","OWNYH","OWNYH_","PAIDLOAN","PAID_OAN","PRIMPLUS","PRIM_LUS","JINTPDX","JINTPDX_","JLCPRINX","JLCP_INX","LOAN_NOH","LOAN0NOH","TOTOWED","TOTOWED_"
"20141",2757792,47,0,"5","01","D","100","D","1","D",0.0475,"D",33,"D",147,"D","01","D",2800,"D"
"20141",2758062,31,0,"5","01","D","100","D","1","D",0.0475,"D",132,"D",618,"D","01","D",11079,"D"
"20141",2760102,41,0,"5","01","D","100","D","1","D",0.0475,"D",59,"D",1441,"D","01","D",5000,"D"
"20141",2760502,8,0,"1","01","D","100","D","1","D",0.0475,"D",160,"D",320,"D","01","D",13500,"D"
"20141",2761042,54,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",22000,"D"
"20141",2761402,41,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",1,"D"
"20141",2762292,13,0,"5","01","D","100","D","1","D",0.0475,"D",439,"F",713,"F","01","D",37000,"F"
"20141",2762422,34,0,"5","01","D","100","D","1","D",0.0475,"D",1116,"D",3484,"D","01","D",94000,"D"
"20141",2762842,37,0,"5","01","D","100","D","1","D",0.0475,"D",475,"D",-70,"D","01","D",40000,"D"
"20141",2762862,37,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20141",2763012,16,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",16500,"D"
"20141",2763652,24,0,"5","01","D","100","D","1","D",0.0475,"D",2696,"D",-596,"D","01","D",330551,"T"
"20141",2764002,38,0,"5","01","D","100","D","1","D",0.0475,"D",392,"D",1508,"D","01","D",33000,"D"
"20141",2765012,16,0,"5","01","D","100","D","1","D",0.0475,"D",78,"D",522,"D","01","D",6600,"D"
"20141",2765562,31,0,"5","01","D","100","D","1","D",0.0475,"D",2850,"D",650,"D","01","D",330551,"T"
"20141",2767242,37,0,"5","01","D","100","D","1","D",0.0475,"D",95,"D",4005,"D","01","D",8000,"D"
"20141",2767662,18,0,"5","01","D","100","D","1","D",0.0475,"D",107,"D",673,"D","01","D",9000,"D"
"20141",2768062,19,0,"5","01","D","100","D","1","D",0.0475,"D",44,"D",1456,"D","01","D",3738,"D"
"20141",2769082,34,0,"5","01","D","100","D","1","D",0.0475,"D",92,"D",58,"D","01","D",7748,"D"
"20141",2769332,31,0,"5","01","D","100","D","1","D",0.0475,"D",1009,"D",-309,"D","01","D",85000,"D"
"20141",2770502,21,0,"5","01","D","100","D","1","D",0.0475,"D",0,"F",0,"F","01","D",0,"F"
"20141",2771282,18,0,"5","01","D","100","D","1","D",0.0475,"D",238,"D",362,"D","01","D",20000,"D"
"20141",2771912,19,0,"5","01","D","100","D","2","D",0.0475,"D",2696,"F",-596,"F","01","D",330551,"V"
"20141",2772742,16,0,"1","01","D","100","D","1","D",0.0475,"D",1603,"D",21242,"T","01","D",135000,"D"
"20141",2772782,27,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",50000,"D"
"20141",2774012,24,0,"5","01","D","100","D","1","D",0.0475,"D",594,"D",186,"D","01","D",50000,"D"
"20141",2774012,25,0,"5","02","D","300","D","2","D",0.0475,"D",.,"A",.,"A","01","D",150667,"T"
"20141",2775552,19,0,"1","01","D","100","D","1","D",0.0475,"D",428,"D",191,"D","01","D",36000,"D"
"20141",2775582,26,0,"5","01","D","100","D","1","D",0.0475,"D",48,"D",552,"D","01","D",4000,"D"
"20141",2775672,48,0,"5","01","D","100","D","1","D",0.0475,"D",3681,"D",21242,"T","01","D",330551,"T"
"20141",2776932,31,0,"5","01","D","100","D","1","D",0.0475,"D",285,"D",415,"D","01","D",24000,"D"
"20141",2777802,41,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",330551,"T"
"20141",2777882,20,0,"5","01","D","100","D","1","D",0.0475,"D",131,"D",40,"D","01","D",11000,"D"
"20141",2778032,18,0,"5","01","D","100","D","1","D",0.0475,"D",94,"D",3400,"D","01","D",7935,"D"
"20141",2778932,40,0,"5","01","D","100","D","1","D",0.0475,"D",238,"D",362,"D","01","D",20000,"D"
"20141",2779712,27,0,"5","01","D","100","D","1","D",0.0475,"D",83,"F",2917,"F","01","D",7000,"F"
"20141",2779942,39,0,"5","01","D","100","D","1","D",0.0475,"D",1116,"D",-516,"D","01","D",94000,"D"
"20141",2780462,52,0,"5","01","D","100","D","1","D",0.0475,"D",118,"D",482,"D","01","D",9900,"D"
"20141",2780822,27,0,"5","01","D","100","D","1","D",0.0475,"D",416,"D",484,"D","01","D",35000,"D"
"20141",2785163,55,0,"1","01","D","100","D","1","D",0.0475,"D",93,"D",231,"D","01","D",7800,"D"
"20141",2809045,11,0,"1","01","D","100","D","1","D",0.0475,"D",143,"D",457,"D","01","D",12000,"D"
"20142",2680905,47,0,"5","01","D","100","D","1","D",0.0475,"D",37,"D",3113,"D","01","D",3150,"D"
"20142",2680925,34,0,"5","01","D","100","D","1","D",0.0475,"D",37,"F",3113,"F","01","D",3150,"F"
"20142",2681545,44,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2681645,13,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",150000,"D"
"20142",2681785,30,0,"5","01","D","100","D","1","D",0.0475,"D",180,"D",1470,"D","01","D",15172,"D"
"20142",2681915,31,0,"5","01","D","100","D","2","D",0.0475,"D",131,"F",769,"F","01","D",11000,"F"
"20142",2683165,39,0,"5","01","D","100","D","1","D",0.0475,"D",663,"D",214,"D","01","D",55810,"D"
"20142",2683375,26,0,"5","01","D","100","D","1","D",0.0475,"D",427,"F",-43,"F","01","D",35920,"F"
"20142",2683435,39,0,"5","01","D","100","D","1","D",0.0475,"D",1188,"D",-438,"D","01","D",100000,"D"
"20142",2684335,26,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",50000,"D"
"20142",2685095,33,0,"5","01","D","100","D","1","D",0.0475,"D",105,"D",615,"D","01","D",8800,"D"
"20142",2686755,27,0,"5","01","D","100","D","1","D",0.0475,"D",333,"D",937,"D","01","D",28000,"D"
"20142",2687025,17,0,"5","01","D","100","D","2","D",0.0475,"D",238,"F",62,"F","01","D",20000,"F"
"20142",2687855,15,0,"5","01","D","100","D","1","D",0.0475,"D",283,"F",-211,"F","01","D",23792,"F"
"20142",2688315,35,0,"5","01","D","100","D","1","D",0.0475,"D",30,"D",2478,"D","01","D",2508,"D"
"20142",2688875,15,0,"5","01","D","100","D","1","D",0.0475,"D",99,"F",201,"F","01","D",8300,"F"
"20142",2689185,52,0,"5","01","D","100","D","1","D",0.0475,"D",59,"D",541,"D","01","D",5000,"D"
"20142",2689805,24,0,"5","02","D","300","D","2","D",0.0475,"D",1045,"F",-145,"F","01","D",88000,"F"
"20142",2690285,14,0,"5","01","D","100","D","1","D",0.0475,"D",48,"D",552,"D","01","D",4000,"D"
"20142",2690505,32,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",10000,"D"
"20142",2691065,25,0,"5","01","D","100","D","1","D",0.0475,"D",238,"F",62,"F","01","D",20000,"F"
"20142",2692595,31,0,"5","01","D","100","D","1","D",0.0475,"D",713,"D",967,"D","01","D",60000,"D"
"20142",2692845,20,0,"5","01","D","100","D","1","D",0.0475,"D",48,"F",552,"F","01","D",4000,"F"
"20142",2693335,28,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2694105,21,0,"5","01","D","100","D","1","D",0.0475,"D",0,"D",0,"D","01","D",0,"D"
"20142",2694985,34,0,"5","01","D","100","D","1","D",0.0475,"D",356,"D",694,"D","01","D",30000,"D"
"20142",2695275,55,0,"5","01","D","100","D","2","D",0.0475,"D",974,"F",1,"F","01","D",82000,"F"
"20142",2696155,28,0,"1","02","D","300","D","1","D",0.0475,"D",297,"F",-117,"F","01","D",25000,"F"
"20142",2696565,25,0,"5","01","D","100","D","1","D",0.0475,"D",463,"D",1337,"D","01","D",39000,"D"
"20142",2696565,26,0,"5","01","D","100","D","1","D",0.0475,"D",166,"D",284,"D","02","D",14000,"D"
"20142",2697525,27,0,"5","01","D","100","D","1","D",0.0475,"D",185,"F",415,"F","01","D",15600,"F"
"20142",2697985,35,0,"5","01","D","100","D","1","D",0.0475,"D",297,"F",533,"F","02","D",25000,"F"
"20142",2697985,36,0,"5","01","D","100","D","1","D",0.0475,"D",772,"D",408,"D","01","D",65000,"D"
"20142",2698085,28,0,"5","01","D","100","D","1","D",0.0475,"D",713,"D",37,"D","01","D",60000,"D"
"20142",2698395,39,0,"5","01","D","100","D","1","D",0.0475,"D",594,"D",306,"D","01","D",50000,"D"
"20142",2699665,30,0,"5","01","D","100","D","1","D",0.0475,"D",160,"D",140,"D","01","D",13500,"D"
"20142",2699695,31,0,"5","01","D","100","D","1","D",0.0475,"D",167,"D",133,"D","01","D",14100,"D"
"20142",2699695,32,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","02","D",0,"D"
"20142",2700065,37,0,"5","01","D","100","D","1","D",0.0475,"D",2375,"D",-1020,"D","01","D",200000,"D"
"20142",2700215,27,0,"5","01","D","100","D","1","D",0.0475,"D",974,"D",1,"D","01","D",82000,"D"
"20142",2700355,42,0,"5","01","D","100","D","1","D",0.0475,"D",404,"D",196,"D","01","D",34000,"D"
"20142",2700535,54,0,"5","01","D","100","D","1","D",0.0475,"D",831,"D",249,"D","01","D",70000,"D"
"20142",2700555,43,0,"5","01","D","100","D","1","D",0.0475,"D",59,"F",1441,"F","01","D",5000,"F"
"20142",2700575,41,0,"5","01","D","100","D","1","D",0.0475,"D",1948,"D",-586,"D","01","D",164000,"D"
"20142",2700775,26,0,"5","01","D","100","D","1","D",0.0475,"D",1769,"D",-533,"D","01","D",149000,"D"
"20142",2701415,23,0,"5","01","D","100","D","1","D",0.0475,"D",138,"D",762,"D","01","D",11600,"D"
"20142",2702135,50,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2702725,35,0,"5","01","D","100","D","1","D",0.0475,"D",475,"D",125,"D","01","D",40000,"D"
"20142",2705045,47,0,"5","01","D","100","D","2","D",0.0475,"D",167,"F",133,"F","01","D",14100,"F"
"20142",2706065,32,0,"5","01","D","100","D","1","D",0.0475,"D",18,"D",1482,"D","01","D",1500,"D"
"20142",2706075,24,0,"5","01","D","100","D","1","D",0.0475,"D",105,"F",615,"F","01","D",8800,"F"
"20142",2706325,44,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2706585,64,0,"5","01","D","100","D","1","D",0.0475,"D",423,"D",477,"D","01","D",35647,"D"
"20142",2707285,39,0,"5","01","D","100","D","1","D",0.0475,"D",100,"D",200,"D","01","D",8400,"D"
"20142",2707455,36,0,"5","01","D","100","D","1","D",0.0475,"D",232,"D",1742,"D","01","D",19500,"D"
"20142",2707835,17,0,"5","01","D","100","D","1","D",0.0475,"D",665,"F",-305,"F","01","D",56000,"F"
"20142",2708495,24,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",10000,"D"
"20142",2708555,35,0,"5","01","D","100","D","2","D",0.0475,"D",2019,"F",-639,"F","01","D",170000,"F"
"20142",2709025,32,0,"5","01","D","100","D","1","D",0.0475,"D",1017,"D",1383,"D","01","D",85600,"D"
"20142",2709145,31,0,"5","01","D","100","D","1","D",0.0475,"D",368,"D",13,"D","01","D",31000,"D"
"20142",2709815,23,0,"5","01","D","100","D","1","D",0.0475,"D",44,"D",2056,"D","01","D",3700,"D"
"20142",2710305,29,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",22522,"D"
"20142",2710565,38,0,"5","01","D","100","D","1","D",0.0475,"D",59,"F",541,"F","01","D",5000,"F"
"20142",2710905,31,0,"5","01","D","100","D","1","D",0.0475,"D",475,"F",2325,"F","01","D",40000,"F"
"20142",2711565,37,0,"5","01","D","100","D","1","D",0.0475,"D",221,"D",79,"D","01","D",18600,"D"
"20142",2711715,50,0,"5","01","D","100","D","1","D",0.0475,"D",297,"D",903,"D","01","D",25000,"D"
"20142",2712065,17,0,"5","01","D","100","D","1","D",0.0475,"D",78,"D",222,"D","01","D",6600,"D"
"20142",2712265,14,0,"5","01","D","100","D","1","D",0.0475,"D",190,"D",1010,"D","01","D",16000,"D"
"20142",2712485,31,0,"5","01","D","100","D","1","D",0.0475,"D",143,"D",1132,"D","01","D",12000,"D"
"20142",2712885,37,0,"5","01","D","100","D","1","D",0.0475,"D",404,"D",46,"D","01","D",34000,"D"
"20142",2713045,29,0,"5","01","D","100","D","1","D",0.0475,"D",297,"D",453,"D","01","D",25000,"D"
"20142",2713574,40,0,"5","02","D","300","D","1","D",0.0475,"D",89,"D",2927,"T","01","D",7500,"D"
"20142",2714064,27,0,"5","01","D","100","D","1","D",0.0475,"D",0,"D",0,"D","01","D",0,"D"
"20142",2714324,15,0,"5","01","D","100","D","1","D",0.0475,"D",1069,"D",-19,"D","01","D",90000,"D"
"20142",2715514,34,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2716594,31,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2717004,19,0,"5","01","D","100","D","1","D",0.0475,"D",172,"F",-28,"F","01","D",14495,"F"
"20142",2719224,38,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2719324,41,0,"5","01","D","100","D","1","D",0.0475,"D",380,"D",-80,"D","01","D",32000,"D"
"20142",2719494,40,0,"5","01","D","100","D","1","D",0.0475,"D",582,"D",2718,"D","01","D",49000,"D"
"20142",2719804,25,0,"5","01","D","100","D","1","D",0.0475,"D",641,"D",1411,"D","01","D",54000,"D"
"20142",2719924,28,0,"5","01","D","100","D","1","D",0.0475,"D",0,"D",0,"D","01","D",0,"D"
"20142",2720684,16,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2720854,37,0,"5","01","D","100","D","1","D",0.0475,"D",166,"D",471,"D","01","D",14000,"D"
"20142",2721254,22,0,"5","01","D","100","D","1","D",0.0475,"D",233,"D",352,"D","01","D",19613,"D"
"20142",2721264,22,0,"5","01","D","100","D","1","D",0.0475,"D",665,"D",-305,"D","01","D",56000,"D"
"20142",2721304,26,0,"5","01","D","100","D","1","D",0.0475,"D",594,"D",606,"D","01","D",50000,"D"
"20142",2721354,27,0,"5","01","D","100","D","1","D",0.0475,"D",297,"D",114,"D","01","D",24990,"D"
"20142",2721734,10,0,"5","01","D","100","D","1","D",0.0475,"D",241,"D",719,"D","01","D",20300,"D"
"20142",2721974,30,0,"5","01","D","100","D","1","D",0.0475,"D",220,"D",110,"D","01","D",18500,"D"
"20142",2721984,34,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2722144,26,0,"5","01","D","100","D","1","D",0.0475,"D",160,"F",140,"F","01","D",13500,"F"
"20142",2722394,20,0,"5","01","D","100","D","2","D",0.0475,"D",1211,"F",239,"F","01","D",102000,"F"
"20142",2722504,38,0,"5","01","D","100","D","2","D",0.0475,"D",475,"F",125,"F","01","D",40000,"F"
"20142",2723104,32,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2723894,38,0,"5","01","D","100","D","1","D",0.0475,"D",107,"D",493,"D","01","D",9000,"D"
"20142",2724224,12,0,"5","01","D","100","D","2","D",0.0475,"D",475,"F",2275,"F","01","D",40000,"F"
"20142",2725274,13,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",122000,"D"
"20142",2725954,26,0,"5","01","D","100","D","1","D",0.0475,"D",226,"D",1244,"D","01","D",19000,"D"
"20142",2726134,39,0,"5","01","D","100","D","1","D",0.0475,"D",475,"D",2325,"D","01","D",40000,"D"
"20142",2726684,25,0,"5","01","D","100","D","1","D",0.0475,"D",280,"D",638,"D","01","D",23600,"D"
"20142",2727424,16,0,"5","01","D","100","D","1","D",0.0475,"D",0,"D",0,"D","01","D",0,"D"
"20142",2727724,30,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2728394,33,0,"5","01","D","100","D","1","D",0.0475,"D",534,"D",2466,"D","01","D",45000,"D"
"20142",2728504,30,0,"5","01","D","100","D","1","D",0.0475,"D",150,"D",1489,"D","01","D",12600,"D"
"20142",2729114,16,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",127000,"D"
"20142",2730174,26,0,"5","01","D","100","D","1","D",0.0475,"D",48,"D",102,"D","01","D",4000,"D"
"20142",2730424,29,0,"5","01","D","100","D","1","D",0.0475,"D",395,"D",-128,"D","01","D",33238,"D"
"20142",2730424,30,0,"5","01","D","100","D","1","D",0.0475,"D",1632,"D",1860,"D","02","D",137470,"D"
"20142",2730424,31,0,"5","01","D","100","D","1","D",0.0475,"D",1180,"D",-385,"D","03","D",99410,"D"
"20142",2731124,46,0,"5","02","D","300","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2731544,38,0,"5","01","D","100","D","1","D",0.0475,"D",1841,"D",-885,"D","01","D",155000,"D"
"20142",2731544,39,0,"5","03","D","400","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2731604,35,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2732154,40,0,"5","01","D","100","D","1","D",0.0475,"D",475,"D",785,"D","01","D",40000,"D"
"20142",2732254,35,0,"5","01","D","100","D","1","D",0.0475,"D",831,"F",249,"F","01","D",70000,"F"
"20142",2732824,23,0,"5","01","D","100","D","1","D",0.0475,"D",0,"F",0,"F","01","D",0,"F"
"20142",2733274,31,0,"5","01","D","100","D","1","D",0.0475,"D",6,"D",494,"D","01","D",500,"D"
"20142",2733894,31,0,"5","01","D","100","D","1","D",0.0475,"D",1073,"D",877,"D","01","D",90350,"D"
"20142",2735254,32,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2736014,31,0,"5","01","D","100","D","1","D",0.0475,"D",35,"F",265,"F","01","D",2913,"F"
"20142",2736284,21,0,"5","01","D","100","D","1","D",0.0475,"D",713,"F",37,"F","01","D",60000,"F"
"20142",2737044,35,0,"5","01","D","100","D","1","D",0.0475,"D",380,"D",670,"D","01","D",32000,"D"
"20142",2737294,36,0,"5","01","D","100","D","2","D",0.0475,"D",475,"F",-25,"F","01","D",40000,"F"
"20142",2737644,25,0,"5","01","D","100","D","1","D",0.0475,"D",143,"F",457,"F","01","D",12000,"F"
"20142",2737884,23,0,"5","01","D","100","D","2","D",0.0475,"D",30,"F",2478,"F","01","D",2508,"F"
"20142",2738984,43,0,"5","01","D","100","D","1","D",0.0475,"D",172,"D",-28,"D","01","D",14495,"D"
"20142",2740224,16,0,"5","01","D","100","D","1","D",0.0475,"D",3,"D",374,"D","01","D",264,"D"
"20142",2741184,49,0,"5","01","D","100","D","1","D",0.0475,"D",62,"D",677,"D","01","D",5195,"D"
"20142",2741264,36,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",15000,"D"
"20142",2741294,23,0,"5","01","D","100","D","1","D",0.0475,"D",297,"D",533,"D","01","D",25000,"D"
"20142",2742084,31,0,"5","01","D","100","D","1","D",0.0475,"D",772,"D",878,"D","01","D",65000,"D"
"20142",2742514,33,0,"5","01","D","100","D","1","D",0.0475,"D",555,"D",-105,"D","01","D",46717,"D"
"20142",2742524,46,0,"5","01","D","100","D","1","D",0.0475,"D",363,"D",1737,"D","01","D",30600,"D"
"20142",2742744,16,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",101000,"D"
"20142",2743284,44,0,"5","01","D","100","D","1","D",0.0475,"D",416,"F",757,"F","01","D",35000,"F"
"20142",2743524,20,0,"5","01","D","100","D","1","D",0.0475,"D",344,"F",21242,"V","01","D",29000,"F"
"20142",2744434,36,0,"5","01","D","100","D","1","D",0.0475,"D",416,"D",634,"D","01","D",35000,"D"
"20142",2744504,25,0,"5","01","D","100","D","1","D",0.0475,"D",534,"D",1266,"D","01","D",45000,"D"
"20142",2744844,39,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",29000,"D"
"20142",2746394,28,0,"5","01","D","100","D","2","D",0.0475,"D",241,"F",719,"F","01","D",20300,"F"
"20142",2746504,16,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",88000,"D"
"20142",2746814,45,0,"1","01","D","100","D","1","D",0.0475,"D",273,"F",2727,"F","01","D",23000,"F"
"20142",2746994,40,0,"5","01","D","100","D","1","D",0.0475,"D",475,"D",525,"D","01","D",40000,"D"
"20142",2748113,16,0,"5","01","D","100","D","1","D",0.0475,"D",143,"F",1132,"F","01","D",12000,"F"
"20142",2748193,29,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2748283,69,0,"5","01","D","100","D","2","D",0.0475,"D",221,"F",79,"F","01","D",18600,"F"
"20142",2749173,25,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",14900,"D"
"20142",2749783,24,0,"5","01","D","200","D","2","D",0.0475,"D",.,"A",.,"A","01","D",163000,"D"
"20142",2749803,21,0,"5","01","D","100","D","1","D",0.0475,"D",998,"F",3402,"F","01","D",84000,"F"
"20142",2750523,41,0,"5","01","D","100","D","1","D",0.0475,"D",297,"F",453,"F","01","D",25000,"F"
"20142",2751333,27,0,"5","01","D","100","D","1","D",0.0475,"D",439,"D",461,"D","01","D",37000,"D"
"20142",2751373,36,0,"5","01","D","100","D","1","D",0.0475,"D",451,"D",1349,"D","01","D",38000,"D"
"20142",2751503,43,0,"5","01","D","100","D","1","D",0.0475,"D",79,"D",1748,"D","01","D",6683,"D"
"20142",2751573,31,0,"5","01","D","100","D","1","D",0.0475,"D",273,"D",2727,"D","01","D",23000,"D"
"20142",2751873,20,0,"5","01","D","100","D","1","D",0.0475,"D",297,"F",903,"F","01","D",25000,"F"
"20142",2752043,25,0,"5","01","D","100","D","1","D",0.0475,"D",831,"D",669,"D","01","D",70000,"D"
"20142",2752233,37,0,"5","01","D","100","D","1","D",0.0475,"D",1188,"D",-228,"D","01","D",100000,"D"
"20142",2752343,27,0,"5","01","D","100","D","1","D",0.0475,"D",34,"D",1266,"D","01","D",2900,"D"
"20142",2752773,25,0,"5","01","D","100","D","2","D",0.0475,"D",534,"F",2466,"F","01","D",45000,"F"
"20142",2752823,34,0,"5","01","D","100","D","2","D",0.0475,"D",0,"F",0,"F","01","D",0,"F"
"20142",2753403,19,0,"5","01","D","100","D","1","D",0.0475,"D",772,"F",878,"F","01","D",65000,"F"
"20142",2753613,11,0,"5","01","D","100","D",,"C",0.0475,"D",6,"F",494,"F","01","D",500,"F"
"20142",2754243,11,0,"5","01","D","100","D","1","D",0.0475,"D",273,"F",927,"F","01","D",23000,"F"
"20142",2754743,96,0,"5","01","D","100","D","1","D",0.0475,"D",202,"D",1765,"D","01","D",17000,"D"
"20142",2754993,34,0,"5","01","D","100","D","1","D",0.0475,"D",950,"F",-350,"F","01","D",80000,"F"
"20142",2755033,15,0,"5","01","D","100","D","1","D",0.0475,"D",0,"F",0,"F","01","D",0,"F"
"20142",2755363,21,0,"5","01","D","100","D","1","D",0.0475,"D",131,"D",769,"D","01","D",11000,"D"
"20142",2755933,22,0,"5","01","D","100","D","1","D",0.0475,"D",240,"D",2160,"D","01","D",20200,"D"
"20142",2757793,41,0,"5","01","D","100","D","1","D",0.0475,"D",297,"D",-117,"D","01","D",25000,"D"
"20142",2758063,34,0,"5","01","D","100","D","1","D",0.0475,"D",131,"D",604,"D","01","D",11000,"D"
"20142",2760503,12,0,"5","01","D","100","D","2","D",0.0475,"D",100,"F",200,"F","01","D",8400,"F"
"20142",2761403,52,0,"5","01","D","100","D","1","D",0.0475,"D",23,"D",277,"D","01","D",1950,"D"
"20142",2762293,12,0,"5","01","D","100","D","1","D",0.0475,"D",71,"D",529,"D","01","D",6000,"D"
"20142",2762423,30,0,"5","01","D","100","D","1","D",0.0475,"D",998,"D",3402,"D","01","D",84000,"D"
"20142",2762843,31,0,"5","01","D","100","D","1","D",0.0475,"D",475,"D",-25,"D","01","D",40000,"D"
"20142",2762863,42,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2763013,24,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",0,"D"
"20142",2763653,36,0,"5","01","D","100","D","1","D",0.0475,"D",2731,"D",1769,"D","01","D",330551,"T"
"20142",2764003,31,0,"5","01","D","100","D","1","D",0.0475,"D",416,"D",3484,"D","01","D",35000,"D"
"20142",2764753,31,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",25000,"D"
"20142",2765013,12,0,"5","01","D","100","D","1","D",0.0475,"D",73,"D",527,"D","01","D",6150,"D"
"20142",2765563,29,0,"5","01","D","100","D","1","D",0.0475,"D",2850,"D",1650,"D","01","D",330551,"T"
"20142",2766643,27,0,"5","01","D","100","D","1","D",0.0475,"D",416,"D",757,"D","01","D",35000,"D"
"20142",2767243,33,0,"5","01","D","100","D","1","D",0.0475,"D",99,"D",201,"D","01","D",8300,"D"
"20142",2767293,38,0,"5","01","D","100","D","1","D",0.0475,"D",380,"F",220,"F","01","D",32000,"F"
"20142",2768063,20,0,"5","01","D","100","D","1","D",0.0475,"D",20,"D",1480,"D","01","D",1700,"D"
"20142",2768923,22,0,"5","01","D","100","D","1","D",0.0475,"D",608,"D",720,"D","01","D",51228,"D"
"20142",2769333,27,0,"5","01","D","100","D","1","D",0.0475,"D",107,"F",493,"F","01","D",9000,"F"
"20142",2770273,24,0,"5","01","D","100","D","2","D",0.0475,"D",356,"F",694,"F","01","D",30000,"F"
"20142",2770503,16,0,"5","01","D","100","D","1","D",0.0475,"D",416,"F",634,"F","01","D",35000,"F"
"20142",2770843,16,0,"1","01","D","100","D","1","D",0.0475,"D",1330,"F",637,"F","01","D",112000,"F"
"20142",2771283,21,0,"5","01","D","100","D","1","D",0.0475,"D",0,"D",0,"D","01","D",0,"D"
"20142",2771913,23,0,"5","01","D","100","D","1","D",0.0475,"D",1769,"F",-533,"F","01","D",149000,"F"
"20142",2772783,25,0,"5","01","D","100","D","2","D",0.0475,"D",.,"A",.,"A","01","D",104000,"D"
"20142",2774863,35,0,"5","01","D","100","D","1","D",0.0475,"D",226,"F",1244,"F","01","D",19000,"F"
"20142",2775553,36,0,"5","01","D","100","D","1","D",0.0475,"D",202,"D",422,"D","01","D",17000,"D"
"20142",2775583,31,0,"5","01","D","100","D","1","D",0.0475,"D",1073,"F",877,"F","01","D",90350,"F"
"20142",2775673,34,0,"5","01","D","100","D","1","D",0.0475,"D",3634,"D",21242,"T","01","D",330551,"T"
"20142",2777883,23,0,"5","01","D","100","D","2","D",0.0475,"D",138,"F",762,"F","01","D",11600,"F"
"20142",2778033,16,0,"5","01","D","100","D","1","D",0.0475,"D",463,"F",1337,"F","01","D",39000,"F"
"20142",2778933,33,0,"5","01","D","100","D","1","D",0.0475,"D",238,"D",62,"D","01","D",20000,"D"
"20142",2779713,27,0,"5","01","D","100","D","1","D",0.0475,"D",238,"D",62,"D","01","D",20000,"D"
"20142",2779943,46,0,"5","01","D","100","D","1","D",0.0475,"D",1128,"D",-628,"D","01","D",95000,"D"
