"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOG","PROP0NOG","OWNYG","OWNYG_","NEWMRTG","NEWMRTG_","ORGMRTG","ORGMRTG_","QMRTTRMG","QMRT_RMG","MRTPMTG","MRTPMTG_","PAYPRTXG","PAYP_TXG","PAYPRING","PAYP_ING","PAYMRING","PAYM_ING","PAYOTHRG","PAYO_HRG","QESCROWG","QESC_OWG","QPRINM1G","QPRI_M1G","QPRINM2G","QPRI_M2G","QPRINM3G","QPRI_M3G","QADINT1G","QADI_T1G","QADINT2G","QADI_T2G","QADINT3G","QADI_T3G","QRFINDTG","QRFI_DTG","FRSTPYMG","FRST_YMG","FRSTPYRG","FRST_YRG","FIXDRTEG","FIXD_TEG","QNEWDATG","QNEW_ATG","QBLNCM1G","QBLN_M1G","QBLNCM2G","QBLN_M2G","QBLNCM3G","QBLN_M3G","LOAN_NOG","LOAN0NOG","VARRTEG","VARRTEG_","INTONLYG","INTO_LYG","OTHRTEG","OTHRTEG_","PAYMT1G","PAYMT1G_","PAYMT2G","PAYMT2G_","PAYMT3G","PAYMT3G_","PAYPRNPG","PAYP_NPG","PAYINTG","PAYINTG_"
"20144",2789384,33,0,"5","01","D","100","D",0.0859,"F",35000,"F",15,"F",700,"F",,"B",,"B",,"B",,"B",353,"F",139,"F",140,"F",141,"F",208,"F",207,"F",206,"F",,"A","06","F","2010","F","1","F",,"A",29088,"F",28949,"F",28809,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2791864,15,0,"5","01","D","100","D",0.0859,"F",10000,"F",10,"F",125,"F",,"B",,"B",,"B",,"B",1,"F",100,"F",100,"F",101,"F",24,"F",24,"F",23,"F",,"A","02","F","2007","F","1","F",,"A",3408,"F",3309,"F",3208,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2793514,26,0,"5","01","D","100","D",0.06,"D",16590,"D",15,"D",140,"D",,"A",,"A",,"A",,"A",0,"D",73,"D",73,"D",74,"D",67,"D",67,"D",66,"D",,"A","07","D","2010","D","1","D",,"A",13431,"D",13358,"D",13285,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2796054,19,0,"5","01","D","100","D",0.1,"F",17000,"F",7,"F",400,"F",,"B",,"B",,"B",,"B",118,"F",249,"F",251,"F",253,"F",33,"F",31,"F",29,"F",,"A","10","F","2008","F","1","F",,"A",3984,"F",3736,"F",3485,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20144",2796764,31,0,"5","01","D","100","D",0.0859,"D",10000,"D",10,"D",125,"D",,"B",,"B",,"B",,"B",1,"D",100,"D",100,"D",101,"D",24,"D",24,"D",23,"D",,"A","02","D","2007","D","1","D",,"A",3408,"D",3309,"D",3208,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2797584,18,0,"5","01","D","100","D",0.05,"F",25000,"F",15,"F",294,"F","3","F","4","F",,"A",,"A",96,"F",156,"F",157,"F",158,"F",42,"F",41,"F",40,"F",,"A","06","F","2004","F","1","F",,"A",9964,"F",9807,"F",9650,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2799144,35,0,"5","01","D","100","D",0.045,"D",30000,"D",8,"D",500,"D",,"B",,"B",,"B",,"B",127,"D",315,"D",316,"D",318,"D",58,"D",57,"D",55,"D",,"A","05","D","2010","D","1","D",,"A",15389,"D",15074,"D",14757,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2799324,26,0,"5","01","D","100","D",0.0859,"F",58500,"F",20,"F",511,"F",,"A",,"A",,"A",,"A",0,"F",0,"F",0,"F",0,"F",.,"A",.,"A",.,"A",,"A","06","F","2004","F","2","F",,"A",58500,"F",58500,"F",58500,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20144",2799784,22,0,"5","01","D","100","D",0.0859,"D",14343,"D",15,"D",142,"D",,"A",,"A",,"A",,"A",0,"D",56,"D",57,"D",57,"D",86,"D",85,"D",85,"D",,"A","06","D","2010","D","1","D",,"A",11989,"D",11932,"D",11876,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2799834,33,0,"5","01","D","100","D",0.0859,"F",74435,"F",12,"F",830,"F",,"A",,"A",,"A",,"A",0,"F",324,"F",326,"F",328,"F",506,"F",504,"F",502,"F",,"A","09","F","2013","F","1","F",,"A",70725,"F",70401,"F",70075,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2800094,18,0,"5","01","D","100","D",0.0859,"D",22000,"D",9,"D",300,"D",,"B",,"B",,"B",,"B",7,"D",180,"D",182,"D",183,"D",113,"D",111,"D",110,"D",,"A","04","D","2011","D","1","D",,"A",15749,"D",15569,"D",15387,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2800224,14,0,"5","01","D","100","D",0.0613,"D",39723,"D",15,"D",338,"D",,"A",,"A",,"A",,"A",0,"D",157,"D",158,"D",159,"D",181,"D",180,"D",179,"D",,"A","02","D","2012","D","1","D",,"A",35356,"D",35198,"D",35040,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2801014,23,0,"5","01","D","100","D",0.055,"D",148000,"D",15,"D",1458,"D","3","D","4","D",,"A",,"A",249,"D",540,"D",543,"D",545,"D",669,"D",666,"D",664,"D",,"A","04","D","2014","D","1","D",,"A",181832,"T",181076,"T",178698,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2802194,30,0,"5","01","D","100","D",0.0859,"D",4524,"D",3,"D",143,"D",,"A",,"A",,"A",,"A",0,"D",111,"D",112,"D",113,"D",32,"D",31,"D",30,"D",,"A","07","D","2014","D","1","D",,"A",4413,"D",4302,"D",4190,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2803664,35,0,"5","01","D","100","D",0.0859,"D",41615,"D",15,"D",412,"D",,"A",,"A",,"A",,"A",0,"D",129,"D",130,"D",131,"D",283,"D",282,"D",281,"D",,"A","04","D","2013","D","1","D",,"A",39560,"D",39431,"D",39301,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2804674,12,0,"1","01","D","100","D",0.049,"F",39300,"F",20,"F",257,"F",,"A",,"A",,"A",,"A",0,"F",109,"F",109,"F",110,"F",148,"F",148,"F",147,"F",,"A","02","F","2012","F","1","F",,"A",36111,"F",36001,"F",35891,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2805384,33,0,"5","01","D","100","D",0.0859,"F",74435,"F",12,"F",830,"F",,"A",,"A",,"A",,"A",0,"F",324,"F",326,"F",328,"F",506,"F",504,"F",502,"F",,"A","09","F","2013","F","1","F",,"A",70725,"F",70401,"F",70075,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2806134,27,0,"5","01","D","100","D",0.05,"D",240559,"T",15,"D",1556,"D","3","D",,"A",,"A",,"A",0,"D",1364,"T",1370,"T",1377,"T",238,"D",233,"D",227,"D",,"A","01","D","2003","D","1","D",,"A",57220,"D",55902,"D",54579,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2806344,31,0,"5","01","D","100","D",0.045,"F",50000,"F",15,"F",399,"F",,"B",,"B",,"B",,"B",17,"F",243,"F",244,"F",245,"F",139,"F",138,"F",137,"F",,"A","07","F","2009","F","1","F",,"A",36940,"F",36697,"F",36452,"F","01","D",,"A","2","D",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2807894,16,0,"5","01","D","100","D",0.0859,"D",53277,"D",9,"D",710,"D",,"A",,"A",,"A",,"A",0,"D",361,"D",363,"D",366,"D",349,"D",347,"D",344,"D",,"A","08","D","2013","D","1","D",,"A",48816,"D",48456,"D",48093,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2807904,28,0,"5","01","D","100","D",0.0859,"D",21304,"D",5,"D",438,"D",,"A",,"A",,"A",,"A",0,"D",341,"D",344,"D",346,"D",97,"D",94,"D",92,"D",,"A","08","D","2012","D","1","D",,"A",13518,"D",13177,"D",12834,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2807914,24,0,"5","01","D","100","D",0.0575,"D",20567,"D",7,"D",298,"D",,"A",,"A",,"A",,"A",0,"D",205,"D",206,"D",207,"D",93,"D",92,"D",91,"D",,"A","03","D","2014","D","1","D",,"A",19356,"D",19151,"D",18944,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2808354,41,0,"5","01","D","100","D",0.0859,"F",100000,"F",10,"F",1245,"F",,"A",,"A",,"A",,"A",0,"F",635,"F",639,"F",644,"F",113,"F",109,"F",104,"F",,"A","06","F","2006","F","2","F",,"A",26309,"F",25252,"F",24188,"F","01","D",,"A",,"A",,"A",748,"F",748,"F",748,"F","1","D","2","D"
"20144",2809814,26,0,"5","01","D","100","D",0.0859,"D",52726,"D",15,"D",522,"D",,"A",,"A",,"A",,"A",0,"D",170,"D",172,"D",173,"D",282,"D",280,"D",279,"D",,"A","10","D","2012","D","1","D",,"A",49125,"D",48955,"D",48784,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2810864,13,0,"5","01","D","100","D",0.05,"F",240559,"V",15,"F",1556,"F","3","F",,"A",,"A",,"A",0,"F",1364,"V",1370,"V",1377,"V",238,"F",233,"F",227,"F",,"A","01","F","2003","F","1","F",,"A",57220,"F",55902,"F",54579,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2811284,12,0,"5","01","D","100","D",0.05,"D",25000,"D",15,"D",294,"D","3","D","4","D",,"A",,"A",96,"D",156,"D",157,"D",158,"D",42,"D",41,"D",40,"D",,"A","06","D","2004","D","1","D",,"A",9964,"D",9807,"D",9650,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2811674,21,0,"5","01","D","300","D",0.0859,"F",49894,"V",5,"F",864,"F",,"A",,"A",,"A",,"A",0,"F",868,"V",874,"V",880,"V",166,"F",161,"F",156,"F",,"A","03","F","2012","F","1","F",,"A",23251,"F",22553,"F",21851,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2812944,46,0,"5","02","D","300","D",0.0424,"D",12599,"D",10,"D",129,"D",,"A",,"A",,"A",,"A",0,"D",88,"D",88,"D",88,"D",41,"D",41,"D",41,"D",,"A","11","D","2013","D","1","D",,"A",11741,"D",11653,"D",11565,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2813484,25,0,"5","01","D","100","D",0.08,"D",49453,"D",10,"D",600,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",270,"D",272,"D",.,"A",330,"D",328,"D",,"A","10","D","2014","D","1","D",,"A",.,"A",49453,"D",49183,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2814923,27,0,"5","01","D","100","D",0.0525,"D",1237,"D",1,"D",106,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","01","D","2012","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2815603,20,0,"5","01","D","100","D",0.0525,"D",180000,"D",15,"D",1800,"D",,"B",,"B",,"B",,"B",353,"D",824,"D",828,"D",831,"D",623,"D",619,"D",616,"D",,"A","04","D","2010","D","1","D",,"A",181832,"T",181076,"T",178698,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2816663,20,0,"5","01","D","100","D",0.0859,"D",48205,"D",10,"D",600,"D",,"A",,"A",,"A",,"A",0,"D",320,"D",323,"D",325,"D",280,"D",277,"D",275,"D",,"A","11","D","2011","D","1","D",,"A",39074,"D",38753,"D",38431,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2818863,29,0,"5","01","D","100","D",0.05,"D",18856,"D",10,"D",200,"D",,"C",,"C",,"C",,"C",0,"D",187,"D",188,"D",189,"D",13,"D",12,"D",11,"D",,"A","11","D","2005","D","1","D",,"A",3089,"D",2902,"D",2714,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20144",2819093,20,0,"5","01","D","100","D",0.0859,"D",3000,"D",3,"D",120,"D",,"B",,"B",,"B",,"B",25,"D",76,"D",77,"D",77,"D",19,"D",18,"D",18,"D",,"A","02","D","2014","D","1","D",,"A",2627,"D",2551,"D",2474,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20144",2819643,17,0,"5","01","D","100","D",0.059,"D",30000,"D",20,"D",253,"D",,"B",,"B",,"B",,"B",40,"D",116,"D",117,"D",117,"D",97,"D",96,"D",96,"D",,"A","10","D","2004","D","1","D",,"A",19674,"D",19558,"D",19441,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2820443,29,0,"5","01","D","100","D",0.06,"D",46553,"D",5,"D",900,"D",,"A",,"A",,"A",,"A",0,"D",779,"D",783,"D",787,"D",121,"D",117,"D",113,"D",,"A","12","D","2011","D","1","D",,"A",24240,"D",23461,"D",22678,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2820573,24,0,"5","01","D","100","D",0.0859,"D",60000,"D",15,"D",700,"D","3","D","4","D","5","D","6","D",106,"D",322,"D",324,"D",326,"D",272,"D",270,"D",268,"D",,"A","09","D","2006","D","1","D",,"A",38050,"D",37728,"D",37404,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2820833,25,0,"5","01","D","100","D",0.0859,"D",191208,"D",15,"D",1893,"D",,"A",,"A",,"A",,"A",0,"D",1364,"T",1370,"T",1377,"T",702,"D",694,"D",685,"D",,"A","12","D","2004","D","1","D",,"A",98112,"D",96921,"D",95722,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2821973,21,0,"5","01","D","100","D",0.0859,"F",150000,"F",15,"F",1850,"F","3","F",,"A",,"A",,"A",365,"F",492,"F",495,"F",499,"F",993,"F",990,"F",986,"F",,"A","07","F","2012","F","1","F",,"A",181832,"V",181076,"V",178698,"V","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2822643,34,0,"5","01","D","100","D",0.1,"D",17000,"D",7,"D",400,"D",,"B",,"B",,"B",,"B",118,"D",249,"D",251,"D",253,"D",33,"D",31,"D",29,"D",,"A","10","D","2008","D","1","D",,"A",3984,"D",3736,"D",3485,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20144",2823223,22,0,"5","01","D","100","D",0.049,"D",39300,"D",20,"D",257,"D",,"A",,"A",,"A",,"A",0,"D",109,"D",109,"D",110,"D",148,"D",148,"D",147,"D",,"A","02","D","2012","D","1","D",,"A",36111,"D",36001,"D",35891,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2823993,12,0,"5","01","D","100","D",0.0859,"D",55000,"D",15,"D",650,"D",,"A","4","D",,"A",,"A",105,"D",313,"D",315,"D",318,"D",232,"D",230,"D",227,"D",,"A","01","D","2006","D","1","D",,"A",32385,"D",32072,"D",31757,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2838533,38,0,"5","01","D","100","D",0.0859,"D",43434,"D",5,"D",893,"D",,"A",,"A",,"A",,"A",0,"D",721,"D",726,"D",731,"D",172,"D",167,"D",162,"D",,"A","02","D","2012","D","1","D",,"A",24032,"D",23311,"D",22585,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2839343,50,0,"5","01","D","100","D",0.045,"D",15000,"D",10,"D",238,"D",,"B",,"B",,"B",,"B",83,"D",105,"D",105,"D",106,"D",50,"D",50,"D",49,"D",,"A","04","D","2013","D","1","D",,"A",13375,"D",13270,"D",13165,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2840013,31,0,"5","01","D","100","D",0.1,"F",17000,"F",7,"F",400,"F",,"B",,"B",,"B",,"B",118,"F",249,"F",251,"F",253,"F",33,"F",31,"F",29,"F",,"A","10","F","2008","F","1","F",,"A",3984,"F",3736,"F",3485,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20144",2842853,33,0,"5","01","D","100","D",0.0859,"D",113684,"D",10,"D",1415,"D",,"A",,"A",,"A",,"A",0,"D",949,"D",956,"D",963,"D",466,"D",459,"D",452,"D",,"A","04","D","2009","D","1","D",,"A",65094,"D",64145,"D",63189,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2844403,24,0,"5","01","D","100","D",0.0859,"D",25959,"D",15,"D",257,"D",,"A",,"A",,"A",,"A",0,"D",76,"D",77,"D",78,"D",181,"D",180,"D",179,"D",,"A","10","D","2013","D","1","D",,"A",25224,"D",25147,"D",25070,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2845403,14,0,"5","01","D","100","D",0.05,"D",7543,"D",10,"D",80,"D",,"A",,"A",,"A",,"A",0,"D",56,"D",57,"D",57,"D",24,"D",23,"D",23,"D",,"A","08","D","2011","D","1","D",,"A",5661,"D",5604,"D",5548,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2846133,30,0,"5","01","D","100","D",0.0859,"D",58500,"D",20,"D",511,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",,"A","06","D","2004","D","2","D",,"A",58500,"D",58500,"D",58500,"D","01","D",,"A","2","D",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20144",2846453,26,0,"5","01","D","100","D",0.06,"F",100000,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",0,"F",109,"F",110,"F",110,"F",591,"F",590,"F",590,"F",,"A","07","F","2009","F","2","D",,"A",94301,"F",94191,"F",94081,"F","01","D",,"C",,"C",,"C",700,"D",700,"D",690,"D",,"C","2","D"
"20144",2847193,20,0,"5","01","D","100","D",0.055,"F",12000,"F",10,"F",508,"F","3","F","4","F",,"A",,"A",378,"F",91,"F",91,"F",92,"F",39,"F",39,"F",38,"F",,"A","03","F","2011","F","1","F",,"A",8535,"F",8444,"F",8353,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2869653,18,0,"5","01","D","100","D",0.05,"F",30000,"F",10,"F",332,"F",,"B",,"B",,"B",,"B",14,"F",208,"F",209,"F",210,"F",110,"F",109,"F",108,"F",,"A","02","F","2013","F","1","F",,"A",26400,"F",26192,"F",25983,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2869833,20,0,"5","01","D","100","D",0.065,"F",86000,"F",15,"F",1100,"F",,"B",,"B",,"B",,"B",351,"F",562,"F",565,"F",568,"F",168,"F",166,"F",163,"F",,"A","02","F","2004","F","1","F",,"A",34461,"F",33899,"F",33334,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2870033,17,0,"5","01","D","100","D",0.055,"D",12000,"D",10,"D",508,"D","3","D","4","D",,"A",,"A",378,"D",91,"D",91,"D",92,"D",39,"D",39,"D",38,"D",,"A","03","D","2011","D","1","D",,"A",8535,"D",8444,"D",8353,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2871173,22,0,"5","01","D","100","D",0.065,"D",86000,"D",15,"D",1100,"D",,"B",,"B",,"B",,"B",351,"D",562,"D",565,"D",568,"D",168,"D",166,"D",163,"D",,"A","02","D","2004","D","1","D",,"A",34461,"D",33899,"D",33334,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2872803,20,0,"5","01","D","100","D",0.04,"D",30000,"D",15,"D",626,"D","3","D","4","D",,"A",,"A",404,"D",138,"D",138,"D",139,"D",84,"D",84,"D",83,"D",,"A","08","D","2011","D","1","D",,"A",25204,"D",25066,"D",24928,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2873783,26,0,"5","01","D","100","D",0.04,"F",30000,"F",15,"F",626,"F","3","F","4","F",,"A",,"A",404,"F",138,"F",138,"F",139,"F",84,"F",84,"F",83,"F",,"A","08","F","2011","F","1","F",,"A",25204,"F",25066,"F",24928,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2874523,43,0,"5","01","D","100","D",0.0859,"D",74435,"D",12,"D",830,"D",,"A",,"A",,"A",,"A",0,"D",324,"D",326,"D",328,"D",506,"D",504,"D",502,"D",,"A","09","D","2013","D","1","D",,"A",70725,"D",70401,"D",70075,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2876543,50,0,"5","02","D","300","D",0.0859,"D",49894,"T",5,"D",864,"D",,"A",,"A",,"A",,"A",0,"D",868,"T",874,"T",880,"T",166,"D",161,"D",156,"D",,"A","03","D","2012","D","1","D",,"A",23251,"D",22553,"D",21851,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2876643,15,0,"5","01","D","100","D",0.059,"F",30000,"F",20,"F",253,"F",,"B",,"B",,"B",,"B",40,"F",116,"F",117,"F",117,"F",97,"F",96,"F",96,"F",,"A","10","F","2004","F","1","F",,"A",19674,"F",19558,"F",19441,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2876693,17,0,"5","01","D","100","D",0.0575,"D",41411,"D",7,"D",600,"D",,"A",,"A",,"A",,"A",0,"D",515,"D",517,"D",520,"D",85,"D",83,"D",80,"D",,"A","05","D","2010","D","1","D",,"A",17761,"D",17247,"D",16729,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2901702,28,0,"5","01","D","100","D",0.045,"F",50000,"F",15,"F",399,"F",,"B",,"B",,"B",,"B",17,"F",243,"F",244,"F",245,"F",139,"F",138,"F",137,"F",,"A","07","F","2009","F","1","F",,"A",36940,"F",36697,"F",36452,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2902452,55,0,"5","01","D","100","D",0.0859,"D",72000,"D",10,"D",896,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",29,"D",29,"D",.,"A",39,"D",39,"D",,"A","08","D","2014","D","2","D",,"A",72378,"D",72000,"D",71619,"D","01","D","1","D",,"A",,"A",0,"D",68,"D",68,"D","1","D","2","D"
"20144",2905332,31,0,"5","01","D","100","D",0.0859,"F",74435,"F",12,"F",830,"F",,"A",,"A",,"A",,"A",0,"F",324,"F",326,"F",328,"F",506,"F",504,"F",502,"F",,"A","09","F","2013","F","1","F",,"A",70725,"F",70401,"F",70075,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2905832,11,0,"5","01","D","100","D",0.0859,"D",28923,"D",10,"D",360,"D",,"A",,"A",,"A",,"A",0,"D",330,"D",333,"D",335,"D",30,"D",27,"D",25,"D",,"A","07","D","2005","D","1","D",,"A",4125,"D",3795,"D",3462,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2905922,9,0,"1","01","D","100","D",0.08,"D",20928,"D",15,"D",200,"D",,"A",,"A",,"A",,"A",0,"D",129,"D",130,"D",131,"D",71,"D",70,"D",69,"D",,"A","01","D","2005","D","1","D",,"A",10650,"D",10521,"D",10392,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2906012,29,0,"5","01","D","100","D",0.0859,"D",170000,"D",15,"D",1683,"D",,"A",,"A",,"A",,"A",0,"D",1068,"D",1075,"D",1083,"D",332,"D",325,"D",317,"D",,"A","09","D","2002","D","2","D",,"A",55821,"D",54538,"D",53245,"D","01","D","1","D",,"A",,"A",1400,"D",1400,"D",1400,"D","1","D","2","D"
"20144",2906102,32,0,"5","01","D","100","D",0.06,"D",40000,"D",15,"D",400,"D",,"A",,"A","5","D",,"A",62,"D",236,"D",238,"D",239,"D",102,"D",100,"D",99,"D",,"A","07","D","2005","D","1","D",,"A",20302,"D",20065,"D",19828,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2906762,19,0,"5","01","D","100","D",0.0859,"F",3000,"F",3,"F",120,"F",,"B",,"B",,"B",,"B",25,"F",76,"F",77,"F",77,"F",19,"F",18,"F",18,"F",,"A","02","F","2014","F","1","F",,"A",2627,"F",2551,"F",2474,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A",,"C",,"A"
"20144",2907462,22,0,"5","01","D","100","D",0.0859,"D",61716,"D",15,"D",611,"D",,"A",,"A",,"A",,"A",0,"D",191,"D",192,"D",194,"D",420,"D",419,"D",417,"D",,"A","02","D","2013","D","1","D",,"A",58669,"D",58478,"D",58285,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2907712,38,0,"5","01","D","100","D",0.0859,"F",20000,"F",15,"F",250,"F",,"B",,"B",,"B",,"B",52,"F",99,"F",100,"F",101,"F",99,"F",98,"F",97,"F",,"A","09","F","2007","F","1","F",,"A",13813,"F",13714,"F",13614,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2908322,39,0,"5","01","D","100","D",0.05,"F",40000,"F",20,"F",272,"F",,"B",,"B",,"B",,"B",8,"F",102,"F",102,"F",103,"F",115,"F",115,"F",114,"F",,"A","09","F","2013","F","1","F",,"A",38907,"F",38805,"F",38703,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2908382,32,0,"5","01","D","100","D",0.0859,"D",9641,"D",10,"D",120,"D",,"A",,"A",,"A",,"A",0,"D",88,"D",88,"D",89,"D",32,"D",32,"D",31,"D",,"A","03","D","2008","D","1","D",,"A",4515,"D",4428,"D",4339,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2908752,10,0,"5","01","D","100","D",0.0859,"F",4524,"F",3,"F",143,"F",,"A",,"A",,"A",,"A",0,"F",111,"F",112,"F",113,"F",32,"F",31,"F",30,"F",,"A","07","F","2014","F","1","F",,"A",4413,"F",4302,"F",4190,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A","1","D","2","D"
"20144",2908892,14,0,"5","01","D","100","D",0.05,"F",30000,"F",10,"F",332,"F",,"B",,"B",,"B",,"B",14,"F",208,"F",209,"F",210,"F",110,"F",109,"F",108,"F",,"A","02","F","2013","F","1","F",,"A",26400,"F",26192,"F",25983,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
