"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOG","PROP0NOG","OWNYG","OWNYG_","NEWMRTG","NEWMRTG_","ORGMRTG","ORGMRTG_","QMRTTRMG","QMRT_RMG","MRTPMTG","MRTPMTG_","PAYPRTXG","PAYP_TXG","PAYPRING","PAYP_ING","PAYMRING","PAYM_ING","PAYOTHRG","PAYO_HRG","QESCROWG","QESC_OWG","QPRINM1G","QPRI_M1G","QPRINM2G","QPRI_M2G","QPRINM3G","QPRI_M3G","QADINT1G","QADI_T1G","QADINT2G","QADI_T2G","QADINT3G","QADI_T3G","QRFINDTG","QRFI_DTG","FRSTPYMG","FRST_YMG","FRSTPYRG","FRST_YRG","FIXDRTEG","FIXD_TEG","QNEWDATG","QNEW_ATG","QBLNCM1G","QBLN_M1G","QBLNCM2G","QBLN_M2G","QBLNCM3G","QBLN_M3G","LOAN_NOG","LOAN0NOG","VARRTEG","VARRTEG_","INTONLYG","INTO_LYG","OTHRTEG","OTHRTEG_","PAYMT1G","PAYMT1G_","PAYMT2G","PAYMT2G_","PAYMT3G","PAYMT3G_","PAYPRNPG","PAYP_NPG","PAYINTG","PAYINTG_"
"20151",2869654,17,0,"5","01","D","100","D",0.04,"F",30000,"F",15,"F",222,"F","3","F","4","F","5","F",,"A",0,"F",139,"F",140,"F",140,"F",83,"F",82,"F",82,"F",,"A","08","F","2011","F","1","F","122014","F",24789,"F",24650,"F",24510,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2869834,21,0,"5","01","D","100","D",0.065,"F",86000,"F",15,"F",1100,"F",,"B",,"B",,"B",,"B",351,"F",572,"F",575,"F",578,"F",177,"F",174,"F",171,"F",,"A","02","F","2004","F","1","F",,"A",32765,"F",32194,"F",31619,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2870034,18,0,"5","01","D","100","D",0.055,"D",12000,"D",10,"D",508,"D","3","D","4","D",,"A",,"A",378,"D",93,"D",93,"D",94,"D",37,"D",37,"D",36,"D",,"A","01","D","2011","D","1","D",,"A",8077,"D",7984,"D",7890,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2871174,18,0,"5","01","D","100","D",0.065,"D",86000,"D",15,"D",1100,"D",,"B",,"B",,"B",,"B",351,"D",572,"D",575,"D",578,"D",177,"D",174,"D",171,"D",,"A","02","D","2004","D","1","D",,"A",32765,"D",32194,"D",31619,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2872804,18,0,"5","01","D","100","D",0.04,"D",30000,"D",15,"D",222,"D","3","D","4","D","5","D",,"A",0,"D",139,"D",140,"D",140,"D",83,"D",82,"D",82,"D",,"A","08","D","2011","D","1","D","122014","D",24789,"D",24650,"D",24510,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2873784,36,0,"5","01","D","100","D",0.045,"F",30000,"F",8,"F",500,"F",,"B",,"B",,"B",,"B",127,"F",319,"F",320,"F",321,"F",54,"F",53,"F",52,"F",,"A","05","F","2010","F","1","F",,"A",14440,"F",14121,"F",13801,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2874524,29,0,"5","01","D","100","D",0.0859,"D",74435,"D",12,"D",830,"D",,"A",,"A",,"A",,"A",0,"D",331,"D",333,"D",335,"D",499,"D",497,"D",495,"D",,"A","09","D","2013","D","1","D",,"A",69747,"D",69416,"D",69083,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2876544,53,0,"5","02","D","300","D",0.0859,"D",49894,"T",5,"D",864,"D",,"A",,"A",,"A",,"A",0,"D",868,"T",874,"T",880,"T",151,"D",146,"D",141,"D",,"A","03","D","2012","D","1","D",,"A",21143,"D",20430,"D",19713,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2876644,18,0,"5","01","D","100","D",0.04,"F",100000,"F",20,"F",699,"F",,"B",,"B",,"B",,"B",93,"F",439,"F",440,"F",442,"F",167,"F",166,"F",164,"F",,"A","12","F","2002","F","1","F",,"A",50149,"F",49711,"F",49270,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2876654,18,0,"5","02","D","300","D",0.0859,"D",20000,"D",10,"D",300,"D","3","D",,"A",,"A",,"A",51,"D",197,"D",198,"D",200,"D",52,"D",51,"D",49,"D",,"A","09","D","2007","D","1","D",,"A",7286,"D",7089,"D",6891,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2877094,18,0,"5","01","D","100","D",0.04,"D",240559,"T",20,"D",2729,"T","3","D",,"A",,"A",,"A",688,"D",1364,"T",1370,"T",1377,"T",224,"D",220,"D",216,"D",,"A","04","D","1999","D","1","D",,"A",67290,"D",66102,"D",64911,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2901703,33,0,"5","01","D","100","D",0.045,"F",50000,"F",15,"F",399,"F",,"B",,"B",,"B",,"B",17,"F",246,"F",247,"F",248,"F",136,"F",135,"F",134,"F",,"A","07","F","2009","F","1","F",,"A",36207,"F",35961,"F",35714,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2902453,51,0,"5","01","D","100","D",0.0859,"D",72000,"D",10,"D",896,"D",,"A",,"A",,"A",,"A",0,"D",121,"D",122,"D",122,"D",159,"D",158,"D",158,"D",,"A","08","D","2014","D","2","D",,"A",71236,"D",70850,"D",70461,"D","01","D","1","D",,"A",,"A",280,"D",280,"D",280,"D","1","D","2","D"
"20151",2905333,33,0,"5","01","D","100","D",0.0859,"F",74435,"F",12,"F",830,"F",,"A",,"A",,"A",,"A",0,"F",331,"F",333,"F",335,"F",499,"F",497,"F",495,"F",,"A","09","F","2013","F","1","F",,"A",69747,"F",69416,"F",69083,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2905833,14,0,"5","01","D","100","D",0.0859,"D",28923,"D",10,"D",360,"D",,"A",,"A",,"A",,"A",0,"D",338,"D",340,"D",342,"D",22,"D",20,"D",18,"D",,"A","07","D","2005","D","1","D",,"A",3127,"D",2789,"D",2449,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2906013,32,0,"5","01","D","100","D",0.0859,"D",170000,"D",15,"D",1683,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","09","D","2002","D","2","D",,"A",51943,"D",50632,"D",49311,"D","01","D","1","D",,"A",,"A",.,"C",.,"C",.,"C","1","D","2","D"
"20151",2906763,20,0,"5","01","D","100","D",0.1,"F",17000,"F",7,"F",400,"F",,"B",,"B",,"B",,"B",118,"F",255,"F",257,"F",259,"F",27,"F",25,"F",23,"F",,"A","10","F","2008","F","1","F",,"A",3232,"F",2977,"F",2719,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A",,"C",,"A"
"20151",2907463,24,0,"5","01","D","100","D",0.0859,"D",61716,"D",15,"D",611,"D",,"A",,"A",,"A",,"A",0,"D",195,"D",197,"D",198,"D",416,"D",414,"D",413,"D",,"A","02","D","2013","D","1","D",,"A",58091,"D",57896,"D",57700,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2907713,39,0,"5","01","D","100","D",0.0859,"F",20000,"F",10,"F",500,"F",,"B",,"B",,"B",,"B",251,"F",114,"F",114,"F",115,"F",135,"F",135,"F",134,"F",,"A","01","F","2014","F","1","F",,"A",18907,"F",18793,"F",18679,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2908323,36,0,"5","01","D","100","D",0.0859,"F",40251,"F",10,"F",501,"F",,"A",,"A",,"A",,"A",0,"F",315,"F",317,"F",320,"F",186,"F",184,"F",181,"F",,"A","05","F","2010","F","1","F",,"A",25965,"F",25650,"F",25333,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2908383,25,0,"5","01","D","100","D",0.0859,"D",9641,"D",10,"D",120,"D",,"A",,"A",,"A",,"A",0,"D",88,"D",88,"D",89,"D",32,"D",32,"D",31,"D",,"A","06","D","2008","D","1","D",,"A",4515,"D",4428,"D",4339,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2908753,12,0,"5","01","D","100","D",0.0859,"F",4524,"F",3,"F",143,"F",,"A",,"A",,"A",,"A",0,"F",114,"F",115,"F",115,"F",29,"F",28,"F",28,"F",,"A","07","F","2014","F","1","F",,"A",4077,"F",3963,"F",3848,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2908893,19,0,"5","01","D","100","D",0.04,"F",30000,"F",15,"F",222,"F","3","F","4","F","5","F",,"A",0,"F",139,"F",140,"F",140,"F",83,"F",82,"F",82,"F",,"A","08","F","2011","F","1","F","122014","F",24789,"F",24650,"F",24510,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2910203,30,0,"5","01","D","100","D",0.0859,"F",35000,"F",15,"F",700,"F",,"B",,"B",,"B",,"B",353,"F",142,"F",143,"F",144,"F",205,"F",204,"F",203,"F",,"A","06","F","2010","F","1","F",,"A",28669,"F",28527,"F",28384,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2911013,23,0,"5","01","D","100","D",0.045,"F",50000,"F",15,"F",399,"F",,"B",,"B",,"B",,"B",17,"F",246,"F",247,"F",248,"F",136,"F",135,"F",134,"F",,"A","07","F","2009","F","1","F",,"A",36207,"F",35961,"F",35714,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2911163,44,0,"5","01","D","100","D",0.0525,"D",9000,"D",5,"D",171,"D",,"A",,"A",,"A",,"A",0,"D",139,"D",140,"D",140,"D",32,"D",31,"D",30,"D",,"A","09","D","2013","D","1","D",,"A",7106,"D",6966,"D",6826,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2922563,18,0,"5","01","D","100","D",0.0859,"D",20000,"D",15,"D",250,"D",,"B",,"B",,"B",,"B",52,"D",104,"D",105,"D",106,"D",94,"D",93,"D",92,"D",,"A","05","D","2007","D","1","D",,"A",13104,"D",13000,"D",12895,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2922633,38,0,"5","01","D","100","D",0.05,"D",30000,"D",10,"D",332,"D",,"B",,"B",,"B",,"B",14,"D",211,"D",211,"D",212,"D",107,"D",107,"D",106,"D",,"A","02","D","2013","D","1","D",,"A",25774,"D",25563,"D",25351,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2922643,34,0,"5","01","D","100","D",0.077,"D",29589,"D",20,"D",242,"D",,"A",,"A",,"A",,"A",0,"D",90,"D",90,"D",91,"D",152,"D",152,"D",151,"D",,"A","10","D","2007","D","1","D",,"A",23720,"D",23630,"D",23540,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2922723,61,0,"5","01","D","100","D",0.045,"F",50000,"F",15,"F",399,"F",,"B",,"B",,"B",,"B",17,"F",246,"F",247,"F",248,"F",136,"F",135,"F",134,"F",,"A","07","F","2009","F","1","F",,"A",36207,"F",35961,"F",35714,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2923193,25,0,"5","01","D","100","D",0.09,"D",46832,"D",15,"D",475,"D",,"A",,"A",,"A",,"A",0,"D",241,"D",242,"D",244,"D",234,"D",233,"D",231,"D",,"A","06","D","2007","D","1","D",,"A",31246,"D",31006,"D",30763,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2923433,25,0,"5","01","D","100","D",0.0859,"D",20000,"D",10,"D",500,"D",,"B",,"B",,"B",,"B",251,"D",114,"D",114,"D",115,"D",135,"D",135,"D",134,"D",,"A","01","D","2014","D","1","D",,"A",18907,"D",18793,"D",18679,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2924943,22,0,"5","01","D","100","D",0.043,"D",125421,"D",20,"D",780,"D",,"A",,"A",,"A",,"A",0,"D",335,"D",337,"D",338,"D",445,"D",443,"D",442,"D",,"A","07","D","2014","D","1","D",,"A",124092,"D",123756,"D",123420,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2925043,12,0,"5","01","D","100","D",0.0859,"D",150000,"D",15,"D",1850,"D","3","D",,"A",,"A",,"A",365,"D",502,"D",506,"D",509,"D",983,"D",979,"D",976,"D",,"A","07","D","2012","D","1","D",,"A",137300,"D",136798,"D",136292,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2930763,29,0,"5","01","D","100","D",0.04,"D",29264,"D",7,"D",400,"D",,"A",,"A",,"A",,"A",0,"D",368,"D",369,"D",371,"D",32,"D",31,"D",29,"D",,"A","12","D","2009","D","1","D",,"A",9580,"D",9212,"D",8842,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2933133,44,0,"5","01","D","100","D",0.0859,"D",15185,"D",10,"D",189,"D",,"A",,"A",,"A",,"A",0,"D",185,"D",186,"D",188,"D",4,"D",3,"D",1,"D",,"A","02","D","2005","D","1","D",,"A",560,"D",375,"D",188,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2945573,16,0,"5","01","D","100","D",0.0859,"D",40251,"D",10,"D",501,"D",,"A",,"A",,"A",,"A",0,"D",315,"D",317,"D",320,"D",186,"D",184,"D",181,"D",,"A","05","D","2010","D","1","D",,"A",25965,"D",25650,"D",25333,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2946443,24,0,"5","01","D","100","D",0.0514,"D",117000,"D",5,"D",2729,"T",,"A",,"A",,"A",,"A",0,"D",1364,"T",1370,"T",1377,"T",472,"D",464,"D",457,"D",,"A","08","D","2014","D","1","D",,"A",110100,"D",108357,"D",106606,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2949923,41,0,"5","01","D","100","D",0.0859,"D",35000,"D",15,"D",700,"D",,"B",,"B",,"B",,"B",353,"D",142,"D",143,"D",144,"D",205,"D",204,"D",203,"D",,"A","06","D","2010","D","1","D",,"A",28669,"D",28527,"D",28384,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2950813,68,0,"5","01","D","100","D",0.0911,"D",25000,"D",15,"D",319,"D",,"B",,"B",,"B",,"B",64,"D",88,"D",89,"D",90,"D",167,"D",166,"D",165,"D",,"A","08","D","2011","D","1","D",,"A",21966,"D",21877,"D",21788,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2951243,15,0,"5","01","D","100","D",0.0859,"D",12855,"D",10,"D",160,"D",,"A",,"A",,"A",,"A",0,"D",146,"D",147,"D",148,"D",14,"D",13,"D",12,"D",,"A","01","D","2006","D","1","D",,"A",1980,"D",1834,"D",1687,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2951883,17,0,"5","01","D","100","D",0.0859,"F",60000,"F",15,"F",700,"F","3","F","4","F","5","F","6","F",106,"F",322,"F",324,"F",326,"F",272,"F",270,"F",268,"F",,"A","12","F","2006","F","1","F",,"A",38050,"F",37728,"F",37404,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2954023,28,0,"5","01","D","100","D",0.08,"D",68000,"D",15,"D",677,"D",,"B",,"B",,"B",,"B",27,"D",512,"D",515,"D",519,"D",138,"D",135,"D",131,"D",,"A","12","D","2002","D","1","D",,"A",20700,"D",20188,"D",19673,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2968882,9,0,"5","01","D","100","D",0.08,"F",68000,"F",15,"F",677,"F",,"B",,"B",,"B",,"B",27,"F",512,"F",515,"F",519,"F",138,"F",135,"F",131,"F",,"A","12","F","2002","F","1","F",,"A",20700,"F",20188,"F",19673,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2969332,28,0,"5","01","D","100","D",0.0859,"D",50000,"D",15,"D",495,"D",,"A",,"A",,"A",,"A",0,"D",51,"D",51,"D",51,"D",129,"D",129,"D",129,"D",,"A","08","D","2014","D","2","D",,"A",49725,"D",49586,"D",49446,"D","01","D",,"C",,"C",,"C",180,"D",180,"D",180,"D","1","D","2","D"
"20151",2970582,39,0,"5","01","D","100","D",0.05,"D",18856,"D",10,"D",200,"D",,"A",,"A",,"A",,"A",0,"D",145,"D",145,"D",146,"D",55,"D",55,"D",54,"D",,"A","04","D","2011","D","1","D",,"A",13295,"D",13150,"D",13005,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2971142,16,0,"5","01","D","100","D",0.0859,"D",19000,"D",20,"D",166,"D",,"A",,"A",,"A",,"A",0,"D",38,"D",38,"D",39,"D",128,"D",128,"D",127,"D",,"A","12","D","2011","D","1","D",,"A",17850,"D",17812,"D",17773,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2973902,42,0,"5","01","D","100","D",0.06,"F",100000,"F",15,"F",844,"F",,"A",,"A",,"A",,"A",0,"F",536,"F",538,"F",541,"F",47,"F",45,"F",42,"F",,"A","03","F","2001","F","2","F",,"A",13720,"F",12945,"F",12166,"F","01","D","1","D",,"A",,"A",593,"F",593,"F",583,"F","1","D","2","D"
"20151",2974725,19,0,"5","01","D","100","D",0.0859,"F",191208,"F",15,"F",1893,"F",,"A",,"A",,"A",,"A",0,"F",1364,"V",1370,"V",1377,"V",677,"F",668,"F",659,"F",,"A","12","F","2004","F","1","F",,"A",94514,"F",93298,"F",92073,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2974942,34,0,"1","01","D","100","D",0.0859,"D",240559,"T",15,"D",2729,"T",,"B",,"B",,"B",,"B",320,"D",1080,"D",1087,"D",1095,"D",900,"D",893,"D",885,"D",,"A","11","D","2006","D","1","D",,"A",125760,"D",124680,"D",123593,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2974982,21,0,"5","01","D","100","D",0.0859,"D",15000,"D",10,"D",245,"D",,"B",,"B",,"B",,"B",58,"D",147,"D",148,"D",149,"D",40,"D",39,"D",38,"D",,"A","08","D","2007","D","1","D",,"A",5581,"D",5434,"D",5286,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2976372,36,0,"5","01","D","100","D",0.06,"D",26000,"D",15,"D",290,"D",,"B",,"B",,"B",,"B",71,"D",109,"D",109,"D",110,"D",110,"D",110,"D",109,"D",,"A","06","D","2011","D","1","D",,"A",22070,"D",21961,"D",21852,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20151",2977902,30,0,"5","01","D","100","D",0.046,"D",100000,"D",10,"D",1041,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",2000,"D",2000,"D",2000,"D",,"A","03","D","2011","D","2","D",,"A",100000,"D",100000,"D",100000,"D","01","D","1","D",,"A",,"A",2178,"T",2178,"T",2275,"T",,"A","2","D"
"20151",2978052,33,0,"5","01","D","100","D",0.0859,"D",9630,"D",5,"D",198,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",198,"D",198,"D",198,"D",,"A","05","D","2014","D","1","D",,"A",9630,"D",9630,"D",9630,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20151",2989262,43,0,"5","01","D","300","D",0.0859,"D",49894,"T",5,"D",2729,"T",,"A",,"A",,"A",,"A",0,"D",868,"T",874,"T",880,"T",365,"D",357,"D",349,"D",,"A","02","D","2013","D","1","D",,"A",68018,"D",66500,"D",64971,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2991032,17,0,"5","01","D","100","D",0.065,"F",86000,"F",15,"F",1100,"F",,"B",,"B",,"B",,"B",351,"F",572,"F",575,"F",578,"F",177,"F",174,"F",171,"F",,"A","02","F","2004","F","1","F",,"A",32765,"F",32194,"F",31619,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2991132,16,0,"5","01","D","100","D",0.04,"D",100000,"D",20,"D",699,"D",,"B",,"B",,"B",,"B",93,"D",439,"D",440,"D",442,"D",167,"D",166,"D",164,"D",,"A","12","D","2002","D","1","D",,"A",50149,"D",49711,"D",49270,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2992522,23,0,"5","01","D","100","D",0.055,"D",3036,"D",5,"D",58,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",58,"D",58,"D",58,"D",,"A","07","D","2014","D","1","D",,"A",3036,"D",3036,"D",3036,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20151",2994852,18,0,"5","01","D","100","D",0.045,"D",15000,"D",5,"D",514,"D","3","D","4","D",,"A",,"A",234,"D",261,"D",262,"D",263,"D",19,"D",18,"D",17,"D",,"A","06","D","2011","D","1","D",,"A",5103,"D",4843,"D",4581,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2995632,33,0,"5","01","D","100","D",0.0859,"D",74500,"D",10,"D",927,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",254,"D",254,"D",254,"D",,"A","07","D","2014","D","2","D",,"A",74500,"D",74500,"D",74500,"D","01","D","1","D",,"A",,"A",254,"D",254,"D",254,"D",,"A","2","D"
"20151",2996582,17,0,"1","01","D","100","D",0.04,"F",240559,"V",20,"F",2729,"V","3","F",,"A",,"A",,"A",688,"F",1364,"V",1370,"V",1377,"V",224,"F",220,"F",216,"F",,"A","04","F","1999","F","1","F",,"A",67290,"F",66102,"F",64911,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A","1","D","2","D"
"20151",2999442,10,0,"5","01","D","100","D",0.0859,"F",3000,"F",3,"F",120,"F",,"B",,"B",,"B",,"B",25,"F",78,"F",78,"F",79,"F",17,"F",17,"F",16,"F",,"A","02","F","2014","F","1","F",,"A",2397,"F",2319,"F",2241,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A",,"C",,"A"
"20151",3001742,27,0,"5","01","D","100","D",0.0859,"D",14000,"D",15,"D",300,"D",,"B",,"B",,"B",,"B",161,"D",61,"D",62,"D",62,"D",78,"D",77,"D",77,"D",,"A","08","D","2009","D","1","D",,"A",10866,"D",10804,"D",10743,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",3002342,9,0,"5","01","D","100","D",0.0859,"D",1490,"D",1,"D",130,"D",,"A",,"A",,"A",,"A",0,"D",119,"D",120,"D",121,"D",11,"D",10,"D",9,"D",,"A","12","D","2014","D","1","D",,"A",1490,"D",1371,"D",1250,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",3003042,22,0,"5","01","D","100","D",0.0859,"F",1490,"F",1,"F",130,"F",,"A",,"A",,"A",,"A",0,"F",119,"F",120,"F",121,"F",11,"F",10,"F",9,"F",,"A","12","F","2014","F","1","F",,"A",1490,"F",1371,"F",1250,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",3004062,17,0,"5","01","D","100","D",0.0859,"D",27959,"D",10,"D",348,"D",,"A",,"A",,"A",,"A",0,"D",150,"D",151,"D",152,"D",198,"D",197,"D",196,"D",,"A","10","D","2014","D","1","D",,"A",27662,"D",27512,"D",27361,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",3004342,21,0,"5","01","D","100","D",0.0859,"F",53277,"F",9,"F",710,"F",,"A",,"A",,"A",,"A",0,"F",376,"F",379,"F",382,"F",334,"F",331,"F",328,"F",,"A","05","F","2013","F","1","F",,"A",46614,"F",46238,"F",45859,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",3004542,13,0,"5","01","D","100","D",0.0859,"D",32137,"D",10,"D",400,"D",,"A",,"A",,"A",,"A",0,"D",221,"D",223,"D",224,"D",179,"D",177,"D",176,"D",,"A","11","D","2011","D","1","D",,"A",24967,"D",24745,"D",24522,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",3005702,27,0,"5","01","D","100","D",0.1,"D",23000,"D",13,"D",268,"D",,"B",,"B",,"B",,"B",4,"D",167,"D",169,"D",170,"D",97,"D",95,"D",94,"D",,"A","07","D","2006","D","1","D",,"A",11611,"D",11443,"D",11275,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",3006012,49,0,"5","01","D","100","D",0.046,"F",100000,"F",10,"F",1041,"F",,"A",,"A",,"A",,"A",0,"F",0,"F",0,"F",0,"F",2000,"F",2000,"F",2000,"F",,"A","03","F","2011","F","2","F",,"A",100000,"F",100000,"F",100000,"F","01","D",,"A",,"A",,"A",2178,"V",2178,"V",2275,"V",,"A","2","D"
"20151",3007282,20,0,"5","01","D","100","D",0.07,"D",11350,"D",20,"D",88,"D",,"A",,"A",,"A",,"A",0,"D",78,"D",79,"D",79,"D",10,"D",9,"D",9,"D",,"A","08","D","1996","D","1","D",,"A",1655,"D",1577,"D",1498,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",3009442,14,0,"5","01","D","100","D",0.065,"F",86000,"F",15,"F",1100,"F",,"B",,"B",,"B",,"B",351,"F",572,"F",575,"F",578,"F",177,"F",174,"F",171,"F",,"A","02","F","2004","F","1","F",,"A",32765,"F",32194,"F",31619,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20151",3010262,11,0,"1","01","D","100","D",0.0859,"D",51945,"D",8,"D",750,"D",,"A",,"A",,"A",,"A",0,"D",496,"D",499,"D",503,"D",254,"D",251,"D",247,"D",,"A","10","D","2011","D","1","D",,"A",35498,"D",35002,"D",34502,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
